tree,n_missing_total,n_missing_1980_on,n_outliers_total
KR0118B_raw,34,34,0
KR0119A_raw,50,34,0
KR0120A_raw,34,34,1
KR0121B_raw,34,34,1
KR0122B_raw,34,34,1
KR0123B_raw,53,34,0
KR0124B_raw,34,34,0
KR0125A_raw,34,34,0
KR0126B_raw,34,34,2
KR0128A_raw,34,34,3
KR0129B_raw,34,34,0
KR0130B_raw,75,34,1
KR0133B_raw,34,34,0
KR0135B_raw,38,34,0
KR0137B_raw,34,34,1
KR0140A_raw,49,34,1
KR0141B_raw,34,34,0
KR0142B_raw,78,34,0
KR0143A_raw,76,34,1
KR0144A_raw,34,34,1
KR0149A_raw,34,34,0
KR0150A_raw,34,34,0
KR0151B_raw,78,34,2
KR0152B_raw,54,34,1
KR0154A_raw,34,34,0
KR0155B_raw,34,34,0
KR0156B_raw,34,34,0
