tree,n_missing_total,n_missing_1980_on,n_outliers_total
MTJ012_raw,329,45,6
MTJ021_raw,246,44,1
MTJ022_raw,182,44,3
MTJ031_raw,469,44,0
MTJ032_raw,430,44,3
MTJ041_raw,498,44,1
MTJ042_raw,459,44,0
MTJ061_raw,123,44,15
MTJ071_raw,534,44,1
MTJ081_raw,171,44,14
MTJ082_raw,194,44,12
MTJ091_raw,373,44,5
MTJ101_raw,269,44,5
MTJ102_raw,267,44,12
MTJ111_raw,271,45,4
MTJ121_raw,299,45,4
MTJ131_raw,374,45,1
MTJ132_raw,283,45,8
MTJ141_raw,280,44,3
MTJ181_raw,298,44,8
MTJ191_raw,342,44,4
MTJ201_raw,213,44,6
MTJ211_raw,214,44,2
MTJ221_raw,129,44,11
MTJ231_raw,223,44,7
MTJ241_raw,44,44,3
MTJ251_raw,474,45,0
MTJ261_raw,218,45,1
