"","Estimate","Std. Error","Pr(>|t|)","V4","V5"
"DD5_sm",0.0484308884541371,0.0101081976731313,5.36613406747077e-06,"SPRY","TSUMER"
"DD5_sp",-0.0322672195922565,0.0126540290784321,0.0121895956616126,"SPRY","TSUMER"
"RH_sp",-0.029347539036374,0.011201706650485,0.0100730300663916,"SPRY","TSUMER"
"PAS",-0.0705311880621213,0.011190466830736,6.6655462211239e-09,"SPRY","TSUMER"
"prev_DD5_sm",-0.0216555170553609,0.00988406134016287,0.0306242116979981,"SPRY","TSUMER"
