"","Estimate","Std. Error","Pr(>|t|)","V4","V5"
"DD5_sm",0.0494074473422216,0.0137282467144091,0.000485606142957103,"SPRY","CALNOO"
"DD5_sp",-0.0173102909675669,0.0171884113211444,0.316163172767609,"SPRY","CALNOO"
"RH_sp",-0.03507033206576,0.0152167441878933,0.0231125383896239,"SPRY","CALNOO"
"PAS",-0.0553031419466498,0.0151963971342946,0.000422806085591588,"SPRY","CALNOO"
"prev_DD5_sm",-0.0138947588865525,0.013419937777622,0.302825000565414,"SPRY","CALNOO"
