"","Estimate","Std. Error","Pr(>|t|)","V4","V5"
"DD5_sm",0.0350332998158134,0.0121306972540028,0.00468493275856228,"SPRY","ABILAS"
"DD5_sp",-0.0317303691014432,0.0150373707779869,0.0371590881503973,"SPRY","ABILAS"
"RH_sp",-0.0150044718625823,0.0131516712988001,0.256443624361344,"SPRY","ABILAS"
"PAS",-0.072195108160355,0.0133101989905298,3.5942061794477e-07,"SPRY","ABILAS"
"prev_DD5_sm",-0.0414432135694603,0.0117431139320255,0.000613809470086505,"SPRY","ABILAS"
