"","Estimate","Std. Error","Pr(>|t|)","V4","V5"
"DD5_sm",0.0430938458724381,0.0118986457952373,0.000449067035289609,"PARA","TSUMER"
"DD5_sp",0.00775723263496948,0.0149694260111746,0.605385094491215,"PARA","TSUMER"
"RH_sp",-0.00506320590068409,0.0131369026893568,0.700692490012911,"PARA","TSUMER"
"PAS",-0.076367809466456,0.0131930581567085,7.17569845619103e-08,"PARA","TSUMER"
"prev_DD5_sm",-0.019281546849858,0.0116685869083344,0.101378042784043,"PARA","TSUMER"
