"","Estimate","Std. Error","Pr(>|t|)","V4","V5"
"DD5_sm",0.0336026022911112,0.0131098777791995,0.011762154039268,"SUNR","CALNOO"
"DD5_sp",-0.0209920612155602,0.0159192223968263,0.190097874650732,"SUNR","CALNOO"
"RH_sp",-0.021573333951975,0.0143574195608671,0.135890098394904,"SUNR","CALNOO"
"PAS",-0.0552938337780586,0.0139603680209131,0.000134935373923185,"SUNR","CALNOO"
"prev_DD5_sm",-0.019735279841606,0.0127244443821811,0.123860792777686,"SUNR","CALNOO"
