"","Estimate","Std. Error","Pr(>|t|)","V4","V5"
"DD5_sm",0.0647940922884832,0.012636098227766,1.31389284291843e-06,"PARA","ABIAMA"
"DD5_sp",-0.0354897592703271,0.0158737992788734,0.0274445679485464,"PARA","ABIAMA"
"RH_sp",-0.0266419830214804,0.0139492046400986,0.0588199615274695,"PARA","ABIAMA"
"PAS",-0.109340267108172,0.0139889402065478,4.02191410306039e-12,"PARA","ABIAMA"
"prev_DD5_sm",-0.0240681251188929,0.0123920902081968,0.0547395354692573,"PARA","ABIAMA"
