"","Estimate","Std. Error","Pr(>|t|)","V4","V5"
"DD5_sm",0.0568894731386225,0.0122023312995453,9.07363113853957e-06,"SPRY","ABIAMA"
"DD5_sp",-0.0505404294003936,0.0152597930758319,0.00126392658336977,"SPRY","ABIAMA"
"RH_sp",-0.0204523504600357,0.0135294290510324,0.133559698443197,"SPRY","ABIAMA"
"PAS",-0.0878250536025037,0.0134778052770659,2.42458481181148e-09,"SPRY","ABIAMA"
"prev_DD5_sm",-0.0330052620890974,0.0119226418336351,0.00664279236400476,"SPRY","ABIAMA"
