"","Estimate","Std. Error","Pr(>|t|)","V4","V5"
"DD5_sm",0.0372020322136275,0.0152042204471652,0.0160406632938756,"PARA","CALNOO"
"DD5_sp",-0.0060961460518241,0.0192334675096961,0.751895243622301,"PARA","CALNOO"
"RH_sp",-0.0127169079771694,0.0168035575354114,0.450833759544388,"PARA","CALNOO"
"PAS",-0.0820638192790475,0.0169245117592118,4.23410593078213e-06,"PARA","CALNOO"
"prev_DD5_sm",-0.0119059762706338,0.0149143376008635,0.426470076455021,"PARA","CALNOO"
