tree,n_missing_total,n_missing_1980_on,n_outliers_total
WP402H_raw,376,45,6
WP402L_raw,470,45,2
WP403A_raw,329,45,5
WP417E_raw,251,31,4
WP417W_raw,210,31,10
WP418W_raw,323,31,4
WP426E_raw,343,31,8
WP426S_raw,344,31,4
WP441A_raw,442,45,2
WP442A_raw,190,45,4
WP442B_raw,339,45,4
WP443A_raw,449,45,1
WP444A_raw,467,45,1
WP445A_raw,315,45,3
WP450N_raw,344,31,6
WP450W_raw,323,31,5
WP452W_raw,251,31,6
WP453W_raw,338,31,4
WP455W_raw,305,31,3
WP461N_raw,274,31,2
WP461S_raw,300,31,1
WP464E_raw,374,31,3
WP465S_raw,374,31,1
WP465W_raw,355,31,2
WP466A_raw,359,45,2
WP467A_raw,463,45,2
WP468A_raw,261,45,9
WP468B_raw,335,45,5
