tree,n_missing_total,n_missing_1980_on,n_outliers_total
LCF01A_raw,116,25,0
LCF02A_raw,194,25,1
LCF04B_raw,365,45,1
LCF09B_raw,320,25,2
LCF14A_raw,480,25,1
LCF15A_raw,350,25,4
LCF16A_raw,265,25,6
LCF19A_raw,420,25,1
LCF21A_raw,210,25,0
LCF21B_raw,200,25,0
LCF22B_raw,223,45,3
LCF23A_raw,268,25,1
LCF23B_raw,370,25,0
LCF24A_raw,448,45,0
LCF25A_raw,226,26,2
LCF25B_raw,309,25,4
LCF26A_raw,195,45,3
LCF26B_raw,170,45,6
LCF27A_raw,100,25,7
LCF27B_raw,120,25,1
LCF28A_raw,273,45,2
LCF29A_raw,393,25,0
LCF30A_raw,390,25,3
LCF30B_raw,380,25,2
LCF31A_raw,163,45,2
LCF31B_raw,266,26,0
LCF33A_raw,371,25,0
LCF34A_raw,297,25,5
LCF35A_raw,500,45,0
LCF36A_raw,283,25,1
LCF36B_raw,261,25,1
LCF37B_raw,494,45,1
LCF39A_raw,209,45,4
LCF39B_raw,223,25,4
LCF40A_raw,329,45,1
LCF40B_raw,323,45,0
LCF42A_raw,420,45,0
LCF42B_raw,290,45,0
LCF43B_raw,190,25,0
LCF44A_raw,200,25,1
LCF44B_raw,190,25,0
LCF45A_raw,75,45,2
LCF46B_raw,225,25,3
LCF47A_raw,345,25,3
LCF48A_raw,329,25,2
LCF48B_raw,360,25,5
LCF49A_raw,293,25,2
LCF49B_raw,325,25,0
LCF50A_raw,244,45,6
LCF50B_raw,180,25,4
