tree,n_missing_total,n_missing_1980_on,n_outliers_total
L9805N_raw,60,27,1
L9806E_raw,57,27,0
L9806N_raw,50,27,0
L9808N_raw,49,27,0
L9809N_raw,72,45,0
L9810E_raw,36,27,2
L9810W_raw,65,27,0
L9812N_raw,71,27,2
L9812NE_raw,70,27,0
L9812SW_raw,85,27,0
L9814N_raw,74,27,0
L9815W_raw,46,27,1
L9815E_raw,60,27,1
L9816N_raw,42,27,1
L9816W_raw,66,27,2
L9817E_raw,84,27,0
L9817W_raw,27,27,0
L9818NW_raw,70,27,0
L9818SW_raw,55,27,0
L9822E_raw,48,27,0
L9822W_raw,59,27,0
L9823N_raw,50,27,0
L9823NE_raw,45,27,0
L9824S_raw,43,27,0
L9824E_raw,51,27,0
L9825S_raw,49,27,0
L9825N_raw,47,27,0
L9826N_raw,42,27,0
L9826E_raw,66,27,0
L9827E_raw,50,27,2
