# Woodhouse and Lukas 2004 TreeFlow Colorado Streamflow Reconstructions
#----------------------------------------------------------------------- 
#               World Data Service for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available),
# and date accessed when using these downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/6316
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-recon-6316.json
#   Study_Level_JSON_Description: JSON metadata of this file's parent study, which includes all study metadata.
#
# Data_Type: Climate Reconstructions
#
# Dataset_DOI: 10.25921/jrak-de20
#
# Science_Keywords: Streamflow Reconstruction
#-------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/reconstructions/colorado/treeflow/clear-noaa.txt
#   Data_Download_Description: NOAA Template File; Clear Creek at Golden Streamflow Reconstruction
#
# Original_Source_URL: 
#   Original_Source_Description: 
#
#-------------------
# Contribution_Date
#   Date: 2004-05-01
#-------------------
# File_Last_Modified_Date
#   Date: 2025-06-12
#-------------------
# Title
#   Study_Name: Woodhouse and Lukas 2004 TreeFlow Colorado Streamflow Reconstructions
#-------------------
# Investigators
#   Investigators: Woodhouse, C.A.(https://orcid.org/0000-0003-0545-9753); Lukas, J.J.; Webb, R.S.
#-------------------
# Description_Notes_and_Keywords
#   Description: Tree-ring-based reconstructions of streamflow at 15 gaging stations in the South Platte and Colorado River Basins of north-central Colorado, USA. For details see the TreeFlow website at: http://treeflow.info/
#-------------------
# Publication
#   Authors: Woodhouse, C.A. and J.J. Lukas
#   Journal_Name: Climatic Change
#   Published_Title: Multi-Century Tree-Ring Reconstructions of Colorado Streamflow for Water Resource Planning.
#   Published_Date_or_Year: 2006-10-01
#   Volume: 78
#   Issue: 2-4
#   Pages: 293-315
#   Report_Number: 
#   DOI: 10.1007/s10584-006-9055-0
#   Full_Citation: 
#   Abstract: Water resource management requires knowledge of the natural variability in streamflow over multiple time scales. Reconstructions of streamflow derived from moisture-sensitive trees extend, in both time and magnitude, the variability provided by relatively short gage records. In this study, we present a network of 14 annual streamflow reconstructions, 300–600 years long, for gages in the Upper Colorado and South Platte River basins in Colorado generated from new and existing tree-ring chronologies. Gages for the reconstruction were selected on the basis of their importance to two of the largest Colorado Front Range water providers, who provided the natural flow data for the calibration with tree-ring data. The reconstruction models explain 63–76% of the variance in the gage records and capture low flows particularly well. Analyses of the reconstructions indicate that the 20th century gage record does not fully represent the range of streamflow characteristics seen in the prior two to five centuries. Multi-year drought events more severe than the 1950s drought have occurred, notably in the 19th century, and the distribution of extreme low flow years is markedly uneven over the past three centuries. When the 14 reconstructions are grouped into Upper Colorado, northern South Platte, and southern South Platte regional flow reconstructions, the three time series show a high degree of coherence, but also time-varying divergences that may reflect the differential influence of climatic features operating in the western U.S. These reconstructions are currently being used by water managers to assess the reliability of water supply systems under a broader range of conditions than indicated by the gage records alone.
#-------------------
# Funding_Agency
#   Funding_Agency_Name: US National Oceanic and Atmospheric Administration (NOAA)
#   Grant_Number: Office of Global Programs, GC02-046, Regional Integrated Sciences and Assessment Program
#-------------------
# Site_Information
#   Site_Name:  Clear Creek at Golden
#   Location: Colorado
#   Northernmost_Latitude: 39.75306
#   Southernmost_Latitude: 39.75306
#   Easternmost_Longitude: -105.2347
#   Westernmost_Longitude: -105.2347
#   Elevation_m: 1736
#-------------------
# Data_Collection
#   Collection_Name:  Clear Creek at Golden streamflow Woodhouse2006
#   First_Year: 1635
#   Last_Year: 1987
#   Time_Unit: CE
#   Core_Length_m: 
#   Parameter_Keywords: streamflow
#   Notes: 
#-------------------
# Chronology_Information
#   Chronology:
#-------------------
# Variables 
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Variables format: shortname <tab> what,material,error,units,seasonality,data_type,detail,method, C(har) or N(umeric) data,additional information
## age	age,,,year Common Era,,climate reconstructions;tree ring,,,N,
## sfr	streamflow,,,acre foot,Oct-Sep,climate reconstructions;tree ring,,,N,
## 95%ci-	streamflow,,confidence interval>95% confidence interval lower bound,acre foot,Oct-Sep,climate reconstructions;tree ring,,,N,
## 95%ci+	streamflow,,confidence interval>95% confidence interval upper bound,acre foot,Oct-Sep,climate reconstructions;tree ring,,,N,
#-------------------------------
# Data: 
# Missing_Values: NA
age	sfr	95%ci-	95%ci+
1635	131118	107399	154837
1636	118388	94669	142107
1637	138507	114788	162226
1638	121608	97889	145327
1639	153990	130271	177709
1640	163373	139654	187092
1641	125075	101356	148794
1642	151759	128040	175478
1643	118114	94395	141833
1644	189328	165609	213047
1645	52948	29229	76667
1646	107721	84002	131440
1647	178628	154909	202347
1648	113782	90063	137501
1649	144149	120430	167868
1650	150704	126985	174423
1651	156774	133055	180493
1652	101860	78141	125579
1653	81640	57921	105359
1654	32473	8754	56192
1655	226087	202368	249806
1656	145248	121529	168967
1657	197913	174194	221632
1658	159564	135845	183283
1659	179006	155287	202725
1660	199768	176049	223487
1661	241219	217500	264938
1662	155749	132030	179468
1663	171344	147625	195063
1664	100079	76360	123798
1665	148303	124584	172022
1666	109280	85561	132999
1667	130584	106865	154303
1668	99787	76068	123506
1669	163447	139728	187166
1670	157821	134102	181540
1671	146231	122512	169950
1672	206059	182340	229778
1673	213889	190170	237608
1674	181716	157997	205435
1675	114964	91245	138683
1676	196545	172826	220264
1677	152710	128991	176429
1678	263789	240070	287508
1679	155190	131471	178909
1680	244793	221074	268512
1681	153916	130197	177635
1682	163025	139306	186744
1683	256767	233048	280486
1684	71451	47732	95170
1685	11307	-12412	35026
1686	126492	102773	150211
1687	183047	159328	206766
1688	228143	204424	251862
1689	169882	146163	193601
1690	224720	201001	248439
1691	155479	131760	179198
1692	225677	201958	249396
1693	198558	174839	222277
1694	186167	162448	209886
1695	195688	171969	219407
1696	166219	142500	189938
1697	188269	164550	211988
1698	207737	184018	231456
1699	211577	187858	235296
1700	114369	90650	138088
1701	214444	190725	238163
1702	209446	185727	233165
1703	105045	81326	128764
1704	106509	82790	130228
1705	252985	229266	276704
1706	184678	160959	208397
1707	157426	133707	181145
1708	140491	116772	164210
1709	139996	116277	163715
1710	225648	201929	249367
1711	149098	125379	172817
1712	207982	184263	231701
1713	189937	166218	213656
1714	146946	123227	170665
1715	157316	133597	181035
1716	189841	166122	213560
1717	145478	121759	169197
1718	174159	150440	197878
1719	195635	171916	219354
1720	283415	259696	307134
1721	146875	123156	170594
1722	105813	82094	129532
1723	69206	45487	92925
1724	147931	124212	171650
1725	176658	152939	200377
1726	235304	211585	259023
1727	171741	148022	195460
1728	182990	159271	206709
1729	85114	61395	108833
1730	129268	105549	152987
1731	234106	210387	257825
1732	168408	144689	192127
1733	201516	177797	225235
1734	261133	237414	284852
1735	118056	94337	141775
1736	104167	80448	127886
1737	116655	92936	140374
1738	177835	154116	201554
1739	172853	149134	196572
1740	106100	82381	129819
1741	167276	143557	190995
1742	137294	113575	161013
1743	173760	150041	197479
1744	140524	116805	164243
1745	165209	141490	188928
1746	201392	177673	225111
1747	222583	198864	246302
1748	74383	50664	98102
1749	212481	188762	236200
1750	113530	89811	137249
1751	169519	145800	193238
1752	167709	143990	191428
1753	176794	153075	200513
1754	117690	93971	141409
1755	156286	132567	180005
1756	105778	82059	129497
1757	175797	152078	199516
1758	141368	117649	165087
1759	148893	125174	172612
1760	146082	122363	169801
1761	249693	225974	273412
1762	197709	173990	221428
1763	142202	118483	165921
1764	194962	171243	218681
1765	111969	88250	135688
1766	216191	192472	239910
1767	144998	121279	168717
1768	206408	182689	230127
1769	214550	190831	238269
1770	106522	82803	130241
1771	170232	146513	193951
1772	134830	111111	158549
1773	185240	161521	208959
1774	155217	131498	178936
1775	129682	105963	153401
1776	162413	138694	186132
1777	94102	70383	117821
1778	189081	165362	212800
1779	149836	126117	173555
1780	112121	88402	135840
1781	154031	130312	177750
1782	144005	120286	167724
1783	174047	150328	197766
1784	190204	166485	213923
1785	209936	186217	233655
1786	124123	100404	147842
1787	198705	174986	222424
1788	92154	68435	115873
1789	99341	75622	123060
1790	217873	194154	241592
1791	138338	114619	162057
1792	227681	203962	251400
1793	191631	167912	215350
1794	206379	182660	230098
1795	103151	79432	126870
1796	193146	169427	216865
1797	189532	165813	213251
1798	76183	52464	99902
1799	201518	177799	225237
1800	177658	153939	201377
1801	136633	112914	160352
1802	165232	141513	188951
1803	173741	150022	197460
1804	133270	109551	156989
1805	136347	112628	160066
1806	143640	119921	167359
1807	155009	131290	178728
1808	146391	122672	170110
1809	116813	93094	140532
1810	155719	132000	179438
1811	180798	157079	204517
1812	167794	144075	191513
1813	132821	109102	156540
1814	153049	129330	176768
1815	169473	145754	193192
1816	181400	157681	205119
1817	183308	159589	207027
1818	147478	123759	171197
1819	149039	125320	172758
1820	138832	115113	162551
1821	163639	139920	187358
1822	167845	144126	191564
1823	183318	159599	207037
1824	84516	60797	108235
1825	181612	157893	205331
1826	160086	136367	183805
1827	159412	135693	183131
1828	239521	215802	263240
1829	137397	113678	161116
1830	136142	112423	159861
1831	200302	176583	224021
1832	194993	171274	218712
1833	140076	116357	163795
1834	121116	97397	144835
1835	167768	144049	191487
1836	171848	148129	195567
