# Woodhouse and Lukas 2004 TreeFlow Colorado Streamflow Reconstructions
#----------------------------------------------------------------------- 
#               World Data Service for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available),
# and date accessed when using these downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/6316
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-recon-6316.json
#   Study_Level_JSON_Description: JSON metadata of this file's parent study, which includes all study metadata.
#
# Data_Type: Climate Reconstructions
#
# Dataset_DOI: 10.25921/jrak-de20
#
# Science_Keywords: Streamflow Reconstruction
#-------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/reconstructions/colorado/treeflow/kremmling-noaa.txt
#   Data_Download_Description: NOAA Template File; Colorado River at Kremmling Streamflow Reconstruction
#
# Original_Source_URL: 
#   Original_Source_Description: 
#
#-------------------
# Contribution_Date
#   Date: 2005-10-01
#-------------------
# File_Last_Modified_Date
#   Date: 2025-06-12
#-------------------
# Title
#   Study_Name: Woodhouse and Lukas 2004 TreeFlow Colorado Streamflow Reconstructions
#-------------------
# Investigators
#   Investigators: Woodhouse, C.A.(https://orcid.org/0000-0003-0545-9753); Lukas, J.J.; Webb, R.S.
#-------------------
# Description_Notes_and_Keywords
#  Description: Tree-ring-based reconstructions of streamflow at 22 gaging stations in the South Platte River, Arkansas River, Colorado River , and Rio Grande basins of Colorado, USA. For details see the TreeFlow website at: http://treeflow.info/
#-------------------
# Publication
#   Authors: Woodhouse, C.A. and J.J. Lukas
#   Journal_Name: Climatic Change
#   Published_Title: Multi-Century Tree-Ring Reconstructions of Colorado Streamflow for Water Resource Planning.
#   Published_Date_or_Year: 2006-10-01
#   Volume: 78
#   Issue: 2-4
#   Pages: 293-315
#   Report_Number: 
#   DOI: 10.1007/s10584-006-9055-0
#   Full_Citation: 
#   Abstract: Water resource management requires knowledge of the natural variability in streamflow over multiple time scales. Reconstructions of streamflow derived from moisture-sensitive trees extend, in both time and magnitude, the variability provided by relatively short gage records. In this study, we present a network of 14 annual streamflow reconstructions, 300–600 years long, for gages in the Upper Colorado and South Platte River basins in Colorado generated from new and existing tree-ring chronologies. Gages for the reconstruction were selected on the basis of their importance to two of the largest Colorado Front Range water providers, who provided the natural flow data for the calibration with tree-ring data. The reconstruction models explain 63–76% of the variance in the gage records and capture low flows particularly well. Analyses of the reconstructions indicate that the 20th century gage record does not fully represent the range of streamflow characteristics seen in the prior two to five centuries. Multi-year drought events more severe than the 1950s drought have occurred, notably in the 19th century, and the distribution of extreme low flow years is markedly uneven over the past three centuries. When the 14 reconstructions are grouped into Upper Colorado, northern South Platte, and southern South Platte regional flow reconstructions, the three time series show a high degree of coherence, but also time-varying divergences that may reflect the differential influence of climatic features operating in the western U.S. These reconstructions are currently being used by water managers to assess the reliability of water supply systems under a broader range of conditions than indicated by the gage records alone.
#-------------------
# Funding_Agency
#   Funding_Agency_Name: US National Oceanic and Atmospheric Administration (NOAA)
#   Grant_Number: Office of Global Programs, GC02-046, Regional Integrated Sciences and Assessment Program
#-------------------
# Site_Information
#   Site_Name: Colorado River at Kremmling
#   Location: Colorado
#   Northernmost_Latitude: 40.03667
#   Southernmost_Latitude: 40.03667
#   Easternmost_Longitude: -106.4394
#   Westernmost_Longitude: -106.4394
#   Elevation_m: 2231
#-------------------
# Data_Collection
#   Collection_Name: Colorado R. at Kremmling streamflow Woodhouse2006
#   First_Year: 1440
#   Last_Year: 2002
#   Time_Unit: CE
#   Core_Length_m: 
#   Parameter_Keywords: streamflow
#   Notes: 
#-------------------
# Chronology_Information
#   Chronology:
#-------------------
# Variables 
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Variables format: shortname <tab> what,material,error,units,seasonality,data_type,detail,method, C(har) or N(umeric) data,additional information
## Year	age,,,year Common Era,,climate reconstructions;tree ring,,,N,
## Recon	streamflow,,,acre foot,Oct-Sep,climate reconstructions;tree ring,,,N,
## Gage	streamflow,,,acre foot,Oct-Sep,instrumental,,,N,
#-------------------------------
# Data: 
# Missing_Values: NA
Year	Recon	Gage
1681	1190605	NA
1682	1126186	NA
1683	1394865	NA
1684	1019421	NA
1685	425963	NA
1686	862191	NA
1687	1231759	NA
1688	1381548	NA
1689	1408123	NA
1690	1306587	NA
1691	1335359	NA
1692	1085991	NA
1693	1208011	NA
1694	1401954	NA
1695	905078	NA
1696	1203904	NA
1697	1230202	NA
1698	1647322	NA
1699	1326578	NA
1700	880762	NA
1701	1394756	NA
1702	1248368	NA
1703	996776	NA
1704	779721	NA
1705	1671872	NA
1706	1057630	NA
1707	864036	NA
1708	1016693	NA
1709	1216155	NA
1710	1303971	NA
1711	1181578	NA
1712	1380631	NA
1713	1210703	NA
1714	720979	NA
1715	1225515	NA
1716	1200934	NA
1717	1280086	NA
1718	1366586	NA
1719	1271564	NA
1720	1801698	NA
1721	1155845	NA
1722	811646	NA
1723	883437	NA
1724	1438684	NA
1725	1370589	NA
1726	1665474	NA
1727	1244810	NA
1728	1253609	NA
1729	701672	NA
1730	1069695	NA
1731	1341177	NA
1732	1221237	NA
1733	1362295	NA
1734	1415126	NA
1735	888986	NA
1736	796754	NA
1737	971661	NA
1738	1196753	NA
1739	1488748	NA
1740	832219	NA
1741	1632884	NA
1742	1319053	NA
1743	1381532	NA
1744	1059181	NA
1745	1185582	NA
1746	1462457	NA
1747	1588663	NA
1748	607112	NA
1749	1629557	NA
1750	933334	NA
1751	1298407	NA
1752	1230528	NA
1753	1208803	NA
1754	1111838	NA
1755	942428	NA
1756	680701	NA
1757	1320054	NA
1758	1342599	NA
1759	991625	NA
1760	1312177	NA
1761	1524192	NA
1762	1567983	NA
1763	926909	NA
1764	1371786	NA
1765	815459	NA
1766	1390047	NA
1767	1014154	NA
1768	1602663	NA
1769	1276553	NA
1770	891300	NA
1771	1260544	NA
1772	1182714	NA
1773	1136676	NA
1774	1198552	NA
1775	1050903	NA
1776	989864	NA
1777	664329	NA
1778	1196240	NA
1779	1034556	NA
1780	1185670	NA
1781	1020969	NA
1782	981464	NA
1783	1216655	NA
1784	1315881	NA
1785	1382028	NA
1786	895576	NA
1787	1307361	NA
1788	899656	NA
1789	815739	NA
1790	1580772	NA
1791	1003904	NA
1792	1620759	NA
1793	1074809	NA
1794	1200555	NA
1795	839708	NA
1796	1640604	NA
1797	1574450	NA
1798	681937	NA
1799	1586532	NA
1800	1209588	NA
1801	1395723	NA
1802	1413523	NA
1803	1064068	NA
1804	1060346	NA
1805	1271247	NA
1806	826128	NA
1807	1101449	NA
1808	1039991	NA
1809	1089927	NA
1810	1125457	NA
1811	1503125	NA
1812	1399309	NA
1813	1079337	NA
1814	961201	NA
1815	1184819	NA
1816	1339551	NA
1817	1329023	NA
1818	1339261	NA
1819	1188563	NA
1820	1072782	NA
1821	1337446	NA
1822	1123451	NA
1823	1505380	NA
1824	671023	NA
1825	939755	NA
1826	1371382	NA
1827	1020497	NA
1828	1337918	NA
1829	1034112	NA
1830	935766	NA
1831	1499037	NA
1832	1557981	NA
1833	908086	NA
1834	1000397	NA
1835	1067028	NA
1836	1213163	NA
1837	1508201	NA
1838	1179623	NA
1839	1244338	NA
1840	1372133	NA
1841	1234935	NA
1842	786534	NA
1843	1777470	NA
1844	1092005	NA
1845	506598	NA
1846	782044	NA
1847	709924	NA
1848	1230443	NA
1849	1645824	NA
1850	1436255	NA
1851	437086	NA
1852	1364935	NA
1853	1458425	NA
1854	1089080	NA
1855	815031	NA
1856	1222909	NA
1857	1023086	NA
1858	1417798	NA
1859	1271444	NA
1860	1376694	NA
1861	887807	NA
1862	1597542	NA
1863	880573	NA
1864	1567369	NA
1865	1314198	NA
1866	1834343	NA
1867	1758607	NA
1868	1170257	NA
1869	1328864	NA
1870	1327954	NA
1871	558600	NA
1872	1380679	NA
1873	1396512	NA
1874	919108	NA
1875	1157055	NA
1876	1352692	NA
1877	1123247	NA
1878	1008148	NA
1879	586152	NA
1880	972471	NA
1881	1252696	NA
1882	1071238	NA
1883	1075119	NA
1884	1335572	NA
1885	1357929	NA
1886	1136125	NA
1887	747632	NA
1888	995053	NA
1889	869978	NA
1890	1046678	NA
1891	1149344	NA
1892	1228048	NA
1893	1057678	NA
1894	1113914	NA
1895	1421813	NA
1896	736171	NA
1897	1268912	NA
1898	729451	NA
1899	1385726	NA
1900	1179023	NA
1901	965638	NA
1902	602200	NA
1903	1286308	NA
1904	925973	NA
1905	1144800	NA
1906	1338428	NA
1907	1240472	NA
1908	813490	NA
1909	1356115	NA
1910	955334	NA
1911	1218839	NA
1912	1440600	NA
1913	1073385	NA
1914	1377980	NA
1915	1087114	NA
1916	1280250	1337821
1917	1469767	1448777
1918	1440367	1839653
1919	1003353	1049236
1920	1237361	1328828
1921	1732338	1760635
1922	892656	1123810
1923	1476744	1532681
1924	1206114	1364560
1925	1218868	1180890
1926	1379892	1752787
1927	1217603	1376247
1928	1501200	1685932
1929	1204161	1440256
1930	1469085	1385658
1931	1127008	941975
1932	1101787	1156110
1933	1409304	1325170
1934	962105	806458
1935	977303	1095306
1936	1281142	1498869
1937	1240907	877897
1938	1445537	1615643
1939	1322752	1168086
1940	1177769	825641
1941	1346630	1056828
1942	1463744	1232036
1943	1291434	1177988
1944	1040970	1016502
1945	1167468	1173329
1946	1034692	1123000
1947	1559948	1544005
1948	1043864	1203709
1949	1409439	1287350
1950	946783	1085554
1951	1413824	1479218
1952	1293759	1523819
1953	1079177	1167447
1954	497342	591897
1955	1032690	844945
1956	1315921	1106399
1957	1392475	1526464
1958	1279436	1174133
1959	872105	988245
1960	1174764	1156010
1961	738018	918678
1962	1660293	1466867
1963	941365	630939
1964	923568	844830
1965	1558648	1438219
1966	890618	747960
1967	974301	962407
1968	1017604	1071175
1969	1325520	1132699
1970	1238630	1422900
1971	1313226	1424451
1972	1151881	1079258
1973	1440052	1208454
1974	1553467	1325118
1975	1167148	1115604
1976	1001589	975351
1977	881835	699521
1978	1386483	1307429
1979	1352030	1210326
1980	1258055	1167562
1981	879952	768203
1982	1234936	1278538
1983	1624149	1799579
1984	1784490	2047454
1985	1448934	1304840
1986	1368714	1450489
1987	1135011	929922
1988	1070953	1102982
1989	1049372	951029
1990	941394	979181
1991	1329804	1076693
1992	1040384	999123
1993	1521390	1478040
1994	712575	991227
1995	1679234	1778373
1996	1483218	1760233
1997	1424754	1693742
1998	1080440	1038810
1999	1294933	1262648
2000	1030962	1171134
2001	1087517	1083091
2002	583645	540038
