# Woodhouse and Lukas 2004 TreeFlow Colorado Streamflow Reconstructions
#----------------------------------------------------------------------- 
#               World Data Service for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available),
# and date accessed when using these downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/6316
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-recon-6316.json
#   Study_Level_JSON_Description: JSON metadata of this file's parent study, which includes all study metadata.
#
# Data_Type: Climate Reconstructions
#
# Dataset_DOI: 10.25921/jrak-de20
#
# Science_Keywords: Streamflow Reconstruction
#-------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/reconstructions/colorado/treeflow/kremmling-noaa.txt
#   Data_Download_Description: NOAA Template File; Colorado River at Kremmling Streamflow Reconstruction
#
# Original_Source_URL: 
#   Original_Source_Description: 
#
#-------------------
# Contribution_Date
#   Date: 2005-10-01
#-------------------
# File_Last_Modified_Date
#   Date: 2025-06-12
#-------------------
# Title
#   Study_Name: Woodhouse and Lukas 2004 TreeFlow Colorado Streamflow Reconstructions
#-------------------
# Investigators
#   Investigators: Woodhouse, C.A.(https://orcid.org/0000-0003-0545-9753); Lukas, J.J.; Webb, R.S.
#-------------------
# Description_Notes_and_Keywords
#  Description: Tree-ring-based reconstructions of streamflow at 22 gaging stations in the South Platte River, Arkansas River, Colorado River , and Rio Grande basins of Colorado, USA. For details see the TreeFlow website at: http://treeflow.info/
#-------------------
# Publication
#   Authors: Woodhouse, C.A. and J.J. Lukas
#   Journal_Name: Climatic Change
#   Published_Title: Multi-Century Tree-Ring Reconstructions of Colorado Streamflow for Water Resource Planning.
#   Published_Date_or_Year: 2006-10-01
#   Volume: 78
#   Issue: 2-4
#   Pages: 293-315
#   Report_Number: 
#   DOI: 10.1007/s10584-006-9055-0
#   Full_Citation: 
#   Abstract: Water resource management requires knowledge of the natural variability in streamflow over multiple time scales. Reconstructions of streamflow derived from moisture-sensitive trees extend, in both time and magnitude, the variability provided by relatively short gage records. In this study, we present a network of 14 annual streamflow reconstructions, 300–600 years long, for gages in the Upper Colorado and South Platte River basins in Colorado generated from new and existing tree-ring chronologies. Gages for the reconstruction were selected on the basis of their importance to two of the largest Colorado Front Range water providers, who provided the natural flow data for the calibration with tree-ring data. The reconstruction models explain 63–76% of the variance in the gage records and capture low flows particularly well. Analyses of the reconstructions indicate that the 20th century gage record does not fully represent the range of streamflow characteristics seen in the prior two to five centuries. Multi-year drought events more severe than the 1950s drought have occurred, notably in the 19th century, and the distribution of extreme low flow years is markedly uneven over the past three centuries. When the 14 reconstructions are grouped into Upper Colorado, northern South Platte, and southern South Platte regional flow reconstructions, the three time series show a high degree of coherence, but also time-varying divergences that may reflect the differential influence of climatic features operating in the western U.S. These reconstructions are currently being used by water managers to assess the reliability of water supply systems under a broader range of conditions than indicated by the gage records alone.
#-------------------
# Funding_Agency
#   Funding_Agency_Name: US National Oceanic and Atmospheric Administration (NOAA)
#   Grant_Number: Office of Global Programs, GC02-046, Regional Integrated Sciences and Assessment Program
#-------------------
# Site_Information
#   Site_Name: Colorado River at Kremmling
#   Location: Colorado
#   Northernmost_Latitude: 40.03667
#   Southernmost_Latitude: 40.03667
#   Easternmost_Longitude: -106.4394
#   Westernmost_Longitude: -106.4394
#   Elevation_m: 2231
#-------------------
# Data_Collection
#   Collection_Name: Colorado R. at Kremmling streamflow Woodhouse2006
#   First_Year: 1440
#   Last_Year: 2002
#   Time_Unit: CE
#   Core_Length_m: 
#   Parameter_Keywords: streamflow
#   Notes: 
#-------------------
# Chronology_Information
#   Chronology:
#-------------------
# Variables 
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Variables format: shortname <tab> what,material,error,units,seasonality,data_type,detail,method, C(har) or N(umeric) data,additional information
## Year	age,,,year Common Era,,climate reconstructions;tree ring,,,N,
## Recon	streamflow,,,acre foot,Oct-Sep,climate reconstructions;tree ring,,,N,
## Gage	streamflow,,,acre foot,Oct-Sep,instrumental,,,N,
#-------------------------------
# Data: 
# Missing_Values: NA
Year	Recon	Gage
1440	1507733	NA
1441	1465490	NA
1442	813066	NA
1443	1446431	NA
1444	917666	NA
1445	900281	NA
1446	1370857	NA
1447	1367343	NA
1448	1115058	NA
1449	1388762	NA
1450	877471	NA
1451	1155051	NA
1452	1367301	NA
1453	1079980	NA
1454	863969	NA
1455	1076627	NA
1456	990018	NA
1457	1155635	NA
1458	1050835	NA
1459	1096373	NA
1460	967280	NA
1461	1132709	NA
1462	1272631	NA
1463	1202446	NA
1464	1230552	NA
1465	1009418	NA
1466	1234931	NA
1467	1454714	NA
1468	1186775	NA
1469	1091314	NA
1470	1081051	NA
1471	1215081	NA
1472	1035874	NA
1473	1087738	NA
1474	1035972	NA
1475	783607	NA
1476	1252467	NA
1477	1436331	NA
1478	1161152	NA
1479	1231633	NA
1480	996874	NA
1481	1339548	NA
1482	1286240	NA
1483	1127244	NA
1484	1751741	NA
1485	1542432	NA
1486	1571015	NA
1487	1507437	NA
1488	1062684	NA
1489	1133540	NA
1490	1318501	NA
1491	1266844	NA
1492	1162452	NA
1493	1144761	NA
1494	1413043	NA
1495	690664	NA
1496	810107	NA
1497	1225626	NA
1498	1720611	NA
1499	779998	NA
1500	859223	NA
1501	1077553	NA
1502	1230444	NA
1503	1146283	NA
1504	1404956	NA
1505	1012519	NA
1506	719444	NA
1507	1159112	NA
1508	1024899	NA
1509	1251817	NA
1510	964735	NA
1511	1124857	NA
1512	1311328	NA
1513	1366007	NA
1514	1313764	NA
1515	942450	NA
1516	1093549	NA
1517	1085925	NA
1518	1236432	NA
1519	1335750	NA
1520	1042599	NA
1521	1682130	NA
1522	1113651	NA
1523	1503406	NA
1524	1397529	NA
1525	1291063	NA
1526	1338167	NA
1527	1249802	NA
1528	1035809	NA
1529	1417764	NA
1530	1368487	NA
1531	783049	NA
1532	827398	NA
1533	1341914	NA
1534	1400941	NA
1535	1348646	NA
1536	1414932	NA
1537	1337469	NA
1538	889466	NA
1539	1355553	NA
1540	1523589	NA
1541	1221509	NA
1542	685934	NA
1543	1378673	NA
1544	1118453	NA
1545	817401	NA
1546	1398331	NA
1547	1253193	NA
1548	1077287	NA
1549	1418326	NA
1550	1184176	NA
1551	918417	NA
1552	1208544	NA
1553	1531315	NA
1554	1332712	NA
1555	1737514	NA
1556	1511133	NA
1557	1450435	NA
1558	883316	NA
1559	782101	NA
1560	1454366	NA
1561	1149886	NA
1562	991199	NA
1563	1023616	NA
1564	1445056	NA
1565	1422231	NA
1566	1071044	NA
1567	912278	NA
1568	1384776	NA
1569	1293518	NA
1570	1407758	NA
1571	1271481	NA
1572	1474374	NA
1573	1292323	NA
1574	998039	NA
1575	985115	NA
1576	1039355	NA
1577	1462804	NA
1578	1302541	NA
1579	1292222	NA
1580	633294	NA
1581	876110	NA
1582	1459780	NA
1583	1167631	NA
1584	494027	NA
1585	778585	NA
1586	1363031	NA
1587	975399	NA
1588	1287478	NA
1589	1277019	NA
1590	758032	NA
1591	992577	NA
1592	905807	NA
1593	989393	NA
1594	1354133	NA
1595	1230120	NA
1596	1244851	NA
1597	935894	NA
1598	542461	NA
1599	1304353	NA
1600	782318	NA
1601	1233615	NA
1602	1203451	NA
1603	1308429	NA
1604	1321032	NA
1605	1424541	NA
1606	1225038	NA
1607	749933	NA
1608	1451231	NA
1609	769535	NA
1610	1593333	NA
1611	1419850	NA
1612	933552	NA
1613	1328579	NA
1614	1328710	NA
1615	1400433	NA
1616	1188970	NA
1617	1528035	NA
1618	1278978	NA
1619	1091881	NA
1620	1089158	NA
1621	1667652	NA
1622	746241	NA
1623	1212387	NA
1624	892114	NA
1625	851674	NA
1626	1069388	NA
1627	1192975	NA
1628	1186127	NA
1629	1203408	NA
1630	966171	NA
1631	871574	NA
1632	1001293	NA
1633	1526797	NA
1634	799968	NA
1635	1039621	NA
1636	1046557	NA
1637	1168099	NA
1638	949495	NA
1639	1273484	NA
1640	1252124	NA
1641	1042751	NA
1642	1221887	NA
1643	1064705	NA
1644	900089	NA
1645	893326	NA
1646	818585	NA
1647	1577044	NA
1648	1277207	NA
1649	1389564	NA
1650	1281570	NA
1651	1240825	NA
1652	891360	NA
1653	836440	NA
1654	570172	NA
1655	1562192	NA
1656	1053774	NA
1657	1609524	NA
1658	1071403	NA
1659	1326618	NA
1660	1219329	NA
1661	1548465	NA
1662	1034491	NA
1663	1139742	NA
1664	625563	NA
1665	1282838	NA
1666	865836	NA
1667	1044314	NA
1668	830640	NA
1669	1262646	NA
1670	1094726	NA
1671	805236	NA
1672	1370940	NA
1673	1392323	NA
1674	1300923	NA
1675	1029144	NA
1676	1444332	NA
1677	1066847	NA
1678	1588773	NA
1679	1359407	NA
1680	1635568	NA
