# Woodhouse and Lukas 2004 TreeFlow Colorado Streamflow Reconstructions
#----------------------------------------------------------------------- 
#               World Data Service for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available),
# and date accessed when using these downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/6316
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-recon-6316.json
#   Study_Level_JSON_Description: JSON metadata of this file's parent study, which includes all study metadata.
#
# Data_Type: Climate Reconstructions
#
# Dataset_DOI: 10.25921/jrak-de20
#
# Science_Keywords: Streamflow Reconstruction
#-------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/reconstructions/colorado/treeflow/conejos-noaa.txt
#   Data_Download_Description: NOAA Template File; Conejos River near Mogote Streamflow Reconstruction
#
# Original_Source_URL: 
#   Original_Source_Description: 
#
#-------------------
# Contribution_Date
#   Date: 2005-10-01
#-------------------
# File_Last_Modified_Date
#   Date: 2025-06-12
#-------------------
# Title
#   Study_Name: Woodhouse and Lukas 2004 TreeFlow Colorado Streamflow Reconstructions
#-------------------
# Investigators
#   Investigators: Woodhouse, C.A.(https://orcid.org/0000-0003-0545-9753); Lukas, J.J.; Webb, R.S.
#-------------------
# Description_Notes_and_Keywords
#   Description: Tree-ring-based reconstructions of streamflow at 22 gaging stations in the South Platte River, Arkansas River, Colorado River , and Rio Grande basins of Colorado, USA. For details see the TreeFlow website at: http://treeflow.info/
#-------------------
# Publication
#   Authors: Woodhouse, C.A. and J.J. Lukas
#   Journal_Name: Climatic Change
#   Published_Title: Multi-Century Tree-Ring Reconstructions of Colorado Streamflow for Water Resource Planning.
#   Published_Date_or_Year: 2006-10-01
#   Volume: 78
#   Issue: 2-4
#   Pages: 293-315
#   Report_Number: 
#   DOI: 10.1007/s10584-006-9055-0
#   Full_Citation: 
#   Abstract: Water resource management requires knowledge of the natural variability in streamflow over multiple time scales. Reconstructions of streamflow derived from moisture-sensitive trees extend, in both time and magnitude, the variability provided by relatively short gage records. In this study, we present a network of 14 annual streamflow reconstructions, 300–600 years long, for gages in the Upper Colorado and South Platte River basins in Colorado generated from new and existing tree-ring chronologies. Gages for the reconstruction were selected on the basis of their importance to two of the largest Colorado Front Range water providers, who provided the natural flow data for the calibration with tree-ring data. The reconstruction models explain 63–76% of the variance in the gage records and capture low flows particularly well. Analyses of the reconstructions indicate that the 20th century gage record does not fully represent the range of streamflow characteristics seen in the prior two to five centuries. Multi-year drought events more severe than the 1950s drought have occurred, notably in the 19th century, and the distribution of extreme low flow years is markedly uneven over the past three centuries. When the 14 reconstructions are grouped into Upper Colorado, northern South Platte, and southern South Platte regional flow reconstructions, the three time series show a high degree of coherence, but also time-varying divergences that may reflect the differential influence of climatic features operating in the western U.S. These reconstructions are currently being used by water managers to assess the reliability of water supply systems under a broader range of conditions than indicated by the gage records alone.
#-------------------
# Funding_Agency
#   Funding_Agency_Name: US National Oceanic and Atmospheric Administration (NOAA)
#   Grant_Number: Office of Global Programs, GC02-046, Regional Integrated Sciences and Assessment Program
#-------------------
# Site_Information
#   Site_Name:  Conejos River near Mogote
#   Location: Colorado
#   Northernmost_Latitude: 37.05389
#   Southernmost_Latitude: 37.05389
#   Easternmost_Longitude: -106.1869
#   Westernmost_Longitude: -106.1869
#   Elevation_m: 2522
#-------------------
# Data_Collection
#   Collection_Name:  Conejos R. near Mogote streamflow Woodhouse2006
#   First_Year: 1508
#   Last_Year: 2002
#   Time_Unit: CE
#   Core_Length_m: 
#   Parameter_Keywords: streamflow
#   Notes: 
#-------------------
# Chronology_Information
#   Chronology:
#-------------------
# Variables 
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Variables format: shortname <tab> what,material,error,units,seasonality,data_type,detail,method, C(har) or N(umeric) data,additional information
## age	age,,,year Common Era,,climate reconstructions;tree ring,,,N,
## sfr	streamflow,,,acre foot,Oct-Sep,climate reconstructions;tree ring,,,N,
## sfi	streamflow,,,acre foot,Oct-Sep,instrumental,,,N,
#-------------------------------
# Data: 
# Missing_Values: NA
age	sfr	sfi
1508	310755	NA
1509	344665	NA
1510	217813	NA
1511	224360	NA
1512	277023	NA
1513	238726	NA
1514	310867	NA
1515	182678	NA
1516	184095	NA
1517	258087	NA
1518	246953	NA
1519	210010	NA
1520	178833	NA
1521	330508	NA
1522	142298	NA
1523	291299	NA
1524	273182	NA
1525	228912	NA
1526	287394	NA
1527	205330	NA
1528	188066	NA
1529	243564	NA
1530	218952	NA
1531	191248	NA
1532	130076	NA
1533	275901	NA
1534	282961	NA
1535	286156	NA
1536	299141	NA
1537	221495	NA
1538	166238	NA
1539	238699	NA
1540	298373	NA
1541	206672	NA
1542	102821	NA
1543	239014	NA
1544	192476	NA
1545	156830	NA
1546	264192	NA
1547	212791	NA
1548	266266	NA
1549	330989	NA
1550	224151	NA
1551	181273	NA
1552	242540	NA
1553	257760	NA
1554	186126	NA
1555	229588	NA
1556	212093	NA
1557	274363	NA
1558	147569	NA
1559	236143	NA
1560	275079	NA
1561	198785	NA
1562	164717	NA
1563	231727	NA
1564	240311	NA
1565	287013	NA
1566	182706	NA
1567	189661	NA
1568	272339	NA
1569	200663	NA
1570	257206	NA
1571	238092	NA
1572	263613	NA
1573	171438	NA
1574	138099	NA
1575	227971	NA
1576	199068	NA
1577	295782	NA
1578	227442	NA
1579	209048	NA
1580	107952	NA
1581	195432	NA
1582	200835	NA
1583	172274	NA
1584	97741	NA
1585	207811	NA
1586	241520	NA
1587	234578	NA
1588	284619	NA
1589	351704	NA
1590	80365	NA
1591	186085	NA
1592	198894	NA
1593	205102	NA
1594	231183	NA
1595	368979	NA
1596	357779	NA
1597	218307	NA
1598	112247	NA
1599	363351	NA
1600	124248	NA
1601	302048	NA
1602	284266	NA
1603	328138	NA
1604	359427	NA
1605	315477	NA
1606	313523	NA
1607	104400	NA
1608	267512	NA
1609	284011	NA
1610	315233	NA
1611	252667	NA
1612	238374	NA
1613	265156	NA
1614	284017	NA
1615	275514	NA
1616	210434	NA
1617	284222	NA
1618	318471	NA
1619	223878	NA
1620	252569	NA
1621	256194	NA
1622	148902	NA
1623	162955	NA
1624	155816	NA
1625	131794	NA
1626	164853	NA
1627	291910	NA
1628	224332	NA
1629	207402	NA
1630	297428	NA
1631	117844	NA
1632	174433	NA
1633	285173	NA
1634	175037	NA
1635	247224	NA
1636	212186	NA
1637	245799	NA
1638	206311	NA
1639	303092	NA
1640	268004	NA
1641	217239	NA
1642	252951	NA
1643	235913	NA
1644	270645	NA
1645	170467	NA
1646	171892	NA
1647	255730	NA
1648	204858	NA
1649	350435	NA
1650	304958	NA
1651	258062	NA
1652	189244	NA
1653	206728	NA
1654	105369	NA
1655	347340	NA
1656	231434	NA
1657	217034	NA
1658	189993	NA
1659	233742	NA
1660	290680	NA
1661	228041	NA
1662	267661	NA
1663	204221	NA
1664	122978	NA
1665	255329	NA
1666	186956	NA
1667	203188	NA
1668	130850	NA
1669	289542	NA
1670	187418	NA
1671	249526	NA
1672	290441	NA
1673	298097	NA
1674	265706	NA
1675	158145	NA
1676	273240	NA
1677	284544	NA
1678	325504	NA
1679	225105	NA
1680	353895	NA
1681	262299	NA
1682	156026	NA
1683	284135	NA
1684	108652	NA
1685	46145	NA
1686	249338	NA
1687	191836	NA
1688	265386	NA
1689	334974	NA
1690	268603	NA
1691	290210	NA
1692	223754	NA
1693	298581	NA
1694	138425	NA
1695	223001	NA
1696	197051	NA
1697	301891	NA
1698	310051	NA
1699	297031	NA
1700	150137	NA
1701	292523	NA
1702	254447	NA
1703	203472	NA
1704	180215	NA
1705	286050	NA
1706	180412	NA
1707	200737	NA
1708	211042	NA
1709	272426	NA
1710	288076	NA
1711	269593	NA
1712	261094	NA
1713	222245	NA
1714	92437	NA
1715	261235	NA
1716	237575	NA
1717	231358	NA
1718	261344	NA
1719	235967	NA
1720	412661	NA
1721	202156	NA
1722	130696	NA
1723	144685	NA
1724	249484	NA
1725	330027	NA
1726	347565	NA
1727	278058	NA
1728	192747	NA
1729	118707	NA
1730	242496	NA
1731	193787	NA
1732	232352	NA
1733	240343	NA
1734	338279	NA
1735	63780	NA
1736	238546	NA
1737	161585	NA
1738	276450	NA
1739	311288	NA
1740	175431	NA
1741	276195	NA
1742	230673	NA
1743	342154	NA
1744	229577	NA
1745	310257	NA
1746	320033	NA
1747	342151	NA
1748	28928	NA
1749	289276	NA
1750	154678	NA
1751	255829	NA
1752	182991	NA
1753	339348	NA
1754	281304	NA
1755	209915	NA
1756	158763	NA
1757	184617	NA
1758	241487	NA
1759	175880	NA
1760	290443	NA
1761	282660	NA
1762	251482	NA
1763	125800	NA
1764	285111	NA
1765	135692	NA
1766	277692	NA
1767	149098	NA
1768	372228	NA
