# Woodhouse and Lukas 2004 TreeFlow Colorado Streamflow Reconstructions
#----------------------------------------------------------------------- 
#               World Data Service for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available),
# and date accessed when using these downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/6316
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-recon-6316.json
#   Study_Level_JSON_Description: JSON metadata of this file's parent study, which includes all study metadata.
#
# Data_Type: Climate Reconstructions
#
# Dataset_DOI: 10.25921/jrak-de20
#
# Science_Keywords: Streamflow Reconstruction
#-------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/reconstructions/colorado/treeflow/riogrande-noaa.txt
#   Data_Download_Description: NOAA Template File; Rio Grande near Del Norte Streamflow Reconstruction
#
# Original_Source_URL: 
#   Original_Source_Description: 
#
#-------------------
# Contribution_Date
#    Date: 2005-10-01
#-------------------
# File_Last_Modified_Date
#   Date: 2025-06-12
#-------------------
# Title
#   Study_Name: Woodhouse and Lukas 2004 TreeFlow Colorado Streamflow Reconstructions
#-------------------
# Investigators
#   Investigators: Woodhouse, C.A.(https://orcid.org/0000-0003-0545-9753); Lukas, J.J.; Webb, R.S.
#-------------------
# Description_Notes_and_Keywords
#   Description: Tree-ring-based reconstructions of streamflow at 22 gaging stations in the South Platte River, Arkansas River, Colorado River , and Rio Grande basins of Colorado, USA. For details see the TreeFlow website at: http://treeflow.info/
#-------------------
# Publication
#   Authors: Woodhouse, C.A. and J.J. Lukas
#   Journal_Name: Climatic Change
#   Published_Title: Multi-Century Tree-Ring Reconstructions of Colorado Streamflow for Water Resource Planning.
#   Published_Date_or_Year: 2006-10-01
#   Volume: 78
#   Issue: 2-4
#   Pages: 293-315
#   Report_Number: 
#   DOI: 10.1007/s10584-006-9055-0
#   Full_Citation: 
#   Abstract: Water resource management requires knowledge of the natural variability in streamflow over multiple time scales. Reconstructions of streamflow derived from moisture-sensitive trees extend, in both time and magnitude, the variability provided by relatively short gage records. In this study, we present a network of 14 annual streamflow reconstructions, 300–600 years long, for gages in the Upper Colorado and South Platte River basins in Colorado generated from new and existing tree-ring chronologies. Gages for the reconstruction were selected on the basis of their importance to two of the largest Colorado Front Range water providers, who provided the natural flow data for the calibration with tree-ring data. The reconstruction models explain 63–76% of the variance in the gage records and capture low flows particularly well. Analyses of the reconstructions indicate that the 20th century gage record does not fully represent the range of streamflow characteristics seen in the prior two to five centuries. Multi-year drought events more severe than the 1950s drought have occurred, notably in the 19th century, and the distribution of extreme low flow years is markedly uneven over the past three centuries. When the 14 reconstructions are grouped into Upper Colorado, northern South Platte, and southern South Platte regional flow reconstructions, the three time series show a high degree of coherence, but also time-varying divergences that may reflect the differential influence of climatic features operating in the western U.S. These reconstructions are currently being used by water managers to assess the reliability of water supply systems under a broader range of conditions than indicated by the gage records alone.
#-------------------
# Funding_Agency
#   Funding_Agency_Name: US National Oceanic and Atmospheric Administration (NOAA)
#   Grant_Number: Office of Global Programs, GC02-046, Regional Integrated Sciences and Assessment Program
#-------------------
# Site_Information
#   Site_Name: Rio Grande near Del Norte
#   Location: Colorado
#   Northernmost_Latitude: 37.68861
#   Southernmost_Latitude: 37.68861
#   Easternmost_Longitude: -106.4599
#   Westernmost_Longitude: -106.4599
#   Elevation_m: 2432
#-------------------
# Data_Collection
#   Collection_Name: Rio Grande near Del Norte streamflow Woodhouse2006
#   First_Year: 1536
#   Last_Year: 1999
#   Time_Unit: CE
#   Core_Length_m: 
#   Parameter_Keywords: streamflow
#   Notes: 
#-------------------
# Chronology_Information
#   Chronology:
#-------------------
# Variables 
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Variables format: shortname <tab> what,material,error,units,seasonality,data_type,detail,method, C(har) or N(umeric) data,additional information
## Year	age,,,year Common Era,,climate reconstructions;tree ring,,,N,
## Recon	streamflow,,,acre foot,Oct-Sep,climate reconstructions;tree ring,,,N,
## Gage	streamflow,,,acre foot,Oct-Sep,instrumental,,,N,
#-------------------------------
# Data: 
# Missing_Values: NA
Year	Recon	Gage
1797	759876	NA
1798	238641	NA
1799	743029	NA
1800	648604	NA
1801	508876	NA
1802	750422	NA
1803	500213	NA
1804	559163	NA
1805	425454	NA
1806	426779	NA
1807	802222	NA
1808	667613	NA
1809	546435	NA
1810	579694	NA
1811	738513	NA
1812	613246	NA
1813	450628	NA
1814	658317	NA
1815	676135	NA
1816	879928	NA
1817	828315	NA
1818	374906	NA
1819	589228	NA
1820	399239	NA
1821	691930	NA
1822	330838	NA
1823	807379	NA
1824	363611	NA
1825	592540	NA
1826	752714	NA
1827	623276	NA
1828	1067545	NA
1829	457335	NA
1830	605390	NA
1831	864101	NA
1832	701241	NA
1833	725031	NA
1834	426301	NA
1835	933368	NA
1836	868467	NA
1837	1037107	NA
1838	878830	NA
1839	806349	NA
1840	804632	NA
1841	867457	NA
1842	506704	NA
1843	577354	NA
1844	612085	NA
1845	260226	NA
1846	408535	NA
1847	323982	NA
1848	664098	NA
1849	1075620	NA
1850	929440	NA
1851	302836	NA
1852	801139	NA
1853	793861	NA
1854	799069	NA
1855	585922	NA
1856	746474	NA
1857	670873	NA
1858	717837	NA
1859	499832	NA
1860	753856	NA
1861	62335	NA
1862	1128988	NA
1863	717899	NA
1864	370955	NA
1865	755561	NA
1866	995938	NA
1867	999465	NA
1868	825961	NA
1869	635165	NA
1870	331885	NA
1871	334378	NA
1872	787667	NA
1873	518847	NA
1874	491960	NA
1875	514284	NA
1876	636773	NA
1877	557066	NA
1878	447141	NA
1879	285758	NA
1880	313788	NA
1881	394361	NA
1882	415587	NA
1883	285500	NA
1884	931578	NA
1885	911483	NA
1886	668658	NA
1887	384748	NA
1888	557335	NA
1889	526835	NA
1890	707167	804000
1891	815150	834000
1892	619922	585000
1893	371601	392000
1894	532362	413000
1895	841615	638000
1896	356872	492000
1897	732849	729000
1898	792956	912000
1899	176047	368000
1900	611303	524000
1901	430921	482000
1902	151589	255000
1903	886790	777000
1904	471075	339000
1905	872562	928000
1906	834421	900000
1907	900718	1140000
1908	558386	593000
1909	791053	857000
1910	785925	691000
1911	915169	922000
1912	838065	970000
1913	549347	541600
1914	1056025	801000
1915	674659	687000
1916	753044	825000
1917	883372	1010000
1918	566464	527000
1919	844804	764000
1920	861478	996000
1921	971256	1020000
1922	750442	984000
1923	652166	781000
1924	784340	834000
1925	457040	653000
1926	809422	711000
1927	663488	898000
1928	626226	740000
1929	772580	857000
1930	766321	598000
1931	443800	358000
1932	887171	891000
1933	509056	500000
1934	392484	338200
1935	688851	679000
1936	479919	475500
1937	711535	572800
1938	809141	791900
1939	656722	561700
1940	387912	299500
1941	984246	948300
1942	852168	925600
1943	600264	504700
1944	808629	849700
1945	470427	544900
1946	485243	417200
1947	717193	621700
1948	774042	933800
1949	916128	912600
1950	475562	488500
1951	355003	310400
1952	781578	810200
1953	406767	415700
1954	474031	370800
1955	691957	382800
1956	320171	340700
1957	846050	801200
1958	660828	750700
1959	239778	347500
1960	691111	624200
1961	575218	478300
1962	720299	771400
1963	507765	341400
1964	468438	372200
1965	852920	880100
1966	604706	624100
1967	617240	401300
1968	645272	659100
1969	718738	627903
1970	721844	669961
1971	544306	497444
1972	421919	469602
1973	763045	846699
1974	459785	350455
1975	738871	786565
1976	592276	602387
1977	244000	225458
1978	672242	395329
1979	806480	956773
1980	670800	750285
1981	298349	381253
1982	628142	675955
1983	921846	707685
1984	740800	747238
1985	854600	979605
1986	942803	1026689
1987	881572	1073020
1988	481669	441608
1989	527774	496097
1990	507691	492110
1991	691589	639526
1992	637864	489433
1993	747561	651774
1994	493692	522420
1995	771287	842688
1996	416885	399515
1997	842004	872175
1998	731706	NA
1999	687066	NA
