# Woodhouse and Lukas 2004 TreeFlow Colorado Streamflow Reconstructions
#----------------------------------------------------------------------- 
#               World Data Service for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available),
# and date accessed when using these downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/6316
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-recon-6316.json
#   Study_Level_JSON_Description: JSON metadata of this file's parent study, which includes all study metadata.
#
# Data_Type: Climate Reconstructions
#
# Dataset_DOI: 10.25921/jrak-de20
#
# Science_Keywords: Streamflow Reconstruction
#-------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/reconstructions/colorado/treeflow/riogrande-noaa.txt
#   Data_Download_Description: NOAA Template File; Rio Grande near Del Norte Streamflow Reconstruction
#
# Original_Source_URL: 
#   Original_Source_Description: 
#
#-------------------
# Contribution_Date
#    Date: 2005-10-01
#-------------------
# File_Last_Modified_Date
#   Date: 2025-06-12
#-------------------
# Title
#   Study_Name: Woodhouse and Lukas 2004 TreeFlow Colorado Streamflow Reconstructions
#-------------------
# Investigators
#   Investigators: Woodhouse, C.A.(https://orcid.org/0000-0003-0545-9753); Lukas, J.J.; Webb, R.S.
#-------------------
# Description_Notes_and_Keywords
#   Description: Tree-ring-based reconstructions of streamflow at 22 gaging stations in the South Platte River, Arkansas River, Colorado River , and Rio Grande basins of Colorado, USA. For details see the TreeFlow website at: http://treeflow.info/
#-------------------
# Publication
#   Authors: Woodhouse, C.A. and J.J. Lukas
#   Journal_Name: Climatic Change
#   Published_Title: Multi-Century Tree-Ring Reconstructions of Colorado Streamflow for Water Resource Planning.
#   Published_Date_or_Year: 2006-10-01
#   Volume: 78
#   Issue: 2-4
#   Pages: 293-315
#   Report_Number: 
#   DOI: 10.1007/s10584-006-9055-0
#   Full_Citation: 
#   Abstract: Water resource management requires knowledge of the natural variability in streamflow over multiple time scales. Reconstructions of streamflow derived from moisture-sensitive trees extend, in both time and magnitude, the variability provided by relatively short gage records. In this study, we present a network of 14 annual streamflow reconstructions, 300–600 years long, for gages in the Upper Colorado and South Platte River basins in Colorado generated from new and existing tree-ring chronologies. Gages for the reconstruction were selected on the basis of their importance to two of the largest Colorado Front Range water providers, who provided the natural flow data for the calibration with tree-ring data. The reconstruction models explain 63–76% of the variance in the gage records and capture low flows particularly well. Analyses of the reconstructions indicate that the 20th century gage record does not fully represent the range of streamflow characteristics seen in the prior two to five centuries. Multi-year drought events more severe than the 1950s drought have occurred, notably in the 19th century, and the distribution of extreme low flow years is markedly uneven over the past three centuries. When the 14 reconstructions are grouped into Upper Colorado, northern South Platte, and southern South Platte regional flow reconstructions, the three time series show a high degree of coherence, but also time-varying divergences that may reflect the differential influence of climatic features operating in the western U.S. These reconstructions are currently being used by water managers to assess the reliability of water supply systems under a broader range of conditions than indicated by the gage records alone.
#-------------------
# Funding_Agency
#   Funding_Agency_Name: US National Oceanic and Atmospheric Administration (NOAA)
#   Grant_Number: Office of Global Programs, GC02-046, Regional Integrated Sciences and Assessment Program
#-------------------
# Site_Information
#   Site_Name: Rio Grande near Del Norte
#   Location: Colorado
#   Northernmost_Latitude: 37.68861
#   Southernmost_Latitude: 37.68861
#   Easternmost_Longitude: -106.4599
#   Westernmost_Longitude: -106.4599
#   Elevation_m: 2432
#-------------------
# Data_Collection
#   Collection_Name: Rio Grande near Del Norte streamflow Woodhouse2006
#   First_Year: 1536
#   Last_Year: 1999
#   Time_Unit: CE
#   Core_Length_m: 
#   Parameter_Keywords: streamflow
#   Notes: 
#-------------------
# Chronology_Information
#   Chronology:
#-------------------
# Variables 
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Variables format: shortname <tab> what,material,error,units,seasonality,data_type,detail,method, C(har) or N(umeric) data,additional information
## Year	age,,,year Common Era,,climate reconstructions;tree ring,,,N,
## Recon	streamflow,,,acre foot,Oct-Sep,climate reconstructions;tree ring,,,N,
## Gage	streamflow,,,acre foot,Oct-Sep,instrumental,,,N,
#-------------------------------
# Data: 
# Missing_Values: NA
Year	Recon	Gage
1536	997941	NA
1537	433255	NA
1538	295039	NA
1539	697249	NA
1540	864155	NA
1541	419672	NA
1542	312667	NA
1543	562573	NA
1544	760247	NA
1545	529368	NA
1546	797533	NA
1547	497932	NA
1548	757315	NA
1549	1077949	NA
1550	708269	NA
1551	584538	NA
1552	637490	NA
1553	744275	NA
1554	585879	NA
1555	610683	NA
1556	661665	NA
1557	694238	NA
1558	342615	NA
1559	665050	NA
1560	722983	NA
1561	581373	NA
1562	522691	NA
1563	569810	NA
1564	744693	NA
1565	815219	NA
1566	558130	NA
1567	418390	NA
1568	787424	NA
1569	628538	NA
1570	633903	NA
1571	649239	NA
1572	749829	NA
1573	403856	NA
1574	336706	NA
1575	695301	NA
1576	457937	NA
1577	903378	NA
1578	737936	NA
1579	513385	NA
1580	297871	NA
1581	589053	NA
1582	574366	NA
1583	522170	NA
1584	242370	NA
1585	567414	NA
1586	663473	NA
1587	680171	NA
1588	871418	NA
1589	997178	NA
1590	219812	NA
1591	553292	NA
1592	520404	NA
1593	564754	NA
1594	744336	NA
1595	1020500	NA
1596	920769	NA
1597	572429	NA
1598	246220	NA
1599	1029266	NA
1600	335013	NA
1601	784512	NA
1602	684338	NA
1603	995022	NA
1604	999217	NA
1605	808851	NA
1606	776998	NA
1607	253965	NA
1608	842469	NA
1609	763777	NA
1610	860307	NA
1611	614963	NA
1612	657433	NA
1613	588345	NA
1614	794916	NA
1615	793313	NA
1616	629215	NA
1617	784444	NA
1618	939915	NA
1619	637767	NA
1620	717343	NA
1621	627468	NA
1622	376944	NA
1623	292995	NA
1624	341619	NA
1625	414947	NA
1626	390440	NA
1627	813692	NA
1628	611030	NA
1629	617761	NA
1630	826867	NA
1631	376781	NA
1632	494397	NA
1633	750625	NA
1634	468369	NA
1635	641035	NA
1636	444567	NA
1637	632657	NA
1638	466712	NA
1639	832697	NA
1640	736997	NA
1641	628879	NA
1642	728399	NA
1643	688136	NA
1644	751773	NA
1645	346584	NA
1646	573316	NA
1647	623848	NA
1648	451240	NA
1649	926263	NA
1650	829557	NA
1651	682058	NA
1652	487921	NA
1653	555109	NA
1654	277064	NA
1655	1002000	NA
1656	678366	NA
1657	573713	NA
1658	463518	NA
1659	636610	NA
1660	773849	NA
1661	707676	NA
1662	771992	NA
1663	415814	NA
1664	353858	NA
1665	576244	NA
1666	597090	NA
1667	591365	NA
1668	297611	NA
1669	775129	NA
1670	427897	NA
1671	793378	NA
1672	763957	NA
1673	788032	NA
1674	814687	NA
1675	393012	NA
1676	722757	NA
1677	813318	NA
1678	943512	NA
1679	506685	NA
1680	995269	NA
1681	649591	NA
1682	320093	NA
1683	800790	NA
1684	346721	NA
1685	99417	NA
1686	644408	NA
1687	639717	NA
1688	781126	NA
1689	969741	NA
1690	646217	NA
1691	737055	NA
1692	714635	NA
1693	838683	NA
1694	350745	NA
1695	564413	NA
1696	501695	NA
1697	704038	NA
1698	939155	NA
1699	773005	NA
1700	369720	NA
1701	844350	NA
1702	656927	NA
1703	601391	NA
1704	424526	NA
1705	776589	NA
1706	610912	NA
1707	512425	NA
1708	578434	NA
1709	754032	NA
1710	819413	NA
1711	731648	NA
1712	684164	NA
1713	628277	NA
1714	256376	NA
1715	719420	NA
1716	599737	NA
1717	542422	NA
1718	677804	NA
1719	728326	NA
1720	1233297	NA
1721	605856	NA
1722	332465	NA
1723	441328	NA
1724	749890	NA
1725	923594	NA
1726	998328	NA
1727	744052	NA
1728	447541	NA
1729	162296	NA
1730	637508	NA
1731	622820	NA
1732	624658	NA
1733	660839	NA
1734	876808	NA
1735	185691	NA
1736	714677	NA
1737	397403	NA
1738	861014	NA
1739	927765	NA
1740	414591	NA
1741	664863	NA
1742	662759	NA
1743	968563	NA
1744	601153	NA
1745	760221	NA
1746	952060	NA
1747	1009260	NA
1748	151531	NA
1749	810217	NA
1750	394039	NA
1751	807256	NA
1752	497392	NA
1753	959866	NA
1754	861568	NA
1755	480233	NA
1756	379041	NA
1757	491519	NA
1758	638807	NA
1759	572349	NA
1760	784209	NA
1761	795072	NA
1762	693702	NA
1763	346084	NA
1764	645936	NA
1765	400562	NA
1766	830083	NA
1767	421224	NA
1768	971030	NA
1769	652825	NA
1770	826240	NA
1771	791171	NA
1772	385861	NA
1773	102332	NA
1774	619492	NA
1775	594989	NA
1776	550360	NA
1777	420893	NA
1778	246033	NA
1779	756006	NA
1780	303494	NA
1781	703738	NA
1782	493145	NA
1783	783349	NA
1784	843117	NA
1785	603012	NA
1786	344228	NA
1787	895969	NA
1788	537772	NA
1789	544720	NA
1790	947149	NA
1791	834544	NA
1792	720767	NA
1793	757938	NA
1794	469302	NA
1795	479879	NA
1796	643568	NA
