age_CE,RMP011_raw,RMP012_raw,RMP021_raw,RMP022_raw,RMP031_raw,RMP032_raw,RMP042_raw,RMP051_raw,RMP052_raw,RMP061_raw,RMP062_raw,RMP071_raw,RMP072_raw,RMP081_raw,RMP091_raw,RMP092_raw,RMP101_raw,RMP102_raw,RMP111_raw,RMP112_raw,RMP131_raw,RMP132_raw,RMP141_raw,RMP142_raw,RMP151_raw,RMP152_raw,RMP011_raw_outlier_flag,RMP012_raw_outlier_flag,RMP021_raw_outlier_flag,RMP022_raw_outlier_flag,RMP031_raw_outlier_flag,RMP032_raw_outlier_flag,RMP042_raw_outlier_flag,RMP051_raw_outlier_flag,RMP052_raw_outlier_flag,RMP061_raw_outlier_flag,RMP062_raw_outlier_flag,RMP071_raw_outlier_flag,RMP072_raw_outlier_flag,RMP081_raw_outlier_flag,RMP091_raw_outlier_flag,RMP092_raw_outlier_flag,RMP101_raw_outlier_flag,RMP102_raw_outlier_flag,RMP111_raw_outlier_flag,RMP112_raw_outlier_flag,RMP131_raw_outlier_flag,RMP132_raw_outlier_flag,RMP141_raw_outlier_flag,RMP142_raw_outlier_flag,RMP151_raw_outlier_flag,RMP152_raw_outlier_flag
1636,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1637,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1638,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1639,0.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1640,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1641,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1642,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1643,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1644,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1645,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1646,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1647,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1648,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1649,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1650,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1651,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1652,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1653,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.66,NA,NA,NA,NA,NA,2.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
1654,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
1655,0.34,NA,NA,NA,NA,NA,NA,NA,0.51,NA,1.93,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
1656,0.4,NA,NA,NA,NA,NA,NA,NA,0.52,NA,2.33,NA,NA,NA,NA,NA,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
1657,0.27,NA,NA,NA,NA,NA,NA,0.33,0.73,1.74,1.31,NA,NA,NA,NA,NA,3.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
1658,0.38,NA,NA,NA,NA,NA,NA,0.39,0.85,1.74,1.74,NA,NA,NA,NA,NA,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
1659,0.65,NA,NA,NA,NA,NA,NA,0.47,0.5,1.51,1.77,NA,NA,NA,NA,NA,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
1660,0.56,NA,NA,NA,NA,NA,NA,0.39,0.65,1.49,1.62,NA,NA,NA,NA,NA,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
1661,0.87,NA,NA,NA,NA,NA,NA,0.57,1.18,1.63,2.17,NA,NA,NA,NA,NA,2.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
1662,0.77,NA,NA,NA,NA,NA,NA,0.74,1.3,1.6,1.91,NA,NA,NA,NA,NA,2.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
1663,0.85,NA,NA,NA,NA,NA,NA,0.76,1.71,2.13,2.57,NA,NA,NA,NA,NA,3.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA
1664,0.95,NA,NA,NA,NA,NA,NA,1,1.74,2.04,2.45,NA,NA,2.98,NA,NA,3.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
1665,0.72,NA,NA,NA,NA,NA,NA,1.25,2.71,2.08,2.34,NA,NA,2.81,NA,NA,3.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,NA,NA,TRUE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
1666,0.34,NA,NA,NA,NA,NA,NA,0.79,1.44,0.78,0.95,NA,NA,1.08,NA,NA,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA
1667,0.73,NA,NA,NA,NA,NA,NA,0.91,2.08,1.75,1.95,NA,NA,1.84,NA,NA,3.18,3.99,0.87,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA
1668,0.37,NA,NA,NA,NA,NA,NA,0.81,1.13,1.3,1.14,NA,NA,1.1,NA,NA,1.94,2.29,0.61,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
1669,0.51,0.95,NA,NA,NA,NA,NA,1.02,1.37,1.3,1.09,NA,NA,1.12,NA,NA,2.93,1.6,0.85,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
1670,0,0,NA,NA,NA,NA,NA,0.53,0.55,0.66,0.6,NA,NA,0.35,NA,NA,0.98,0.78,0.22,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
1671,0.45,0.62,NA,NA,NA,NA,NA,1.28,1.59,1.73,1.78,NA,NA,1.23,NA,NA,2.64,2.55,0.93,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
1672,0.84,0.95,NA,NA,NA,NA,NA,1.26,1.69,1.73,1.98,NA,NA,1.16,NA,NA,2.89,2.56,1.08,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
1673,0.77,0.82,NA,NA,NA,NA,NA,1.23,1.69,1.97,2.65,NA,NA,1.3,NA,NA,3.24,2.74,1.04,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
1674,0.68,0.93,NA,NA,NA,NA,NA,1.64,2.23,1.86,2.21,NA,NA,1.66,NA,NA,2.81,2.48,1.05,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
1675,0.2,0.27,NA,NA,NA,NA,NA,0.61,0.91,1.02,1.09,NA,NA,0.9,NA,NA,1.22,1.14,0.73,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
1676,0,0.13,NA,NA,NA,NA,NA,0.74,0.83,1.06,1.3,NA,NA,1.49,NA,NA,1.47,1.12,0.6,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
1677,0.67,0.59,NA,NA,NA,NA,2.25,1.6,1.27,2.23,2.08,NA,NA,1.87,0.85,0.83,4.15,3.45,1.36,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA
1678,1.26,0.82,NA,NA,NA,NA,2.51,2.08,2.04,2.36,2.62,NA,NA,2.31,1.06,1.24,4.6,3.82,1.72,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA
1679,0.8,0.82,NA,NA,NA,NA,2.78,1.69,1.52,1.56,1.78,NA,NA,1.34,0.48,0.64,1.6,1.87,0.79,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
1680,1.07,0.69,NA,NA,NA,NA,3.45,1.48,1.46,2.99,2.47,NA,NA,1.8,0.72,1.16,4.76,4.05,1.99,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA
1681,0.81,0.58,NA,NA,NA,NA,3.98,2.06,1.99,2.06,2.87,NA,NA,2.24,1.08,1.22,4.4,3.97,2.02,NA,NA,3.74,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE,NA,NA,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,NA,NA,TRUE,NA,NA,NA,NA
1682,0.74,0.62,NA,NA,NA,NA,3.52,2.44,2.06,2.14,2.1,NA,NA,2,1.16,0.99,3.01,2.98,1.76,NA,NA,2.95,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA,NA,NA
1683,0.88,0.74,NA,NA,NA,NA,3.83,2.22,2.19,2.14,1.83,NA,NA,1.87,0.84,1.18,2.17,1.24,1.67,NA,1.8,2.97,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1684,0.28,0.34,NA,NA,NA,NA,2.74,0.93,1.1,0.68,0.73,NA,NA,0.54,0.15,0.17,0.35,0.16,0.64,NA,1.01,1.86,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1685,0.42,0.43,NA,NA,NA,NA,2.77,1.01,0.96,1.11,1.12,NA,NA,0.5,0.27,0.47,1.01,0.86,0.86,NA,1.38,2.33,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1686,0.2,0.22,NA,NA,NA,NA,2.88,1.05,1.27,1.09,0.91,NA,NA,1.07,0.36,0.54,0.79,1,1.06,NA,1.82,2.27,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1687,0.54,0.52,NA,NA,NA,NA,3.62,1.85,1.93,1.74,1.9,NA,NA,2.05,0.49,1.16,2.03,1.82,1.73,NA,3.14,2.21,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1688,0.98,1,NA,NA,NA,NA,3.61,2.08,1.72,1.96,1.65,NA,NA,1.51,0.67,0.95,2.34,1.45,1.63,NA,2.91,2.52,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1689,1.15,0.91,NA,NA,NA,NA,3.81,2.15,1.94,2.55,2.1,NA,NA,1.87,0.67,1.2,3.04,2.18,1.62,NA,3.26,2.5,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,TRUE,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA
1690,0.7,0.64,NA,NA,NA,NA,3.34,1.64,1.81,1.12,1.42,NA,NA,1.02,0.41,0.75,1.98,1.64,1.37,NA,3.48,2.82,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,NA,NA,NA,NA
1691,0.6,0.49,NA,NA,NA,NA,2.8,1.45,2,1.93,1.68,NA,NA,2.12,0.57,0.92,2.19,1.66,1.57,NA,4,3.68,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,TRUE,NA,NA,NA,NA
