,State,Species,Elev,Tree,Tag,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971,1970,1969,1968,1967,1966,1965,1964,1963,1962,1961,1960,1959,1958,1957,1956,1955,1954,1953,1952,1951,1950,1949,1948,1947,1946,1945,1944,1943,1942,1941,1940,1939,1938,1937,1936,1935,1934,1933,1932,1931,1930,1929,1928,1927,1926,1925,1924,1923,1922,1921,1920,1919,1918,1917,1916,1915,1914,1913,1912,1911,1910,1909,1908,1907,1906,1905,1904,1903,1902,1901,1900,1899,1898,1897,1896,1895,1894,1893,1892,1891,1890,1889,1888,1887,1886,1885,1884,1883,1882,1881,1880,1879,1878,1877,1876,1875
15,CO,ABLA,L,08H,ABLA-L-08H,0.1595,0.665,0.8065,0.933,1.2475,1.5705,1.7405,1.3805,1.5415,1.4535,1.2305,1.274,2.126,2.906,2.6885,3.131,2.666,2.4225,2.728,2.961,3.3675,3.675,3.793,3.5675,3.6505,4.1985,3.098,2.7275,1.9385,1.913,1.741,1.8695,1.702,1.401,1.5535,1.3385,1.583,1.67,1.6945,2.6415,1.5685,2.483,3.8935,2.1845,4.202,2.52,3.347,7.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,CO,ABLA,L,08L,ABLA-L-08L,0.462,1.4505,1.824,1.948,2.8505,3.063,2.786,2.468,2.897,2.086,2.094,3.144,3.125,4.032,3.9075,3.491,3.4375,2.9375,3.003,2.6655,3.1185,1.4595,2.412,3.0535,3.0375,2.519,1.223,1.329,2.361,2.3455,2.2875,2.614,2.188,1.865,2.114,1.9915,2.0955,1.699,1.929,1.9755,1.2575,1.5735,2.231,2.6545,2.373,1.821,2.039,1.672,1.5305,1.4525,2.3045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,CO,ABLA,L,09H,ABLA-L-09H,0.153,0.562,0.7055,0.768,0.7385,0.785,0.699,0.6515,0.9275,0.664,0.6875,0.767,1.065,0.967,1.5915,2.038,2.1395,1.593,2.199,1.812,1.935,2.307,2.7135,2.4265,2.493,3.815,2.589,3.004,1.942,1.985,2.2175,2.196,2.219,1.299,1.7215,1.237,1.3945,1.479,1.8905,2.0375,1.9845,2.1845,1.749,2.7595,3.389,2.068,2.1505,2.1595,2.7195,2.7275,2.236,2.028,1.581,2.058,2.1505,1.807,2.5655,1.828,2.0235,2.585,2.5355,1.2685,1.288,1.438,1.737,1.742,1.186,1.8075,1.6185,1.483,1.259,1.004,2.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,CO,ABLA,L,09L,ABLA-L-09L,0.332,0.772,0.937,1.0045,1.3235,1.3945,2.104,2.1285,2.1595,1.753,1.3765,2.0465,2.132,2.1995,2.3825,2.385,1.832,2.2185,1.9265,2.243,1.991,2.34,2.803,2.162,1.9615,2.3875,2.477,2.8415,2.162,1.9955,2.1125,2.2165,2.231,1.5205,1.86,1.886,2.1895,2.097,2.369,2.094,2.0575,2.412,2.3775,3.454,3.6115,2.3695,2.5295,2.571,3.411,1.4585,2.178,1.668,1.162,1.512,1.775,1.392,1.603,1.705,1.832,3.943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,CO,ABLA,L,10H,ABLA-L-10H,0.5015,0.742,0.926,0.618,1.0505,1.339,1.258,1.143,1.036,0.6025,0.6075,0.43,0.9355,1.2535,1.7285,2.0365,2.061,1.6975,1.5745,1.3095,1.421,1.6615,1.8885,1.5955,1.886,2.463,2.6655,3.2365,2.9975,3.4925,4.4095,4.725,4.814,3.466,3.9775,3.66,3.5695,3.695,3.2115,2.8385,1.7045,2.215,2.158,2.865,3.32,2.2335,2.335,2.446,2.5065,2.4785,2.623,1.992,1.9185,1.8895,2.198,1.887,1.8455,1.636,2.515,2.5945,2.4205,2.0995,2.1895,2.076,2.358,1.156,2.56,2.389,2.1115,2.2335,2.0585,2.1335,2.383,2.116,1.87,1.908,1.926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,CO,ABLA,L,10L,ABLA-L-10L,0.3775,0.948,0.971,0.9735,1.529,1.73,1.6295,1.3355,1.24,0.9445,0.985,0.7755,1.1935,1.6225,2.3015,1.917,1.33,1.5765,1.9815,1.42,1.6315,1.555,1.3415,1.1955,1.423,1.542,1.538,1.669,1.4375,1.2255,1.575,2.1785,1.7435,1.069,1.1625,0.9945,0.9775,1.3555,1.472,1.905,1.528,1.5175,1.6135,1.879,2.6105,1.9965,1.915,2.295,2.079,1.4805,1.7025,1.63,1.2815,1.6285,1.5405,1.6375,1.3175,1.476,2.0735,1.924,1.562,1.3225,1.35,1.5905,1.789,2.2025,2.1765,1.8675,1.8015,2.1125,2.2125,2.3525,2.329,1.949,1.879,2.385,2.195,1.9335,2.0415,1.8275,2.2585,2.05,1.908,2.54,2.0795,2.025,2.357,2.554,2.7125,2.272,1.857,2.1145,2.412,2.36,2.3175,2.2825,2.044,2.042,2.951,2.134,1.988,2.01,2.813,2.2,2.279,2.295,2.292,2.31,2.126,2.047,2.239,1.904,1.035,1.206,1.502,1.766,1.158,0.896,2.592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,CO,ABLA,L,11H,ABLA-L-11H,0.247,0.6435,0.749,0.718,0.9085,0.887,0.948,0.8745,0.9975,0.629,0.6195,0.6505,1.0055,1.2565,1.3625,1.6075,1.2905,1.765,2.419,2.412,2.9135,2.462,2.346,2.085,3.115,3.164,2.6905,2.593,2.2105,2.6045,2.344,2.394,2.1275,1.6155,2.592,2.5405,2.4265,3.2045,3.0715,4.5715,3.272,2.7275,2.659,3.073,2.4905,1.885,1.829,2.1825,2.2565,2.2735,2.244,2.077,1.9195,2.0045,2.01,1.8025,1.927,1.5,1.9095,2.122,2.1925,1.6595,2.119,1.9205,2.29,2.597,3.7575,1.286,1.934,1.873,1.853,1.626,1.637,1.485,1.508,1.504,1.678,1.626,1.441,1.56,1.402,1.239,1.594,0.419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,CO,ABLA,L,11L,ABLA-L-11L,0.4575,0.727,0.894,1.0225,1.4645,1.854,1.756,1.846,2.058,1.4695,1.68,1.4255,2.0975,2.3835,3.0155,2.908,3.029,2.789,3.626,3.0425,3.6945,4.276,4.401,3.4245,3.422,4.1845,4.4225,4.714,3.6915,3.4805,3.6485,3.458,2.611,2.5795,3.0255,2.825,2.296,2.866,3.5865,3.3115,3.3325,3.5735,3.484,4.422,4.3795,3.1205,2.697,3.2685,3.1845,2.819,2.873,2.6115,2.124,2.5615,2.4665,2.1635,1.49,1.3215,2.2,2.7605,2.3265,2.2725,1.871,1.3325,1.5155,1.2345,1.456,1.501,2.431,2.366,1.417,1.752,1.946,1.079,0.867,1.836,1.092,1.536,1.813,1.8,0.321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,CO,ABLA,L,12H,ABLA-L-12H,0.4095,0.8445,1.13,1.1305,1.4595,2.0605,1.565,1.437,1.509,1.1505,1.0225,0.9275,1.4755,1.779,2.259,2.631,2.317,2.2945,2.8045,2.2965,2.999,2.6505,3.3305,2.823,2.5085,2.904,3.9635,4.0715,3.6105,3.573,3.868,3.949,3.148,3.1375,3.827,3.5505,2.9725,3.472,5.346,4.6355,4.615,4.123,3.827,4.5015,4.2655,3.013,2.5665,2.6745,3.129,2.719,2.474,2.57,2.0785,2.381,2.485,2.4875,2.3625,2.143,2.9415,3.0745,2.2315,2.2305,2.1665,2.1165,2.394,2.73,3.0125,2.1775,2.2155,1.9865,1.806,2.0325,1.9255,1.738,1.58,1.6875,1.6475,1.76,1.6295,2.0795,1.1595,1.518,2.013,0.278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,CO,ABLA,L,12L,ABLA-L-12L,0.3905,0.734,0.8635,0.871,1.043,1.3275,1.389,1.263,1.469,1.4525,1.1795,1.28,1.685,2.549,2.433,2.7675,2.4385,2.704,3.2875,2.637,3.2525,3.498,3.851,3.5165,4.28,4.1825,3.589,3.915,3.601,3.951,3.2585,3.199,2.7,2.384,3.044,3.1095,3.4365,3.87,4.4455,4.416,4.0215,4.351,3.833,5.277,5.76,4.0975,4.307,4.9285,4.861,4.4445,4.0885,3.7755,3.7595,3.8945,3.7625,3.4775,3.107,2.9225,3.648,3.6775,3.3765,2.937,3.143,2.9135,3.4815,3.6715,3.753,3.265,2.9715,2.427,2.9445,2.4545,2.6295,2.3195,1.8385,2.397,2.333,1.5985,1.7,2.2725,2.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,CO,ABLA,L,13H,ABLA-L-13H,0.2075,0.366,0.638,0.602,0.7455,0.9535,1.132,0.836,0.831,0.5265,0.631,0.141,0.883,0.8845,1.582,2.058,1.6935,1.0835,2.14,1.691,2.658,2.0635,1.6285,1.1735,1.967,2.526,3.0635,3.3955,3.005,2.6005,2.683,3.246,2.6855,2.252,2.9005,2.291,1.6135,1.57,1.8425,1.8985,2.3195,2.154,2.029,2.6415,2.703,2.039,1.9685,2.008,1.93,1.937,1.879,1.839,1.6265,1.751,1.406,1.424,1.471,1.049,1.1325,1.0265,1.03,1.2075,1.163,1.0575,1.127,1.307,1.5395,1.1985,1.179,1.025,0.962,1.205,1.222,1.364,1.5245,1.6875,1.718,1.4755,1.2855,1.9485,1.824,1.6965,2.3545,1.8205,2.0405,2.789,1.87,1.267,2.1125,2.1025,1.562,0.97,1.392,1.371,2.241,1.708,2.266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,CO,ABLA,L,13L,ABLA-L-13L,0.366,0.811,0.8825,0.849,1.527,1.5325,1.3385,0.947,1.1695,0.651,0.6475,0.234,0.9565,0.917,1.3645,1.593,1.41,0.8765,1.698,1.418,1.6785,1.1925,1.0515,0.883,1.317,1.666,1.443,1.798,1.6255,1.578,1.6805,1.535,1.2595,1.4825,1.9245,1.403,0.834,0.9725,1.121,0.96,0.6765,0.502,0.5195,0.7325,0.871,0.797,0.763,0.9145,1.1105,1.0345,0.9475,0.784,0.55,0.601,0.394,0.454,0.38,0.4325,0.402,0.333,0.431,0.4775,0.5515,0.6275,0.672,0.9275,1.0715,0.6905,0.7305,0.7775,0.792,1.073,1.113,1.1045,1.12,1.14,1.141,1.1485,1.399,1.116,1.3465,1.8,1.7485,1.8505,1.528,1.4245,1.665,1.784,2.112,1.616,1.4545,1.4335,2.405,2.2865,2.3,1.8025,2.306,2.732,3.142,3.11,3.7415,3.6205,3.581,2.8015,2.681,2.2965,2.717,3.695,2.694,2.456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,CO,ABLA,L,14H,ABLA-L-14H,0.2305,0.216,0.285,0.3475,0.5605,0.769,0.658,0.57,0.7185,0.454,0.528,0.296,0.739,0.972,1.4585,1.554,1.29,1.24,1.6855,1.4235,1.7505,1.8,1.9595,1.8175,1.777,2.45,2.308,2.4355,1.859,2.01,2.5535,2.5575,2.482,1.981,2.18,1.729,1.1925,1.5195,2.13,1.648,1.5515,1.541,1.6585,2.6475,3.5275,2.4605,2.7275,2.542,2.819,2.722,2.256,2.266,1.945,2.3265,2.148,2.2195,2.0715,2.136,2.857,2.612,2.646,2.569,3.2035,3.328,3.311,3.063,3.7945,2.989,3.205,3.1095,3.311,3.2205,3.7125,3.3565,3.385,3.374,3.2785,3.0845,3.353,3.48,3.367,3.9705,2.948,2.583,2.9285,3.3745,3.9795,2.888,1.852,2.362,0.073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,CO,ABLA,L,14L,ABLA-L-14L,0.5055,1.366,1.646,1.681,2.641,2.3945,2.182,1.933,2.118,1.9255,1.9175,2.0145,1.97,2.8085,2.415,3.0195,2.5405,2.711,2.791,2.5315,2.9775,2.8225,3.218,2.814,3.2105,3.6075,3.7935,3.8795,3.266,3.247,3.172,2.903,3.342,2.6255,3.4715,3.1205,2.314,2.953,3.263,3.0805,2.9045,2.986,3.065,3.7295,4.0445,3.733,3.6625,4.1155,4.1585,3.6595,3.5815,3.015,2.4455,2.4685,2.267,2.339,2.5295,2.297,3.007,2.949,2.2055,1.8205,2.202,2.1365,2.8305,2.864,3.517,2.8355,2.9865,2.1085,1.95,2.188,2.033,1.826,1.892,2.58,3.389,2.227,1.692,1.765,2.313,2.8,1.806,2.44,2.025,2.327,3.447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,CO,ABLA,L,15H,ABLA-L-15H,0.2565,0.4535,0.693,0.562,0.9705,1.0875,0.95,0.707,1.077,0.7045,0.4685,0.3595,1.036,0.93,1.258,1.427,1.3215,1.1095,1.6185,1.3225,1.6605,1.6815,1.375,1.121,1.4175,1.7135,2.141,2.5825,1.9915,2.053,2.2505,2.1245,1.788,1.8735,2.1895,1.911,1.1685,1.6365,2.2465,1.9065,1.888,1.956,1.255,1.913,2.606,1.9615,1.815,1.756,2.117,1.834,1.8015,1.8135,1.413,1.981,1.6885,1.7815,1.882,1.573,2.1325,2.3955,1.855,1.775,1.5195,1.678,1.7195,2.057,1.6375,2.0375,1.898,1.885,1.617,1.9455,1.52,1.308,0.827,1.5385,1.1945,0.999,0.7705,0.414,1.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,CO,ABLA,L,15L,ABLA-L-15L,1.112,2.512,2.577,2.632,3.7745,3.243,2.997,3.1405,2.5625,2.2225,2.1255,2.352,3.092,3.0485,2.819,2.603,2.773,2.482,2.733,2.8385,2.8115,3.5065,3.0665,2.9855,3.3855,3.3195,3.1545,3.4075,3.2015,2.811,2.521,2.356,2.1135,1.667,2.1535,2.069,1.7685,1.7015,1.9475,1.5905,1.7605,1.8785,0.6535,0.3215,1.207,0.4735,0.2595,0.607,0.63,0.649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,CO,ABLA,M,01H,ABLA-M-01H,0.1425,0.855,1.128,1.013,1.1185,1.6195,1.2705,1.435,1.0865,0.7065,0.7715,0.7505,1.1305,1.183,1.331,1.4995,1.0455,1.001,1.0745,1.117,1.2815,1.3765,1.499,1.2555,1.425,1.903,1.6485,1.923,1.8965,2.013,1.8685,1.856,1.524,1.434,1.8155,2.16,1.874,1.9925,2.3055,1.5315,2.0225,1.8185,1.896,2.8065,3.472,3.033,2.9525,3.1515,2.848,2.748,2.0825,2.1235,2.0005,2.385,2.2905,1.972,1.6925,2.239,2.6295,1.933,1.741,1.404,1.668,1.7765,2.3105,2.5505,1.981,1.413,1.9915,2.1,2.0495,2.354,2.1985,2.377,2.253,2.559,2.158,2.049,2.039,2.478,2.227,2.352,2.5535,2.3225,2.373,2.6815,2.867,2.7465,3.4845,2.868,3.0695,3.554,3.298,2.889,3.016,2.9675,2.3245,2.037,1.5105,1.274,2.242,2.1035,1.912,2.172,2.053,2.282,2.072,1.771,1.882,2.586,2.693,1.771,1.921,1.957,1.687,0.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,CO,ABLA,M,01L,ABLA-M-01L,0.248,1.766,1.914,1.459,1.734,1.9325,1.835,1.5925,1.526,1.3035,1.489,1.881,1.8035,2.303,2.5785,2.694,2.08,2.436,2.4145,2.1945,2.8435,2.6265,2.7795,3.006,2.466,3.2215,2.72,2.9015,2.578,2.955,2.452,2.653,3.0015,2.158,2.657,2.6665,2.6495,2.5995,3.1795,3.378,3.176,2.601,1.765,2.644,3.191,2.3035,3.023,3.2155,2.7695,2.612,2.352,2.202,2.8125,3.071,3.8405,2.1965,1.026,0.7815,1.3075,1.125,1.1795,1.0595,1.045,0.9815,1.198,1.6325,1.5915,1.297,1.338,1.382,1.1715,1.5405,1.569,1.853,1.4405,1.4555,0.9835,0.9535,1.276,1.1195,1.132,1.164,1.267,1.4435,1.3175,1.4375,1.2865,1.4365,1.5355,1.543,1.383,1.365,1.4235,1.299,1.4145,1.5805,1.682,1.29,1.541,1.3965,1.594,1.474,1.2595,1.228,1.251,1.174,1.21,0.981,1.284,1.545,1.205,1.174,1.425,1.242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,CO,ABLA,M,02H,ABLA-M-02H,0.1325,0.651,0.7245,0.6105,0.5895,0.5815,0.5285,0.544,0.47,0.391,0.48,0.5005,0.6665,0.5595,0.6865,0.96,0.739,0.7495,0.7805,0.7715,0.867,0.8315,0.7185,0.7815,0.6935,0.969,1.001,1.0525,0.845,0.854,0.9185,0.907,0.7705,0.749,0.822,0.7575,0.6625,0.851,1.021,0.8,0.968,0.937,0.9345,1.202,1.3735,1.0485,1.131,1.3405,1.2985,1.154,1.158,1.243,1.187,1.243,1.2575,1.023,1.0695,0.966,1.1285,0.944,0.925,0.8305,0.7525,0.9605,1.1175,1.1785,1.005,0.872,0.953,0.9155,0.7895,0.989,1.07,1.1625,0.9855,1.164,1.2085,1.112,1.308,1.205,1.31,1.5835,1.3795,1.5245,1.2955,1.402,1.4655,1.414,1.6715,1.4235,1.596,1.5045,1.5985,1.443,1.8255,1.755,1.6745,1.6335,1.783,1.706,1.748,1.6855,1.783,1.7665,1.456,1.7045,1.48,1.3075,1.0725,1.326,1.4255,1.1135,1.357,1.1495,0.879,0.9365,0.6265,0.51,0.5615,0.595,0.371,0.556,0.5345,0.454,0.575,0.63,0.6345,0.416,0.374,0.594,1.055,1.169,1.0035,0.7985,0.8855,1.153,1.055,2.643,2.834
34,CO,ABLA,M,02L,ABLA-M-02L,0.2095,0.71,0.888,0.927,0.9735,0.9595,1.028,1.119,0.914,0.677,0.8655,1.1955,1.4405,1.289,1.578,1.438,0.877,1.0265,0.985,1.0685,0.973,1.0955,1.14,1.108,1.0315,1.275,1.398,1.395,1.237,1.3125,1.396,1.323,1.1085,0.8905,1.0525,1.0125,1.0635,1.4685,1.4935,1.231,1.336,1.055,1.2595,2.147,2.0685,1.659,1.793,2.2315,2.2865,2.5175,2.3655,2.0795,2.6475,2.55,2.415,1.3815,0.817,0.7975,0.629,0.525,0.4835,0.335,0.44,0.6915,0.9245,0.98,1.069,0.934,0.7865,0.8225,0.7345,0.9405,0.674,0.8155,0.8165,0.751,0.8065,0.8395,0.7955,0.8965,0.969,0.71,0.8155,0.902,1.024,1.7305,1.622,1.769,1.7475,1.535,1.2725,1.271,1.438,1.385,1.6205,1.5215,1.8415,1.408,1.809,1.7985,1.747,1.385,1.6065,1.3975,1.1045,1.225,1.354,1.4155,1.3405,1.429,1.186,1.453,2.3235,1.595,1.602,1.897,1.525,2.026,0.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,CO,ABLA,M,03H,ABLA-M-03H,0.1125,0.888,0.9715,0.9925,1.247,1.2565,1.4585,1.29,1.425,1.15,1.1665,1.4145,1.198,1.33,1.2035,1.4465,1.3095,1.3385,1.3255,1.2895,1.719,1.8125,1.6605,1.6105,1.894,1.8525,1.978,2.031,1.765,1.6845,1.6905,1.6015,1.5275,1.2835,1.48,1.27,1.3375,1.571,1.539,1.4085,1.4625,1.369,1.39,1.8955,2.3275,1.5875,1.5955,1.9675,1.6625,1.355,1.5725,1.6235,1.2385,1.314,1.1225,1.301,1.2885,1.4425,1.519,1.5225,1.113,0.9315,0.982,1.026,1.23,1.5155,1.47,1.186,1.3155,1.241,1.2295,1.4615,1.445,1.35,1.57,1.7015,1.6155,1.6425,1.582,1.7185,1.6895,1.9075,1.736,1.506,1.2135,1.6805,1.865,1.6695,1.76,1.7005,1.4375,1.1205,1.4675,1.024,1.171,1.045,1.087,1.629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,CO,ABLA,M,03L,ABLA-M-03L,0.1535,1.1,1.2695,1.037,1.153,1.2645,1.2215,1.266,1.164,0.997,0.903,1.1345,1.3915,1.488,1.4275,1.4785,1.18,1.2845,1.3655,1.306,1.3985,1.4865,1.4805,1.658,1.711,1.712,1.6405,1.9085,1.813,1.5935,1.5165,1.8715,1.7565,1.436,2.0405,2.0345,1.7485,1.9875,2.1045,1.6455,1.821,1.918,1.528,1.929,2.4565,1.9035,2.042,2.564,2.6435,2.563,2.5335,2.457,2.698,2.9355,3.2485,1.6305,1.059,0.6585,0.795,0.673,0.6265,0.6405,0.558,0.697,0.79,0.799,0.829,0.76,0.862,0.8345,0.754,0.9605,0.9595,0.88,0.814,1.0305,1.022,0.843,1.0705,0.822,0.93,1.015,1.0315,0.9195,0.8125,1.038,1.208,1.111,1.3775,0.9885,1.301,1.1385,1.061,1.03,1.106,1.008,0.792,0.469,0.511,0.535,0.851,1.193,0.995,1.058,0.654,0.716,0.987,1.109,1.05,1.439,1.022,0.771,1.208,0.866,0.868,1.163,0.667,1.274,1.703,0.602,0.497,0.39,2.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,CO,ABLA,M,04H,ABLA-M-04H,0.2045,1.0895,1.3745,1.382,1.6185,1.8445,1.321,1.325,1.5495,1.04,0.983,1.5685,1.7395,2.073,2.4165,2.3645,1.698,1.608,1.8715,1.828,2.4215,2.4225,2.232,1.834,2.3865,2.776,2.526,2.714,2.236,2.303,1.986,2.1445,1.833,1.7255,2.064,1.85,1.87,2.3205,2.8835,2.8105,2.493,1.933,2.006,3.077,3.3735,2.066,1.6945,1.9075,2.0155,1.641,1.654,1.4855,1.4705,1.286,1.3185,1.315,1.2775,1.0985,1.3525,1.196,1.0655,1.022,0.8185,0.7885,1.005,1.116,1.0715,0.853,1.0545,0.9945,0.8705,0.844,0.8715,0.884,1.071,1.266,1.0955,1.0865,1.0365,1.6795,1.4685,1.494,1.6515,1.5865,1.419,1.6015,2.978,1.262,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
