tree,n_missing_total,n_missing_1980_on,n_outliers_total
R9801N_raw,111,27,3
R9801S_raw,130,27,5
R9802S_raw,215,27,0
R9802SE_raw,213,27,1
R9803N_raw,152,27,1
R9803W_raw,123,27,0
R9805N_raw,127,27,3
R9805NE_raw,136,27,3
R9805SW_raw,167,27,2
R9806N_raw,199,27,2
R9808N_raw,194,27,2
R9808E_raw,180,27,2
R9809N_raw,215,27,2
R9809NW_raw,188,27,2
R9810N_raw,123,27,2
R9810W_raw,124,27,1
R9811E_raw,206,27,0
R9811W_raw,183,27,2
R9812N_raw,162,27,0
R9812W_raw,148,27,0
R9813S_raw,183,45,0
R9813SE_raw,206,27,0
R9814N_raw,218,27,0
R9814E_raw,212,27,0
R9815N_raw,195,27,1
R9815S_raw,127,27,2
R9815E_raw,92,27,2
R9817N_raw,135,27,1
R9817S_raw,207,45,1
R9851N_raw,45,27,2
R9851NE_raw,119,27,0
R9851NW_raw,84,27,0
R9851S_raw,96,27,2
R9852N_raw,102,27,2
R9852E_raw,96,27,1
R9853S_raw,218,27,1
R9853E_raw,216,32,1
RVU01AAU_raw,199,7,0
RVU02AAU_raw,82,7,5
RVU03AAU_raw,48,7,1
RVU03BBU_raw,86,7,2
RVU04AAU_raw,61,7,2
RVU04BBU_raw,154,7,1
RVU05AAU_raw,184,7,0
RVU05BBU_raw,190,7,1
RVU06AAU_raw,42,7,2
RVU06BBU_raw,84,7,0
RVU07AAU_raw,199,7,0
RVU07BBU_raw,223,7,0
RVU08AAU_raw,29,7,1
RVU08BBU_raw,24,7,0
RVU09AAU_raw,198,7,2
RVU09BBU_raw,201,7,5
RVU10AAU_raw,29,7,0
RVU10BBU_raw,24,7,0
RVU11AAU_raw,78,7,0
RVU12AAU_raw,143,7,0
RVU12BBU_raw,65,7,1
RVU13BBU_raw,187,7,0
RVU14AAU_raw,197,7,0
RVU14BBU_raw,207,7,1
RVU15AAU_raw,186,7,0
RVU16AAU_raw,234,7,1
RVU16BBU_raw,248,7,0
RVU17AAU_raw,223,7,0
RVU18AAU_raw,175,7,0
RVU18BBU_raw,191,7,0
RVU19AAU_raw,221,7,0
RVU20AAU_raw,7,7,2
RVU21AAU_raw,194,7,0
RVU21BBU_raw,193,7,0
RVU22AAU_raw,60,7,0
RVU22BBU_raw,138,7,0
RVU23AAU_raw,101,7,2
RVU23BBU_raw,97,7,1
RVU24AAU_raw,72,7,0
RVU24BBU_raw,50,7,0
RVU25AAU_raw,23,7,1
RVU25BBU_raw,20,7,0
RVU26AAU_raw,46,7,2
RVU26BBU_raw,46,7,0
RVU27AAU_raw,31,7,0
RVU27BBU_raw,19,7,0
RVU28AAU_raw,188,7,0
RVU28BBU_raw,186,7,0
