Doi,Author,Pub_year,Case,id_site,Country,Lat,Long,Temp,Prec,Species,Mix_pure,Broad_conif,Un_evenaged,Age,BA,Number,Last_cut,Observ_treat,MS,Clim_assoc,Year,Resist_qual,Resil_qual,Recov_qual,Resist_quant,Resil_quant,Recov_quant
10.1007/s00468-015-1250-z,Castagneri,2015,Casta Pinus_sylvestris 1987_1993,site_82,Italy,45° 45',7° 34',6.1,494,Pinus_sylvestris,Pure,Conifer,Even,112,35.7,66,NA,Observ,NA,NA,1991,NA,NA,NA,NA,NA,NA
10.1007/s00468-015-1250-z,Castagneri,2015,Casta Pinus_sylvestris 1987_1993,site_67,Italy,45° 45',7° 02',7.9,494,Pinus_sylvestris,Pure,Conifer,Even,82,36.8,73,NA,Observ,NA,NA,1991,NA,NA,NA,NA,NA,NA
10.1007/s00468-015-1250-z,Castagneri,2015,Casta Pinus_sylvestris 1987_1993,site_30,Italy,45° 42',7° 47',7.9,494,Pinus_sylvestris,Pure,Conifer,Even,82,42.3,39,NA,Observ,NA,NA,1991,NA,NA,NA,NA,NA,NA
10.1007/s00468-015-1250-z,Castagneri,2015,Casta Pinus_sylvestris 1987_1993,site_82,Italy,45° 45',7° 34',8.5,494,Pinus_sylvestris,Pure,Conifer,Even,48,18.0,54,NA,Observ,NA,NA,1992,NA,NA,NA,NA,NA,NA
10.1007/s00468-015-1250-z,Castagneri,2015,Casta Pinus_sylvestris 1987_1993,site_82,Italy,45° 45',7° 34',6.1,494,Pinus_sylvestris,Pure,Conifer,Even,112,35.7,66,NA,Observ,NA,NA,1992,NA,NA,NA,NA,NA,NA
10.1007/s00468-015-1250-z,Castagneri,2015,Casta Pinus_sylvestris 1987_1993,site_67,Italy,45° 45',7° 02',7.9,494,Pinus_sylvestris,Pure,Conifer,Even,82,36.8,73,NA,Observ,NA,NA,1992,NA,NA,NA,NA,NA,NA
10.1007/s00468-015-1250-z,Castagneri,2015,Casta Pinus_sylvestris 1987_1993,site_30,Italy,45° 42',7° 47',7.9,494,Pinus_sylvestris,Pure,Conifer,Even,82,42.3,39,NA,Observ,NA,NA,1992,NA,NA,NA,NA,NA,NA
10.1007/s00468-015-1250-z,Castagneri,2015,Casta Pinus_sylvestris 1987_1993,site_82,Italy,45° 45',7° 34',8.5,494,Pinus_sylvestris,Pure,Conifer,Even,48,18.0,54,NA,Observ,NA,NA,1993,NA,NA,NA,NA,NA,NA
10.1007/s00468-015-1250-z,Castagneri,2015,Casta Pinus_sylvestris 1987_1993,site_82,Italy,45° 45',7° 34',6.1,494,Pinus_sylvestris,Pure,Conifer,Even,112,35.7,66,NA,Observ,NA,NA,1993,NA,NA,NA,NA,NA,NA
10.1007/s00468-015-1250-z,Castagneri,2015,Casta Pinus_sylvestris 1987_1993,site_67,Italy,45° 45',7° 02',7.9,494,Pinus_sylvestris,Pure,Conifer,Even,82,36.8,73,NA,Observ,NA,NA,1993,NA,NA,NA,NA,NA,NA
10.1007/s00468-015-1250-z,Castagneri,2015,Casta Pinus_sylvestris 1987_1993,site_30,Italy,45° 42',7° 47',7.9,494,Pinus_sylvestris,Pure,Conifer,Even,82,42.3,39,NA,Observ,NA,NA,1993,NA,NA,NA,NA,NA,NA
10.1007/s00468-015-1250-z,Castagneri,2015,Casta Pinus_sylvestris 2003_2005,site_82,Italy,45° 45',7° 34',8.5,494,Pinus_sylvestris,Pure,Conifer,Even,60,18.0,54,NA,Observ,Neg,Neut,2003,NA,NA,NA,0.75,NA,NA
10.1007/s00468-015-1250-z,Castagneri,2015,Casta Pinus_sylvestris 2003_2005,site_82,Italy,45° 45',7° 34',6.1,494,Pinus_sylvestris,Pure,Conifer,Even,124,35.7,66,NA,Observ,NA,NA,2003,NA,NA,NA,1.00,NA,NA
10.1007/s00468-015-1250-z,Castagneri,2015,Casta Pinus_sylvestris 2003_2005,site_67,Italy,45° 45',7° 02',7.9,494,Pinus_sylvestris,Pure,Conifer,Even,95,36.8,73,NA,Observ,NA,NA,2003,NA,NA,NA,0.85,NA,NA
10.1007/s00468-015-1250-z,Castagneri,2015,Casta Pinus_sylvestris 2003_2005,site_30,Italy,45° 42',7° 47',7.9,494,Pinus_sylvestris,Pure,Conifer,Even,95,42.3,39,NA,Observ,NA,NA,2003,NA,NA,NA,0.90,NA,NA
10.1007/s00468-015-1250-z,Castagneri,2015,Casta Pinus_sylvestris 2003_2005,site_82,Italy,45° 45',7° 34',8.5,494,Pinus_sylvestris,Pure,Conifer,Even,60,18.0,54,NA,Observ,NA,NA,2004,NA,NA,NA,NA,NA,NA
10.1007/s00468-015-1250-z,Castagneri,2015,Casta Pinus_sylvestris 2003_2005,site_82,Italy,45° 45',7° 34',6.1,494,Pinus_sylvestris,Pure,Conifer,Even,124,35.7,66,NA,Observ,NA,NA,2004,NA,NA,NA,NA,NA,NA
10.1007/s00468-015-1250-z,Castagneri,2015,Casta Pinus_sylvestris 2003_2005,site_67,Italy,45° 45',7° 02',7.9,494,Pinus_sylvestris,Pure,Conifer,Even,95,36.8,73,NA,Observ,NA,NA,2004,NA,NA,NA,NA,NA,NA
10.1007/s00468-015-1250-z,Castagneri,2015,Casta Pinus_sylvestris 2003_2005,site_30,Italy,45° 42',7° 47',7.9,494,Pinus_sylvestris,Pure,Conifer,Even,95,42.3,39,NA,Observ,NA,NA,2004,NA,NA,NA,NA,NA,NA
10.1007/s00468-015-1250-z,Castagneri,2015,Casta Pinus_sylvestris 2003_2005,site_82,Italy,45° 45',7° 34',8.5,494,Pinus_sylvestris,Pure,Conifer,Even,60,18.0,54,NA,Observ,NA,NA,2005,NA,NA,NA,NA,NA,NA
10.1007/s00468-015-1250-z,Castagneri,2015,Casta Pinus_sylvestris 2003_2005,site_82,Italy,45° 45',7° 34',6.1,494,Pinus_sylvestris,Pure,Conifer,Even,124,35.7,66,NA,Observ,NA,NA,2005,NA,NA,NA,NA,NA,NA
10.1007/s00468-015-1250-z,Castagneri,2015,Casta Pinus_sylvestris 2003_2005,site_67,Italy,45° 45',7° 02',7.9,494,Pinus_sylvestris,Pure,Conifer,Even,95,36.8,73,NA,Observ,NA,NA,2005,NA,NA,NA,NA,NA,NA
10.1007/s00468-015-1250-z,Castagneri,2015,Casta Pinus_sylvestris 2003_2005,site_30,Italy,45° 42',7° 47',7.9,494,Pinus_sylvestris,Pure,Conifer,Even,95,42.3,39,NA,Observ,NA,NA,2005,NA,NA,NA,NA,NA,NA
10.1016/j.agrformet.2017.02.009,Aldea,2017,Aldea_022 Pinus_pinaster 2012_2012,site_101,Spain,41° 29',-2° 29',10,512,Pinus_pinaster,Mixed,Conifer,Even,40,44,30,2009,Treatm,NA,NA,2012,NA,NA,NA,0.48,NA,NA
10.1016/j.agrformet.2017.02.009,Aldea,2017,Aldea_022 Pinus_pinaster 2012_2012,site_101,Spain,41° 29',-2° 29',10,512,Pinus_pinaster,Mixed,Conifer,Even,40,37,30,2009,Treatm,NA,NA,2012,NA,NA,NA,0.48,NA,NA
10.1016/j.agrformet.2017.02.009,Aldea,2017,Aldea_022 Pinus_pinaster 2012_2012,site_101,Spain,41° 29',-2° 29',10,512,Pinus_pinaster,Mixed,Conifer,Even,40,31,30,2009,Treatm,NA,NA,2012,NA,NA,NA,0.52,NA,NA
10.1016/j.agrformet.2017.02.009,Aldea,2017,Aldea_065 Pinus_pinaster 2012_2012,site_102,Spain,39° 31',-4° 16',12.9,469,Pinus_pinaster,Mixed,Conifer,Even,35,39,30,2009,Treatm,NA,NA,2012,NA,NA,NA,0.78,NA,NA
10.1016/j.agrformet.2017.02.009,Aldea,2017,Aldea_065 Pinus_pinaster 2012_2012,site_102,Spain,39° 31',-4° 16',12.9,469,Pinus_pinaster,Mixed,Conifer,Even,35,29,30,2009,Treatm,NA,NA,2012,NA,NA,NA,0.82,NA,NA
10.1016/j.agrformet.2017.02.009,Aldea,2017,Aldea_065 Pinus_pinaster 2012_2012,site_102,Spain,39° 31',-4° 16',12.9,469,Pinus_pinaster,Mixed,Conifer,Even,35,26,30,2009,Treatm,NA,NA,2012,NA,NA,NA,0.83,NA,NA
10.1016/j.agrformet.2017.02.009,Aldea,2017,Aldea_022 Quercus_pyrenaica 2012_2012,site_101,Spain,41° 29',-2° 29',10,512,Quercus_pyrenaica,Mixed,Broadleaf,Even,40,44,30,2009,Treatm,NA,NA,2012,NA,NA,NA,0.88,NA,NA
10.1016/j.agrformet.2017.02.009,Aldea,2017,Aldea_022 Quercus_pyrenaica 2012_2012,site_101,Spain,41° 29',-2° 29',10,512,Quercus_pyrenaica,Mixed,Broadleaf,Even,40,37,30,2009,Treatm,NA,NA,2012,NA,NA,NA,0.89,NA,NA
10.1016/j.agrformet.2017.02.009,Aldea,2017,Aldea_022 Quercus_pyrenaica 2012_2012,site_101,Spain,41° 29',-2° 29',10,512,Quercus_pyrenaica,Mixed,Broadleaf,Even,40,31,30,2009,Treatm,NA,NA,2012,NA,NA,NA,0.89,NA,NA
10.1016/j.agrformet.2017.02.009,Aldea,2017,Aldea_065 Quercus_pyrenaica 2012_2012,site_102,Spain,39° 31',-4° 16',12.9,469,Quercus_pyrenaica,Mixed,Broadleaf,Even,35,39,30,2009,Treatm,NA,NA,2012,NA,NA,NA,0.71,NA,NA
10.1016/j.agrformet.2017.02.009,Aldea,2017,Aldea_065 Quercus_pyrenaica 2012_2012,site_102,Spain,39° 31',-4° 16',12.9,469,Quercus_pyrenaica,Mixed,Broadleaf,Even,35,29,30,2009,Treatm,NA,NA,2012,NA,NA,NA,0.50,NA,NA
10.1016/j.agrformet.2017.02.009,Aldea,2017,Aldea_065 Quercus_pyrenaica 2012_2012,site_102,Spain,39° 31',-4° 16',12.9,469,Quercus_pyrenaica,Mixed,Broadleaf,Even,35,26,30,2009,Treatm,NA,NA,2012,NA,NA,NA,0.55,NA,NA
10.3390/f9010004,Candel_Perez,2018,Cande_C Pinus_sylvestris 2005_2005,site_58,Spain,42° 42',-1° 08',11.9,895,Pinus_sylvestris,Pure,Conifer,Even,38,40.9,24,1999,Treatm,NA,NA,2005,NA,NA,NA,0.75,0.84,1.13
10.3390/f9010004,Candel_Perez,2018,Cande_C Pinus_sylvestris 2012_2012,site_58,Spain,42° 42',-1° 08',11.9,895,Pinus_sylvestris,Pure,Conifer,Even,38,35,24,1999,Treatm,NA,NA,2005,NA,NA,NA,0.73,0.86,1.18
10.3390/f9010004,Candel_Perez,2018,Cande_C Pinus_sylvestris 2005_2005,site_58,Spain,42° 42',-1° 08',11.9,895,Pinus_sylvestris,Pure,Conifer,Even,38,30.4,24,1999,Treatm,NA,NA,2005,NA,NA,NA,0.74,0.86,1.17
10.3390/f9010004,Candel_Perez,2018,Cande_C Pinus_sylvestris 2012_2012,site_22,Spain,42° 48',-0° 52',9.3,1802,Pinus_sylvestris,Pure,Conifer,Even,43,55.4,24,1999,Treatm,NA,NA,2005,NA,NA,NA,0.88,0.96,1.08
10.3390/f9010004,Candel_Perez,2018,Cande_C Pinus_sylvestris 2005_2005,site_22,Spain,42° 48',-0° 52',9.3,1802,Pinus_sylvestris,Pure,Conifer,Even,43,53.3,24,1999,Treatm,NA,NA,2005,NA,NA,NA,0.87,1.03,1.18
10.3390/f9010004,Candel_Perez,2018,Cande_C Pinus_sylvestris 2012_2012,site_22,Spain,42° 48',-0° 52',9.3,1802,Pinus_sylvestris,Pure,Conifer,Even,43,48.7,24,1999,Treatm,NA,NA,2005,NA,NA,NA,0.82,0.94,1.15
10.3390/f9010004,Candel_Perez,2018,Cande_M Pinus_sylvestris 2005_2005,site_58,Spain,42° 42',-1° 08',11.9,895,Pinus_sylvestris,Pure,Conifer,Even,46,40.9,24,2009,Treatm,NA,NA,2012,NA,NA,NA,0.88,1.02,1.16
10.3390/f9010004,Candel_Perez,2018,Cande_M Pinus_sylvestris 2012_2012,site_58,Spain,42° 42',-1° 08',11.9,895,Pinus_sylvestris,Pure,Conifer,Even,46,35,24,2009,Treatm,NA,Neg,2012,NA,NA,NA,0.93,1.29,1.39
10.3390/f9010004,Candel_Perez,2018,Cande_M Pinus_sylvestris 2005_2005,site_58,Spain,42° 42',-1° 08',11.9,895,Pinus_sylvestris,Pure,Conifer,Even,46,30.4,24,2009,Treatm,NA,NA,2012,NA,NA,NA,0.95,1.14,1.20
10.3390/f9010004,Candel_Perez,2018,Cande_M Pinus_sylvestris 2012_2012,site_22,Spain,42° 48',-0° 52',9.3,1802,Pinus_sylvestris,Pure,Conifer,Even,51,55.4,24,1999,Treatm,NA,NA,2012,NA,NA,NA,0.93,0.86,0.92
10.3390/f9010004,Candel_Perez,2018,Cande_M Pinus_sylvestris 2005_2005,site_22,Spain,42° 48',-0° 52',9.3,1802,Pinus_sylvestris,Pure,Conifer,Even,51,53.3,24,1999,Treatm,NA,Pos,2012,NA,NA,NA,0.88,0.70,0.79
10.3390/f9010004,Candel_Perez,2018,Cande_M Pinus_sylvestris 2012_2012,site_22,Spain,42° 48',-0° 52',9.3,1802,Pinus_sylvestris,Pure,Conifer,Even,51,48.7,24,1999,Treatm,NA,NA,2012,NA,NA,NA,0.92,0.77,0.84
10.1016/j.foreco.2009.12.001,Martìn_Benito,2010,Martì_B Pinus_nigra 2005_2005,site_33,Spain,41° 02',-3° 04',11.3,663,Pinus_nigra,Pure,Conifer,Even,39,34.4,15,1993,Treatm,NA,NA,1999,NA,NA,NA,0.67,1.06,1.60
10.1016/j.foreco.2009.12.001,Martìn_Benito,2010,Martì_B Pinus_nigra 1999_1999,site_33,Spain,41° 02',-3° 04',11.3,663,Pinus_nigra,Pure,Conifer,Even,39,26.4,15,1993,Treatm,NA,NA,1999,NA,NA,NA,0.62,0.94,1.51
10.1016/j.foreco.2009.12.001,Martìn_Benito,2010,Martì_B Pinus_nigra 2002_2002,site_33,Spain,41° 02',-3° 04',11.3,663,Pinus_nigra,Pure,Conifer,Even,39,26.4,15,1993,Treatm,NA,NA,1999,NA,NA,NA,0.73,1.13,1.55
10.1016/j.foreco.2009.12.001,Martìn_Benito,2010,Martì_B Pinus_nigra 2005_2005,site_33,Spain,41° 02',-3° 04',11.3,663,Pinus_nigra,Pure,Conifer,Even,42,38.5,15,1993,Treatm,NA,NA,2002,NA,NA,NA,0.57,1.02,1.79
10.1016/j.foreco.2009.12.001,Martìn_Benito,2010,Martì_B Pinus_nigra 1999_1999,site_33,Spain,41° 02',-3° 04',11.3,663,Pinus_nigra,Pure,Conifer,Even,42,30.2,15,1993,Treatm,NA,NA,2002,NA,NA,NA,0.58,0.91,1.56
10.1016/j.foreco.2009.12.001,Martìn_Benito,2010,Martì_B Pinus_nigra 2002_2002,site_33,Spain,41° 02',-3° 04',11.3,663,Pinus_nigra,Pure,Conifer,Even,42,30,15,1993,Treatm,NA,NA,2002,NA,NA,NA,0.56,0.87,1.54
10.1016/j.foreco.2009.12.001,Martìn_Benito,2010,Martì_B Pinus_nigra 2005_2005,site_33,Spain,41° 02',-3° 04',11.3,663,Pinus_nigra,Pure,Conifer,Even,45,39,15,1993,Treatm,NA,NA,2005,NA,NA,NA,0.59,NA,NA
10.1016/j.foreco.2009.12.001,Martìn_Benito,2010,Martì_B Pinus_nigra 1999_1999,site_33,Spain,41° 02',-3° 04',11.3,663,Pinus_nigra,Pure,Conifer,Even,45,32.6,15,1993,Treatm,NA,NA,2005,NA,NA,NA,0.51,NA,NA
10.1016/j.foreco.2009.12.001,Martìn_Benito,2010,Martì_B Pinus_nigra 2002_2002,site_33,Spain,41° 02',-3° 04',11.3,663,Pinus_nigra,Pure,Conifer,Even,45,31.7,15,1993,Treatm,NA,NA,2005,NA,NA,NA,0.58,NA,NA
10.1007/s0044 2-018-4118-2,Serra_Maluquer,2018,Serra Pinus_spp 1986,site_9,Spain,41° 00',-1° 00',10,700,Pinus_spp,Pure,Conifer,Uneven,70,NA,225,NA,Observ,NA,NA,1986,Neut,Neut,NA,NA,NA,NA
10.1007/s0044 2-018-4118-2,Serra_Maluquer,2018,Serra Pinus_spp 1994,site_9,Spain,41° 00',-1° 00',10,700,Pinus_spp,Pure,Conifer,Uneven,70,NA,225,NA,Observ,NA,NA,1994,Neut,Neut,NA,NA,NA,NA
10.1007/s0044 2-018-4118-2,Serra_Maluquer,2018,Serra  Pinus_spp 2005,site_9,Spain,41° 00',-1° 00',10,700,Pinus_spp,Pure,Conifer,Uneven,70,NA,225,NA,Observ,NA,NA,2005,Neut,Neg,NA,NA,NA,NA
10.1007/s00442-011-2132-8,Martìnez_Vilalta,2012,Martì_V Pinus_sylvestris,site_9,Spain,41° 00',-1° 00',9.7,930,Pinus_sylvestris,Mixed,Conifer,Uneven,49,21.6,1433,NA,Observ,NA,NA,1986,Pos,Neg,NA,NA,NA,NA
10.1111/1365-2745.12575,Gazol,2016,Gazol Abies_alba 1986_1986,site_6,Spain,42° 38',-0° 07',10,1200,Abies_alba,Mixed,Conifer,Uneven,65,59.8,12,NA,Observ,NA,NA,1986,NA,NA,NA,0.79,0.93,1.18
10.1111/1365-2745.12575,Gazol,2016,Gazol Abies_alba 1986_1986,site_6,Spain,42° 38',-0° 07',10,1200,Abies_alba,Mixed,Conifer,Uneven,86,39.5,10,NA,Observ,NA,NA,1986,NA,NA,NA,0.74,1.04,1.40
10.1111/1365-2745.12575,Gazol,2016,Gazol Abies_alba 1986_1986,site_6,Spain,42° 38',-0° 07',10,1200,Abies_alba,Mixed,Conifer,Uneven,89,40.9,11,NA,Observ,NA,NA,1986,NA,NA,NA,0.80,1.03,1.28
10.1111/1365-2745.12575,Gazol,2016,Gazol Abies_alba 1986_1986,site_6,Spain,42° 38',-0° 07',10,1200,Abies_alba,Mixed,Conifer,Uneven,130,36.3,10,NA,Observ,NA,NA,1986,NA,NA,NA,0.86,1.00,1.17
10.1111/1365-2745.12575,Gazol,2016,Gazol Abies_alba 1986_1986,site_6,Spain,42° 38',-0° 07',10,1200,Abies_alba,Mixed,Conifer,Uneven,98,65.5,12,NA,Observ,NA,NA,1986,NA,NA,NA,0.71,1.07,1.50
10.1111/1365-2745.12575,Gazol,2016,Gazol Abies_alba 1986_1986,site_6,Spain,42° 38',-0° 07',10,1200,Abies_alba,Mixed,Conifer,Uneven,78,27.7,10,NA,Observ,NA,NA,1986,NA,NA,NA,0.74,1.15,1.55
10.1111/1365-2745.12575,Gazol,2016,Gazol Abies_alba 1986_1986,site_6,Spain,42° 38',-0° 07',10,1200,Abies_alba,Mixed,Conifer,Uneven,101,74.7,11,NA,Observ,NA,NA,1986,NA,NA,NA,0.55,0.83,1.50
10.1111/1365-2745.12575,Gazol,2016,Gazol Abies_alba 1986_1986,site_6,Spain,42° 38',-0° 07',10,1200,Abies_alba,Mixed,Conifer,Uneven,93,27.9,12,NA,Observ,NA,NA,1986,NA,NA,NA,0.87,1.13,1.30
10.1111/1365-2745.12575,Gazol,2016,Gazol Abies_alba 1986_1986,site_6,Spain,42° 38',-0° 07',10,1200,Abies_alba,Mixed,Conifer,Uneven,95,94.7,11,NA,Observ,NA,NA,1986,NA,NA,NA,0.74,0.81,1.09
10.1111/1365-2745.12575,Gazol,2016,Gazol Abies_alba 1986_1986,site_6,Spain,42° 38',-0° 07',10,1200,Abies_alba,Mixed,Conifer,Uneven,103,19.2,9,NA,Observ,NA,NA,1986,NA,NA,NA,0.60,0.80,1.33
10.1111/1365-2745.12575,Gazol,2016,Gazol Abies_alba 1986_1986,site_6,Spain,42° 38',-0° 07',10,1200,Abies_alba,Mixed,Conifer,Uneven,107,51.4,11,NA,Observ,NA,NA,1986,NA,NA,NA,0.53,0.87,1.63
10.1111/1365-2745.12575,Gazol,2016,Gazol Abies_alba 1986_1986,site_6,Spain,42° 38',-0° 07',10,1200,Abies_alba,Mixed,Conifer,Uneven,63,54.2,12,NA,Observ,NA,NA,1986,NA,NA,NA,0.61,0.85,1.40
10.1111/1365-2745.12575,Gazol,2016,Gazol Abies_alba 1986_1986,site_6,Spain,42° 38',-0° 07',10,1200,Abies_alba,Mixed,Conifer,Uneven,86,15.8,10,NA,Observ,NA,NA,1986,NA,NA,NA,0.95,1.33,1.40
10.1111/1365-2745.12575,Gazol,2016,Gazol Abies_alba 1986_1986,site_6,Spain,42° 38',-0° 07',10,1200,Abies_alba,Mixed,Conifer,Uneven,95,31.5,10,NA,Observ,NA,NA,1986,NA,NA,NA,0.88,1.25,1.43
10.1111/1365-2745.12575,Gazol,2016,Gazol Abies_alba 1986_1986,site_6,Spain,42° 38',-0° 07',10,1200,Abies_alba,Mixed,Conifer,Uneven,102,42.3,10,NA,Observ,NA,NA,1986,NA,NA,NA,0.68,1.04,1.53
10.1111/1365-2745.12575,Gazol,2016,Gazol Abies_alba 1986_1986,site_6,Spain,42° 38',-0° 07',10,1200,Abies_alba,Mixed,Conifer,Uneven,75,40.3,11,NA,Observ,NA,NA,1986,NA,NA,NA,0.89,1.11,1.25
10.1111/1365-2745.12575,Gazol,2016,Gazol Abies_alba 1986_1986,site_6,Spain,42° 38',-0° 07',10,1200,Abies_alba,Mixed,Conifer,Uneven,113,17.1,12,NA,Observ,NA,NA,1986,NA,NA,NA,0.55,0.90,1.64
10.1111/1365-2745.12575,Gazol,2016,Gazol Abies_alba 1986_1986,site_6,Spain,42° 38',-0° 07',10,1200,Abies_alba,Mixed,Conifer,Uneven,74,49.7,12,NA,Observ,NA,NA,1986,NA,NA,NA,0.76,1.00,1.32
10.1111/1365-2745.12575,Gazol,2016,Gazol Abies_alba 1986_1986,site_6,Spain,42° 38',-0° 07',10,1200,Abies_alba,Mixed,Conifer,Uneven,131,49.4,25,NA,Observ,NA,NA,1986,NA,NA,NA,0.60,0.77,1.29
10.1111/1365-2745.12575,Gazol,2016,Gazol Abies_alba 1986_1986,site_6,Spain,42° 38',-0° 07',10,1200,Abies_alba,Mixed,Conifer,Uneven,98,48.6,10,NA,Observ,NA,NA,1986,NA,NA,NA,0.89,0.95,1.06
10.1111/j.1365-2745.2010.01645.x,Linares,2010,Linar Abies_pinsapo 1995_1995,site_56,Spain,36° 43',-4° 57',11.6,1089,Abies_pinsapo,Pure,Conifer,Even,50,37.6,42,NA,Observ,NA,NA,1995,NA,NA,NA,0.24,0.73,3.08
10.1111/j.1365-2745.2010.01645.x,Linares,2010,Linar Abies_pinsapo 1995_1995,site_56,Spain,36° 43',-4° 57',11.6,1089,Abies_pinsapo,Pure,Conifer,Even,48,46.9,32,NA,Observ,NA,NA,1995,NA,NA,NA,0.17,0.80,4.67
10.1111/j.1365-2745.2010.01645.x,Linares,2010,Linar Abies_pinsapo 1995_1995,site_56,Spain,36° 43',-4° 57',11.6,1089,Abies_pinsapo,Pure,Conifer,Even,49,38.8,52,NA,Observ,NA,NA,1995,NA,NA,NA,0.23,0.78,3.42
10.1111/j.1365-2745.2010.01645.x,Linares,2010,Linar Abies_pinsapo 1995_1995,site_56,Spain,36° 43',-4° 57',11.6,1089,Abies_pinsapo,Pure,Conifer,Even,52,39.9,58,NA,Observ,NA,NA,1995,NA,NA,NA,0.19,0.70,3.74
