age_CE,JOF01A_raw,JOF01B_raw,JOF02A_raw,JOF02B_raw,JOF03A_raw,JOF03B_raw,JOF04A_raw,JOF04B_raw,JOF05A_raw,JOF05B_raw,JOF06A_raw,JOF06B_raw,JOF07A_raw,JOF07B_raw,JOF08A_raw,JOF08B_raw,JOF09A_raw,JOF11B_raw,JOF11C_raw,JOF01A_raw_outlier_flag,JOF01B_raw_outlier_flag,JOF02A_raw_outlier_flag,JOF02B_raw_outlier_flag,JOF03A_raw_outlier_flag,JOF03B_raw_outlier_flag,JOF04A_raw_outlier_flag,JOF04B_raw_outlier_flag,JOF05A_raw_outlier_flag,JOF05B_raw_outlier_flag,JOF06A_raw_outlier_flag,JOF06B_raw_outlier_flag,JOF07A_raw_outlier_flag,JOF07B_raw_outlier_flag,JOF08A_raw_outlier_flag,JOF08B_raw_outlier_flag,JOF09A_raw_outlier_flag,JOF11B_raw_outlier_flag,JOF11C_raw_outlier_flag
1729,NA,NA,NA,NA,0.811,0.874,NA,NA,NA,1.94,NA,NA,NA,NA,NA,0.643,NA,NA,0.656,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1730,NA,NA,NA,0.335,0.741,0.828,NA,NA,NA,1.93,NA,NA,NA,NA,NA,0.349,NA,NA,0.459,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE
1731,NA,NA,NA,0.293,0.53,0.412,NA,NA,NA,1.94,NA,0.47,NA,NA,NA,0.363,NA,NA,0.329,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE
1732,NA,NA,NA,0.392,0.32,0.441,NA,NA,NA,2.37,NA,0.744,NA,NA,NA,0.859,NA,NA,0.39,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,FALSE,NA,NA,FALSE
1733,NA,NA,NA,0.473,0.385,0.575,NA,NA,NA,3.78,NA,0.668,NA,NA,NA,1.081,NA,NA,0.985,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,TRUE,NA,NA,FALSE
1734,NA,NA,NA,0.493,0.501,0.615,NA,NA,NA,4.59,NA,0.819,NA,NA,NA,1.249,NA,NA,1.587,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,TRUE,NA,NA,TRUE
1735,NA,NA,NA,0.166,0.547,0.673,NA,NA,NA,3.57,NA,0.79,NA,NA,NA,0.968,NA,NA,1.621,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,NA,FALSE,NA,NA,NA,TRUE,NA,NA,TRUE
1736,NA,NA,NA,0.339,0.556,0.535,NA,NA,14,5.11,NA,0.701,NA,NA,NA,0.889,0.093,NA,1.531,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,TRUE,FALSE,NA,TRUE
1737,NA,NA,NA,0.466,0.731,0.601,NA,NA,11.68,4.55,NA,0.53,NA,NA,NA,0.616,0.085,NA,1.074,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE
1738,NA,NA,NA,0.442,0.857,0.659,NA,NA,10.65,5.21,NA,0.501,NA,NA,NA,0.486,0.857,NA,1.041,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,TRUE,NA,FALSE
1739,NA,NA,NA,0.557,0.869,0.59,NA,NA,9.27,5.12,NA,0.511,NA,NA,NA,0.516,0.061,NA,0.707,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE
1740,NA,NA,NA,0.601,0.62,0.546,NA,NA,5.92,3.69,NA,0.546,NA,NA,NA,0.51,0.054,NA,0.802,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE
1741,NA,NA,NA,0.391,0.597,0.459,NA,NA,5.52,3.55,NA,0.407,NA,NA,NA,0.377,0.042,NA,0.666,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE
1742,NA,NA,NA,0.825,0.754,0.628,NA,NA,5.15,4.81,NA,0.714,NA,NA,NA,0.6,0.061,NA,0.762,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE
1743,NA,NA,NA,0.374,0.533,0.51,NA,NA,3.51,3,NA,0.624,NA,NA,NA,0.352,0.042,NA,0.458,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE
1744,NA,NA,NA,0.326,0.514,0.469,NA,NA,2.92,2.87,NA,0.769,NA,NA,NA,0.404,0.036,NA,0.458,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE
1745,NA,NA,NA,0.412,0.532,0.579,NA,NA,3.31,3.02,NA,0.736,NA,NA,NA,0.286,0.08,NA,0.502,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE
1746,NA,NA,NA,0.329,0.502,0.488,NA,NA,4.19,2.81,NA,0.855,NA,NA,NA,0.443,0.038,NA,0.557,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE
1747,NA,NA,NA,0.31,0.423,0.435,NA,NA,3.64,4.29,NA,0.9,NA,NA,NA,0.401,0.523,NA,0.457,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,TRUE,NA,FALSE
1748,NA,NA,NA,0.729,0.669,0.586,NA,NA,7.23,6.78,0.504,1.019,NA,NA,NA,0.493,0.042,NA,0.749,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE
1749,NA,NA,NA,0.594,0.749,0.634,NA,NA,5.66,4.63,0.542,0.825,NA,NA,NA,0.468,0.06,NA,0.692,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE
1750,NA,NA,NA,0.792,0.826,0.72,NA,NA,7.44,6.29,0.494,0.993,NA,NA,NA,0.493,0.048,NA,0.785,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE
1751,NA,NA,NA,0.865,0.728,0.623,NA,NA,6.34,5.61,0.826,0.751,NA,NA,NA,0.516,0.048,NA,0.776,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE
1752,NA,NA,NA,0.715,0.742,0.727,NA,NA,6.12,5.84,0.785,0.643,NA,NA,0.901,0.484,0.031,NA,0.667,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,NA,FALSE
1753,NA,NA,NA,0.678,0.527,0.527,NA,NA,6.61,4.49,0.759,0.612,NA,1.75,0.812,0.449,0.054,NA,0.491,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,NA,FALSE
1754,NA,NA,NA,0.561,0.509,0.473,NA,NA,5.21,4.51,0.808,0.555,NA,1.64,0.945,0.483,0.038,NA,0.528,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,NA,FALSE
1755,NA,NA,NA,0.453,0.398,0.455,NA,NA,5.76,4.19,0.687,0.743,NA,1.07,0.979,0.412,0.048,NA,0.55,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1756,NA,NA,NA,0.62,0.418,0.424,NA,NA,5.7,4.82,0.694,0.638,NA,1.63,0.844,0.494,0.042,NA,0.552,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,NA,FALSE
1757,NA,NA,NA,1.032,0.681,0.656,NA,NA,9.59,6.5,0.71,0.78,NA,1.44,1.088,0.783,0.562,NA,0.766,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,NA,FALSE
1758,NA,NA,NA,1.134,0.743,0.583,NA,NA,7.56,5.2,0.727,0.638,NA,1.02,0.996,0.589,0.049,NA,0.602,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1759,NA,NA,NA,0.915,0.924,0.735,0.822,0.822,7.88,5.04,0.49,0.552,NA,1.1,0.95,0.549,0.054,NA,0.683,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1760,NA,NA,NA,0.843,1,0.649,0.718,0.718,7.06,5.41,0.72,0.653,NA,1.35,1.127,0.515,0.061,NA,0.809,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1761,NA,NA,NA,0.603,0.762,0.419,0.35,0.35,4.88,2.6,0.758,0.499,NA,1.02,0.774,0.397,0.031,NA,0.444,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1762,NA,NA,NA,0.683,1.104,0.713,0.774,0.774,8.2,5.3,0.715,0.379,NA,1.27,1.013,0.546,0.054,NA,0.83,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1763,NA,NA,NA,0.59,1.008,0.716,0.712,0.712,7.58,5.26,0.6,0.498,NA,1.28,0.79,0.486,0.054,NA,0.815,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1764,NA,NA,NA,0.628,1.188,0.623,0.706,0.706,6.97,6.09,0.639,0.565,NA,1.27,0.827,0.44,0.061,NA,0.747,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1765,NA,NA,NA,0.628,0.887,0.621,0.647,0.647,5.94,5.06,0.729,0.467,NA,1.03,0.77,0.365,0.554,NA,0.629,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,NA,FALSE
1766,NA,NA,NA,0.785,1.12,0.663,0.781,0.781,8.64,6,0.793,0.574,NA,0.93,0.655,0.443,0.048,NA,0.776,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1767,NA,NA,NA,0.896,1.319,0.795,0.958,0.958,8.78,7.1,0.797,0.866,NA,1.02,0.655,0.41,0.061,NA,0.793,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1768,NA,NA,NA,0.681,0.808,0.641,0.745,0.745,7.54,4.38,0.607,0.728,0.78,0.77,0.501,0.421,0.054,NA,0.75,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1769,NA,NA,NA,0.698,0.962,0.77,0.846,0.846,9.88,7.2,0.693,0.692,1.024,0.85,0.737,0.628,0.061,NA,0.908,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1770,NA,NA,0.793,0.621,1.029,1.05,0.902,0.902,10,6.86,0.717,0.693,1.299,1.1,0.687,0.498,0.084,NA,0.808,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1771,NA,NA,0.88,0.769,0.963,0.716,0.799,0.799,12.78,8.8,0.812,0.786,1.204,0.77,0.86,0.598,0.078,NA,0.884,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1772,NA,NA,0.918,0.935,1.158,0.901,0.737,0.737,11.41,8.42,0.832,0.81,1.416,0.77,0.769,0.564,0.449,NA,0.945,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,FALSE
1773,NA,NA,0.738,0.868,1.091,0.805,0.74,0.74,9.79,7.46,0.746,0.716,1.287,0.68,0.677,0.506,0.049,NA,0.887,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1774,NA,NA,0.714,0.994,1.207,0.986,0.905,0.905,11.5,7.3,0.93,0.943,1.094,0.68,0.637,0.492,0.057,NA,0.889,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1775,NA,NA,0.653,0.79,0.946,0.918,1.055,1.055,11.1,9.06,0.675,0.554,0.826,0.93,0.751,0.618,0.048,NA,0.807,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1776,NA,NA,0.973,0.506,0.869,0.693,0.624,0.624,9.13,7.57,0.712,0.583,0.768,0.68,0.639,0.455,0.049,NA,0.76,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1777,NA,NA,1,0.663,1.038,0.945,0.968,0.968,12.87,8.9,0.681,0.625,1.085,1.03,0.979,0.55,0.048,NA,1.099,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1778,NA,NA,1.088,0.752,1.116,0.917,0.98,0.98,14.95,9.61,0.804,0.648,1.308,0.93,0.862,0.525,0.072,NA,1.025,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1779,NA,NA,0.758,0.754,1.139,0.95,0.875,0.875,10.81,7.66,0.727,0.551,1.137,0.6,0.879,0.553,0.068,NA,0.983,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1780,NA,NA,0.418,0.592,0.646,0.512,0.538,0.538,7.65,5.52,0.677,0.473,0.778,0.59,0.67,0.377,0.062,NA,0.785,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1781,NA,NA,0.664,0.926,1.169,0.93,0.965,0.965,14.29,8.71,0.877,0.637,1.369,0.77,1.066,0.766,0.087,NA,1.031,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1782,NA,NA,0.548,0.734,0.938,0.707,0.722,0.722,10.73,6.92,0.64,0.526,0.892,0.76,0.752,0.598,0.072,NA,0.677,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1783,NA,NA,0.446,0.613,0.917,0.635,0.492,0.492,8.82,6.03,0.495,0.353,1.031,0.76,0.689,0.559,0.08,NA,0.344,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
1784,NA,NA,1.01,0.993,1.261,1.053,1.025,1.025,17.36,9.03,0.857,0.548,1.4,0.68,1.157,0.754,0.247,NA,0.899,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE
1785,NA,NA,0.981,1.111,1.238,0.936,0.861,0.861,14.82,5.95,0.984,0.552,1.242,0.85,0.902,0.673,0.077,NA,1.113,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE
