"","Transect","Tree","Tag","years","Ring_width(mm)","Lat","Long","species"
"35","MT","01C","TSHE-H-01C","1979",1.812,48.61291,113.85558,"TSHE"
"36","MT","01C","TSHE-H-01C","1978",2.041,48.61291,113.85558,"TSHE"
"37","MT","01C","TSHE-H-01C","1977",1.523,48.61291,113.85558,"TSHE"
"38","MT","01C","TSHE-H-01C","1976",1.503,48.61291,113.85558,"TSHE"
"39","MT","01C","TSHE-H-01C","1975",1.151,48.61291,113.85558,"TSHE"
"40","MT","01C","TSHE-H-01C","1974",1.5865,48.61291,113.85558,"TSHE"
"41","MT","01C","TSHE-H-01C","1973",2.013,48.61291,113.85558,"TSHE"
"42","MT","01C","TSHE-H-01C","1972",1.9465,48.61291,113.85558,"TSHE"
"43","MT","01C","TSHE-H-01C","1971",2.328,48.61291,113.85558,"TSHE"
"44","MT","01C","TSHE-H-01C","1970",2.5195,48.61291,113.85558,"TSHE"
"45","MT","01C","TSHE-H-01C","1969",2.492,48.61291,113.85558,"TSHE"
"46","MT","01C","TSHE-H-01C","1968",1.231,48.61291,113.85558,"TSHE"
"47","MT","01C","TSHE-H-01C","1967",2.0855,48.61291,113.85558,"TSHE"
"48","MT","01C","TSHE-H-01C","1966",2.7275,48.61291,113.85558,"TSHE"
"49","MT","01C","TSHE-H-01C","1965",2.3245,48.61291,113.85558,"TSHE"
"50","MT","01C","TSHE-H-01C","1964",2.22,48.61291,113.85558,"TSHE"
"51","MT","01C","TSHE-H-01C","1963",1.7735,48.61291,113.85558,"TSHE"
"52","MT","01C","TSHE-H-01C","1962",1.368,48.61291,113.85558,"TSHE"
"53","MT","01C","TSHE-H-01C","1961",1.094,48.61291,113.85558,"TSHE"
"54","MT","01C","TSHE-H-01C","1960",1.2625,48.61291,113.85558,"TSHE"
"55","MT","01C","TSHE-H-01C","1959",1.4705,48.61291,113.85558,"TSHE"
"56","MT","01C","TSHE-H-01C","1958",1.474,48.61291,113.85558,"TSHE"
"57","MT","01C","TSHE-H-01C","1957",1.434,48.61291,113.85558,"TSHE"
"58","MT","01C","TSHE-H-01C","1956",1.202,48.61291,113.85558,"TSHE"
"59","MT","01C","TSHE-H-01C","1955",2.2265,48.61291,113.85558,"TSHE"
"60","MT","01C","TSHE-H-01C","1954",1.7125,48.61291,113.85558,"TSHE"
"61","MT","01C","TSHE-H-01C","1953",0.721,48.61291,113.85558,"TSHE"
"62","MT","01C","TSHE-H-01C","1952",NA,48.61291,113.85558,"TSHE"
"63","MT","01C","TSHE-H-01C","1951",NA,48.61291,113.85558,"TSHE"
"64","MT","01C","TSHE-H-01C","1950",NA,48.61291,113.85558,"TSHE"
"65","MT","01C","TSHE-H-01C","1949",NA,48.61291,113.85558,"TSHE"
"66","MT","01C","TSHE-H-01C","1948",NA,48.61291,113.85558,"TSHE"
"67","MT","01C","TSHE-H-01C","1947",NA,48.61291,113.85558,"TSHE"
"68","MT","01C","TSHE-H-01C","1946",NA,48.61291,113.85558,"TSHE"
"69","MT","01C","TSHE-H-01C","1945",NA,48.61291,113.85558,"TSHE"
"70","MT","01C","TSHE-H-01C","1944",NA,48.61291,113.85558,"TSHE"
"71","MT","01C","TSHE-H-01C","1943",NA,48.61291,113.85558,"TSHE"
"72","MT","01C","TSHE-H-01C","1942",NA,48.61291,113.85558,"TSHE"
"73","MT","01C","TSHE-H-01C","1941",NA,48.61291,113.85558,"TSHE"
"74","MT","01C","TSHE-H-01C","1940",NA,48.61291,113.85558,"TSHE"
"75","MT","01C","TSHE-H-01C","1939",NA,48.61291,113.85558,"TSHE"
"76","MT","01C","TSHE-H-01C","1938",NA,48.61291,113.85558,"TSHE"
"77","MT","01C","TSHE-H-01C","1937",NA,48.61291,113.85558,"TSHE"
"78","MT","01C","TSHE-H-01C","1936",NA,48.61291,113.85558,"TSHE"
"79","MT","01C","TSHE-H-01C","1935",NA,48.61291,113.85558,"TSHE"
"80","MT","01C","TSHE-H-01C","1934",NA,48.61291,113.85558,"TSHE"
"81","MT","01C","TSHE-H-01C","1933",NA,48.61291,113.85558,"TSHE"
"82","MT","01C","TSHE-H-01C","1932",NA,48.61291,113.85558,"TSHE"
"83","MT","01C","TSHE-H-01C","1931",NA,48.61291,113.85558,"TSHE"
"84","MT","01C","TSHE-H-01C","1930",NA,48.61291,113.85558,"TSHE"
"85","MT","01C","TSHE-H-01C","1929",NA,48.61291,113.85558,"TSHE"
"86","MT","01C","TSHE-H-01C","1928",NA,48.61291,113.85558,"TSHE"
"87","MT","01C","TSHE-H-01C","1927",NA,48.61291,113.85558,"TSHE"
"88","MT","01C","TSHE-H-01C","1926",NA,48.61291,113.85558,"TSHE"
"89","MT","01C","TSHE-H-01C","1925",NA,48.61291,113.85558,"TSHE"
"90","MT","01C","TSHE-H-01C","1924",NA,48.61291,113.85558,"TSHE"
"91","MT","01C","TSHE-H-01C","1923",NA,48.61291,113.85558,"TSHE"
"92","MT","01C","TSHE-H-01C","1922",NA,48.61291,113.85558,"TSHE"
"93","MT","01C","TSHE-H-01C","1921",NA,48.61291,113.85558,"TSHE"
"94","MT","01C","TSHE-H-01C","1920",NA,48.61291,113.85558,"TSHE"
"95","MT","01C","TSHE-H-01C","1919",NA,48.61291,113.85558,"TSHE"
"96","MT","01C","TSHE-H-01C","1918",NA,48.61291,113.85558,"TSHE"
"97","MT","01C","TSHE-H-01C","1917",NA,48.61291,113.85558,"TSHE"
"98","MT","01C","TSHE-H-01C","1916",NA,48.61291,113.85558,"TSHE"
"99","MT","01C","TSHE-H-01C","1915",NA,48.61291,113.85558,"TSHE"
"100","MT","01C","TSHE-H-01C","1914",NA,48.61291,113.85558,"TSHE"
"101","MT","01C","TSHE-H-01C","1913",NA,48.61291,113.85558,"TSHE"
"102","MT","01C","TSHE-H-01C","1912",NA,48.61291,113.85558,"TSHE"
"103","MT","01C","TSHE-H-01C","1911",NA,48.61291,113.85558,"TSHE"
"104","MT","01C","TSHE-H-01C","1910",NA,48.61291,113.85558,"TSHE"
"105","MT","01N","TSHE-H-01N","2013",1.2,48.61303,113.85564,"TSHE"
"106","MT","01N","TSHE-H-01N","2012",1.4365,48.61303,113.85564,"TSHE"
"107","MT","01N","TSHE-H-01N","2011",1.542,48.61303,113.85564,"TSHE"
"108","MT","01N","TSHE-H-01N","2010",1.2085,48.61303,113.85564,"TSHE"
"109","MT","01N","TSHE-H-01N","2009",1.1325,48.61303,113.85564,"TSHE"
"110","MT","01N","TSHE-H-01N","2008",1.065,48.61303,113.85564,"TSHE"
"111","MT","01N","TSHE-H-01N","2007",1.8665,48.61303,113.85564,"TSHE"
"112","MT","01N","TSHE-H-01N","2006",1.9615,48.61303,113.85564,"TSHE"
"113","MT","01N","TSHE-H-01N","2005",1.771,48.61303,113.85564,"TSHE"
"114","MT","01N","TSHE-H-01N","2004",1.2115,48.61303,113.85564,"TSHE"
"115","MT","01N","TSHE-H-01N","2003",1.8215,48.61303,113.85564,"TSHE"
"116","MT","01N","TSHE-H-01N","2002",1.805,48.61303,113.85564,"TSHE"
"117","MT","01N","TSHE-H-01N","2001",1.9835,48.61303,113.85564,"TSHE"
"118","MT","01N","TSHE-H-01N","2000",2.11,48.61303,113.85564,"TSHE"
"119","MT","01N","TSHE-H-01N","1999",2.4325,48.61303,113.85564,"TSHE"
"120","MT","01N","TSHE-H-01N","1998",3.1025,48.61303,113.85564,"TSHE"
"121","MT","01N","TSHE-H-01N","1997",2.031,48.61303,113.85564,"TSHE"
"122","MT","01N","TSHE-H-01N","1996",2.2685,48.61303,113.85564,"TSHE"
"123","MT","01N","TSHE-H-01N","1995",1.92,48.61303,113.85564,"TSHE"
"124","MT","01N","TSHE-H-01N","1994",2.702,48.61303,113.85564,"TSHE"
"125","MT","01N","TSHE-H-01N","1993",1.9155,48.61303,113.85564,"TSHE"
"126","MT","01N","TSHE-H-01N","1992",2.266,48.61303,113.85564,"TSHE"
"127","MT","01N","TSHE-H-01N","1991",1.3015,48.61303,113.85564,"TSHE"
"128","MT","01N","TSHE-H-01N","1990",1.352,48.61303,113.85564,"TSHE"
"129","MT","01N","TSHE-H-01N","1989",0.7275,48.61303,113.85564,"TSHE"
"130","MT","01N","TSHE-H-01N","1988",1.464,48.61303,113.85564,"TSHE"
"131","MT","01N","TSHE-H-01N","1987",1.557,48.61303,113.85564,"TSHE"
"132","MT","01N","TSHE-H-01N","1986",1.625,48.61303,113.85564,"TSHE"
"133","MT","01N","TSHE-H-01N","1985",0.9715,48.61303,113.85564,"TSHE"
"134","MT","01N","TSHE-H-01N","1984",1.331,48.61303,113.85564,"TSHE"
"135","MT","01N","TSHE-H-01N","1983",1.823,48.61303,113.85564,"TSHE"
"136","MT","01N","TSHE-H-01N","1982",1.5995,48.61303,113.85564,"TSHE"
"137","MT","01N","TSHE-H-01N","1981",1.774,48.61303,113.85564,"TSHE"
"138","MT","01N","TSHE-H-01N","1980",1.1635,48.61303,113.85564,"TSHE"
"139","MT","01N","TSHE-H-01N","1979",1.092,48.61303,113.85564,"TSHE"
"140","MT","01N","TSHE-H-01N","1978",1.4915,48.61303,113.85564,"TSHE"
"141","MT","01N","TSHE-H-01N","1977",1.6545,48.61303,113.85564,"TSHE"
"142","MT","01N","TSHE-H-01N","1976",1.9125,48.61303,113.85564,"TSHE"
"143","MT","01N","TSHE-H-01N","1975",0.919,48.61303,113.85564,"TSHE"
"144","MT","01N","TSHE-H-01N","1974",1.0015,48.61303,113.85564,"TSHE"
"145","MT","01N","TSHE-H-01N","1973",0.9585,48.61303,113.85564,"TSHE"
"146","MT","01N","TSHE-H-01N","1972",1.141,48.61303,113.85564,"TSHE"
"147","MT","01N","TSHE-H-01N","1971",1.5775,48.61303,113.85564,"TSHE"
"148","MT","01N","TSHE-H-01N","1970",1.9,48.61303,113.85564,"TSHE"
"149","MT","01N","TSHE-H-01N","1969",2.9475,48.61303,113.85564,"TSHE"
"150","MT","01N","TSHE-H-01N","1968",1.9905,48.61303,113.85564,"TSHE"
"151","MT","01N","TSHE-H-01N","1967",1.5875,48.61303,113.85564,"TSHE"
"152","MT","01N","TSHE-H-01N","1966",2.0945,48.61303,113.85564,"TSHE"
"153","MT","01N","TSHE-H-01N","1965",1.8955,48.61303,113.85564,"TSHE"
"154","MT","01N","TSHE-H-01N","1964",2.1215,48.61303,113.85564,"TSHE"
"155","MT","01N","TSHE-H-01N","1963",1.8185,48.61303,113.85564,"TSHE"
"156","MT","01N","TSHE-H-01N","1962",1.133,48.61303,113.85564,"TSHE"
"157","MT","01N","TSHE-H-01N","1961",1.4255,48.61303,113.85564,"TSHE"
"158","MT","01N","TSHE-H-01N","1960",1.7645,48.61303,113.85564,"TSHE"
"159","MT","01N","TSHE-H-01N","1959",2.148,48.61303,113.85564,"TSHE"
"160","MT","01N","TSHE-H-01N","1958",1.9175,48.61303,113.85564,"TSHE"
"161","MT","01N","TSHE-H-01N","1957",2.018,48.61303,113.85564,"TSHE"
"162","MT","01N","TSHE-H-01N","1956",1.1235,48.61303,113.85564,"TSHE"
"163","MT","01N","TSHE-H-01N","1955",1.924,48.61303,113.85564,"TSHE"
"164","MT","01N","TSHE-H-01N","1954",1.363,48.61303,113.85564,"TSHE"
"165","MT","01N","TSHE-H-01N","1953",1.8785,48.61303,113.85564,"TSHE"
"166","MT","01N","TSHE-H-01N","1952",2.2455,48.61303,113.85564,"TSHE"
"167","MT","01N","TSHE-H-01N","1951",2.306,48.61303,113.85564,"TSHE"
"168","MT","01N","TSHE-H-01N","1950",1.94,48.61303,113.85564,"TSHE"
"169","MT","01N","TSHE-H-01N","1949",2.2725,48.61303,113.85564,"TSHE"
"170","MT","01N","TSHE-H-01N","1948",1.8545,48.61303,113.85564,"TSHE"
"171","MT","01N","TSHE-H-01N","1947",1.667,48.61303,113.85564,"TSHE"
"172","MT","01N","TSHE-H-01N","1946",1.685,48.61303,113.85564,"TSHE"
"173","MT","01N","TSHE-H-01N","1945",1.6345,48.61303,113.85564,"TSHE"
"174","MT","01N","TSHE-H-01N","1944",1.4215,48.61303,113.85564,"TSHE"
"175","MT","01N","TSHE-H-01N","1943",1.914,48.61303,113.85564,"TSHE"
"176","MT","01N","TSHE-H-01N","1942",2.298,48.61303,113.85564,"TSHE"
"177","MT","01N","TSHE-H-01N","1941",1.9535,48.61303,113.85564,"TSHE"
"178","MT","01N","TSHE-H-01N","1940",1.046,48.61303,113.85564,"TSHE"
"179","MT","01N","TSHE-H-01N","1939",1.637,48.61303,113.85564,"TSHE"
"180","MT","01N","TSHE-H-01N","1938",1.734,48.61303,113.85564,"TSHE"
"181","MT","01N","TSHE-H-01N","1937",1.4725,48.61303,113.85564,"TSHE"
"182","MT","01N","TSHE-H-01N","1936",1.2715,48.61303,113.85564,"TSHE"
"183","MT","01N","TSHE-H-01N","1935",1.352,48.61303,113.85564,"TSHE"
"184","MT","01N","TSHE-H-01N","1934",1.3775,48.61303,113.85564,"TSHE"
"185","MT","01N","TSHE-H-01N","1933",1.028,48.61303,113.85564,"TSHE"
"186","MT","01N","TSHE-H-01N","1932",0.692,48.61303,113.85564,"TSHE"
"187","MT","01N","TSHE-H-01N","1931",0.65,48.61303,113.85564,"TSHE"
"188","MT","01N","TSHE-H-01N","1930",0.904,48.61303,113.85564,"TSHE"
"189","MT","01N","TSHE-H-01N","1929",0.925,48.61303,113.85564,"TSHE"
"190","MT","01N","TSHE-H-01N","1928",0.838,48.61303,113.85564,"TSHE"
"191","MT","01N","TSHE-H-01N","1927",0.441,48.61303,113.85564,"TSHE"
"192","MT","01N","TSHE-H-01N","1926",0.582,48.61303,113.85564,"TSHE"
"193","MT","01N","TSHE-H-01N","1925",0.693,48.61303,113.85564,"TSHE"
"194","MT","01N","TSHE-H-01N","1924",1.463,48.61303,113.85564,"TSHE"
"195","MT","01N","TSHE-H-01N","1923",1.84,48.61303,113.85564,"TSHE"
"196","MT","01N","TSHE-H-01N","1922",NA,48.61303,113.85564,"TSHE"
"197","MT","01N","TSHE-H-01N","1921",NA,48.61303,113.85564,"TSHE"
"198","MT","01N","TSHE-H-01N","1920",NA,48.61303,113.85564,"TSHE"
"199","MT","01N","TSHE-H-01N","1919",NA,48.61303,113.85564,"TSHE"
"200","MT","01N","TSHE-H-01N","1918",NA,48.61303,113.85564,"TSHE"
"201","MT","01N","TSHE-H-01N","1917",NA,48.61303,113.85564,"TSHE"
"202","MT","01N","TSHE-H-01N","1916",NA,48.61303,113.85564,"TSHE"
"203","MT","01N","TSHE-H-01N","1915",NA,48.61303,113.85564,"TSHE"
"204","MT","01N","TSHE-H-01N","1914",NA,48.61303,113.85564,"TSHE"
"205","MT","01N","TSHE-H-01N","1913",NA,48.61303,113.85564,"TSHE"
"206","MT","01N","TSHE-H-01N","1912",NA,48.61303,113.85564,"TSHE"
"207","MT","01N","TSHE-H-01N","1911",NA,48.61303,113.85564,"TSHE"
"208","MT","01N","TSHE-H-01N","1910",NA,48.61303,113.85564,"TSHE"
"209","MT","02C","TSHE-H-02C","2013",0.948,48.61238,113.85493,"TSHE"
"210","MT","02C","TSHE-H-02C","2012",0.9855,48.61238,113.85493,"TSHE"
"211","MT","02C","TSHE-H-02C","2011",1.2175,48.61238,113.85493,"TSHE"
"212","MT","02C","TSHE-H-02C","2010",1.2605,48.61238,113.85493,"TSHE"
"213","MT","02C","TSHE-H-02C","2009",1.396,48.61238,113.85493,"TSHE"
"214","MT","02C","TSHE-H-02C","2008",1.241,48.61238,113.85493,"TSHE"
"215","MT","02C","TSHE-H-02C","2007",1.4255,48.61238,113.85493,"TSHE"
"216","MT","02C","TSHE-H-02C","2006",1.804,48.61238,113.85493,"TSHE"
"217","MT","02C","TSHE-H-02C","2005",1.9065,48.61238,113.85493,"TSHE"
"218","MT","02C","TSHE-H-02C","2004",1.456,48.61238,113.85493,"TSHE"
"219","MT","02C","TSHE-H-02C","2003",1.774,48.61238,113.85493,"TSHE"
"220","MT","02C","TSHE-H-02C","2002",1.663,48.61238,113.85493,"TSHE"
"221","MT","02C","TSHE-H-02C","2001",1.4005,48.61238,113.85493,"TSHE"
"222","MT","02C","TSHE-H-02C","2000",1.6975,48.61238,113.85493,"TSHE"
"223","MT","02C","TSHE-H-02C","1999",1.889,48.61238,113.85493,"TSHE"
"224","MT","02C","TSHE-H-02C","1998",2.3015,48.61238,113.85493,"TSHE"
"225","MT","02C","TSHE-H-02C","1997",1.7735,48.61238,113.85493,"TSHE"
"226","MT","02C","TSHE-H-02C","1996",1.9585,48.61238,113.85493,"TSHE"
"227","MT","02C","TSHE-H-02C","1995",1.8335,48.61238,113.85493,"TSHE"
"228","MT","02C","TSHE-H-02C","1994",1.832,48.61238,113.85493,"TSHE"
"229","MT","02C","TSHE-H-02C","1993",1.05,48.61238,113.85493,"TSHE"
"230","MT","02C","TSHE-H-02C","1992",1.94,48.61238,113.85493,"TSHE"
"231","MT","02C","TSHE-H-02C","1991",1.6255,48.61238,113.85493,"TSHE"
"232","MT","02C","TSHE-H-02C","1990",2.1425,48.61238,113.85493,"TSHE"
"233","MT","02C","TSHE-H-02C","1989",0.8735,48.61238,113.85493,"TSHE"
"234","MT","02C","TSHE-H-02C","1988",1.912,48.61238,113.85493,"TSHE"
"235","MT","02C","TSHE-H-02C","1987",1.6955,48.61238,113.85493,"TSHE"
"236","MT","02C","TSHE-H-02C","1986",1.8005,48.61238,113.85493,"TSHE"
"237","MT","02C","TSHE-H-02C","1985",1.539,48.61238,113.85493,"TSHE"
"238","MT","02C","TSHE-H-02C","1984",1.5555,48.61238,113.85493,"TSHE"
"239","MT","02C","TSHE-H-02C","1983",1.6395,48.61238,113.85493,"TSHE"
"240","MT","02C","TSHE-H-02C","1982",1.2945,48.61238,113.85493,"TSHE"
"241","MT","02C","TSHE-H-02C","1981",1.7315,48.61238,113.85493,"TSHE"
"242","MT","02C","TSHE-H-02C","1980",1.3225,48.61238,113.85493,"TSHE"
"243","MT","02C","TSHE-H-02C","1979",1.345,48.61238,113.85493,"TSHE"
"244","MT","02C","TSHE-H-02C","1978",1.764,48.61238,113.85493,"TSHE"
"245","MT","02C","TSHE-H-02C","1977",1.856,48.61238,113.85493,"TSHE"
"246","MT","02C","TSHE-H-02C","1976",2.016,48.61238,113.85493,"TSHE"
"247","MT","02C","TSHE-H-02C","1975",1.461,48.61238,113.85493,"TSHE"
"248","MT","02C","TSHE-H-02C","1974",1.35,48.61238,113.85493,"TSHE"
"249","MT","02C","TSHE-H-02C","1973",1.4655,48.61238,113.85493,"TSHE"
"250","MT","02C","TSHE-H-02C","1972",1.488,48.61238,113.85493,"TSHE"
"251","MT","02C","TSHE-H-02C","1971",1.852,48.61238,113.85493,"TSHE"
"252","MT","02C","TSHE-H-02C","1970",1.768,48.61238,113.85493,"TSHE"
"253","MT","02C","TSHE-H-02C","1969",1.638,48.61238,113.85493,"TSHE"
"254","MT","02C","TSHE-H-02C","1968",1.328,48.61238,113.85493,"TSHE"
"255","MT","02C","TSHE-H-02C","1967",1.366,48.61238,113.85493,"TSHE"
"256","MT","02C","TSHE-H-02C","1966",1.7495,48.61238,113.85493,"TSHE"
"257","MT","02C","TSHE-H-02C","1965",1.686,48.61238,113.85493,"TSHE"
"258","MT","02C","TSHE-H-02C","1964",1.8805,48.61238,113.85493,"TSHE"
"259","MT","02C","TSHE-H-02C","1963",1.614,48.61238,113.85493,"TSHE"
"260","MT","02C","TSHE-H-02C","1962",1.112,48.61238,113.85493,"TSHE"
"261","MT","02C","TSHE-H-02C","1961",1.678,48.61238,113.85493,"TSHE"
"262","MT","02C","TSHE-H-02C","1960",1.6835,48.61238,113.85493,"TSHE"
"263","MT","02C","TSHE-H-02C","1959",1.9225,48.61238,113.85493,"TSHE"
"264","MT","02C","TSHE-H-02C","1958",2.0035,48.61238,113.85493,"TSHE"
"265","MT","02C","TSHE-H-02C","1957",1.565,48.61238,113.85493,"TSHE"
"266","MT","02C","TSHE-H-02C","1956",1.732,48.61238,113.85493,"TSHE"
"267","MT","02C","TSHE-H-02C","1955",1.975,48.61238,113.85493,"TSHE"
"268","MT","02C","TSHE-H-02C","1954",1.46,48.61238,113.85493,"TSHE"
"269","MT","02C","TSHE-H-02C","1953",1.5885,48.61238,113.85493,"TSHE"
"270","MT","02C","TSHE-H-02C","1952",1.4205,48.61238,113.85493,"TSHE"
"271","MT","02C","TSHE-H-02C","1951",1.488,48.61238,113.85493,"TSHE"
"272","MT","02C","TSHE-H-02C","1950",1.551,48.61238,113.85493,"TSHE"
"273","MT","02C","TSHE-H-02C","1949",1.6485,48.61238,113.85493,"TSHE"
"274","MT","02C","TSHE-H-02C","1948",1.739,48.61238,113.85493,"TSHE"
"275","MT","02C","TSHE-H-02C","1947",1.489,48.61238,113.85493,"TSHE"
"276","MT","02C","TSHE-H-02C","1946",1.412,48.61238,113.85493,"TSHE"
"277","MT","02C","TSHE-H-02C","1945",1.068,48.61238,113.85493,"TSHE"
"278","MT","02C","TSHE-H-02C","1944",0.966,48.61238,113.85493,"TSHE"
"279","MT","02C","TSHE-H-02C","1943",0.9405,48.61238,113.85493,"TSHE"
"280","MT","02C","TSHE-H-02C","1942",0.8035,48.61238,113.85493,"TSHE"
"281","MT","02C","TSHE-H-02C","1941",0.5255,48.61238,113.85493,"TSHE"
"282","MT","02C","TSHE-H-02C","1940",0.582,48.61238,113.85493,"TSHE"
"283","MT","02C","TSHE-H-02C","1939",1.057,48.61238,113.85493,"TSHE"
"284","MT","02C","TSHE-H-02C","1938",0.579,48.61238,113.85493,"TSHE"
"285","MT","02C","TSHE-H-02C","1937",0.4605,48.61238,113.85493,"TSHE"
"286","MT","02C","TSHE-H-02C","1936",0.649,48.61238,113.85493,"TSHE"
"287","MT","02C","TSHE-H-02C","1935",0.446,48.61238,113.85493,"TSHE"
"288","MT","02C","TSHE-H-02C","1934",0.51,48.61238,113.85493,"TSHE"
"289","MT","02C","TSHE-H-02C","1933",0.5235,48.61238,113.85493,"TSHE"
"290","MT","02C","TSHE-H-02C","1932",0.6565,48.61238,113.85493,"TSHE"
"291","MT","02C","TSHE-H-02C","1931",0.819,48.61238,113.85493,"TSHE"
"292","MT","02C","TSHE-H-02C","1930",0.8565,48.61238,113.85493,"TSHE"
"293","MT","02C","TSHE-H-02C","1929",0.976,48.61238,113.85493,"TSHE"
"294","MT","02C","TSHE-H-02C","1928",1.104,48.61238,113.85493,"TSHE"
"295","MT","02C","TSHE-H-02C","1927",1.055,48.61238,113.85493,"TSHE"
"296","MT","02C","TSHE-H-02C","1926",0.8065,48.61238,113.85493,"TSHE"
"297","MT","02C","TSHE-H-02C","1925",1.197,48.61238,113.85493,"TSHE"
"298","MT","02C","TSHE-H-02C","1924",0.926,48.61238,113.85493,"TSHE"
"299","MT","02C","TSHE-H-02C","1923",2.832,48.61238,113.85493,"TSHE"
"300","MT","02C","TSHE-H-02C","1922",0.15,48.61238,113.85493,"TSHE"
"301","MT","02C","TSHE-H-02C","1921",NA,48.61238,113.85493,"TSHE"
"302","MT","02C","TSHE-H-02C","1920",NA,48.61238,113.85493,"TSHE"
"303","MT","02C","TSHE-H-02C","1919",NA,48.61238,113.85493,"TSHE"
"304","MT","02C","TSHE-H-02C","1918",NA,48.61238,113.85493,"TSHE"
"305","MT","02C","TSHE-H-02C","1917",NA,48.61238,113.85493,"TSHE"
"306","MT","02C","TSHE-H-02C","1916",NA,48.61238,113.85493,"TSHE"
"307","MT","02C","TSHE-H-02C","1915",NA,48.61238,113.85493,"TSHE"
"308","MT","02C","TSHE-H-02C","1914",NA,48.61238,113.85493,"TSHE"
"309","MT","02C","TSHE-H-02C","1913",NA,48.61238,113.85493,"TSHE"
"310","MT","02C","TSHE-H-02C","1912",NA,48.61238,113.85493,"TSHE"
"311","MT","02C","TSHE-H-02C","1911",NA,48.61238,113.85493,"TSHE"
"312","MT","02C","TSHE-H-02C","1910",NA,48.61238,113.85493,"TSHE"
"313","MT","02N","TSHE-H-02N","2013",2.0125,48.6121,113.85477,"TSHE"
"314","MT","02N","TSHE-H-02N","2012",2.911,48.6121,113.85477,"TSHE"
"315","MT","02N","TSHE-H-02N","2011",3.0235,48.6121,113.85477,"TSHE"
"316","MT","02N","TSHE-H-02N","2010",3.4745,48.6121,113.85477,"TSHE"
"317","MT","02N","TSHE-H-02N","2009",2.2405,48.6121,113.85477,"TSHE"
"318","MT","02N","TSHE-H-02N","2008",1.9995,48.6121,113.85477,"TSHE"
"319","MT","02N","TSHE-H-02N","2007",3.3205,48.6121,113.85477,"TSHE"
"320","MT","02N","TSHE-H-02N","2006",3.6265,48.6121,113.85477,"TSHE"
"321","MT","02N","TSHE-H-02N","2005",3.606,48.6121,113.85477,"TSHE"
"322","MT","02N","TSHE-H-02N","2004",3.262,48.6121,113.85477,"TSHE"
