"","State","Tree","Tag","years","Ring_width(mm)","Lat","Long","species"
"6132","CO","08H","ABLA-L-08H","1998",3.131,37.47407,108.15222,"ABLA"
"6133","CO","08H","ABLA-L-08H","1997",2.666,37.47407,108.15222,"ABLA"
"6134","CO","08H","ABLA-L-08H","1996",2.4225,37.47407,108.15222,"ABLA"
"6135","CO","08H","ABLA-L-08H","1995",2.728,37.47407,108.15222,"ABLA"
"6136","CO","08H","ABLA-L-08H","1994",2.961,37.47407,108.15222,"ABLA"
"6137","CO","08H","ABLA-L-08H","1993",3.3675,37.47407,108.15222,"ABLA"
"6138","CO","08H","ABLA-L-08H","1992",3.675,37.47407,108.15222,"ABLA"
"6139","CO","08H","ABLA-L-08H","1991",3.793,37.47407,108.15222,"ABLA"
"6140","CO","08H","ABLA-L-08H","1990",3.5675,37.47407,108.15222,"ABLA"
"6141","CO","08H","ABLA-L-08H","1989",3.6505,37.47407,108.15222,"ABLA"
"6142","CO","08H","ABLA-L-08H","1988",4.1985,37.47407,108.15222,"ABLA"
"6143","CO","08H","ABLA-L-08H","1987",3.098,37.47407,108.15222,"ABLA"
"6144","CO","08H","ABLA-L-08H","1986",2.7275,37.47407,108.15222,"ABLA"
"6145","CO","08H","ABLA-L-08H","1985",1.9385,37.47407,108.15222,"ABLA"
"6146","CO","08H","ABLA-L-08H","1984",1.913,37.47407,108.15222,"ABLA"
"6147","CO","08H","ABLA-L-08H","1983",1.741,37.47407,108.15222,"ABLA"
"6148","CO","08H","ABLA-L-08H","1982",1.8695,37.47407,108.15222,"ABLA"
"6149","CO","08H","ABLA-L-08H","1981",1.702,37.47407,108.15222,"ABLA"
"6150","CO","08H","ABLA-L-08H","1980",1.401,37.47407,108.15222,"ABLA"
"6151","CO","08H","ABLA-L-08H","1979",1.5535,37.47407,108.15222,"ABLA"
"6152","CO","08H","ABLA-L-08H","1978",1.3385,37.47407,108.15222,"ABLA"
"6153","CO","08H","ABLA-L-08H","1977",1.583,37.47407,108.15222,"ABLA"
"6154","CO","08H","ABLA-L-08H","1976",1.67,37.47407,108.15222,"ABLA"
"6155","CO","08H","ABLA-L-08H","1975",1.6945,37.47407,108.15222,"ABLA"
"6156","CO","08H","ABLA-L-08H","1974",2.6415,37.47407,108.15222,"ABLA"
"6157","CO","08H","ABLA-L-08H","1973",1.5685,37.47407,108.15222,"ABLA"
"6158","CO","08H","ABLA-L-08H","1972",2.483,37.47407,108.15222,"ABLA"
"6159","CO","08H","ABLA-L-08H","1971",3.8935,37.47407,108.15222,"ABLA"
"6160","CO","08H","ABLA-L-08H","1970",2.1845,37.47407,108.15222,"ABLA"
"6161","CO","08H","ABLA-L-08H","1969",4.202,37.47407,108.15222,"ABLA"
"6162","CO","08H","ABLA-L-08H","1968",2.52,37.47407,108.15222,"ABLA"
"6163","CO","08H","ABLA-L-08H","1967",3.347,37.47407,108.15222,"ABLA"
"6164","CO","08H","ABLA-L-08H","1966",7.167,37.47407,108.15222,"ABLA"
"6165","CO","08H","ABLA-L-08H","1965",NA,37.47407,108.15222,"ABLA"
"6166","CO","08H","ABLA-L-08H","1964",NA,37.47407,108.15222,"ABLA"
"6167","CO","08H","ABLA-L-08H","1963",NA,37.47407,108.15222,"ABLA"
"6168","CO","08H","ABLA-L-08H","1962",NA,37.47407,108.15222,"ABLA"
"6169","CO","08H","ABLA-L-08H","1961",NA,37.47407,108.15222,"ABLA"
"6170","CO","08H","ABLA-L-08H","1960",NA,37.47407,108.15222,"ABLA"
"6171","CO","08H","ABLA-L-08H","1959",NA,37.47407,108.15222,"ABLA"
"6172","CO","08H","ABLA-L-08H","1958",NA,37.47407,108.15222,"ABLA"
"6173","CO","08H","ABLA-L-08H","1957",NA,37.47407,108.15222,"ABLA"
"6174","CO","08H","ABLA-L-08H","1956",NA,37.47407,108.15222,"ABLA"
"6175","CO","08H","ABLA-L-08H","1955",NA,37.47407,108.15222,"ABLA"
"6176","CO","08H","ABLA-L-08H","1954",NA,37.47407,108.15222,"ABLA"
"6177","CO","08H","ABLA-L-08H","1953",NA,37.47407,108.15222,"ABLA"
"6178","CO","08H","ABLA-L-08H","1952",NA,37.47407,108.15222,"ABLA"
"6179","CO","08H","ABLA-L-08H","1951",NA,37.47407,108.15222,"ABLA"
"6180","CO","08H","ABLA-L-08H","1950",NA,37.47407,108.15222,"ABLA"
"6181","CO","08H","ABLA-L-08H","1949",NA,37.47407,108.15222,"ABLA"
"6182","CO","08H","ABLA-L-08H","1948",NA,37.47407,108.15222,"ABLA"
"6183","CO","08H","ABLA-L-08H","1947",NA,37.47407,108.15222,"ABLA"
"6184","CO","08H","ABLA-L-08H","1946",NA,37.47407,108.15222,"ABLA"
"6185","CO","08H","ABLA-L-08H","1945",NA,37.47407,108.15222,"ABLA"
"6186","CO","08H","ABLA-L-08H","1944",NA,37.47407,108.15222,"ABLA"
"6187","CO","08H","ABLA-L-08H","1943",NA,37.47407,108.15222,"ABLA"
"6188","CO","08H","ABLA-L-08H","1942",NA,37.47407,108.15222,"ABLA"
"6189","CO","08H","ABLA-L-08H","1941",NA,37.47407,108.15222,"ABLA"
"6190","CO","08H","ABLA-L-08H","1940",NA,37.47407,108.15222,"ABLA"
"6191","CO","08H","ABLA-L-08H","1939",NA,37.47407,108.15222,"ABLA"
"6192","CO","08H","ABLA-L-08H","1938",NA,37.47407,108.15222,"ABLA"
"6193","CO","08H","ABLA-L-08H","1937",NA,37.47407,108.15222,"ABLA"
"6194","CO","08H","ABLA-L-08H","1936",NA,37.47407,108.15222,"ABLA"
"6195","CO","08H","ABLA-L-08H","1935",NA,37.47407,108.15222,"ABLA"
"6196","CO","08H","ABLA-L-08H","1934",NA,37.47407,108.15222,"ABLA"
"6197","CO","08H","ABLA-L-08H","1933",NA,37.47407,108.15222,"ABLA"
"6198","CO","08H","ABLA-L-08H","1932",NA,37.47407,108.15222,"ABLA"
"6199","CO","08H","ABLA-L-08H","1931",NA,37.47407,108.15222,"ABLA"
"6200","CO","08H","ABLA-L-08H","1930",NA,37.47407,108.15222,"ABLA"
"6201","CO","08H","ABLA-L-08H","1929",NA,37.47407,108.15222,"ABLA"
"6202","CO","08H","ABLA-L-08H","1928",NA,37.47407,108.15222,"ABLA"
"6203","CO","08H","ABLA-L-08H","1927",NA,37.47407,108.15222,"ABLA"
"6204","CO","08H","ABLA-L-08H","1926",NA,37.47407,108.15222,"ABLA"
"6205","CO","08H","ABLA-L-08H","1925",NA,37.47407,108.15222,"ABLA"
"6206","CO","08H","ABLA-L-08H","1924",NA,37.47407,108.15222,"ABLA"
"6207","CO","08H","ABLA-L-08H","1923",NA,37.47407,108.15222,"ABLA"
"6208","CO","08H","ABLA-L-08H","1922",NA,37.47407,108.15222,"ABLA"
"6209","CO","08H","ABLA-L-08H","1921",NA,37.47407,108.15222,"ABLA"
"6210","CO","08H","ABLA-L-08H","1920",NA,37.47407,108.15222,"ABLA"
"6211","CO","08H","ABLA-L-08H","1919",NA,37.47407,108.15222,"ABLA"
"6212","CO","08H","ABLA-L-08H","1918",NA,37.47407,108.15222,"ABLA"
"6213","CO","08H","ABLA-L-08H","1917",NA,37.47407,108.15222,"ABLA"
"6214","CO","08H","ABLA-L-08H","1916",NA,37.47407,108.15222,"ABLA"
"6215","CO","08H","ABLA-L-08H","1915",NA,37.47407,108.15222,"ABLA"
"6216","CO","08H","ABLA-L-08H","1914",NA,37.47407,108.15222,"ABLA"
"6217","CO","08H","ABLA-L-08H","1913",NA,37.47407,108.15222,"ABLA"
"6218","CO","08H","ABLA-L-08H","1912",NA,37.47407,108.15222,"ABLA"
"6219","CO","08H","ABLA-L-08H","1911",NA,37.47407,108.15222,"ABLA"
"6220","CO","08H","ABLA-L-08H","1910",NA,37.47407,108.15222,"ABLA"
"6221","CO","08H","ABLA-L-08H","1909",NA,37.47407,108.15222,"ABLA"
"6222","CO","08H","ABLA-L-08H","1908",NA,37.47407,108.15222,"ABLA"
"6223","CO","08H","ABLA-L-08H","1907",NA,37.47407,108.15222,"ABLA"
"6224","CO","08H","ABLA-L-08H","1906",NA,37.47407,108.15222,"ABLA"
"6225","CO","08H","ABLA-L-08H","1905",NA,37.47407,108.15222,"ABLA"
"6226","CO","08H","ABLA-L-08H","1904",NA,37.47407,108.15222,"ABLA"
"6227","CO","08H","ABLA-L-08H","1903",NA,37.47407,108.15222,"ABLA"
"6228","CO","08H","ABLA-L-08H","1902",NA,37.47407,108.15222,"ABLA"
"6229","CO","08H","ABLA-L-08H","1901",NA,37.47407,108.15222,"ABLA"
"6230","CO","08H","ABLA-L-08H","1900",NA,37.47407,108.15222,"ABLA"
"6231","CO","08H","ABLA-L-08H","1899",NA,37.47407,108.15222,"ABLA"
"6232","CO","08H","ABLA-L-08H","1898",NA,37.47407,108.15222,"ABLA"
"6233","CO","08H","ABLA-L-08H","1897",NA,37.47407,108.15222,"ABLA"
"6234","CO","08H","ABLA-L-08H","1896",NA,37.47407,108.15222,"ABLA"
"6235","CO","08H","ABLA-L-08H","1895",NA,37.47407,108.15222,"ABLA"
"6236","CO","08H","ABLA-L-08H","1894",NA,37.47407,108.15222,"ABLA"
"6237","CO","08H","ABLA-L-08H","1893",NA,37.47407,108.15222,"ABLA"
"6238","CO","08H","ABLA-L-08H","1892",NA,37.47407,108.15222,"ABLA"
"6239","CO","08H","ABLA-L-08H","1891",NA,37.47407,108.15222,"ABLA"
"6240","CO","08H","ABLA-L-08H","1890",NA,37.47407,108.15222,"ABLA"
"6241","CO","08H","ABLA-L-08H","1889",NA,37.47407,108.15222,"ABLA"
"6242","CO","08H","ABLA-L-08H","1888",NA,37.47407,108.15222,"ABLA"
"6243","CO","08H","ABLA-L-08H","1887",NA,37.47407,108.15222,"ABLA"
"6244","CO","08H","ABLA-L-08H","1886",NA,37.47407,108.15222,"ABLA"
"6245","CO","08H","ABLA-L-08H","1885",NA,37.47407,108.15222,"ABLA"
"6246","CO","08H","ABLA-L-08H","1884",NA,37.47407,108.15222,"ABLA"
"6247","CO","08H","ABLA-L-08H","1883",NA,37.47407,108.15222,"ABLA"
"6248","CO","08H","ABLA-L-08H","1882",NA,37.47407,108.15222,"ABLA"
"6249","CO","08H","ABLA-L-08H","1881",NA,37.47407,108.15222,"ABLA"
"6250","CO","08H","ABLA-L-08H","1880",NA,37.47407,108.15222,"ABLA"
"6251","CO","08H","ABLA-L-08H","1879",NA,37.47407,108.15222,"ABLA"
"6252","CO","08H","ABLA-L-08H","1878",NA,37.47407,108.15222,"ABLA"
"6253","CO","08H","ABLA-L-08H","1877",NA,37.47407,108.15222,"ABLA"
"6254","CO","08H","ABLA-L-08H","1876",NA,37.47407,108.15222,"ABLA"
"6255","CO","08H","ABLA-L-08H","1875",NA,37.47407,108.15222,"ABLA"
"6256","CO","08L","ABLA-L-08L","2013",0.462,37.47415,108.1521,"ABLA"
"6257","CO","08L","ABLA-L-08L","2012",1.4505,37.47415,108.1521,"ABLA"
"6258","CO","08L","ABLA-L-08L","2011",1.824,37.47415,108.1521,"ABLA"
"6259","CO","08L","ABLA-L-08L","2010",1.948,37.47415,108.1521,"ABLA"
"6260","CO","08L","ABLA-L-08L","2009",2.8505,37.47415,108.1521,"ABLA"
"6261","CO","08L","ABLA-L-08L","2008",3.063,37.47415,108.1521,"ABLA"
"6262","CO","08L","ABLA-L-08L","2007",2.786,37.47415,108.1521,"ABLA"
"6263","CO","08L","ABLA-L-08L","2006",2.468,37.47415,108.1521,"ABLA"
"6264","CO","08L","ABLA-L-08L","2005",2.897,37.47415,108.1521,"ABLA"
"6265","CO","08L","ABLA-L-08L","2004",2.086,37.47415,108.1521,"ABLA"
"6266","CO","08L","ABLA-L-08L","2003",2.094,37.47415,108.1521,"ABLA"
"6267","CO","08L","ABLA-L-08L","2002",3.144,37.47415,108.1521,"ABLA"
"6268","CO","08L","ABLA-L-08L","2001",3.125,37.47415,108.1521,"ABLA"
"6269","CO","08L","ABLA-L-08L","2000",4.032,37.47415,108.1521,"ABLA"
"6270","CO","08L","ABLA-L-08L","1999",3.9075,37.47415,108.1521,"ABLA"
"6271","CO","08L","ABLA-L-08L","1998",3.491,37.47415,108.1521,"ABLA"
"6272","CO","08L","ABLA-L-08L","1997",3.4375,37.47415,108.1521,"ABLA"
"6273","CO","08L","ABLA-L-08L","1996",2.9375,37.47415,108.1521,"ABLA"
"6274","CO","08L","ABLA-L-08L","1995",3.003,37.47415,108.1521,"ABLA"
"6275","CO","08L","ABLA-L-08L","1994",2.6655,37.47415,108.1521,"ABLA"
"6276","CO","08L","ABLA-L-08L","1993",3.1185,37.47415,108.1521,"ABLA"
"6277","CO","08L","ABLA-L-08L","1992",1.4595,37.47415,108.1521,"ABLA"
"6278","CO","08L","ABLA-L-08L","1991",2.412,37.47415,108.1521,"ABLA"
"6279","CO","08L","ABLA-L-08L","1990",3.0535,37.47415,108.1521,"ABLA"
"6280","CO","08L","ABLA-L-08L","1989",3.0375,37.47415,108.1521,"ABLA"
"6281","CO","08L","ABLA-L-08L","1988",2.519,37.47415,108.1521,"ABLA"
"6282","CO","08L","ABLA-L-08L","1987",1.223,37.47415,108.1521,"ABLA"
"6283","CO","08L","ABLA-L-08L","1986",1.329,37.47415,108.1521,"ABLA"
"6284","CO","08L","ABLA-L-08L","1985",2.361,37.47415,108.1521,"ABLA"
"6285","CO","08L","ABLA-L-08L","1984",2.3455,37.47415,108.1521,"ABLA"
"6286","CO","08L","ABLA-L-08L","1983",2.2875,37.47415,108.1521,"ABLA"
"6287","CO","08L","ABLA-L-08L","1982",2.614,37.47415,108.1521,"ABLA"
"6288","CO","08L","ABLA-L-08L","1981",2.188,37.47415,108.1521,"ABLA"
"6289","CO","08L","ABLA-L-08L","1980",1.865,37.47415,108.1521,"ABLA"
"6290","CO","08L","ABLA-L-08L","1979",2.114,37.47415,108.1521,"ABLA"
"6291","CO","08L","ABLA-L-08L","1978",1.9915,37.47415,108.1521,"ABLA"
"6292","CO","08L","ABLA-L-08L","1977",2.0955,37.47415,108.1521,"ABLA"
"6293","CO","08L","ABLA-L-08L","1976",1.699,37.47415,108.1521,"ABLA"
"6294","CO","08L","ABLA-L-08L","1975",1.929,37.47415,108.1521,"ABLA"
"6295","CO","08L","ABLA-L-08L","1974",1.9755,37.47415,108.1521,"ABLA"
"6296","CO","08L","ABLA-L-08L","1973",1.2575,37.47415,108.1521,"ABLA"
"6297","CO","08L","ABLA-L-08L","1972",1.5735,37.47415,108.1521,"ABLA"
"6298","CO","08L","ABLA-L-08L","1971",2.231,37.47415,108.1521,"ABLA"
"6299","CO","08L","ABLA-L-08L","1970",2.6545,37.47415,108.1521,"ABLA"
"6300","CO","08L","ABLA-L-08L","1969",2.373,37.47415,108.1521,"ABLA"
"6301","CO","08L","ABLA-L-08L","1968",1.821,37.47415,108.1521,"ABLA"
"6302","CO","08L","ABLA-L-08L","1967",2.039,37.47415,108.1521,"ABLA"
"6303","CO","08L","ABLA-L-08L","1966",1.672,37.47415,108.1521,"ABLA"
"6304","CO","08L","ABLA-L-08L","1965",1.5305,37.47415,108.1521,"ABLA"
"6305","CO","08L","ABLA-L-08L","1964",1.4525,37.47415,108.1521,"ABLA"
"6306","CO","08L","ABLA-L-08L","1963",2.3045,37.47415,108.1521,"ABLA"
"6307","CO","08L","ABLA-L-08L","1962",NA,37.47415,108.1521,"ABLA"
"6308","CO","08L","ABLA-L-08L","1961",NA,37.47415,108.1521,"ABLA"
"6309","CO","08L","ABLA-L-08L","1960",NA,37.47415,108.1521,"ABLA"
"6310","CO","08L","ABLA-L-08L","1959",NA,37.47415,108.1521,"ABLA"
"6311","CO","08L","ABLA-L-08L","1958",NA,37.47415,108.1521,"ABLA"
"6312","CO","08L","ABLA-L-08L","1957",NA,37.47415,108.1521,"ABLA"
"6313","CO","08L","ABLA-L-08L","1956",NA,37.47415,108.1521,"ABLA"
"6314","CO","08L","ABLA-L-08L","1955",NA,37.47415,108.1521,"ABLA"
"6315","CO","08L","ABLA-L-08L","1954",NA,37.47415,108.1521,"ABLA"
"6316","CO","08L","ABLA-L-08L","1953",NA,37.47415,108.1521,"ABLA"
"6317","CO","08L","ABLA-L-08L","1952",NA,37.47415,108.1521,"ABLA"
"6318","CO","08L","ABLA-L-08L","1951",NA,37.47415,108.1521,"ABLA"
"6319","CO","08L","ABLA-L-08L","1950",NA,37.47415,108.1521,"ABLA"
"6320","CO","08L","ABLA-L-08L","1949",NA,37.47415,108.1521,"ABLA"
"6321","CO","08L","ABLA-L-08L","1948",NA,37.47415,108.1521,"ABLA"
"6322","CO","08L","ABLA-L-08L","1947",NA,37.47415,108.1521,"ABLA"
"6323","CO","08L","ABLA-L-08L","1946",NA,37.47415,108.1521,"ABLA"
"6324","CO","08L","ABLA-L-08L","1945",NA,37.47415,108.1521,"ABLA"
"6325","CO","08L","ABLA-L-08L","1944",NA,37.47415,108.1521,"ABLA"
"6326","CO","08L","ABLA-L-08L","1943",NA,37.47415,108.1521,"ABLA"
"6327","CO","08L","ABLA-L-08L","1942",NA,37.47415,108.1521,"ABLA"
"6328","CO","08L","ABLA-L-08L","1941",NA,37.47415,108.1521,"ABLA"
"6329","CO","08L","ABLA-L-08L","1940",NA,37.47415,108.1521,"ABLA"
"6330","CO","08L","ABLA-L-08L","1939",NA,37.47415,108.1521,"ABLA"
"6331","CO","08L","ABLA-L-08L","1938",NA,37.47415,108.1521,"ABLA"
"6332","CO","08L","ABLA-L-08L","1937",NA,37.47415,108.1521,"ABLA"
"6333","CO","08L","ABLA-L-08L","1936",NA,37.47415,108.1521,"ABLA"
"6334","CO","08L","ABLA-L-08L","1935",NA,37.47415,108.1521,"ABLA"
"6335","CO","08L","ABLA-L-08L","1934",NA,37.47415,108.1521,"ABLA"
"6336","CO","08L","ABLA-L-08L","1933",NA,37.47415,108.1521,"ABLA"
"6337","CO","08L","ABLA-L-08L","1932",NA,37.47415,108.1521,"ABLA"
"6338","CO","08L","ABLA-L-08L","1931",NA,37.47415,108.1521,"ABLA"
"6339","CO","08L","ABLA-L-08L","1930",NA,37.47415,108.1521,"ABLA"
"6340","CO","08L","ABLA-L-08L","1929",NA,37.47415,108.1521,"ABLA"
"6341","CO","08L","ABLA-L-08L","1928",NA,37.47415,108.1521,"ABLA"
"6342","CO","08L","ABLA-L-08L","1927",NA,37.47415,108.1521,"ABLA"
"6343","CO","08L","ABLA-L-08L","1926",NA,37.47415,108.1521,"ABLA"
"6344","CO","08L","ABLA-L-08L","1925",NA,37.47415,108.1521,"ABLA"
"6345","CO","08L","ABLA-L-08L","1924",NA,37.47415,108.1521,"ABLA"
"6346","CO","08L","ABLA-L-08L","1923",NA,37.47415,108.1521,"ABLA"
"6347","CO","08L","ABLA-L-08L","1922",NA,37.47415,108.1521,"ABLA"
"6348","CO","08L","ABLA-L-08L","1921",NA,37.47415,108.1521,"ABLA"
"6349","CO","08L","ABLA-L-08L","1920",NA,37.47415,108.1521,"ABLA"
"6350","CO","08L","ABLA-L-08L","1919",NA,37.47415,108.1521,"ABLA"
"6351","CO","08L","ABLA-L-08L","1918",NA,37.47415,108.1521,"ABLA"
"6352","CO","08L","ABLA-L-08L","1917",NA,37.47415,108.1521,"ABLA"
"6353","CO","08L","ABLA-L-08L","1916",NA,37.47415,108.1521,"ABLA"
"6354","CO","08L","ABLA-L-08L","1915",NA,37.47415,108.1521,"ABLA"
"6355","CO","08L","ABLA-L-08L","1914",NA,37.47415,108.1521,"ABLA"
"6356","CO","08L","ABLA-L-08L","1913",NA,37.47415,108.1521,"ABLA"
"6357","CO","08L","ABLA-L-08L","1912",NA,37.47415,108.1521,"ABLA"
"6358","CO","08L","ABLA-L-08L","1911",NA,37.47415,108.1521,"ABLA"
"6359","CO","08L","ABLA-L-08L","1910",NA,37.47415,108.1521,"ABLA"
"6360","CO","08L","ABLA-L-08L","1909",NA,37.47415,108.1521,"ABLA"
"6361","CO","08L","ABLA-L-08L","1908",NA,37.47415,108.1521,"ABLA"
"6362","CO","08L","ABLA-L-08L","1907",NA,37.47415,108.1521,"ABLA"
"6363","CO","08L","ABLA-L-08L","1906",NA,37.47415,108.1521,"ABLA"
"6364","CO","08L","ABLA-L-08L","1905",NA,37.47415,108.1521,"ABLA"
"6365","CO","08L","ABLA-L-08L","1904",NA,37.47415,108.1521,"ABLA"
"6366","CO","08L","ABLA-L-08L","1903",NA,37.47415,108.1521,"ABLA"
"6367","CO","08L","ABLA-L-08L","1902",NA,37.47415,108.1521,"ABLA"
"6368","CO","08L","ABLA-L-08L","1901",NA,37.47415,108.1521,"ABLA"
"6369","CO","08L","ABLA-L-08L","1900",NA,37.47415,108.1521,"ABLA"
"6370","CO","08L","ABLA-L-08L","1899",NA,37.47415,108.1521,"ABLA"
"6371","CO","08L","ABLA-L-08L","1898",NA,37.47415,108.1521,"ABLA"
"6372","CO","08L","ABLA-L-08L","1897",NA,37.47415,108.1521,"ABLA"
"6373","CO","08L","ABLA-L-08L","1896",NA,37.47415,108.1521,"ABLA"
"6374","CO","08L","ABLA-L-08L","1895",NA,37.47415,108.1521,"ABLA"
"6375","CO","08L","ABLA-L-08L","1894",NA,37.47415,108.1521,"ABLA"
"6376","CO","08L","ABLA-L-08L","1893",NA,37.47415,108.1521,"ABLA"
"6377","CO","08L","ABLA-L-08L","1892",NA,37.47415,108.1521,"ABLA"
"6378","CO","08L","ABLA-L-08L","1891",NA,37.47415,108.1521,"ABLA"
"6379","CO","08L","ABLA-L-08L","1890",NA,37.47415,108.1521,"ABLA"
"6380","CO","08L","ABLA-L-08L","1889",NA,37.47415,108.1521,"ABLA"
"6381","CO","08L","ABLA-L-08L","1888",NA,37.47415,108.1521,"ABLA"
"6382","CO","08L","ABLA-L-08L","1887",NA,37.47415,108.1521,"ABLA"
"6383","CO","08L","ABLA-L-08L","1886",NA,37.47415,108.1521,"ABLA"
"6384","CO","08L","ABLA-L-08L","1885",NA,37.47415,108.1521,"ABLA"
"6385","CO","08L","ABLA-L-08L","1884",NA,37.47415,108.1521,"ABLA"
"6386","CO","08L","ABLA-L-08L","1883",NA,37.47415,108.1521,"ABLA"
"6387","CO","08L","ABLA-L-08L","1882",NA,37.47415,108.1521,"ABLA"
"6388","CO","08L","ABLA-L-08L","1881",NA,37.47415,108.1521,"ABLA"
"6389","CO","08L","ABLA-L-08L","1880",NA,37.47415,108.1521,"ABLA"
"6390","CO","08L","ABLA-L-08L","1879",NA,37.47415,108.1521,"ABLA"
"6391","CO","08L","ABLA-L-08L","1878",NA,37.47415,108.1521,"ABLA"
"6392","CO","08L","ABLA-L-08L","1877",NA,37.47415,108.1521,"ABLA"
"6393","CO","08L","ABLA-L-08L","1876",NA,37.47415,108.1521,"ABLA"
"6394","CO","08L","ABLA-L-08L","1875",NA,37.47415,108.1521,"ABLA"
"6395","CO","09H","ABLA-L-09H","2013",0.153,37.47607,108.1553,"ABLA"
"6396","CO","09H","ABLA-L-09H","2012",0.562,37.47607,108.1553,"ABLA"
"6397","CO","09H","ABLA-L-09H","2011",0.7055,37.47607,108.1553,"ABLA"
"6398","CO","09H","ABLA-L-09H","2010",0.768,37.47607,108.1553,"ABLA"
"6399","CO","09H","ABLA-L-09H","2009",0.7385,37.47607,108.1553,"ABLA"
"6400","CO","09H","ABLA-L-09H","2008",0.785,37.47607,108.1553,"ABLA"
"6401","CO","09H","ABLA-L-09H","2007",0.699,37.47607,108.1553,"ABLA"
"6402","CO","09H","ABLA-L-09H","2006",0.6515,37.47607,108.1553,"ABLA"
"6403","CO","09H","ABLA-L-09H","2005",0.9275,37.47607,108.1553,"ABLA"
"6404","CO","09H","ABLA-L-09H","2004",0.664,37.47607,108.1553,"ABLA"
"6405","CO","09H","ABLA-L-09H","2003",0.6875,37.47607,108.1553,"ABLA"
"6406","CO","09H","ABLA-L-09H","2002",0.767,37.47607,108.1553,"ABLA"
"6407","CO","09H","ABLA-L-09H","2001",1.065,37.47607,108.1553,"ABLA"
"6408","CO","09H","ABLA-L-09H","2000",0.967,37.47607,108.1553,"ABLA"
"6409","CO","09H","ABLA-L-09H","1999",1.5915,37.47607,108.1553,"ABLA"
"6410","CO","09H","ABLA-L-09H","1998",2.038,37.47607,108.1553,"ABLA"
"6411","CO","09H","ABLA-L-09H","1997",2.1395,37.47607,108.1553,"ABLA"
"6412","CO","09H","ABLA-L-09H","1996",1.593,37.47607,108.1553,"ABLA"
"6413","CO","09H","ABLA-L-09H","1995",2.199,37.47607,108.1553,"ABLA"
"6414","CO","09H","ABLA-L-09H","1994",1.812,37.47607,108.1553,"ABLA"
"6415","CO","09H","ABLA-L-09H","1993",1.935,37.47607,108.1553,"ABLA"
"6416","CO","09H","ABLA-L-09H","1992",2.307,37.47607,108.1553,"ABLA"
"6417","CO","09H","ABLA-L-09H","1991",2.7135,37.47607,108.1553,"ABLA"
"6418","CO","09H","ABLA-L-09H","1990",2.4265,37.47607,108.1553,"ABLA"
"6419","CO","09H","ABLA-L-09H","1989",2.493,37.47607,108.1553,"ABLA"
"6420","CO","09H","ABLA-L-09H","1988",3.815,37.47607,108.1553,"ABLA"
"6421","CO","09H","ABLA-L-09H","1987",2.589,37.47607,108.1553,"ABLA"
"6422","CO","09H","ABLA-L-09H","1986",3.004,37.47607,108.1553,"ABLA"
"6423","CO","09H","ABLA-L-09H","1985",1.942,37.47607,108.1553,"ABLA"
"6424","CO","09H","ABLA-L-09H","1984",1.985,37.47607,108.1553,"ABLA"
"6425","CO","09H","ABLA-L-09H","1983",2.2175,37.47607,108.1553,"ABLA"
"6426","CO","09H","ABLA-L-09H","1982",2.196,37.47607,108.1553,"ABLA"
"6427","CO","09H","ABLA-L-09H","1981",2.219,37.47607,108.1553,"ABLA"
"6428","CO","09H","ABLA-L-09H","1980",1.299,37.47607,108.1553,"ABLA"
"6429","CO","09H","ABLA-L-09H","1979",1.7215,37.47607,108.1553,"ABLA"
"6430","CO","09H","ABLA-L-09H","1978",1.237,37.47607,108.1553,"ABLA"
"6431","CO","09H","ABLA-L-09H","1977",1.3945,37.47607,108.1553,"ABLA"
"6432","CO","09H","ABLA-L-09H","1976",1.479,37.47607,108.1553,"ABLA"
"6433","CO","09H","ABLA-L-09H","1975",1.8905,37.47607,108.1553,"ABLA"
"6434","CO","09H","ABLA-L-09H","1974",2.0375,37.47607,108.1553,"ABLA"
"6435","CO","09H","ABLA-L-09H","1973",1.9845,37.47607,108.1553,"ABLA"
"6436","CO","09H","ABLA-L-09H","1972",2.1845,37.47607,108.1553,"ABLA"
"6437","CO","09H","ABLA-L-09H","1971",1.749,37.47607,108.1553,"ABLA"
"6438","CO","09H","ABLA-L-09H","1970",2.7595,37.47607,108.1553,"ABLA"
"6439","CO","09H","ABLA-L-09H","1969",3.389,37.47607,108.1553,"ABLA"
"6440","CO","09H","ABLA-L-09H","1968",2.068,37.47607,108.1553,"ABLA"
"6441","CO","09H","ABLA-L-09H","1967",2.1505,37.47607,108.1553,"ABLA"
"6442","CO","09H","ABLA-L-09H","1966",2.1595,37.47607,108.1553,"ABLA"
"6443","CO","09H","ABLA-L-09H","1965",2.7195,37.47607,108.1553,"ABLA"
"6444","CO","09H","ABLA-L-09H","1964",2.7275,37.47607,108.1553,"ABLA"
"6445","CO","09H","ABLA-L-09H","1963",2.236,37.47607,108.1553,"ABLA"
"6446","CO","09H","ABLA-L-09H","1962",2.028,37.47607,108.1553,"ABLA"
"6447","CO","09H","ABLA-L-09H","1961",1.581,37.47607,108.1553,"ABLA"
"6448","CO","09H","ABLA-L-09H","1960",2.058,37.47607,108.1553,"ABLA"
"6449","CO","09H","ABLA-L-09H","1959",2.1505,37.47607,108.1553,"ABLA"
"6450","CO","09H","ABLA-L-09H","1958",1.807,37.47607,108.1553,"ABLA"
"6451","CO","09H","ABLA-L-09H","1957",2.5655,37.47607,108.1553,"ABLA"
