age_CE,01J201a_raw,01J201b_raw,01J202b_raw,01J203b_raw,01J205a_raw,01J206a_raw,01J206b_raw,01J207a_raw,01J207b_raw,01J209a_raw,01J210a_raw,01J210b_raw,01J213b_raw,01J215b_raw,01J216a_raw,01J216b_raw,01J217a_raw,01J217b_raw,01J201a_raw_outlier_flag,01J201b_raw_outlier_flag,01J202b_raw_outlier_flag,01J203b_raw_outlier_flag,01J205a_raw_outlier_flag,01J206a_raw_outlier_flag,01J206b_raw_outlier_flag,01J207a_raw_outlier_flag,01J207b_raw_outlier_flag,01J209a_raw_outlier_flag,01J210a_raw_outlier_flag,01J210b_raw_outlier_flag,01J213b_raw_outlier_flag,01J215b_raw_outlier_flag,01J216a_raw_outlier_flag,01J216b_raw_outlier_flag,01J217a_raw_outlier_flag,01J217b_raw_outlier_flag
1774,1.18,1.21,0.59,NA,0.88,0.85,1.11,1.14,NA,0.67,NA,NA,NA,1.33,0.73,NA,0.78,NA,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA
1775,0.51,0.42,0.5,NA,0.49,0.41,0.44,0.79,NA,0.51,NA,NA,NA,0.89,0.51,NA,0.3,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA
1776,1.01,0.9,0.63,NA,0.73,0.79,1.11,1.09,NA,0.73,NA,NA,NA,1.24,0.86,NA,0.71,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA
1777,1.35,1.13,0.81,NA,0.76,0.98,1.17,1.4,NA,0.87,NA,NA,NA,1.46,0.95,NA,0.91,NA,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA
1778,1.18,1.07,0.51,NA,0.76,0.98,1.07,1.55,NA,0.7,NA,NA,NA,1.49,0.6,NA,1.19,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA
1779,0.71,0.58,0.34,NA,0.51,0.6,0.57,1.22,NA,0.65,NA,NA,NA,0.92,0.54,NA,0.46,0.46,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1780,1.18,1.06,0.59,NA,1.04,1.04,0.96,1.47,NA,0.81,NA,NA,NA,1.08,0.7,NA,1.01,0.84,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1781,0.85,0.82,0.63,NA,0.65,0.69,0.78,0.73,NA,0.62,NA,NA,NA,0.98,0.47,NA,0.76,0.74,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1782,0.55,0.56,0.65,NA,0.49,0.66,0.63,0.44,NA,0.7,NA,NA,NA,0.7,0.6,NA,0.53,0.63,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1783,0.8,0.71,0.71,NA,0.57,0.66,0.89,0.44,NA,0.87,NA,NA,NA,1.11,0.6,NA,0.53,0.6,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1784,0.48,0.48,0.75,0.32,0.48,0.57,0.6,0.47,NA,0.51,NA,NA,NA,0.76,0.41,NA,0.58,0.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1785,0.56,0.56,1.29,0.35,0.73,0.63,0.76,0.57,NA,0.59,NA,NA,NA,0.86,0.6,NA,0.66,0.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1786,0.48,0.39,0.82,0.25,0.41,0.35,0.43,0.41,NA,0.51,NA,NA,NA,0.86,0.25,NA,0.48,0.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1787,0.53,0.34,0.88,0.41,0.6,0.57,0.65,0.44,NA,0.62,NA,NA,NA,0.63,0.52,NA,0.43,0.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1788,0.73,0.54,1.2,0.32,0.35,0.91,0.82,0.73,NA,0.9,NA,NA,NA,0.57,0.57,NA,0.46,0.46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1789,0.7,0.45,0.69,0.29,0.35,0.66,0.7,0.6,NA,0.98,NA,NA,NA,0.54,0.53,NA,0.3,0.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1790,0.68,0.45,0.74,0.35,0.44,0.66,0.63,0.48,NA,0.96,NA,NA,NA,0.6,0.56,NA,0.38,0.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1791,0.76,0.59,0.91,0.32,0.47,0.79,0.86,0.84,NA,0.85,NA,NA,NA,0.97,0.53,NA,0.38,0.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1792,1.04,0.87,0.99,0.57,0.73,1.14,1.21,1.06,NA,1.13,NA,NA,NA,1.34,0.82,NA,0.53,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1793,0.99,0.7,0.87,0.46,0.73,0.92,1.02,0.86,NA,1.1,NA,NA,NA,1.3,0.54,NA,0.48,0.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1794,1.02,0.7,0.76,0.52,0.79,0.79,1.05,0.57,NA,1.1,NA,NA,NA,1.24,0.38,NA,0.71,0.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1795,0.82,0.55,0.59,0.41,0.63,0.57,0.95,0.41,NA,1.01,NA,NA,NA,1.36,0.28,NA,0.58,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1796,0.76,0.61,0.72,0.6,0.7,0.73,1.14,0.6,NA,1.13,NA,NA,NA,1.17,0.63,NA,0.56,0.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1797,0.8,0.73,0.57,0.6,0.57,0.79,0.95,0.38,NA,0.96,NA,NA,NA,1.08,0.35,NA,0.61,0.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1798,0.82,0.79,0.61,0.89,0.44,0.86,1.03,0.38,NA,0.97,NA,NA,NA,1.02,0.82,NA,0.86,0.99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1799,0.89,0.82,0.72,0.86,0.57,0.79,1,0.73,NA,0.86,NA,NA,NA,1.14,0.92,NA,0.57,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1800,0.98,0.65,0.61,0.57,0.41,1.02,1.14,0.54,NA,0.95,0.54,NA,NA,1.01,0.63,NA,0.92,0.91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1801,1.06,0.7,0.44,0.35,0.29,0.86,1.13,0.38,NA,0.7,0.34,NA,NA,0.88,0.44,NA,0.61,0.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1802,0.7,0.39,0.36,0.48,0.35,0.57,0.74,0.38,NA,0.42,0.31,NA,NA,0.78,0.44,NA,0.4,0.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1803,1.15,0.7,0.78,0.94,0.73,1.01,1.14,0.86,NA,0.53,0.59,NA,NA,0.94,0.85,NA,0.53,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,FALSE,FALSE
1804,1.12,0.7,0.61,0.56,0.6,0.95,1.24,0.73,NA,0.76,0.68,NA,NA,1,0.51,0.51,0.81,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1805,1.12,0.68,0.47,0.44,0.7,0.95,1.2,0.73,NA,0.76,0.58,NA,NA,1.1,0.44,0.38,0.76,0.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1806,0.67,0.62,0.19,0.29,0.38,0.6,1.14,0.35,NA,0.56,0.49,NA,NA,0.63,0.32,0.35,0.53,0.46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1807,0.73,0.59,0.21,0.41,0.43,0.57,1.3,0.47,NA,0.51,0.45,NA,NA,0.84,0.54,0.41,0.46,0.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1808,0.73,0.68,0.49,0.48,0.63,0.73,0.87,0.78,NA,0.56,0.54,0.51,NA,0.78,0.54,0.41,0.38,0.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1809,0.68,0.7,0.65,0.57,0.71,0.79,0.97,0.84,NA,0.54,0.87,0.87,NA,0.65,0.66,0.57,0.63,0.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1810,0.59,0.54,0.42,0.35,0.43,0.54,0.6,0.41,NA,0.28,0.51,0.48,NA,0.72,0.57,0.44,0.56,0.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1811,0.51,0.45,0.4,0.35,0.4,0.57,0.73,0.7,NA,0.31,0.59,0.59,NA,0.4,0.54,0.52,0.53,0.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1812,0.56,0.45,0.32,0.41,0.52,0.6,0.73,0.6,NA,0.39,0.56,0.51,NA,0.47,0.54,0.38,0.74,0.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1813,0.62,0.39,0.55,0.44,0.47,0.69,0.73,0.7,NA,0.37,0.54,0.48,NA,0.47,0.6,0.59,0.58,0.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1814,0.56,0.44,0.72,0.44,0.47,0.69,0.92,0.7,NA,0.48,0.51,0.48,NA,0.5,0.63,0.66,0.56,0.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1815,0.62,0.63,0.59,0.41,0.47,0.63,0.79,0.79,NA,0.51,0.42,0.42,NA,0.56,0.7,0.72,0.43,0.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1816,0.76,0.84,0.78,0.67,0.79,1.07,1.05,0.82,NA,0.62,0.52,0.68,NA,0.75,0.89,0.75,0.94,0.91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1817,0.76,0.7,0.61,0.57,0.63,0.85,0.86,0.76,NA,0.68,0.49,0.59,NA,0.75,0.56,0.63,0.67,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1818,0.73,0.65,0.61,0.51,0.85,1.2,1.17,0.82,NA,0.59,0.53,0.48,NA,0.54,0.71,0.54,0.95,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1819,0.56,0.39,0.51,0.35,0.41,0.69,0.67,0.54,NA,0.56,0.39,0.37,NA,0.63,0.38,0.44,0.48,0.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1820,0.76,0.59,0.7,0.57,0.76,1.29,1.04,0.86,NA,0.87,0.5,0.51,NA,0.85,0.6,0.56,1.01,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1821,0.79,0.54,0.78,0.57,0.72,1.14,1.11,0.73,NA,0.87,1.15,1.18,NA,0.79,1.08,0.81,1.27,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE
1822,0.76,0.59,0.93,0.48,0.6,1.2,1.33,0.6,NA,0.76,0.64,0.63,NA,0.63,0.76,0.63,1.07,0.81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1823,1.04,0.79,1.2,0.48,0.91,1.46,2.24,0.81,1.05,1.16,1.91,1.76,NA,0.69,1.1,0.89,1.27,0.94,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE
1824,0.7,0.54,1.1,0.76,0.54,1.11,1.48,0.73,0.92,0.77,1.08,0.92,NA,0.41,0.73,0.47,1.07,0.68,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1825,0.82,0.85,1.37,0.87,0.85,1.33,1.83,1.1,1.29,1.06,1.31,1.31,NA,0.66,1.01,0.7,1.29,0.99,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE
1826,0.59,0.56,0.8,0.46,0.54,0.92,1.13,0.69,1.13,0.68,0.59,0.75,NA,0.41,0.79,0.6,1.07,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1827,0.65,0.54,0.61,0.57,0.44,0.82,0.85,0.6,1.05,0.62,0.48,0.86,NA,0.5,0.92,0.54,0.91,0.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1828,0.68,0.54,1.08,0.7,0.67,0.89,0.95,1.11,1.67,0.79,1.26,1.25,NA,0.5,0.95,0.7,0.89,0.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1829,0.59,0.42,0.72,0.41,0.57,0.86,0.88,1.08,1.52,0.53,0.92,0.64,NA,0.41,0.79,0.6,1.07,0.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1830,0.69,0.61,0.87,0.5,0.67,0.79,1.01,0.98,1.44,0.65,0.64,0.61,NA,0.53,0.73,0.56,0.96,0.69,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE
1831,0.66,0.49,0.72,0.47,0.57,0.63,0.6,0.7,1.3,0.48,0.56,0.5,0.41,0.38,0.57,0.54,0.56,0.41,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1832,0.56,0.42,0.85,0.35,0.35,0.51,0.54,0.87,1.41,0.51,0.34,0.36,0.44,0.47,0.57,0.37,0.71,0.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1833,0.65,0.39,0.89,0.31,0.35,0.82,0.66,1,1.4,0.51,0.31,0.31,0.41,0.38,0.63,0.34,0.89,0.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1834,0.7,0.53,1.16,0.35,0.57,1.14,0.69,1.02,1.38,0.68,0.76,0.93,0.54,0.5,1.33,0.73,0.86,0.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1835,0.59,0.51,1.12,0.41,0.63,0.98,0.72,1.17,1.16,0.59,1.31,1.29,0.86,0.6,1.17,0.82,0.91,0.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1836,0.54,0.45,0.42,0.32,0.49,0.79,0.63,0.82,0.95,0.42,1.02,1.18,0.54,0.6,0.86,0.66,0.76,0.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1837,0.56,0.5,0.93,0.35,0.58,0.92,0.57,1.17,1.21,0.54,1.14,1.47,1.04,0.57,0.95,0.73,0.94,0.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1838,0.48,0.39,0.93,0.19,0.45,0.6,0.5,0.82,0.86,0.28,0.75,1.07,0.79,0.5,0.86,0.79,0.79,0.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1839,0.68,0.62,1.25,0.41,0.27,0.7,0.69,1.27,1.11,0.54,1.23,1.8,1.36,0.54,1.05,1.09,1.04,0.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1840,0.42,0.42,0.72,0.19,0.6,0.51,0.47,1.22,1.06,0.37,0.53,0.7,0.6,0.38,0.54,0.55,1.01,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1841,0.37,0.39,0.7,0.16,0.28,0.67,0.38,1.09,1.19,0.48,0.39,0.62,0.96,0.6,0.48,0.56,0.96,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1842,0.59,0.48,1.01,0.35,0.51,0.7,0.66,1.21,1.33,0.53,0.31,0.56,1.15,0.47,0.67,0.72,0.89,0.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1843,0.54,0.59,1.52,0.6,0.54,0.76,0.73,1.17,1.05,0.53,0.42,0.62,1.24,0.38,0.92,0.79,0.76,0.63,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1844,0.54,0.51,1.14,0.49,0.54,0.76,0.63,1.43,1.3,0.42,0.53,0.73,1.05,0.35,0.95,0.92,0.81,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1845,0.45,0.51,0.97,0.11,0.19,0.48,0.44,0.89,0.92,0.37,0.14,0.23,0.29,0.32,0.13,0.38,1.06,0.79,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1846,0.34,0.31,0.95,0.38,0.32,0.67,0.51,0.98,0.89,0.2,0.25,0.39,0.51,0.41,0.51,0.67,0.99,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1847,0.2,0.34,0.74,0.41,0.44,0.51,0.38,0.92,0.84,0.28,0.39,0.37,0.63,0.25,0.54,0.73,0.48,0.17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1848,0.48,0.62,1.01,0.44,0.73,1.28,0.82,1.27,1.13,0.34,0.31,0.48,0.57,0.54,0.57,0.57,0.86,0.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1849,0.25,0.28,0.68,0.41,0.6,0.59,0.38,0.71,0.57,0.23,0.2,0.49,0.59,0.35,0.35,0.44,0.4,0.15,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1850,0.39,0.48,1.23,0.44,0.2,0.79,0.51,1.19,0.86,0.28,0.62,0.69,0.62,0.47,0.6,0.6,0.61,0.25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1851,0.56,0.48,1.46,0.51,0.51,0.89,0.69,1.39,1.05,0.56,0.93,1.07,0.89,0.44,0.86,0.82,0.76,0.42,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1852,0.62,0.54,1.33,0.68,0.63,0.82,0.79,1.61,1.14,0.56,0.81,1.04,0.95,0.51,0.98,1,0.89,0.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1853,0.59,0.45,1.31,0.65,0.51,0.98,0.44,1.68,1.36,0.48,0.68,0.79,0.98,0.47,1.04,1.09,1.19,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1854,0.54,0.45,0.89,0.44,0.44,0.79,0.51,1.08,0.89,0.45,0.34,0.42,0.79,0.38,0.57,0.66,0.81,0.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1855,0.7,0.51,1.08,0.63,0.57,0.88,0.57,1.41,1.14,0.51,0.45,0.48,0.86,0.51,0.82,0.75,0.79,0.47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1856,0.48,0.45,0.76,0.54,0.44,0.66,0.41,1.09,0.82,0.42,0.54,0.41,0.81,0.54,0.73,0.6,0.56,0.32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1857,0.56,0.73,1.16,0.6,0.63,0.89,0.66,1.68,1.03,0.51,0.73,0.55,1.15,0.69,0.88,0.79,0.81,0.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1858,0.45,0.59,0.8,0.44,0.41,0.73,0.54,1.3,0.84,0.39,0.51,0.42,0.88,0.51,0.7,0.7,0.79,0.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1859,0.42,0.55,0.82,0.38,0.38,0.73,0.57,1.33,0.86,0.34,0.48,0.37,0.55,0.32,0.57,0.54,0.58,0.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
