age_CE,MAM121AA_raw,MAM132AA_raw,MAM142AA_raw,MAM143AA_raw,MAM151AA_raw,MAM152AA_raw,MAM161AA_raw,MAM162AA_raw,MAM163AA_raw,MAM171AA_raw,MAM172AA_raw,MAM181AA_raw,MAM201AA_raw,MAM212AA_raw,MAM221AA_raw,MAM222AA_raw,MAM223AA_raw,MAM224AA_raw,MAM225AA_raw,MAM231AA_raw,MAM251AA_raw,MAM271AA_raw,MAM272AA_raw,MAM281AA_raw,MAM511AA_raw,MAM512AA_raw,MAM513AA_raw,MAM522AA_raw,MAM523AA_raw,MAM561AA_raw,MAM621AA_raw,MAM632AA_raw,MAM633AA_raw,MAM641AA_raw,MAM651AA_raw,MAM652AA_raw,MAM661AA_raw,MAM671AA_raw,MAM672AA_raw,MAM681AA_raw,MAM682AA_raw,MAM691AA_raw,MAM712AA_raw,MAM721AA_raw,MAM722AA_raw,MAM731AA_raw,MAM761AA_raw,MAM771AA_raw,MAM781AA_raw,MAM121AA_raw_outlier_flag,MAM132AA_raw_outlier_flag,MAM142AA_raw_outlier_flag,MAM143AA_raw_outlier_flag,MAM151AA_raw_outlier_flag,MAM152AA_raw_outlier_flag,MAM161AA_raw_outlier_flag,MAM162AA_raw_outlier_flag,MAM163AA_raw_outlier_flag,MAM171AA_raw_outlier_flag,MAM172AA_raw_outlier_flag,MAM181AA_raw_outlier_flag,MAM201AA_raw_outlier_flag,MAM212AA_raw_outlier_flag,MAM221AA_raw_outlier_flag,MAM222AA_raw_outlier_flag,MAM223AA_raw_outlier_flag,MAM224AA_raw_outlier_flag,MAM225AA_raw_outlier_flag,MAM231AA_raw_outlier_flag,MAM251AA_raw_outlier_flag,MAM271AA_raw_outlier_flag,MAM272AA_raw_outlier_flag,MAM281AA_raw_outlier_flag,MAM511AA_raw_outlier_flag,MAM512AA_raw_outlier_flag,MAM513AA_raw_outlier_flag,MAM522AA_raw_outlier_flag,MAM523AA_raw_outlier_flag,MAM561AA_raw_outlier_flag,MAM621AA_raw_outlier_flag,MAM632AA_raw_outlier_flag,MAM633AA_raw_outlier_flag,MAM641AA_raw_outlier_flag,MAM651AA_raw_outlier_flag,MAM652AA_raw_outlier_flag,MAM661AA_raw_outlier_flag,MAM671AA_raw_outlier_flag,MAM672AA_raw_outlier_flag,MAM681AA_raw_outlier_flag,MAM682AA_raw_outlier_flag,MAM691AA_raw_outlier_flag,MAM712AA_raw_outlier_flag,MAM721AA_raw_outlier_flag,MAM722AA_raw_outlier_flag,MAM731AA_raw_outlier_flag,MAM761AA_raw_outlier_flag,MAM771AA_raw_outlier_flag,MAM781AA_raw_outlier_flag
1100,0.23,NA,NA,0.45,0.54,NA,NA,NA,NA,0.34,0.24,NA,0.15,NA,0.21,0.2,NA,NA,NA,0.25,0.22,0.13,0.19,0.13,NA,NA,NA,NA,NA,NA,NA,0.49,0.71,0.57,NA,NA,0.21,NA,NA,0.12,NA,0.25,NA,0.44,NA,0.17,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1101,0.4,NA,NA,0.46,0.84,NA,NA,NA,NA,0.3,0.31,NA,0.08,NA,0.27,0.3,NA,NA,NA,0.32,0.22,0.1,0.12,0.18,NA,NA,NA,NA,NA,NA,NA,0.52,0.61,0.79,NA,NA,0.24,NA,NA,0.22,NA,0.27,NA,0.57,NA,0.3,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1102,0.26,NA,NA,0.34,0.58,NA,NA,NA,NA,0.13,0.35,NA,0.15,NA,0.34,0.32,NA,NA,NA,0.25,0.2,0.13,0.22,0.13,NA,NA,NA,NA,NA,NA,NA,0.53,0.58,0.51,NA,NA,0.17,NA,0.63,0.18,NA,0.32,NA,0.52,NA,0.2,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1103,0.16,NA,NA,0.14,0.39,NA,NA,NA,NA,0,0.07,NA,0.17,NA,0.24,0.23,NA,NA,NA,0.13,0.1,0.11,0.17,0.08,NA,0.27,NA,NA,NA,NA,NA,0.29,0.45,0.26,NA,NA,0.12,NA,0.58,0.22,NA,0.26,NA,0.59,NA,0.17,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1104,0.16,NA,NA,0.41,0.4,NA,NA,NA,NA,0.23,0.24,NA,0.21,NA,0.32,0.43,NA,NA,NA,0.24,0.22,0.12,0.18,0.13,NA,0.41,NA,NA,NA,NA,NA,0.44,0.48,0.22,NA,NA,0.15,NA,0.53,0.21,NA,0.33,NA,0.53,NA,0.3,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1105,0.28,NA,NA,0.33,0.46,NA,NA,NA,NA,0.28,0.32,NA,0.11,NA,0.28,0.34,NA,NA,NA,0.33,0.21,0.08,0.08,0.09,NA,0.47,NA,NA,NA,NA,NA,0.46,0.71,0.33,NA,NA,0.16,NA,0.58,0.19,NA,0.4,NA,0.46,NA,0.26,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1106,0.14,NA,NA,0.3,0.53,NA,NA,NA,NA,0.15,0.37,NA,0.13,NA,0.21,0.36,NA,NA,NA,0.3,0.14,0.08,0.07,0.12,NA,0.29,NA,NA,NA,NA,NA,0.34,0.64,0.41,NA,NA,0.12,NA,0.42,0.17,NA,0.33,NA,0.21,NA,0.21,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1107,0.16,NA,NA,0.41,0.47,NA,NA,NA,NA,0.27,0.27,NA,0.14,NA,0.28,0.39,NA,NA,NA,0.28,0.14,0.08,0.11,0.22,NA,0.23,NA,NA,NA,NA,NA,0.53,0.57,0.4,NA,NA,0.2,NA,0.47,0.19,NA,0.35,NA,0.37,NA,0.26,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1108,0.19,NA,NA,0.37,0.38,NA,NA,NA,NA,0.3,0.42,NA,0.17,NA,0.27,0.39,NA,NA,NA,0.21,0.18,0.05,0.04,0.32,NA,0.2,NA,NA,NA,NA,NA,0.51,0.49,0.27,NA,NA,0.25,NA,0.47,0.2,NA,0.37,NA,0.44,NA,0.18,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1109,0.22,NA,NA,0.34,0.52,NA,NA,NA,NA,0.26,0.39,NA,0.19,NA,0.34,0.58,NA,NA,NA,0.3,0.26,0.12,0.15,0.19,NA,0.36,NA,NA,NA,NA,NA,0.59,0.69,0.37,NA,NA,0.15,NA,0.69,0.23,NA,0.47,NA,0.4,NA,0.2,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1110,0.2,NA,NA,0.33,0.53,NA,NA,NA,NA,0.24,0.27,NA,0.21,NA,0.28,0.34,NA,NA,NA,0.26,0.21,0.09,0.15,0.24,NA,0.26,NA,NA,NA,NA,NA,0.49,0.49,0.52,NA,NA,0.23,NA,0.4,0.23,NA,0.3,NA,0.32,NA,0.17,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1111,0.13,NA,NA,0.3,0.31,NA,NA,NA,NA,0.12,0.04,NA,0.03,NA,0.24,0.25,NA,NA,NA,0.18,0.11,0.05,0.13,0.09,NA,0.16,NA,NA,NA,NA,NA,0.35,0.27,0.16,NA,NA,0.09,NA,0.18,0.18,NA,0.19,NA,0.26,NA,0.16,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1112,0.21,NA,NA,0.21,0.56,NA,NA,NA,NA,0.31,0.35,NA,0.3,NA,0.41,0.53,NA,NA,NA,0.4,0.22,0.11,0.18,0.25,NA,0.43,NA,NA,NA,NA,NA,0.63,0.61,0.35,NA,NA,0.23,NA,0.47,0.33,NA,0.26,NA,0.39,NA,0.18,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1113,0.16,NA,NA,0.18,0.27,NA,NA,NA,NA,0.13,0.2,NA,0.15,NA,0.29,0.36,NA,NA,NA,0.19,0.14,0.11,0.11,0.2,NA,0.19,NA,NA,NA,NA,NA,0.43,0.46,0.19,NA,NA,0.2,NA,0.34,0.19,NA,0.17,NA,0.29,NA,0.32,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1114,0.26,NA,NA,0.48,0.59,NA,NA,NA,NA,0.17,0.25,NA,0.33,NA,0.54,0.67,NA,NA,NA,0.34,0.22,0.23,0.14,0.2,NA,0.38,NA,NA,NA,NA,NA,0.55,0.72,0.31,NA,NA,0.35,NA,0.57,0.3,NA,0.24,NA,0.49,NA,0.31,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1115,0.17,NA,NA,0.32,0.62,NA,NA,NA,NA,0.22,0.29,NA,0.22,NA,0.37,0.53,NA,NA,NA,0.27,0.36,0.19,0.16,0.23,NA,0.52,NA,NA,NA,NA,NA,0.63,0.62,0.38,NA,NA,0.21,NA,0.66,0.31,NA,0.31,NA,0.45,NA,0.35,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1116,0.21,NA,NA,0.38,0.7,NA,NA,NA,NA,0.23,0.38,NA,0.22,NA,0.43,0.77,NA,NA,NA,0.33,0.19,0.17,0.15,0.29,NA,0.7,NA,NA,NA,NA,NA,0.67,0.58,0.38,NA,NA,0.16,NA,0.66,0.27,NA,0.36,NA,0.48,NA,0.27,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1117,0.34,NA,NA,0.39,0.56,NA,NA,NA,NA,0.22,0.39,NA,0.29,NA,0.39,0.56,NA,NA,NA,0.39,0.24,0.27,0.29,0.35,NA,0.58,NA,NA,NA,NA,NA,0.71,0.76,0.4,NA,NA,0.26,NA,0.56,0.24,NA,0.43,NA,0.39,NA,0.39,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1118,0.27,NA,NA,0.3,0.45,NA,NA,NA,NA,0.28,0.37,NA,0.12,NA,0.29,0.38,NA,NA,NA,0.22,0.23,0.13,0.16,0.12,NA,0.37,NA,NA,NA,NA,NA,0.55,0.66,0.34,0.55,NA,0.24,NA,0.54,0.22,NA,0.36,NA,0.27,NA,0.31,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1119,0.16,NA,NA,0.24,0.48,NA,NA,NA,NA,0.28,0.5,NA,0.13,NA,0.23,0.36,NA,NA,NA,0.21,0.21,0.14,0.25,0.11,NA,0.42,NA,NA,NA,NA,NA,0.49,0.59,0.36,0.33,NA,0.26,NA,0.49,0.23,NA,0.49,NA,0.18,NA,0.33,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1120,0.25,NA,NA,0.32,0.78,NA,NA,NA,NA,0.3,0.38,NA,0.29,NA,0.45,0.67,NA,NA,NA,0.24,0.39,0.18,0.16,0.21,NA,0.44,NA,NA,NA,NA,NA,0.69,0.77,0.51,0.89,NA,0.43,NA,0.45,0.27,NA,0.32,NA,0.4,NA,0.34,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,TRUE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1121,0.11,NA,NA,0.11,0.55,NA,NA,NA,NA,0,0.03,NA,0.04,NA,0.26,0.29,NA,NA,NA,0.07,0.08,0,0.08,0.06,NA,0.05,NA,NA,NA,NA,NA,0.23,0.36,0.16,0.35,NA,0.06,NA,0.13,0.08,NA,0.07,NA,0.03,NA,0.19,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1122,0.29,NA,NA,0.34,0.46,NA,NA,NA,NA,0.38,0.37,NA,0.13,NA,0.35,0.59,NA,NA,NA,0.38,0.24,0.28,0.15,0.28,NA,0.45,NA,NA,NA,NA,NA,0.45,0.49,0.35,0.45,NA,0.35,NA,0.39,0.25,NA,0.37,NA,0.42,NA,0.33,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1123,0.23,NA,NA,0.29,0.45,NA,NA,NA,NA,0.27,0.35,NA,0.19,NA,0.29,0.5,NA,NA,NA,0.34,0.21,0.2,0.26,0.41,NA,0.47,NA,NA,NA,NA,NA,0.49,0.61,0.38,0.39,NA,0.22,NA,0.55,0.33,NA,0.4,NA,0.3,NA,0.42,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1124,0.37,NA,0.19,0.34,0.44,NA,NA,NA,NA,0.3,0.36,NA,0.08,NA,0.22,0.52,NA,NA,NA,0.29,0.22,0.18,0.14,0.24,NA,0.44,NA,NA,NA,NA,NA,0.45,0.63,0.31,0.37,NA,0.29,NA,0.51,0.29,NA,0.41,NA,0.29,NA,0.42,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1125,0.27,NA,0.11,0.27,0.32,NA,NA,NA,NA,0.21,0.41,NA,0.2,NA,0.35,0.55,NA,NA,NA,0.28,0.22,0.2,0.23,0.26,NA,0.4,NA,NA,NA,NA,NA,0.48,0.55,0.31,0.3,NA,0.19,NA,0.56,0.28,NA,0.47,NA,0.29,NA,0.42,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1126,0.13,NA,0.02,0.08,0.13,NA,NA,NA,NA,0.05,0.07,NA,0.03,NA,0.08,0.13,NA,NA,NA,0.04,0.06,0.06,0.02,0.01,NA,0.05,NA,NA,NA,NA,NA,0.17,0.19,0.12,0.11,NA,0.1,NA,0.21,0.1,NA,0.11,NA,0.23,NA,0.11,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1127,0.19,NA,0.13,0.18,0.24,NA,NA,NA,NA,0.17,0.26,NA,0.13,NA,0.21,0.39,NA,NA,NA,0.25,0.19,0.18,0.17,0.15,NA,0.32,NA,NA,NA,NA,NA,0.53,0.49,0.29,0.23,NA,0.25,NA,0.42,0.26,NA,0.28,NA,0.33,NA,0.28,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1128,0.39,NA,0.18,0.37,0.36,NA,NA,NA,NA,0.33,0.35,NA,0.27,NA,0.38,0.6,NA,NA,NA,0.35,0.24,0.3,0.2,0.33,NA,0.4,NA,NA,NA,NA,NA,0.69,0.68,0.46,0.31,NA,0.34,NA,0.63,0.29,NA,0.38,NA,0.39,NA,0.51,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1129,0.33,NA,0.05,0.22,0.31,NA,NA,NA,NA,0.22,0.39,NA,0.21,NA,0.38,0.63,NA,NA,NA,0.23,0.25,0.2,0.13,0.28,NA,0.37,NA,NA,NA,NA,NA,0.54,0.49,0.41,0.33,NA,0.23,NA,0.59,0.28,NA,0.39,NA,0.45,NA,0.39,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,TRUE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1130,0.14,NA,0.04,0.25,0.2,NA,NA,NA,NA,0.16,0.19,NA,0.05,NA,0.16,0.31,NA,NA,NA,0.21,0.1,0.09,0.05,0.09,NA,0.04,NA,NA,NA,NA,NA,0.29,0.44,0.3,0.15,NA,0.13,NA,0.17,0.15,NA,0.18,NA,0.23,NA,0.26,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1131,0.34,NA,0.23,0.24,0.26,NA,NA,NA,NA,0.25,0.34,NA,0.38,NA,0.33,0.56,NA,NA,NA,0.37,0.27,0.29,0.25,0.33,NA,0.44,NA,NA,NA,NA,NA,0.63,0.54,0.31,0.26,NA,0.25,NA,0.38,0.39,NA,0.33,NA,0.56,NA,0.56,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1132,0.07,NA,0,0.06,0.12,NA,NA,NA,NA,0,0.04,NA,0,NA,0.04,0.07,NA,NA,NA,0,0.05,0,0,0.02,NA,0.07,NA,NA,NA,NA,NA,0.19,0.21,0.07,0,NA,0,NA,0.28,0,NA,0.02,NA,0.11,NA,0.08,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
1133,0.31,NA,0.11,0.15,0.19,NA,NA,NA,NA,0.14,0.17,NA,0.14,NA,0.12,0.1,NA,NA,NA,0.19,0.16,0.2,0.15,0.08,NA,0.27,NA,NA,NA,NA,NA,0.31,0.3,0.28,0.15,NA,0.18,NA,0.32,0.17,NA,0.18,NA,0.36,NA,0.29,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,FALSE,NA,FALSE,NA,NA,NA
