tree,n_missing_total,n_missing_1980_on,n_outliers_total
SPU01A_raw,173,8,2
SPU01B_raw,166,8,0
SPU02A_raw,191,8,0
SPU02B_raw,193,8,0
SPU03A_raw,201,8,1
SPU03B_raw,210,8,0
SPU04B_raw,190,8,1
SPU05A_raw,114,8,1
SPU05B_raw,116,8,2
SPU06A_raw,205,8,0
SPU06B_raw,199,8,0
SPU07A_raw,188,8,0
SPU07B_raw,193,8,0
SPU08A_raw,191,8,0
SPU08B_raw,184,8,1
SPU09A_raw,161,8,0
SPU10A_raw,135,8,2
SPU10B_raw,125,8,0
SPU11A_raw,192,8,0
SPU11B_raw,181,8,0
PDF011_raw,126,38,0
PDF012_raw,99,38,0
PDF021_raw,104,38,1
PDF022_raw,106,38,0
PDF031_raw,60,38,1
PDF032_raw,87,38,0
PDF041_raw,94,38,0
PDF042_raw,96,37,1
PDF051_raw,65,38,0
PDF052_raw,71,38,0
PDF061_raw,117,38,0
PDF071_raw,38,38,1
PDF072_raw,54,38,2
PDF081_raw,112,38,1
PDF091_raw,107,38,2
PDF092_raw,150,37,0
PDF101_raw,110,38,1
PDF102_raw,121,38,0
PDF111_raw,144,37,1
PDF112_raw,129,37,0
PDF121_raw,137,37,0
PDF122_raw,163,37,1
PDF131_raw,136,37,0
PDF132_raw,150,37,0
