tree,n_missing_total,n_missing_1980_on,n_outliers_total
LM1A_raw,19,4,1
LM1B_raw,21,4,1
LM10A_raw,21,4,1
LM11A_raw,6,6,0
LM11B_raw,24,6,0
LM13A_raw,36,4,1
LM13B_raw,33,4,0
LM14A_raw,12,7,0
LM14B_raw,25,7,0
LM15B_raw,38,6,0
LM16A_raw,18,4,1
LM16B_raw,33,4,0
LM17B_raw,45,5,0
LM18A_raw,45,5,0
LM18B_raw,22,5,2
LM19A_raw,29,4,0
LM19B_raw,32,4,0
LM2A_raw,30,4,1
LM2B_raw,31,4,0
LM20A_raw,29,4,0
LM20B_raw,13,4,0
LM21A_raw,30,8,0
LM21B_raw,26,8,0
LM22A_raw,55,12,0
LM22B_raw,52,9,0
LM23A_raw,35,7,1
LM23B_raw,33,8,1
LM25A_raw,43,8,0
LM25B_raw,49,8,0
LM26A_raw,57,14,0
LM26B_raw,55,12,0
LM27A_raw,40,8,0
LM27B_raw,39,8,0
LM28B_raw,56,13,0
LM29A_raw,29,8,0
LM29B_raw,35,8,0
LM3A_raw,29,4,0
LM3B_raw,7,4,1
LM30A_raw,51,8,0
LM30B_raw,60,17,0
LM4A_raw,24,4,0
LM4B_raw,26,4,0
LM5A_raw,53,10,0
LM5B_raw,52,9,0
LM6A_raw,49,6,0
LM6B_raw,47,4,0
LM7A_raw,27,4,0
LM7B_raw,33,4,0
LM8A_raw,52,9,0
LM8B_raw,30,4,0
LM9A_raw,25,4,0
LM9B_raw,43,4,0
