tree,n_missing_total,n_missing_1980_on,n_outliers_total
PTS01A_raw,366,42,2
PTS01B_raw,365,42,0
PTS02A_raw,113,42,2
PTS02B_raw,445,45,0
PTS03A_raw,76,43,6
PTS03B_raw,43,42,1
PTS03C_raw,490,45,2
PTS03D_raw,374,45,2
PTS04A_raw,385,42,2
PTS04B_raw,411,45,0
PTS05A_raw,307,45,3
PTS05B_raw,275,45,6
PTS06A_raw,240,45,2
PTS06B_raw,310,45,1
PTS07A_raw,321,42,4
PTS07B_raw,322,42,3
PTS08A_raw,257,42,1
PTS08B_raw,266,42,2
PTS09A_raw,303,42,7
PTS21A_raw,403,42,0
PTS21B_raw,403,42,0
PTS22A_raw,421,42,0
PTS22B_raw,421,42,1
PTS23A_raw,390,45,1
PTS23B_raw,383,45,2
PTS24A_raw,440,42,0
PTS24B_raw,440,42,0
PTS25A_raw,419,45,0
PTS25B_raw,277,42,3
PTS26A_raw,365,45,2
PTS26B_raw,350,45,1
PTS27A_raw,283,42,1
PTS27B_raw,281,42,4
PTS28A_raw,350,45,0
PTS28B_raw,392,45,1
PTS29A_raw,400,45,0
PTS29B_raw,270,45,4
PTS30A_raw,300,45,1
PTS30B_raw,297,45,0
PTS32A_raw,84,42,0
PTS32B_raw,224,45,0
PTS33A_raw,420,42,1
PTS33B_raw,420,42,2
PTS34A_raw,342,42,0
PTS34B_raw,339,42,1
PTS35A_raw,125,45,2
PTS35B_raw,154,45,5
PTS36A_raw,215,42,4
PTS36B_raw,243,42,6
PTS37A_raw,211,42,6
PTS37B_raw,223,42,6
