"","R04","R07","R09","R11","R13","R18","R22","R24","R33","R35","R36","R41","R44","R47","R49","R52","R58","R60","R02"
"2015",NA,0.847130843342701,0.779644859637329,1.8189714783987,NA,NA,0.839696988773374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12191878880037
"2014",NA,0.738996488651209,0.844390531959151,1.18251606800641,NA,NA,1.04370424844781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28044143704714
"2013",NA,1.04836021620598,0.989081242436121,0.787808853467228,NA,NA,1.0144228466924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24539423290959
"2012",NA,1.3298754130524,1.3471336038411,0.791554405355372,NA,NA,0.916917601055568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32268068114507
"2011",NA,1.03563684111009,0.856261832881446,0.685373526555076,NA,NA,0.935776028790772,0.949063663596102,0.802787698259181,0.708352699660307,0.68944040044584,0.89478519164914,0.831413876754506,0.823239501472163,1.15056101837685,0.672845230076375,0.889403582683087,0.970451701897097,0.647758955612027
"2010",NA,0.994312755692316,1.39297485623304,0.746787129012331,NA,1.04086278452614,1.09482935787399,1.09869977229978,1.05449451098361,1.1687421981046,1.10281327996758,1.10444272891751,1.23265907234679,1.03293719176537,1.59681620001794,1.19052115852738,1.04945033025928,0.828970604270171,1.0768436322426
"2009",1.46917171990371,0.947560503667002,1.59679365239744,1.14667905294348,1.09120748561564,0.981087692632897,1.19021752943578,1.25222027289777,1.12713498658665,1.46750179071462,1.22733834751375,1.4060357310231,1.18984664101882,1.41946658770296,1.05288035448065,1.48772343124401,1.00566847113031,1.01255014805409,1.0897846290754
"2008",1.19549909492781,0.810925763732086,1.05451297348447,0.931457982356817,1.01049256696948,1.00917702793638,1.05359694274621,1.16587194487661,1.10843044315922,1.01427273658715,0.716921015039715,1.30086011844074,0.666086587105659,1.17951696125158,0.911562732853641,0.789964054646032,0.906047560630666,0.764253760062858,0.848581518677183
"2007",0.945549262400857,0.857120792181266,0.928830174283912,0.751532946433674,0.938276414435662,0.914118488071418,0.925153435290696,1.0675047725011,1.25426956761341,0.966233627288329,1.18152188504161,0.963031709987788,1.08701435634088,0.924158483885521,0.93467183588117,0.911234338654029,0.896840126888817,0.810768028696389,0.758814459507917
"2006",1.01052092487495,1.05809182223998,0.825558761431866,0.759991103710421,0.912936902045777,0.904114937005624,0.941969232631309,0.805931911369478,0.852082956833692,1.24776204559165,1.01406836672725,1.21147343950166,1.1611869492022,1.00521259002837,1.10593638348694,1.13450781869152,1.00235261333808,0.970873861939423,0.968657036066349
"2005",1.02690063452938,1.18095294284331,0.743589917365095,1.36232144593669,1.43908412597683,1.37754026824172,0.985603490587224,0.969989544108936,1.02389709414787,1.09385062832726,0.983591210061039,1.15766486566574,0.65104878653615,0.84880951217786,0.900269586731462,1.06686058323896,0.997218602785871,1.07384972157394,0.72942782763226
"2004",1.05297749075636,1.29329841106379,0.961490601066497,1.31715356703286,1.55924307898073,1.20993356867765,1.19485409013193,1.19810855874456,1.11981016060097,1.00523798456695,0.932758499134821,1.15531229257799,1.51590538758765,1.21014424648841,0.835365862706866,0.818793987525482,1.13426322756141,1.1344459956123,0.968236035038176
"2003",0.979516337681396,1.22492154076039,0.86496415826303,1.33387718092402,1.21919368868184,1.07395170986224,1.1914660636453,1.22398850745575,0.915065188210099,1.27286162955679,0.988923931899804,1.18804122752231,1.68278674347983,0.781980668396787,0.973806893048416,1.05221033060373,1.13266031806094,1.24111006749141,1.17333211167421
