"","P141","P143","P145","P146","P147","P148","P092","P133","P135","P139"
"2011",0.939190162057176,0.914805423167267,0.878786964299235,1.12177964068273,0.915778459072202,0.617916854012747,0.96802223117036,1.4802795095314,0.951602975277554,0.750229662716748
"2010",0.958718526363968,0.834046338042031,1.09820166479359,1.01500711365242,1.05715251091446,0.780397347856976,0.816180089526465,1.0637429297482,1.41080136220849,1.03625685046036
"2009",1.17230042924063,0.970682596023245,1.09438494270876,1.09364081694769,1.12540467570408,0.86056062501839,0.86882812373264,1.20366731984292,1.17830357794633,1.43133530240056
"2008",1.00561108575898,0.858375583639204,1.11837929953049,1.09001611290079,0.928253804710062,0.96219789411121,1.03824074095651,1.02998061069674,1.15883096827324,1.39327046901595
"2007",0.923953869620177,0.933468940007663,1.028873249751,0.945222145008098,1.10196168883404,0.991536330010549,0.913271643631769,0.877046497535529,1.08577181732723,1.18464620055202
"2006",0.90505225412347,0.964031448165227,1.09730055912115,1.09012703670928,1.01671846872227,1.34225211828466,1.07798888789465,0.950689611742632,0.984758992736056,1.27567904194208
"2005",1.12156973798821,1.1736287124657,1.22161501333486,1.22367386618432,1.57423597584549,1.34841891888349,1.02590144096326,1.13643401907136,0.796964399838344,1.14008065434225
"2004",0.94209211566304,0.992715728059107,1.23406196418298,1.07378821537966,1.1760827101007,0.969679925342074,0.979380280591692,1.13401148648918,0.861082167762111,1.17827784574263
"2003",0.887995176695501,1.03502732293116,0.950779477207756,1.3394009709395,1.46314248271905,1.04161135848989,0.86952267062864,1.14025712815779,0.872414758215443,1.07358724208463
"2002",1.08182426774219,1.00073276132837,1.10516170752444,1.16153113691319,1.50200111740781,0.869508434329837,0.744131020336655,0.97207869579173,0.881916595228025,0.986425627503493
"2001",1.18012076126639,1.04656405490038,1.32444730328984,1.29910128032958,1.37575142995728,1.21906021038607,0.857658900450053,1.10187681469837,1.0870096243764,0.999602282313873
"2000",1.08883683862395,1.02824195316947,0.982751953168213,1.08129302249975,1.20964523862121,1.33410526875877,1.1121123716069,1.43192058922066,1.31417563666367,1.07639194686386
"1999",0.834202199652962,0.766885726889623,0.614501577416904,0.729850658004425,0.939115153876201,0.776343892162282,0.895489504486513,1.03585807327959,0.939919169063409,0.672745842763043
"1998",1.41919475091022,1.0937261938647,0.886220749596378,0.912624156188962,0.809231397658948,1.06182487354297,1.61319846185656,1.05026622717331,1.14987521664262,0.800515296437519
"1997",1.15125318634328,0.971145563635323,0.510699755171876,0.571966497357066,0.638374673279618,0.618383421480425,1.14820255697185,0.583988173630926,0.779428168449055,0.584310016802344
"1996",1.09819741564256,1.31076426607821,0.989249004193425,0.834775168798746,1.25822561464811,1.20916787968362,1.39564103164375,0.983817091080038,1.00277899492587,0.888048574617661
"1995",0.85205426796249,1.12299530762078,0.861344660684547,0.927305830152293,1.20289505904288,0.854908731492027,1.16472826509527,0.791457723118075,0.723049619859754,0.706724938947706
"1994",1.05456496683709,1.12693417030752,1.14354981458731,0.89592795789821,1.15558090432185,1.2386255445488,1.65810881043954,0.914551041966838,0.820959256867321,1.14071873565054
"1993",0.682934664134198,0.80396101205334,0.710177319033007,0.821432568838799,0.838563534141004,0.485025097619993,1.03104241278399,0.457203390286245,0.603458612849096,0.772289534636974
"1992",0.78837734908534,0.852392953851187,1.27770805282738,0.698902743071786,0.937446292202302,0.659780879478067,0.809783884621631,0.85831069394711,0.862994609826126,0.769685738756356
"1991",0.580175418443406,0.821464622169957,0.864771761259685,0.703174396237575,0.980729485990367,0.489231675658134,0.639532253376497,0.592010563713674,0.739221596550786,0.469404729942861
"1990",0.81418869036667,0.967654466713795,1.24312046354757,1.0659390660241,1.05572895548403,1.52604212606443,1.09230261506948,1.06119274589265,0.976597182723515,1.0456265613807
"1989",0.776437247507431,1.13605609434501,1.13641904898814,0.980922451510981,0.996634873635642,0.880684473530507,1.17056774862727,0.862860322943537,0.945223621977516,0.86817333579867
"1988",0.957922111854157,1.03050838334122,1.30618019174411,1.14045386430746,0.981586170979715,1.32851983296268,1.02265767814329,0.942562818196243,0.970764979180158,1.04150383301072
"1987",1.30798984654745,1.13830568621564,1.4098685150722,1.33663003162824,1.30025110720593,1.4252556328952,1.2176081142209,0.827518160832415,1.06184491512176,1.15685036227105
"1986",1.07530332092769,1.09086556705535,1.28563377061004,1.03926978682905,1.10096843602836,1.30031150079376,0.969116506481089,0.739581196161815,1.12140767834855,0.919107521309507
"1985",1.24080932024023,1.11309752405687,1.0667464987329,1.10212424444361,1.46864791212107,1.41152099634865,0.912746956522535,1.0873934705447,1.10904305246898,0.980160577546846
"1984",1.33717120385429,1.06741532447598,0.803471343966697,1.2972749880165,1.03358843819708,1.10729300432201,0.577033530991481,1.13226716065533,1.04143526312258,0.687885341513489
"1983",0.809706725057139,0.788836882355781,0.5247246532461,0.880110520821334,0.681287101280927,0.667793677416881,0.748727929502371,0.885954062561311,0.872922458197026,0.552030222476824
"1982",0.943920217037312,0.906058139693959,0.801532485246831,1.08671246653675,1.0087483215863,0.750397538799137,0.875719675546909,1.06949022462226,0.901360387152183,0.737475317291778
"1981",1.22721027505266,1.17896654572109,1.17506057454373,1.2287358817647,0.922345689747164,1.31976434500506,1.33479037373787,0.8087181704657,1.02988341492741,1.11126271679704
"1980",0.9318773326102,0.882610872664972,1.0456119913915,0.985946982822954,0.734246463299649,0.877646618887756,0.782313026662173,0.812340453295496,0.651159921890291,0.982276888227139
"1979",0.937161240179675,0.983635487031055,1.40806485550694,1.06090825400855,0.926095185749275,1.05412421257432,1.07467493877379,0.838709480071028,0.973327036248817,1.20707738663354
"1978",0.808733749414437,0.922793546447048,1.13351423162829,0.837650638836339,0.684411108316039,1.05030964741214,0.988443717087488,0.734524585870288,1.02726401399727,0.777258414954293
"1977",1.13959131860988,1.00681688307018,1.53345122708482,0.790698003665353,1.08160030160203,1.44944463006381,1.08432370043868,1.29367165939216,1.13946347685777,1.57414858952461
"1976",0.853674313591634,0.841134606015857,1.28237000484584,0.54086292619673,0.814013380855882,1.05444932887386,0.534672640988996,0.962559386826687,0.949856246954455,0.821563915521485
"1975",0.952301454831538,0.846940134755669,0.764850117743683,0.654580921069221,0.661777815710343,0.947030799803743,0.579429398063382,1.14732188462049,1.05515970396807,1.20431916613987
"1974",0.71778413747025,0.78785454118016,0.592443128487595,0.572701889795097,0.522051989831169,0.762048395000561,0.326161249841204,1.0275573656707,0.961934004541366,0.625509159185982
"1973",0.854051904498861,0.823540098771833,0.732862710107098,0.7035870770907,0.744323237583723,1.08177155868162,0.835292118408566,0.877832874317378,0.905510742954586,0.824086639402394
"1972",0.86845067662998,0.921777319823119,0.743518637524875,0.733085984159956,0.723268856885842,0.991163512723969,0.605450347993398,0.95283017117209,1.18068608097226,0.586604988969949
"1971",1.03658705484412,1.06889224910174,0.816400788515397,1.1201959154432,0.82095474362773,1.16707841592344,0.703119375127434,0.990900262576212,1.18384493500233,1.04447159437591
"1970",1.1788422761713,1.14593292899782,0.91760091812546,1.27586556553603,0.867098496861733,1.03272740812152,1.2551845359381,1.20921389785115,1.57080594037601,1.38931379959988
"1969",1.17733064180618,1.11458451174062,1.01041987363337,1.27255316157781,1.08506966230254,0.814695398922192,1.4869547041449,1.17300418754698,1.36797067600512,1.1340232099706
"1968",1.23641138430511,1.08815522081046,0.831409420639775,1.09358505977108,0.798546810300287,0.909319991967069,1.51170427330822,1.08134400220994,1.26132070318562,1.40716914522508
"1967",1.34985587814793,1.24046151678488,1.01362771575686,1.34462038234101,1.02492011735856,1.0498822131035,1.1881888367769,1.28776465491148,1.25607198706874,1.45542547154115
"1966",1.29937384268464,1.11618628278987,1.05087831856189,1.11920602775435,1.02454251300416,1.05674662961245,1.46362151705612,1.02359228127275,0.915428457002739,1.29024233043507
"1965",1.25343961223149,1.18062157789888,0.992540419357599,1.08231858472041,1.03175385781309,0.936031802324631,1.25864305639165,1.08981160592909,0.97750261334683,1.12996851635934
"1964",1.01289186764837,1.2228574435376,1.00097147689914,0.947793578470449,0.904584678479708,0.753549212910899,1.0108230861385,0.991741829421665,1.05162738805682,0.837723137662028
"1963",0.950714307697045,1.51930773772106,1.06976802233678,0.992820926730052,1.00422688340554,0.897861059137276,1.54354576169436,1.04566304511888,1.02552501264012,0.812452958523271
"1962",0.767281132390972,1.12654541896006,0.893422175076937,0.969821929529846,0.928314316326284,0.84298557493357,0.993757812172699,1.1700385152125,0.948543160225502,0.765790000331078
"1961",0.731377215259766,1.16168818314235,0.717448459991219,1.01024847645759,0.802816010119982,0.695302849441002,0.74593456510276,1.11147128157165,0.994668112322714,0.823471588237459
"1960",0.838624798801347,1.27185810433325,0.847201173312699,1.1986632010918,0.968355958388384,0.879238751553367,1.05018377234428,0.947727530540072,0.996156666228,0.942854084138539
"1959",0.448586212613183,1.05817835210224,0.66219483828497,0.865610626564038,0.700501262464147,0.6296089529296,0.404564077992677,0.59659021856251,0.883893017653357,0.811466585978123
"1958",1.21558192813767,1.26347526417278,1.13754793305862,1.16197359135463,1.29790628812879,1.21420108042446,0.809226441115949,0.86014665032302,1.15089289203973,1.39606444970024
"1957",0.961285909597974,0.988156715850268,0.863883447581002,0.801536005168941,0.965240284469292,0.734671240338452,0.792044204628013,0.733338956787218,0.864672597879386,0.793077328916722
"1956",1.00534042057882,0.557401387388697,0.735576270737959,0.597119121635628,0.878643067158489,0.760706353556922,0.598834393316254,0.672964607593594,0.699611760128382,0.823542249010177
