"","P20","P42","P44","P45","P48","P49","P50","P51","P52","P53","P54","P55","P56","P57","P58","P60","P46","P47","P59"
"1924",0.907511559176664,1.18456714079353,1.08761158891676,0.963968910421438,0.697292473280872,1.13222024505618,1.02181600735858,1.11304455916022,1.21817896912268,1.12697635327391,1.27358894717164,1.18712154661807,1.13073176294583,1.20406404392802,1.04440067742935,1.07245535091158,1.21068185984468,1.3041966080684,1.15627314704457
"1923",0.737415480679786,0.95910161135512,1.13834930178601,0.716962695591498,0.692427947819649,1.03064482183548,0.769123886389678,1.16400158180137,0.967865492832604,1.06557495002513,0.974497332940631,0.768542069389588,0.956435991529809,1.07715758779854,0.853571878160248,1.14861522724692,1.17187023204307,1.61830934129987,1.07090257288128
"1922",0.762142867604165,1.04923143610349,0.869658555090082,0.802068477211944,0.574831264025079,0.967171805012153,0.773513741632259,0.982404289085386,1.01603699758668,1.15881893482788,1.29791736317886,0.789265569004277,0.920663355260363,1.00850500805234,0.764372908712882,1.3467966774484,1.09442787273628,1.34547039212253,1.01540398601538
"1921",0.660800317212285,0.532584376724319,0.627622012807189,0.531105509678985,0.616819819549313,0.736038251246688,0.554932562922803,0.730760423945904,0.506761462169364,0.803285602208713,0.883837689965155,0.512218092022163,0.685535389108813,0.861546776704366,0.569537147335508,0.84463164092483,0.769840152582755,0.976473996640897,0.885584340826213
"1920",1.31867370369689,1.07651936612239,1.05698238478876,1.19215265650738,0.857760789647543,1.31843062756288,0.979628211108486,1.11784251486342,1.17770569513823,1.14738663663531,1.48621071178368,1.08534275333987,1.16630867417853,1.2318701044242,1.23289386209587,1.57026423160111,1.18225585255749,1.55920157013445,1.26139012578146
"1919",1.07714388064749,1.09296485355605,1.14204170205631,1.07774359304409,0.825112480237146,1.15677396186283,1.0264018703507,1.00242519927664,1.0329643048146,0.911081954163435,0.979926588495475,0.913064602150268,1.20611442030506,1.01937907363476,1.12720534804558,1.29219874585885,1.2988702089543,1.39026372636471,0.93184319950226
"1918",1.15634431068137,1.26117301980677,1.06642886966486,0.995333412531054,0.827935630968611,1.23840523809529,1.25029871648223,1.06092947606393,0.981792993194049,1.05272953902298,1.17965240945875,1.01857332956545,1.38628144135762,1.07844280160287,1.19477922341282,1.40576444707354,1.32136597732948,1.08772617578219,1.0402029052607
"1917",0.925548904879332,0.85107424237289,0.725612021309372,0.860184897747873,0.601198422289088,1.02478609644866,0.959301021190662,0.811627324113442,0.809101387569388,0.975717028042752,0.600545500559604,0.885218697916722,0.812047885712346,1.13129843677059,0.965214512089572,1.09047044215058,0.937535136046974,0.83487383416785,0.702076806819876
"1916",0.539535004634323,0.57512815011233,0.664240584328714,0.729141999895604,0.724033947623021,0.81494782583396,0.642683017808804,0.519737428821806,0.42582732110121,0.705509626637703,0.473329740723549,0.577512275559791,0.571334770676489,0.891519729281304,0.671353628539183,0.624452488328736,0.579387861244877,0.735327668207696,0.554359611053793
"1915",1.10097983716023,1.04266582054842,1.168261699818,1.35918530032286,1.27279162700023,1.2472448175517,0.881912690599251,0.94862980051986,1.28611070864665,1.22868760257463,1.06289883982301,1.18486156915508,1.1480841726056,1.38950852520004,1.23655519597967,1.27539907885932,0.726964194602929,1.41332776424561,1.17524763731423
"1914",1.3869714694592,1.11329687021368,1.41115701380459,1.327400263775,1.49936894361031,1.17490671025539,1.09163245357941,1.00095757131745,1.33168090011173,1.08618566403919,0.947918549952717,1.32923930222629,1.25003899728545,1.29051446473848,1.47968317996497,1.34526706520717,0.991399761242143,1.34287882809779,1.27391321430213
"1913",0.964739352327615,0.772572375423465,0.866596092932053,0.907629006069423,1.10880361599281,0.796096962240331,0.89785227982662,0.698632483780113,1.01070190368947,0.867748205832021,0.610825568137831,0.814744460172241,0.806795702390268,1.02939497306224,0.905161583226837,0.854049492806461,0.744880012403916,0.937269880658601,0.971679310703008
"1912",1.05197807557183,0.835937959384967,1.28518096949274,1.02273211818068,1.34930131473714,0.857009236212286,0.91570082707663,0.874488796594201,0.906822910196428,0.845795953767076,0.704631933498192,0.889958421315433,0.923867595788972,1.15439526119314,1.16264613431617,0.893529545026314,0.789242412377471,1.08118003459471,1.16851237994134
"1911",1.16839997120179,1.10621210566345,1.25351571518015,1.22752879794303,1.26506149956869,0.910144788616258,0.978791229746486,0.865199922707429,1.20159245880422,0.9640541497253,1.13950822521474,1.18903536314866,1.07868901034287,1.11915482605011,1.20864259976488,1.04418520405149,0.9276600650911,1.07493900854762,1.02408101395443
"1910",1.77185283931034,1.15064922448354,1.41307712530344,1.24863869887285,1.20048548362675,1.1727859141915,1.23759950313487,0.971410112495441,1.20569643817297,1.04077538781376,1.3312483303412,1.55926148378124,1.12247974077946,1.16478873081121,1.02688319632876,1.05684397796085,1.12439634599479,1.05951272678597,0.952253392281786
"1909",0.99163217979157,0.948916314253694,1.02566465574515,0.831492371278824,1.20843661383855,1.06870071128912,1.24325047952263,0.984044912170688,0.949068636494482,0.90064279549635,0.875659442473691,1.27522248991323,0.814959584189404,1.10353089572856,0.851293159366188,1.00585549165597,0.909481590659634,0.998672462587155,0.910959965854111
"1908",1.0724795282886,1.35528289843358,1.34179039690025,0.934368730146087,1.05966847331321,1.22242681052244,1.42030629446871,1.3722289607322,1.03216060864084,1.18530650240854,1.1172693469683,1.26424214584055,0.987998761362132,1.18957074568008,0.960179309957447,1.13318830073422,0.95643056339021,1.10245561794583,1.16804327155975
"1907",1.25536288959558,1.52254497449499,1.35164667952379,1.05840722032012,1.27887314647064,1.36110376849165,1.59335650773836,1.52802376445203,1.08810953703272,1.19621471097498,1.55488917660918,1.17541408599048,1.08833065491932,1.31115055030607,1.27905382803194,1.0830558417391,0.878531435256953,1.18084062180902,1.37878238015712
"1906",1.37564433376057,1.44788256650291,1.23515367335948,1.34220354774304,1.18329740664356,1.37167027836048,1.46052384261869,1.39785130784001,1.10417626498925,1.28565984340823,1.44500812936364,1.12196726534761,0.935581857866613,1.38295241360505,1.16633941109381,1.16720085227706,0.841854143348367,1.13197507489587,1.11662043100522
"1905",1.39882668923567,1.50499202429844,1.5816759374462,1.39293193056251,1.37640181088736,1.58056677240726,1.81135113175863,1.61853548495675,1.16318688884727,1.3357147053363,1.3629481670973,1.3797886824947,1.26481927185747,1.47754190450362,1.27008040060666,1.43558145068398,0.934726311906193,1.253878535716,1.61765484909629
"1904",1.25784949431851,1.786437087932,1.74803361395638,1.31834080139733,1.29345386544613,1.54962985730025,1.86305857363814,1.7154506351396,1.45555122108929,1.32790785187065,1.21585717263237,1.3955827244338,1.21978330728019,1.28624874030064,1.27716068224588,1.4106847012565,1.11711549518762,1.04649074584795,1.68417524356459
"1903",0.920794240011901,0.944439190106122,1.02505684611818,0.903587723925957,0.908760988751466,0.852435845899533,0.996743797718359,0.975999570736391,0.895317060490004,0.881590891332316,0.892316069901939,0.72690960689729,0.823165479660429,0.915029177661022,0.793222911798102,0.806459180801888,0.94622650777385,0.709065927805383,1.11951777631882
"1902",0.957406052201343,1.12608104038006,1.19423331394384,1.0752229709828,0.893704823961313,1.11961505051494,1.11961459863564,1.34859380322182,1.09162865077979,0.933966738902024,1.18394845457008,0.998362969854993,1.16620583227886,0.989846704885319,0.970440294540532,0.727216483669873,0.994536214593342,0.857585958474352,1.33036201738813
"1901",0.89957326654356,0.976947008485664,1.10451651181393,1.03755771342552,0.852001188496831,0.871744453139265,1.01439929367579,1.2198708626613,1.06138105875145,0.884845496293241,0.871723020499684,0.863020944207172,1.06094754612632,1.02854916475139,1.00890756421855,0.525499387122519,0.947271861431994,0.551358323692402,1.26143124042663
"1900",0.987345028871301,1.20775408403097,1.23691732074786,1.21889539302727,0.965043849660283,0.815772769710668,0.874626540086102,0.913453492144778,1.05068145996742,1.00101939233711,0.926252145554724,0.924357740288846,0.999303489598901,1.07781450793548,0.778984556690378,0.694191748718823,1.16598121951367,0.71438878189279,1.06613054965498
"1899",0.44056050969798,0.613229279262585,0.470384226631208,0.527351076185565,0.597425164535863,0.367961108929772,0.612540867195462,0.478051794531944,0.410120961686122,0.682473262455233,0.481835470261478,0.520213686759098,0.667609431433116,0.597480119534671,0.619048539910293,0.483184646809692,0.806588794712947,0.295413026764939,0.661821719826895
"1898",0.934572820690841,1.05383597994849,1.14130895219613,1.21668960146224,1.11686333115549,0.756457612252787,0.777358238743717,0.98465268459264,0.719691975533842,1.11380581716508,0.853533404036325,0.838756845923053,1.07933392490861,1.12070126230486,0.780119800378821,0.669383889500907,1.05924037923072,0.695024948995281,0.958856081425959
"1897",0.961900418726087,1.09287364348539,0.871225933690352,1.36281519832089,1.10841065023406,0.680581235366464,0.863570385437976,1.01425234152047,0.91368484414297,1.19368477875232,0.824530715894771,0.715915203195043,1.26450938721602,0.885797139143893,0.837122952616279,0.516091058415191,1.33969069848329,0.700363333919869,0.599664048299737
"1896",0.842519798091065,0.811577871191416,0.854634359698449,1.16224417943083,0.991497229940566,0.515652619759394,0.624037895989169,0.766583739274405,0.673251365603829,0.994443657634982,0.621703568011318,0.551940396927149,1.10810168460437,0.682803431902669,0.752649405471779,0.638181211180633,1.2343426813816,0.530408875107143,0.550288295274404
"1895",1.02096955135443,1.14092532433286,0.818036022379242,1.10568340358178,1.13248976456645,0.544878057871238,0.793654993401853,0.725268649546117,1.01549270803897,0.908457268256659,0.819326191984029,0.76279566657923,1.1151326661845,0.606154254168221,0.938576864648548,0.55560426052843,1.14972003842219,0.847890588977907,0.642725031611427
"1894",0.732192818875793,0.759109879812271,0.514612981587368,0.587470903595247,0.810495372573471,0.501066684454831,0.597346404245104,0.625776746091922,0.658911084114948,0.663337774590673,0.489583467001395,0.635461979274437,0.727730439211332,0.523687374294782,0.63801300909681,0.381871986211759,0.740780721956061,0.482261095119453,0.476114101199045
"1893",0.631093945261725,1.04559561597611,0.809583402676815,0.691282399984785,1.24431699112095,0.687144525697016,0.896770767766267,0.949433722471993,0.838127907968146,0.887596048968288,0.996605206826815,0.778755739364562,0.977772453646062,0.721327334733261,0.911530016520799,0.734577462911387,0.920032093710365,0.857912907610092,0.62945764131347
"1892",0.654891781353466,0.784342373054054,0.865446186157562,0.728947649272905,1.58542596177951,0.736796617114399,0.810894998828027,0.628682052137586,0.807369608132897,0.729656698208289,1.0431246660132,0.852840176849306,0.955940249782262,0.948766182171735,0.808349974808487,0.804473822911859,0.683027541786311,0.891642941473033,0.701883668977316
"1891",0.999235750351312,0.947406315792868,0.936323340418618,1.01852355662329,1.24392941296073,0.958029873532674,1.31319373103948,1.1242554825159,1.04202879672017,1.04304486596598,1.0721225619073,1.12310938413042,1.05381522188808,1.29291717496044,1.22920590926335,1.63170356504986,0.666079688652699,1.52391684382606,0.813760712310797
"1890",0.954223704044523,0.865259559877559,0.767834546372269,1.04062942376378,1.24800490647212,1.14933793322462,1.2424702161958,1.27487537634982,0.987155561388189,1.05395377086572,1.01549716718938,1.07668820438342,1.08933454568533,1.07318549085236,1.20782291193224,1.38893086184558,0.755305971986907,1.61219631464569,0.822919539348962
"1889",1.28330147446525,1.17085790444094,0.997727169365739,1.02405385875021,1.09870498535208,1.8215156422278,1.33057801680066,1.20707141432813,1.01276406569968,1.18132690836511,1.28190677882755,1.42805019665289,1.17557240452498,1.00410049751659,1.39291237331424,1.71992803727723,0.754263399191721,2.17044785840289,0.961045426396293
"1888",1.18958112862667,1.16372230910249,0.816824482099221,0.939991082054983,1.04238025603336,1.33924116547687,1.2176364041927,1.13201315965371,1.17642058377006,1.04989452359337,1.38173977138703,1.28114517723366,1.12697775316451,1.24473700266486,1.17193251307601,1.33013548912691,1.30303354936506,1.35326915898446,1.16152514034652
"1887",1.18066812495383,0.999688791494344,0.77086671401046,0.846927584711247,0.732635390696629,1.3521897410553,1.03807156302695,1.00380819347853,1.02314185210664,1.02596719216831,1.14920192572455,1.00022072241691,0.897899946735851,1.07258240148355,1.00384869893366,1.23538884340295,1.35531315471418,0.987135522698279,1.19419985982318
"1886",1.56581936995649,1.17308289133491,1.28680796640919,1.01299026664793,0.958321789279244,1.72025313754619,1.21348167717901,1.03237095145454,1.14681389302241,1.44146588654365,1.48132435209536,1.46540377327282,1.37524857946558,1.27621389574745,1.3762796103695,1.32552121271993,1.54752908464484,1.28823973972201,1.92123989490146
"1885",1.38937124923115,1.18425954742147,1.29097163497882,1.13712191031728,0.930473853395084,1.34925387968738,1.12692316059333,1.31453760013411,1.44553482358833,1.3130919103828,0.920331419112079,1.55109834718659,1.36355068789351,1.34774904399342,1.37109056457517,0.97607426821608,1.45434380226103,1.53415879074131,1.62122160756174
"1884",0.741866971460426,0.777464393377911,0.95232517290291,0.903055300206809,0.97545544015953,0.919270321365566,0.968430553219406,1.02039615767895,1.4082191038425,1.06499357462899,0.933005425040108,1.22664659992936,1.13735976156845,0.599366094717777,0.816216956035601,0.953907744761237,1.16293287437081,1.01532008083967,1.30729021225793
"1883",0.948293588553598,0.767182363272376,0.981072189361193,0.883166818220048,0.904035159798609,0.844443850045285,0.713955163531321,0.947876430556347,1.38770425340113,1.05588017607827,1.0383412912939,1.08613155927987,1.03191535079254,0.580012665480603,1.0409497512296,0.848374517419151,1.11235319734383,0.743295133165327,1.02368647169361
"1882",0.857202484199272,0.478223651641557,0.698432955196699,0.545252692217057,0.651694988236187,0.791924335281323,0.688426068643255,0.743141563162264,0.84163855099415,0.800291424623759,0.77459390828871,0.372509447011976,0.64374418991328,0.419476519057975,0.71908365117304,0.752254046277274,0.816799567674617,0.741667427082153,0.58870480977455
"1881",0.879767099362365,0.957274564852809,1.17282425072512,1.02440228529469,0.765417590708177,0.789319798406978,0.796194855769838,0.908261766184833,1.09087259384331,0.798102688122331,0.928565861522859,1.11355877836785,0.848114759242411,0.703378773460946,0.857732374468447,0.824690275240618,0.83401948741625,0.715539789307816,0.625477591957582
"1880",0.587806111158253,0.582627934584688,0.794311667422738,0.780673058595296,0.435529944272705,0.570986588370651,0.676850403374975,0.700717418910688,0.438260947404827,0.658065106354137,0.704385070374907,0.533470174785111,0.569482080022713,0.87046328130693,0.684959894823573,1.2017172961368,0.58082852188602,0.583545242548657,0.488511144924756
