"","R05","R15","R21","R23","R25","R26","R28","R30","R32","R39","R40","R48","R51","R53","R55","R59","R29","R34","R46","R27"
"2015",1.36977281897525,NA,1.24140136725146,1.13265424681526,1.43023337237568,1.04631307339544,1.01618348535963,1.08667890303256,NA,NA,NA,NA,NA,NA,NA,NA,1.32201145537232,NA,NA,1.32513507283666
"2014",1.33617418792943,NA,1.28881352180266,1.30413543643045,1.48184896545274,1.18740978844889,1.56645537669106,1.15855984207609,NA,NA,NA,NA,NA,NA,NA,NA,1.18557043593733,NA,NA,1.35193403862509
"2013",0.734259803063231,NA,1.37523836396804,0.912629838370574,1.39924467437295,1.18455746600871,1.01153334126263,1.12948206296243,NA,NA,NA,NA,NA,NA,NA,NA,0.946514283724153,NA,NA,1.01575959703046
"2012",0.642353863333261,NA,0.848411614279657,0.633711925281973,0.769182235812936,0.685395052869173,1.09554390935551,0.750853497172969,NA,NA,NA,NA,NA,NA,NA,NA,0.886254292755915,NA,NA,0.960986010944226
"2011",0.468322816078784,NA,0.820610447908188,0.608703392614417,0.556457284019977,0.582458175789433,0.920568994984699,0.875579667492746,0.723958709671372,0.510463032796955,0.687683622840012,0.760087007020474,0.859584395717546,0.684663232527736,0.743532607178874,0.770921811568115,0.832880947392161,0.443219896083506,0.571420364486958,0.769000436282815
"2010",0.775736804931598,NA,0.902997045994473,0.921346043518517,0.785407329952581,1.04408962104508,1.02677210148576,1.00763249000699,0.902831194625887,1.01798731112333,1.06575658078679,1.06175943525445,1.20804536193514,0.834701466555808,0.824822581179943,1.20715070903506,1.10356672272372,0.710255330613122,1.29245111213417,0.800550876122327
"2009",1.27868052433482,1.25915026599427,0.93330174036504,0.774102814518501,0.96288555245605,1.15570816556362,0.67211305932345,1.08862869040266,1.05425414522647,1.07461644886533,0.886469144934109,1.05458586593163,1.13594338787273,0.899319460227052,0.909103470000208,1.23756335984968,1.17007678831859,1.18885633759666,1.24921959724605,0.841618919017135
"2008",1.21095923674773,0.859255315442521,0.818985282050944,0.781483766107964,0.762183626291696,0.786366617668284,0.926472816662489,0.915788471073845,1.11098120613535,1.17610497593069,0.638493460826516,0.870644054590041,1.03396463346435,0.827020517507647,1.00865461227971,0.803427609717486,0.650190468555687,0.76103762795106,0.723690800672623,0.738793751477179
"2007",1.31001801489728,0.834888902754845,0.842431986816299,0.927590765548666,0.884315758741735,0.913190375909406,0.829349380870542,0.971937605407489,1.10118429752436,0.91523733118834,1.02405735195138,0.7668930354047,0.947707296383002,0.959017039779613,1.11143874939419,0.883827097036305,0.725069426315062,1.03282880338388,1.12935742430787,0.892837737838905
"2006",0.953380630822235,0.774284999497011,0.796308397212229,0.718459827490572,0.903784860128955,0.909973969755471,0.875602865849701,0.886606454007276,0.745479025278429,1.20905839264043,0.969361592560708,0.632004069820066,0.984708330503304,1.03090246854718,0.85721615948598,0.922698468274358,0.689030473214716,0.858680840558688,1.00016245869138,0.913400710639708
"2005",0.86836339523338,0.785255702605256,0.830040496359527,1.08927544078236,0.935343965484291,0.913188881427181,0.823364643058278,1.04226200326349,0.729719281794413,1.11242558888006,1.30178645607787,0.833260589179785,0.715019683338896,1.25322493207324,1.15432469279612,0.875181271649054,0.911947440570966,0.933072321649048,1.02530362937591,0.900645481430094
"2004",1.3668558770549,1.14000265313129,1.21765383659178,1.42503455159541,1.19929099581142,1.08867175194456,0.939752989579812,1.25818587577107,1.10399492984624,1.11322585160073,1.58143032469966,1.20455887464131,0.908241191011339,1.41889792838257,1.60400870534482,1.40015906895377,1.48409546218706,1.3421220271119,1.17424355098355,1.22626083152368
