"","R61","R62","R63","R64","R65","R66","R67","R68","R69","R70","R71","R72","R73","R74","R75","R76","R77","R78","R79"
"2015",1.28039532695373,1.08502001477128,1.19308305310839,1.13772881044251,1.52877438866959,0.896235462302954,1.18251806130024,1.14613671820383,0.855744089923958,1.12373607224228,1.28461520546765,5.52661941842143,0.948368456241112,0.991868172178729,0.496168313208462,1.11685372952885,1.10687392277307,1.46047399166708,1.3076043104449
"2014",1.09456918879508,1.03139153391701,1.06169712409081,1.05755637540763,1.30182546894739,0.859745121601801,0.873993680670465,1.34512205427219,0.94554913522682,0.847318664938936,1.11775506007168,4.15246206905047,0.967558100625626,0.946956723944298,0.270183863115658,1.54622308627994,0.833288812813668,1.23099764417822,1.26966829645767
"2013",0.911680091407615,0.933752399866263,0.936018632311482,0.858524025272789,1.22872559160667,1.05852172526019,0.590254826903155,1.47524363342424,0.835443176797244,0.736695616112114,0.981909468131569,3.11099565090125,0.939104444860644,0.956180745622768,0.287253559148561,1.50569818393266,0.755785972077141,0.867020547054989,1.01249777263233
"2012",1.00995306901491,0.844996724895012,1.04676049357355,1.01087825095293,1.22974675423164,0.903469177117555,0.87081814962019,1.20868102487892,0.909361978686514,0.569574743243855,1.18642406502035,2.20163966769284,0.95550908066401,0.960935807976182,0.822763744430231,1.26187443716235,0.713196379375946,0.945929742953814,0.672326312381296
"2011",0.876206255234197,0.701584170657258,0.968304820479291,0.854590313888489,0.966135617708295,0.750544100036219,0.620179812734743,1.19137472677259,0.783173442166423,0.509163390594732,0.798271766691702,1.13921997169581,0.803711176661672,0.860498894767701,1.52660801139608,0.730857938460425,0.752603268582233,0.644654496028213,0.640295591979715
"2010",1.08635082144833,0.948730321932785,1.1727679089613,1.10850744103697,1.03614803042675,0.836657335311054,0.914959203755661,1.17654611638782,0.879817877015612,0.834341389148658,0.878489942208035,1.42257866628738,0.871168347896205,1.03550627032627,2.13728200624885,0.70589566035147,0.851028148182118,0.927004587959603,0.947232264348388
"2009",1.07872594192156,0.980202246631757,0.973728509891163,0.817301472650653,1.65713228447564,1.11491014333082,1.07970397994379,1.18448504000872,0.90881331291372,0.984846771797623,0.863767014702211,0.962196362627572,0.940820263471111,1.23722446433566,1.11040956438462,0.664553294568668,1.30439180025212,0.70232199465376,1.06546626250297
"2008",0.908572699030214,0.74604262658685,0.705968632496,0.818026988195653,1.07225867118802,0.802410534385671,0.816998004494633,0.77496746562284,0.694097283480979,0.675233563804357,0.680446892822909,1.04384922726279,0.803878105126827,0.775936363093389,0.493546164546713,0.607337026159493,1.10209630949365,0.437835362497718,0.895909562659415
"2007",0.994170473381557,1.20958479876895,0.835839697470372,0.95153798720392,1.00302677672462,0.956924886445527,1.28592885298305,0.900161266849175,0.783784052219697,0.893216468091504,0.765845348934503,0.980721339135406,1.01703931482821,0.945649064043944,0.489178524014552,0.902866476980461,1.03478330656432,0.982988012236562,0.756488003760422
"2006",1.00807626514157,1.26693474416413,0.825498142166227,1.15401421897529,1.06154513852997,1.09283254828055,1.75426514903504,1.02598636173307,1.03041165092734,1.20719193732804,1.00096294918645,1.15842590315052,1.08489804672915,1.39809585433979,0.718678394501307,0.93867642524736,1.05880992067469,1.46888380121306,0.967590356868235
"2005",1.07130788783846,0.982108798683977,0.893479380384863,0.982945152795938,0.789554868197065,1.00945245558482,1.04826065623743,0.906814244021158,0.997952508095273,0.884018352860977,1.1555865000463,0.794808441891135,1.1081167501653,0.950688756236035,0.622777438319135,0.891604569492387,0.959955036120684,0.812676783226258,0.89707822182602
