"","Q01","Q04","Q05","Q06","Q07","Q08","Q09","Q10","Q11","Q12","Q13","Q14","Q15","Q16","Q17","Q18","Q19","Q66","Q69","Q72","Q73"
"2015",1.04415872066802,1.11529031020764,1.21519111987897,1.03300831820368,NA,NA,NA,NA,NA,NA,1.00502526066182,0.972759215883075,NA,NA,1.48679979480576,NA,NA,1.09471024528824,NA,1.3160082157077,NA
"2014",1.21795808033551,1.23985162483954,1.15420626380228,0.893634670785573,NA,NA,NA,NA,NA,NA,1.21312937627208,1.03393701138795,NA,NA,0.970602386798338,NA,NA,1.07925380089818,NA,1.22925972899063,NA
"2013",1.18524634363673,1.19381808416807,0.923979880264786,0.803244209836403,NA,NA,NA,NA,NA,NA,1.01465140798769,0.990624267751502,NA,NA,0.798197924377388,NA,NA,1.13448908007518,NA,1.05602216329429,NA
"2012",1.15606295309244,1.59356253197644,1.02370980109291,0.887904444791898,NA,NA,NA,NA,NA,NA,1.13079119638341,1.0169364483812,NA,NA,0.879486660700696,NA,NA,1.16845355372377,NA,1.02378060826786,NA
"2011",0.947187437967363,0.714858678126494,0.889875476610593,0.813481192778895,NA,NA,NA,NA,NA,NA,0.625264787367962,0.871059065908276,NA,NA,0.820851130675916,NA,NA,0.771661343294414,0.656819119345577,0.736070111355537,0.795458654582269
"2010",0.847390819363022,0.623484960663041,0.970818198064892,0.919169859945869,NA,NA,NA,NA,NA,NA,0.730760182523458,0.820608510963276,NA,NA,1.16104719165452,NA,NA,0.886872937107751,0.795017937923522,0.805592755378254,1.03112821898934
"2009",1.30081417380858,0.990970385458878,1.20883695995308,1.02443327486751,0.961675060802394,0.959116492698394,1.0974414988304,0.890956033058476,0.964512930325245,1.06266461686491,1.26555200297846,1.12926203052335,1.06130334495195,0.980148826679764,0.978107542440404,0.853119414944358,0.901724589503107,1.05447236521243,0.953221621013019,1.291064216593,1.14855015106599
"2008",1.12224187067418,0.710022737604645,0.910818905722303,0.919237243546117,0.951216970663859,0.65889973034602,0.831523868849939,0.824722438112018,0.917474705689712,0.700403644755659,0.995332503394722,1.03438283740314,1.05826067907396,0.978654357562188,0.944797494721324,0.832539177298601,0.812525398423228,0.897532276857228,0.783735143326167,1.19416900627231,1.17775178970943
"2007",1.01342459354985,0.850283459930681,0.866317158398012,0.885832811406344,1.01348295717923,0.84994324134147,0.824507763854934,1.011445434332,0.980226466959403,0.785613046353924,0.828655210631735,0.905732718888861,1.21844800909235,0.871002346070926,1.0094802172904,0.698774696234076,0.849593243432312,0.880316456546446,0.934370028571882,1.09002822492352,1.03864610709972
"2006",1.09850543302029,1.14334017648047,1.0596454723114,1.05764071479595,0.94688528568925,1.10663608619718,1.16593506502297,1.30639591683651,0.891974649018104,0.892202457304489,1.13065375944936,1.04163935433166,1.18802440628116,1.10890268530908,0.885558430684617,0.924615346422825,0.866374569716415,0.928559871478955,0.97283784971586,1.14140098173332,1.3356329116748
"2005",0.887303608554328,1.15007628659211,0.962492139835156,1.02238480864333,1.05455305852347,1.2530800202285,1.07311477518011,0.936706818790872,1.05818483840569,1.19074999569381,1.07982013599951,1.15900715090462,1.09770608275423,1.30251914804366,1.03007073071907,0.951969571779413,1.09794825725058,1.00337540766412,1.2770382138041,0.883486814053335,1.51945401213826
"2004",0.841625141319205,1.02351934665621,1.04718565627774,0.992449156082305,1.20261890733475,1.20256737718021,1.05426841593391,1.05510721793646,1.05387363013159,0.856161374126254,0.930435496845617,1.06939369650259,1.16135759015099,0.972179768816172,1.09322962817405,1.08351353482344,0.984646627226872,1.17136743280499,1.1443834384877,0.766268858722444,1.38425765698036
"2003",1.16741559674125,1.04467064328513,1.0120634440335,0.993786778164171,1.03277398242568,1.1527517681793,0.814001606993104,1.02705480851608,1.05940486940744,0.940943834831917,1.15671746049022,1.06600619895933,1.069780494625,0.883920042317915,1.11576342848785,1.2383973491447,1.09187920829541,1.07722775238362,1.03437571963505,0.862131631852487,1.11032664913457
"2002",1.35089591614264,0.971440922676389,1.05401648919721,1.02303034441585,0.959604901533821,0.960703055260495,0.738975625221408,1.15566593110898,1.05312535072897,0.937756708204249,1.20494698442857,0.959493761175242,1.00113803401486,0.790707276004993,0.989839079209563,1.06100346238367,1.1826782539558,0.882893468599707,0.953144304045228,0.735573614198327,0.879724784910023
"2001",0.918324107103179,1.08658619791876,0.99504199065943,1.21000048707511,0.951187971353612,1.03590287051751,1.10684233682784,0.992001778887747,1.13497920586197,1.17536390941215,1.15862141131837,1.01957053759966,1.06148374411705,0.962046306132733,0.981454448512107,1.20948628905207,1.53571867809023,0.95656802309007,1.18039849318477,0.79033936060056,1.03374575922277
"2000",1.02651968819146,1.09472114188372,1.0062371819896,1.10417018710634,1.086073608691,1.1269766120503,0.999456367479783,1.16461877723958,1.12326982834361,1.18168810833222,1.1366514561444,1.03294802758969,0.993154493845342,0.834586327290752,0.980993364459685,1.24475042638456,1.63261254411685,0.963483036770587,1.09620429480065,0.764792097191834,0.952814402071817
"1999",0.854720700415303,0.632908158461767,0.810329622494417,0.855428650833842,0.889721326864584,0.884815791198947,0.758016128610764,0.872083051584553,0.972499102934054,0.81320352455655,0.81462343611266,0.827582476085042,0.660597687685298,0.680179237711887,0.797563545584952,0.895398326572265,1.01652810288867,0.743540001906677,1.03441176712867,0.547970807970856,0.655864705105683
"1998",1.06001907367887,1.10096583315398,0.871250602097322,1.23780357100572,1.0493565884461,1.33015966281769,1.30313789700063,1.21019625556403,1.24479077753691,1.52523989185992,1.08578291462321,1.19561657072927,1.04946877593933,1.19147401335638,1.08428283715738,1.30740920885069,1.09945425336697,1.11196802200224,1.36833226174194,0.786370075083337,0.897882307638793
"1997",0.839038858109147,0.78913894212631,0.803899791096341,0.96308251720082,0.739418488541621,0.778520441469802,0.981932041265537,0.760938961861202,0.898188571426346,0.719834217288873,0.696738688130554,0.974793250295985,0.683377946845509,0.937029979247017,0.765178461996756,0.926279425754626,0.852525631770423,0.908472519862374,0.682735771486354,0.791258088963717,0.722669212965727
"1996",1.11642995176282,1.12156961995807,1.07701207909259,1.09003512288903,1.13952963909046,1.09668002645867,1.23951699056524,1.03112219768373,0.995708186262117,1.59208637809945,1.25537772362593,1.227187473108,0.986531597030989,1.0353038678793,0.944185465427223,1.33484012453445,1.02539167512578,1.19493059504335,1.08306147246545,1.0913821418224,1.00098882713653
"1995",0.848621334333582,0.976668034875074,1.05820142359478,0.940207965979355,0.908504446759116,0.989953969846659,0.934956444343951,1.01983313637974,0.942769617312845,0.843444338003325,1.10681881929907,0.975145535274203,0.873298842751586,0.686102434601046,0.905500864956354,1.12894573548366,0.893459700646537,1.06879821561323,1.0015744022736,1.14705059950477,0.691295014491221
"1994",0.970188155682135,1.28995514700265,1.44573323504691,1.29375148352523,1.21617590432716,1.17197035022152,1.54225191616444,1.21159805266608,1.21387111272935,1.74158683769014,1.22728455923129,1.02565294592086,1.06247508248264,1.27835068331153,1.03504335738005,1.46533044301387,1.2024443938478,1.21165381593949,1.63994103127298,1.60969438924827,1.04619913374501
"1993",0.776666858312066,0.910045704033656,1.00377592310568,1.01643148257678,1.01201544936994,0.610193295335435,0.930108287814333,0.740743288783704,0.847845060823699,1.13690494865372,0.91875043382973,1.02908203516435,0.704770152215276,0.985346740869204,0.775416238543566,0.887262679052882,0.866141661120926,0.883178025534022,1.27962025199021,1.0364147903551,0.823878713284393
"1992",0.814826318348539,1.08504871354946,1.10317717436747,1.03353608549902,1.27219988221175,0.998879361521227,1.1111848697678,0.966903977259541,0.900348429722708,1.29269731624212,0.883829355948977,1.05017547232726,0.838217443940596,1.07386471365775,1.15005260535169,1.03194263553686,1.20278418902339,1.03915138428237,1.3271259870281,1.16534164929104,1.05387696958739
"1991",0.726372106511377,0.92647376534393,1.00725206923779,1.02308417440556,1.04154715036779,0.670902086807901,0.888846634367554,0.889426426095368,0.893910614222235,0.499957939480326,0.92448457216713,0.860275625600607,0.836493363446266,0.896488517268214,0.964803468571413,0.947817102422706,1.06253900534928,0.904672953327128,0.910112311497891,0.806171519719764,0.916220271519789
"1990",0.836385069180734,1.40791700218183,1.18050722977734,1.55405258998738,1.19453729712767,1.28502277499071,1.21286360767907,1.1968619284068,1.25471430563712,1.02307501869844,1.23820502952962,1.07611205312423,1.06943083926477,1.24489869174772,1.12262565413752,1.15895312920257,1.31057108601218,1.1433711665653,1.27207022006206,1.24233232831003,1.32542256399942
"1989",0.683728405591524,1.26895827239557,0.838030730054669,0.931450258744917,0.773087128656511,0.741775872565362,0.81564136756549,0.895633733430683,0.738602456354543,0.66597347468266,0.799127728297637,0.943914621071854,0.76769260382783,0.940949412642564,0.961543214532456,0.675982587496903,0.840598028733187,0.81535026440229,0.79798546441989,0.748231701753948,0.957494719972835
"1988",0.705465760828536,1.09005893488083,0.807542110758746,0.878353924147391,0.895721084064349,1.05814274298667,0.907939435941237,0.923050367392196,0.803081355799509,0.897043485616935,0.832550215153967,0.910242931829643,0.809388122862614,0.947118401191008,1.0429792306718,0.758941631668011,0.911938773188979,0.88514691851502,0.909071997061205,1.04167344464186,0.821997879841583
"1987",0.981255282332837,1.23002009109667,0.941292810255617,0.987029683256925,1.05781232858608,1.05831122949398,1.00209017048052,1.01556838221356,0.761139442068272,1.12604225045104,1.0373684011604,1.07423716476303,0.960677304155779,1.17349288400146,1.22292541819792,0.982977642908563,1.0529630290086,1.07323211265012,0.936642516600637,1.1945060008751,0.949485915979399
"1986",0.803568982296861,0.941974039694879,0.964558047030768,0.798430330742817,0.998458136440341,1.20994082896638,0.830592473872427,0.957258679905146,0.949994231434923,0.973624296245285,0.979879615384564,0.982781974113098,0.81426808775833,1.2163594380152,1.17797249875507,0.994391783223016,0.86858452179493,1.17224522908152,0.972776872238169,1.01715778772928,0.944376082193466
"1985",1.13244270737136,1.25018105708824,1.00722538527492,1.03499456010834,1.05097254912596,0.908567081896929,1.14640140209257,1.14202821744484,1.0490399546405,0.955558973327014,1.05178618260901,0.912716043170569,1.09618659370772,1.1084240567234,1.2549273405248,1.20185270156703,0.950405672126268,1.35692298726359,0.999200947990252,1.05269914362488,0.951327195343956
"1984",1.34516664314736,1.29385659063826,1.15064209074745,1.12962825371511,1.27689224152318,0.681976590884635,0.990450527440384,1.20185708036949,0.935493840643731,1.14601135422881,1.24113100911204,1.07392298842546,1.09409359283824,1.20350462807321,0.988066877373662,1.01772365057537,0.857008175751146,1.15616963459244,0.956992068206083,1.16713960453716,1.06011414528765
"1983",1.03738737790624,1.08157862697897,0.851550846928781,0.905152522998213,0.723604931327434,0.819201517191502,0.721891736424236,0.83663089609244,0.801337166008925,0.563472672799255,0.752766076211087,0.879789864131094,0.798221451611741,1.05510914666541,0.816803521523758,0.823253837289473,0.718865138394731,0.719114570980602,0.763241637814334,0.804387008656061,0.692469921334837
"1982",0.900414882120595,0.854256691729347,0.825795233653467,0.835522793460316,0.781491754483478,0.880870167764748,0.731009217684091,0.840232996446713,0.795089544579127,0.675989864063275,0.754428333552708,0.814576437954426,0.690889026463368,0.892226345724641,0.800682720621282,0.752552776805402,0.741154144870578,0.671042974319401,0.680658034356836,0.83992837156526,0.753472827964087
"1981",1.09223601326647,1.39227744135976,1.07974471923563,1.13546647728135,1.12072214554697,1.17389196218639,1.34698993342137,1.03402886126987,1.30983819844837,1.07301331106361,1.06644667587963,1.10427514915792,1.02243571712369,1.34902857461342,1.08880294955692,0.979235433000143,0.926436275882788,1.12435184531302,1.12084715749037,1.25799901999328,0.9957514776646
"1980",1.0503834193481,1.17474806393504,1.104875814713,1.11577886245849,1.12612083021007,1.09727496364563,1.18109209180765,0.974351581400569,1.12235138568779,1.02642325702109,0.928356204748463,0.965819828315157,1.00861517885196,1.03551623518253,1.01331411645387,0.854363399947349,0.751880912719016,1.02942132513611,1.06732573583325,1.08061292355421,0.752108147115769
"1979",1.10768472334506,1.08163145353788,1.01539394803816,1.23464577386855,0.920241177069958,1.03656444576952,1.17410417813954,0.953748475165948,1.20030848306614,1.1303661180016,0.888784973684813,0.990592322379352,1.1431199924368,0.927115873436713,0.870193061591273,0.737828690150257,0.738884391947579,0.958398361333212,1.05738628488884,1.00583833248491,0.860524513336017
"1978",0.974387754491994,1.01678630605997,0.978221327806067,1.20708959013834,0.927641803774161,1.02963651847537,1.09601601162526,1.08599039368705,1.12594366356102,1.03992122942363,0.951776793610801,0.930953255877244,1.28008260841941,0.941868147508108,0.995360270859968,0.774587338458699,0.751190393673171,1.07036909737854,1.06309104580091,0.974053277016736,0.759024660117985
"1977",1.12965107956262,1.40041440938736,1.12435165103187,0.911155541274098,1.16229156606016,1.16149924579569,1.14902584543682,1.010712769222,1.34870846740299,1.04341833751616,1.29707319078572,1.18936048502222,1.30721328706613,1.1803470861152,1.0819403375824,0.981670420624226,0.893241667574084,1.3451806176142,1.49281336065489,1.17606933472079,1.07788868643041
