"","P01","P02","P03","P11","P12","P13","P14","P15","P16","P18","P19","P41","P04","P05","P06","P07","P08","P09","P10","P17"
"2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.10379773327998,1.57335073941059,1.18489759571471,1.78585654180136,1.55480316631966,1.47224816605761,1.0818808822323,1.40766075218919
"2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03718723848427,1.30162688230016,1.10306650088321,1.37273395069967,1.33483102053414,0.994793519610108,0.974004913123826,1.25500198767718
"2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1660376985473,1.34833034747391,0.96141448845562,0.989747851256541,0.994957146889587,0.775640873114582,0.921368103784678,1.0767150188394
"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39204830311807,1.48929247272978,1.273807375309,1.01331215969853,0.953581950415988,0.952031997905879,1.10285303014076,1.01139556701646
"2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.06466426628894,0.832042606357484,1.06478735719548,0.790514138718649,0.807262795731574,0.669341180369647,1.05395390405891,0.582224466411094
"2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.912193430646775,0.95980023795488,0.700850935123952,0.761210036988439,0.889920938922983,0.447655720259482,1.17317523202063,0.872448766041849
"2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.01720262834807,0.891084464759866,1.04938734863725,0.93325418269913,1.00339816460316,0.963021712454432,1.36475263823861,0.960852301721367
"2008",1.09600540654194,0.88862903539396,1.01406399354301,1.12321968960704,0.818574551643917,0.810694775072824,0.966536355167069,0.746064366029553,0.759253573122172,0.919789152372006,0.619756429202455,0.544671126502241,1.00637703757704,0.809712694920836,0.844555861176434,0.733172563878329,0.659953961906599,0.824881500823657,0.844401141083941,0.77929676991039
"2007",1.00918130372473,0.96980834803537,1.09549401510435,1.06410339588249,1.00945564750725,0.936811429863589,1.2146550899301,0.976513570831764,0.944976026069828,0.762652474806091,0.888820886412708,0.736122604228937,0.740108767438412,0.790374105105403,0.9494404988364,0.786738682693385,0.865754056534557,0.817601500328735,0.785069993839472,1.13837800980245
"2006",0.949197178235875,1.15757985621351,0.972085063974443,1.24830383286598,0.965060152782313,0.845764586693949,1.28588707922251,0.866317628384514,0.94908690613728,1.10894678315997,0.962895101151421,0.771191271347909,0.920660231067772,0.685750745243483,0.685032243580826,0.663192806828523,0.750269932290238,0.831166788532775,0.885995116997812,1.12649923390533
"2005",1.57011081682514,0.892605312120396,1.28251962007712,1.20991650395633,1.21971476102762,1.09607051169741,1.16609186474752,1.41597262838474,1.37767609606801,1.14530057316522,0.860228324094556,0.670490716497292,1.19543260659276,0.9916839887873,0.956996712633575,1.00762852845878,0.941169987177002,1.42045816415297,0.903654670797773,1.25747091863438
"2004",0.948093073889674,1.20459050212151,1.13180568045305,1.30666706173136,1.06557356407735,1.20594644282656,0.936919388972203,1.4474970128214,1.22183101381374,1.45004572110431,1.09825120088577,0.492802131664982,0.886014127417307,0.95140234905713,0.984868044459964,0.812715978729383,0.921011476147429,1.48574591558683,1.02528527478721,1.44147040995405
"2003",1.11708057831343,1.15540422965433,1.23786392523814,0.706496762747521,0.985302761853653,1.08644383463393,1.09564659238887,1.11721744787001,1.0814374239131,1.07543910412211,1.06139506425464,0.357158977828008,1.02851002310917,1.0701981017713,1.0558024942854,0.971320815298154,1.12212259528309,1.11772397651766,1.01543017017412,1.15918744934434
"2002",0.858920945918775,1.04999873441475,0.763301489032196,0.689193750781081,1.11604604729645,0.893092887693294,0.799043309345635,0.712225419570889,0.744177775952387,1.1208671239125,0.89263053816508,0.188566453680836,0.936057560891998,0.719817332960489,0.917858479173028,0.843911084347163,0.883371780519448,0.991560957289184,0.9587070600991,0.809970138596807
"2001",1.23996915603112,1.26593947862036,1.04537698739767,1.07508894877351,1.32668537333097,1.04575784976222,1.11020976405066,1.17201594798624,1.02691672895795,1.15929817090826,1.04890979671543,0.620393774418495,1.09687695296819,0.943864199457375,1.33950770985563,1.41868350873095,1.16677806671343,1.35115065388991,1.11615970273018,1.14639084877857
"2000",1.07121021147509,1.23178519461311,1.08118188720056,0.687652045250132,1.34526352815618,0.942035259555071,0.874453383974747,1.05775890853475,1.070033194808,1.06141362570565,1.06061619411584,0.868366328617375,0.945618881706288,0.87022019807449,1.03033313160862,1.06961544958313,1.00762182439064,1.25611208906926,0.940028649572168,1.00050849147394
"1999",0.613261967692856,0.756966301303865,0.601013294465813,0.607135443917028,0.83116537644625,0.72260928727879,0.468733035214767,0.703478380768991,0.540687624599285,0.663607224395881,0.759200512379086,0.87856425383679,0.588830460164815,0.44684681085634,0.652384857101905,0.633539396368424,0.565171560641041,0.790394852012784,0.622315341912894,0.422469012587052
"1998",0.948539120219564,1.27145674353167,0.972006681717101,0.828989998240021,1.47521047112953,1.21487746231755,0.803232665344242,1.2859883799097,1.02570824168803,1.3794159461586,1.65958652348548,2.16193812612928,0.965587535372459,0.915836158114896,0.738308748060996,0.771374651531157,0.978255609160421,1.4166402821956,0.835268605617489,0.765975882045356
"1997",0.631721817017577,0.64553558297573,0.572424773811479,0.521495360387696,0.754159422017332,0.780180838306462,0.60394139610434,0.702933290316179,0.688105723206322,0.593535720483001,0.774040877399887,0.751808440438224,0.699175737239522,0.552680432624382,0.605288252849317,0.665679224961851,0.609140366337264,0.792928443505325,0.589779632839536,0.380597637502875
"1996",1.26639900356652,1.00085871778602,1.09326026724157,1.11466708729072,1.17282812620569,1.2978207285213,1.45958034580155,1.10335843164558,1.26433592758282,1.13091581275267,1.27946972782693,1.34295800246481,1.05197692388037,1.21523718818097,1.11322279664982,1.31691011581597,1.15761426087718,1.02679581575127,0.93019705194982,1.19059934347897
"1995",0.922051340395442,0.764922725468834,0.826751353721734,0.918483385069553,1.06446081793996,0.983537502076429,0.923670780252769,0.842240954001662,0.950742461736981,0.887733662422429,0.799740341396206,1.19065679829923,0.849123665533744,0.918351420093776,0.982974445872968,1.07725732169871,0.90177110260033,1.04208847267737,0.692916927714502,0.848659207048051
"1994",1.25759460667721,1.12417357884374,1.21598390647476,1.02185262710022,1.25660054405686,1.27966864149794,1.44796772727057,1.21002375623253,1.17981768183948,1.10384686815768,0.932502545425853,1.481439737126,1.15233338759999,1.32642115196224,1.3597538267445,1.54469707055408,1.2551228265546,1.36598020140669,1.16270904374626,1.02935582743729
"1993",0.80862847198994,0.602358341826288,0.591555142526965,0.851380226782456,0.830195534144605,0.727518638998701,0.897684448475328,0.665628063795241,0.750736143865808,0.633510308585126,0.558414278581161,0.904391827957311,0.737916702271217,0.644013651627124,0.954981655261299,1.13908515195582,0.961253347638751,0.824172086625667,0.788614439956995,0.635077618659879
"1992",0.947893289132419,0.843846109484535,1.20735703360802,0.825633103585098,1.00980120779905,1.18052421459268,1.18277214146749,0.993283824057727,1.09350391896227,1.02040176505408,1.10718995882911,1.15456921011457,1.01585007964763,0.911326571819978,1.15499379530061,1.31154281967586,1.26177132401076,1.12146392697574,1.06660865209685,0.875824769983238
"1991",0.649112164284751,0.648187763424456,0.695579533896859,0.62531417347063,0.760491466475423,0.824882087148461,0.637984012640321,0.671091892632742,0.801844863362633,0.673903095343124,0.747535357741429,0.803289638173643,0.69231940508599,0.613446127265665,0.710898561761457,0.729468771226386,0.819104101329258,0.739937630029499,0.868386318313997,0.655885136116054
