age_CE,FHMR01B_raw,FHMR02A_raw,FHMR03A_raw,FHMR05A_raw,FHMR06A_raw,FHMR07A_raw,FHMR08B_raw,FHMR09A_raw,FHMR10A_raw,FHMR11A_raw,FHMR12A_raw,FHMR13B_raw,FHMR14B_raw,FHMR15B_raw,FHMR16A_raw,FHMR17B_raw,FHMR18B_raw,FHMR19B_raw,FHMR20B_raw,FHMR01B_raw_outlier_flag,FHMR02A_raw_outlier_flag,FHMR03A_raw_outlier_flag,FHMR05A_raw_outlier_flag,FHMR06A_raw_outlier_flag,FHMR07A_raw_outlier_flag,FHMR08B_raw_outlier_flag,FHMR09A_raw_outlier_flag,FHMR10A_raw_outlier_flag,FHMR11A_raw_outlier_flag,FHMR12A_raw_outlier_flag,FHMR13B_raw_outlier_flag,FHMR14B_raw_outlier_flag,FHMR15B_raw_outlier_flag,FHMR16A_raw_outlier_flag,FHMR17B_raw_outlier_flag,FHMR18B_raw_outlier_flag,FHMR19B_raw_outlier_flag,FHMR20B_raw_outlier_flag
1927,0.74,0.8,0.72,0.41,1.3,1.6,0.69,0.4,1.44,0.54,1.13,0.8,0.99,1.31,1.29,0.8,0.82,1.35,0.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1928,0.85,0.94,0.44,0.47,1.2,1.58,0.61,0.51,1.23,0.51,1.07,0.62,1.03,1.09,1.03,0.78,0.6,1.42,0.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1929,0.96,1.54,0.73,0.52,1.44,1.91,0.83,0.67,0.95,0.65,1.28,0.75,1.37,1.12,1.25,1.03,0.81,1.69,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1930,1.11,1.96,0.98,0.42,1.59,1.99,0.9,0.77,1.22,0.76,1.14,0.56,1.23,0.88,1.55,1.14,0.79,1.83,0.97,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1931,1,2.09,1.1,0.46,1.56,2.12,0.94,0.83,1.15,0.66,1.13,1.04,1.36,1.05,1.89,1.03,0.73,1.96,0.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1932,1.11,2.14,1.17,0.58,1.42,1.69,0.86,0.77,0.93,0.69,1.26,1.17,1.42,0.87,2.05,0.91,1,1.53,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1933,1.4,2.12,1.09,0.46,1.59,2.05,0.9,0.71,1.1,0.53,1.03,0.95,1.48,0.84,2.35,1.19,1.26,1.86,0.91,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1934,0.97,1.87,1.26,0.2,1.14,1.35,0.75,0.45,0.73,0.37,0.64,0.48,1.1,0.56,2.09,0.71,1.31,1.99,0.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1935,1.02,1.39,1.06,0.57,1.21,1.74,0.71,0.45,0.85,0.44,0.72,0.62,1.14,0.65,1.58,1.03,1.16,1.9,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1936,0.85,1.29,0.91,0.52,0.7,1.66,0.48,0.37,0.71,0.36,0.68,0.77,1.19,0.58,1.56,0.86,1.1,2.45,0.88,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1937,0.87,1.47,0.83,0.81,1.26,1.74,0.64,0.48,0.81,0.36,0.97,0.86,1.15,0.69,1.57,1.32,1.18,2.42,0.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1938,0.69,1.83,0.82,0.56,1.33,1.68,0.91,0.49,0.9,0.45,1.09,1.24,1.27,0.91,1.98,1.41,1.18,2.47,0.98,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1939,0.81,1.8,0.79,0.33,1.48,1.49,0.8,0.49,0.95,0.48,0.85,1.07,1.21,0.93,2.12,1.26,0.72,2.59,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1940,1.11,2.26,1.01,0.74,1.91,1.58,1.08,0.75,1.47,0.55,1.14,1.32,1.33,0.94,2.08,1.45,1.15,2.82,0.95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1941,0.92,1.86,1.06,0.62,1.62,1.97,0.93,0.69,1.57,0.56,1.27,1.18,1.05,0.85,1.78,1.4,1,2.23,1.11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1942,0.74,1.36,0.82,0.57,1.22,1.32,0.74,0.62,1.18,0.42,1.02,0.93,0.98,0.85,1.5,1.01,0.84,1.73,0.86,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1943,0.54,1.89,1.02,0.21,0.96,1.33,0.84,0.4,0.87,0.56,1.04,0.9,1.08,0.71,1.48,0.83,0.65,1.77,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1944,0.76,2.35,1.29,0.56,1.21,2.07,1.07,0.67,1.01,0.65,1.44,1.18,1.35,0.75,2.11,1.2,1.01,2.35,1.12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1945,0.87,2.69,1.42,0.81,1.31,2.4,1.03,0.72,0.93,0.51,1.54,1.28,1.4,0.78,1.96,1.27,1.36,2.42,1.02,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1946,0.64,1.64,1.1,0.43,1.05,1.52,0.78,0.53,0.68,0.25,1.28,1.29,1.7,0.56,2.57,0.95,1.32,2.36,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1947,0.22,1.27,0.96,0.28,0.95,0.88,0.52,0.42,0.7,0.32,1.55,1.06,1.22,0.3,2.18,0.68,1.3,2.19,0.34,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1948,0.52,2.14,1.24,0.46,1.52,1.89,1.11,0.62,1.04,0.41,1.89,1.96,1.82,0.5,2.8,1.36,2.05,3.08,0.77,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1949,0.57,1.83,1.12,0.35,1.16,1.37,0.79,0.37,0.77,0.15,1.61,1.88,1.46,0.34,2.4,0.86,1.81,2.48,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1950,0.55,1.54,1.1,0.31,1.36,1.68,0.77,0.37,0.85,0.36,1.34,1.99,1.15,0.39,2.27,1.13,1.56,3.39,0.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
1951,0.42,1.12,0.79,0.19,0.99,1.03,0.48,0.2,0.61,0.28,0.96,1.24,0.9,0.46,1.59,0.92,1.28,2.5,0.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1952,0.55,1.07,0.8,0.2,0.83,0.78,0.34,0.3,0.69,0.32,0.86,1.21,1.33,0.56,1.94,0.82,1.24,2.54,0.52,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1953,0.49,1.35,0.76,0.15,0.65,1.08,0.49,0.26,0.63,0.24,0.93,1.2,0.96,0.35,1.64,0.63,1.02,2.12,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1954,0.51,1.02,0.8,0.12,0.68,0.84,0.53,0.22,0.59,0.28,0.9,1.12,0.68,0.26,1.73,0.58,1.15,1.48,0.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1955,0.7,1.21,0.91,0.38,0.79,1.12,0.76,0.31,0.76,0.34,0.99,1.42,0.82,0.53,2.08,0.8,1.15,2.14,0.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1956,0.25,1.13,0.67,0.35,0.64,0.81,0.64,0.27,0.44,0.17,0.75,0.93,0.62,0.45,1.46,0.76,0.92,1.28,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1957,0.51,1.17,0.67,0.24,0.54,0.56,0.51,0.26,0.54,0.21,0.8,0.96,0.43,0.39,1.06,0.65,1.03,1.32,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1958,0.8,1.61,0.97,0.37,1.05,1.29,0.93,0.36,0.65,0.41,0.99,1.44,0.61,0.55,1.64,0.84,1.03,1.83,0.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1959,0.45,1.08,0.63,0.31,0.56,0.68,0.48,0.34,0.3,0.17,0.45,0.64,0.42,0.65,0.85,0.52,0.66,0.99,0.32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1960,0.51,1.15,0.74,0.43,0.8,0.74,0.57,0.53,0.42,0.47,0.72,1.13,0.45,0.67,0.96,0.54,1.01,1.26,0.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1961,0.52,1.04,0.6,0.27,0.68,0.96,0.56,0.45,0.44,0.52,0.67,1.11,0.43,0.74,0.75,0.53,0.96,1.26,0.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1962,0.36,0.94,0.53,0.24,0.61,0.89,0.61,0.45,0.46,0.36,0.57,0.71,0.33,0.72,0.74,0.54,0.85,1.12,0.35,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1963,0.36,1.28,0.93,0.31,0.92,1.44,0.71,0.73,0.66,0.45,0.98,1.06,0.42,1.03,0.79,0.58,0.98,1.54,0.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1964,0.23,1.37,0.87,0.24,0.93,1.36,0.69,0.7,0.57,0.4,0.76,0.91,0.44,0.79,0.94,0.61,1.03,1.14,0.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1965,0.26,1.42,0.94,0.35,0.9,1.35,0.6,0.69,0.57,0.32,0.9,1.16,0.5,0.66,0.89,0.59,1.21,1.51,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1966,0.22,1.73,1.65,0.41,1.04,1.51,0.99,0.47,0.78,0.48,1.07,1.21,0.54,1.18,1.05,0.59,1.07,1.57,0.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1967,0.3,1.73,0.97,0.54,1.11,1.38,1.13,0.34,0.63,0.84,1.21,1.42,0.85,0.9,1.53,0.69,1.34,1.5,0.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1968,0.31,1.93,0.72,0.62,0.83,0.98,0.72,0.43,0.49,0.63,1.02,0.91,0.93,1,1.11,0.63,0.86,1.34,0.45,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1969,0.33,1.54,0.57,0.49,0.78,0.97,0.75,0.47,0.49,0.41,0.98,0.84,0.83,0.75,0.98,0.63,0.83,1.22,0.48,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1970,0.44,1.49,0.68,0.61,0.85,1.36,0.87,0.54,0.43,0.6,0.88,0.79,0.7,0.78,0.93,0.65,0.81,1.21,0.46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1971,0.58,0.98,0.6,0.66,0.7,1.15,0.6,0.55,0.44,0.4,0.73,0.68,0.51,0.59,1.26,0.51,0.64,1.2,0.46,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1972,0.36,0.42,0.58,0.4,0.58,0.63,0.41,0.06,0.29,0.37,0.59,0.75,0.22,0.51,1.22,0.41,0.81,1.15,0.2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1973,0.32,0.36,0.62,0.33,0.65,0.54,0.44,0.13,0.08,0.33,0.64,0.62,0.19,0.54,0.73,0.55,0.72,1.77,0.26,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1974,0.24,0.37,0.75,0.16,0.61,0.34,0.27,0.09,0.26,0.34,0.66,0.49,0.14,0.48,0.89,0.36,0.67,1.29,0.33,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1975,0.38,0.44,0.69,0.32,0.65,0.58,0.42,0.15,0.26,0.41,0.85,0.72,0.17,0.68,0.99,0.46,0.64,1.08,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1976,0.37,0.42,0.84,0.33,0.6,0.55,0.68,0.19,0.23,0.16,0.78,0.72,0.54,0.66,0.75,0.42,0.66,1.05,0.37,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1977,0.67,0.93,1.01,0.55,0.82,1.07,0.94,0.32,0.3,0.35,1.53,1.51,0.69,0.83,0.75,0.56,1.19,1.66,0.58,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1978,0.41,0.61,0.35,0.29,0.44,0.41,0.59,0.24,0.26,0.28,0.59,0.72,0.44,0.55,0.4,0.32,0.64,0.69,0.32,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1979,0.55,0.77,0.56,0.74,0.67,0.69,0.92,0.41,0.29,0.5,1,0.73,0.58,0.7,0.6,0.38,0.95,0.64,0.38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1980,0.36,0.58,0.55,0.68,0.56,0.57,0.71,0.26,0.28,0.28,0.76,0.54,0.51,0.64,0.58,0.38,0.74,1.09,0.27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1981,0.51,0.74,0.75,0.79,0.77,0.58,0.91,0.36,0.24,0.33,0.79,0.86,0.68,0.85,0.56,0.42,0.82,1.57,0.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1982,0.37,0.55,0.41,0.88,0.56,0.3,0.84,0.25,0.22,0.28,0.4,0.55,0.36,0.35,0.62,0.2,0.67,0.9,0.24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1983,0.44,0.47,0.5,0.77,0.66,0.53,0.59,0.16,0.17,0.3,0.5,0.58,0.4,0.44,0.88,0.22,1.14,1.03,0.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1984,0.61,0.38,0.53,0.48,1.02,0.74,0.95,0.21,0.18,0.25,0.84,0.87,0.48,0.5,1.09,0.33,1.71,1.17,0.43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1985,0.36,0.55,1.1,1.23,1.22,0.99,1.17,0.34,0.34,0.33,1.18,0.99,0.66,0.82,0.86,0.52,1.57,1.34,0.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1986,0.36,0.46,1.11,1.06,0.93,0.89,1.15,0.25,0.31,0.39,0.88,0.81,0.64,0.79,0.68,0.48,1.08,0.96,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1987,0.51,0.8,1.76,1.09,1.1,1.18,1.27,0.27,0.35,0.51,1.04,0.96,0.83,0.85,0.73,0.45,0.85,0.96,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1988,0.54,0.88,1.28,1.05,0.96,0.96,0.91,0.33,0.29,0.44,0.97,0.98,0.61,0.99,0.77,0.52,0.76,0.93,0.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1989,0.43,0.49,0.95,0.91,0.71,0.6,0.78,0.41,0.19,0.35,0.7,0.93,0.61,0.75,0.84,0.4,0.71,1.04,0.39,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1990,0.5,0.71,0.9,1.59,1.14,0.87,0.91,0.61,0.22,0.33,1.01,1.15,0.76,1.1,1.12,0.54,1.04,1.29,0.73,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1991,0.21,0.34,0.47,0.73,0.41,0.47,0.58,0.5,0.24,0.04,0.41,0.43,0.41,0.56,0.49,0.32,0.62,0.64,0.36,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1992,0.29,0.42,0.67,0.85,0.54,0.67,0.71,0.51,0.35,0.11,0.44,0.56,0.44,0.5,0.59,0.35,0.43,0.72,0.44,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
