age_CE,WHIT0010_raw,WHIT0030_raw,WHIT0040_raw,WHIT0050_raw,WHIT0060_raw,WHIT0070_raw,WHIT0080_raw,WHIT0120_raw,WHIT0130_raw,WHIT0140_raw,WHIT0150_raw,WHITCH00_raw,WHIT0010_raw_outlier_flag,WHIT0030_raw_outlier_flag,WHIT0040_raw_outlier_flag,WHIT0050_raw_outlier_flag,WHIT0060_raw_outlier_flag,WHIT0070_raw_outlier_flag,WHIT0080_raw_outlier_flag,WHIT0120_raw_outlier_flag,WHIT0130_raw_outlier_flag,WHIT0140_raw_outlier_flag,WHIT0150_raw_outlier_flag,WHITCH00_raw_outlier_flag
1928,0.45,0.6,0.81,0.67,0.6,0.71,0.41,0.7,0.12,0.44,0.61,0.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1929,0.46,0.66,0.84,0.77,0.7,0.66,0.36,0.63,0.12,0.48,0.51,0.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1930,0.52,0.61,0.77,0.65,0.57,0.85,0.41,0.69,0.17,0.49,0.52,0.57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1931,0.58,0.58,0.93,0.61,0.67,0.83,0.41,0.78,0.23,0.39,0.6,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1932,0.39,0.42,0.7,0.73,0.46,0.67,0.32,0.6,0.17,0.4,0.57,0.49,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1933,0.52,0.67,0.86,0.59,0.63,0.62,0.33,0.65,0.17,0.51,0.56,0.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1934,0.63,0.93,0.92,0.42,0.63,0.68,0.34,0.75,0.14,0.59,0.59,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1935,0.58,0.75,0.87,0.51,0.54,0.67,0.32,0.68,0.09,0.54,0.55,0.55,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1936,0.63,0.84,0.77,0.57,0.62,0.5,0.29,0.69,0.14,0.45,0.61,0.56,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1937,0.52,0.66,0.82,0.52,0.57,0.53,0.26,0.58,0.13,0.43,0.61,0.51,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1938,0.44,0.67,0.67,0.68,0.55,0.57,0.31,0.82,0.15,0.43,0.57,0.53,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1939,0.42,0.72,0.71,0.77,0.55,0.62,0.52,0.88,0.13,0.57,0.55,0.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1940,0.41,0.75,0.76,0.69,0.26,0.67,0.52,0.72,0.12,0.56,0.48,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1941,0.7,0.69,0.87,0.52,0.64,0.88,0.84,0.84,0.14,0.49,0.55,0.65,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1942,0.7,0.88,0.99,0.78,0.76,0.92,0.76,0.86,0.16,0.59,0.66,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1943,0.7,0.89,0.85,1.16,0.8,0.77,0.64,0.8,0.19,0.7,0.7,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1944,0.71,0.74,0.88,1.14,0.76,0.69,0.78,0.9,0.16,0.61,0.63,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1945,0.69,0.65,0.81,0.88,0.45,0.67,0.64,0.79,0.08,0.58,0.47,0.61,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1946,0.85,0.91,1.04,0.97,0.49,0.78,0.56,0.96,0.14,0.56,0.43,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1947,1.08,1.16,1.03,1.11,0.66,0.85,1.01,0.97,0.11,0.64,0.39,0.82,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1948,0.79,0.78,1.01,0.67,0.51,0.66,0.67,0.76,0.11,0.58,0.42,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1949,0.56,0.58,1.05,0.92,0.51,0.61,0.51,0.89,0.1,0.73,0.45,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1950,0.47,0.56,0.94,0.72,0.59,0.63,0.77,0.78,0.14,0.84,0.46,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1951,0.66,0.53,0.79,0.54,0.73,0.66,0.75,0.66,0.15,0.79,0.36,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1952,0.45,0.47,0.85,0.4,1.16,0.67,0.55,0.75,0.13,0.58,0.28,0.57,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1953,0.34,0.34,0.8,0.46,0.99,0.66,0.52,0.7,0.16,0.57,0.37,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1954,0.61,0.38,1.01,0.44,1.47,0.79,0.74,0.82,0.14,0.66,0.43,0.68,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1955,0.61,0.4,1.07,0.84,1.11,0.9,1.02,0.92,0.1,0.72,0.46,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1956,0.41,0.39,0.97,0.97,0.9,0.81,0.72,0.96,0.07,0.73,0.32,0.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1957,0.42,0.37,1.08,1.01,0.81,0.79,0.41,0.81,0.07,0.72,0.28,0.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1958,0.52,0.38,1.12,0.97,0.88,0.8,0.58,0.77,0.08,0.8,0.42,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1959,0.44,0.21,0.82,1,0.95,0.6,0.63,0.65,0.1,0.78,0.35,0.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1960,0.5,0.3,1.13,1.57,1.03,0.74,0.55,0.93,0.08,0.99,0.44,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1961,0.39,0.24,1.23,1.19,0.87,0.66,0.44,0.99,0.07,0.8,0.51,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1962,0.29,0.13,1.13,1.1,0.94,0.77,0.46,0.97,0.04,0.76,0.48,0.64,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1963,0.39,0.23,1.24,1.39,0.91,0.86,0.6,0.96,0.07,1,0.54,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1964,0.5,0.25,1.22,1.5,0.82,0.88,0.49,1.13,0.08,1.07,0.62,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1965,0.44,0.25,0.93,1.36,0.77,0.93,0.42,1.16,0.09,1.24,0.51,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1966,0.28,0.16,0.75,1.49,0.64,0.97,0.44,0.92,0.09,1.14,0.33,0.66,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1967,0.3,0.17,0.59,0.98,0.61,0.77,0.46,0.84,0.09,1.25,0.39,0.59,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1968,0.45,0.1,0.68,1.19,0.8,0.88,1.06,0.97,0.08,1.4,0.48,0.74,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1969,0.48,0.15,0.8,1.08,0.63,0.9,0.77,0.99,0.05,1.67,0.52,0.73,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
1970,0.5,0.11,0.76,1.2,0.58,0.99,0.48,1.06,0.08,1.41,0.67,0.71,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1971,0.42,0.1,0.77,1.07,0.75,1.07,0.46,1.26,0.11,1.03,0.67,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1972,0.28,0.12,0.75,0.96,0.62,1.03,0.4,1.25,0.1,0.92,0.55,0.63,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1973,0.3,0.08,0.69,0.98,0.47,0.97,0.44,1.28,0.09,1.01,0.54,0.62,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1974,0.3,0.06,0.52,1.02,0.42,1.03,0.47,1.07,0.09,1.05,0.56,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1975,0.24,0.07,0.61,0.89,0.33,0.92,0.52,0.84,0.09,0.99,0.47,0.54,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1976,0.37,0.07,0.68,0.94,0.5,1.17,0.62,1.31,0.07,1.09,0.53,0.67,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1977,0.4,NA,0.56,0.97,0.48,1.15,0.45,1.29,0.06,1.15,0.66,0.72,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1978,0.28,NA,0.55,1.07,0.54,1.1,0.55,1.26,0.08,1.25,0.78,0.75,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1979,0.25,NA,0.46,1.33,0.51,0.85,0.41,0.9,0.07,1.28,0.99,0.71,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1980,0.16,NA,0.35,0.91,0.39,0.61,0.25,0.74,0.07,1.09,0.64,0.52,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1981,0.23,NA,0.52,1.16,0.45,1.02,0.51,1.22,0.14,1.39,0.8,0.74,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1982,0.19,NA,0.36,0.85,0.36,1.03,0.48,1,0.1,1.08,0.56,0.6,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1983,0.16,NA,0.43,1.24,0.35,1.12,0.64,1.15,0.1,1.21,0.49,0.69,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1984,0.16,NA,0.44,1.26,0.43,1.36,0.5,0.8,0.07,1.23,0.7,0.7,FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1985,0.15,NA,0.41,0.69,0.34,1.18,0.38,0.7,0.06,0.95,0.7,0.56,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1986,0.15,NA,0.33,0.73,0.27,0.76,0.4,0.59,0.06,0.86,0.41,0.46,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
