age_CE,773011_raw,773012_raw,773021_raw,773022_raw,773031_raw,773032_raw,773041_raw,773042_raw,773051_raw,773052_raw,773061_raw,773062_raw,773071_raw,773072_raw,773081_raw,773082_raw,773091_raw,773092_raw,773101_raw,773102_raw,773111_raw,773112_raw,773121_raw,773122_raw,773131_raw,773132_raw,773141_raw,773142_raw,773011_raw_outlier_flag,773012_raw_outlier_flag,773021_raw_outlier_flag,773022_raw_outlier_flag,773031_raw_outlier_flag,773032_raw_outlier_flag,773041_raw_outlier_flag,773042_raw_outlier_flag,773051_raw_outlier_flag,773052_raw_outlier_flag,773061_raw_outlier_flag,773062_raw_outlier_flag,773071_raw_outlier_flag,773072_raw_outlier_flag,773081_raw_outlier_flag,773082_raw_outlier_flag,773091_raw_outlier_flag,773092_raw_outlier_flag,773101_raw_outlier_flag,773102_raw_outlier_flag,773111_raw_outlier_flag,773112_raw_outlier_flag,773121_raw_outlier_flag,773122_raw_outlier_flag,773131_raw_outlier_flag,773132_raw_outlier_flag,773141_raw_outlier_flag,773142_raw_outlier_flag
1684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99,2.42,NA,NA,NA,NA,NA,NA,3.65,NA,NA,3.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,TRUE,NA,NA,FALSE,NA,NA,NA,NA
1685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.61,3.48,NA,NA,NA,NA,NA,NA,2.36,NA,NA,3.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA
1686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,3.13,NA,NA,NA,NA,NA,NA,3.13,NA,NA,3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA
1687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.15,3.96,NA,NA,NA,NA,3.32,NA,2.86,NA,NA,2.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA,NA,NA
1688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81,2.47,NA,NA,NA,NA,3.37,NA,3.2,2.44,NA,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,NA,FALSE,NA,NA,NA,NA
1689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01,3.09,NA,NA,NA,NA,3.06,NA,2.97,2.79,2.86,2.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA
1690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3.1,NA,NA,NA,NA,3.56,NA,3.83,2.97,2.9,3.31,NA,2.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA
1691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35,2.95,NA,NA,NA,NA,3.22,3.74,3.11,2.84,2.78,2.65,NA,2.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA
1692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.19,3.84,NA,NA,NA,NA,4.31,4.91,5.29,3.65,3.38,4.04,NA,2.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,FALSE,NA,NA
1693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.62,3.69,NA,NA,NA,NA,3.22,4.79,3.32,3.46,3.36,4.02,NA,2.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,NA,FALSE,NA,NA
1694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.89,4.36,NA,NA,NA,NA,3.63,4.52,3.9,3.48,3.65,4.04,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,NA,FALSE,NA,NA
1695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.02,4.32,NA,NA,NA,NA,4.08,3.96,3.47,3.54,3.86,2.99,1.98,2.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA
1696,NA,2.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,3.37,NA,NA,NA,NA,3.46,3.97,2.77,2.37,3.08,2.44,3.79,2.43,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA
1697,NA,3.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,3.68,NA,NA,NA,NA,4.88,3.88,3.51,2.67,3.63,3.29,2.58,2.9,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
1698,NA,2.71,NA,NA,NA,NA,NA,3.76,NA,NA,3.51,NA,2.53,2.58,NA,NA,NA,NA,3.32,3.86,3.05,2.1,2.6,2.55,2.24,2.29,NA,NA,NA,TRUE,NA,NA,NA,NA,NA,TRUE,NA,NA,TRUE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1699,NA,2.38,NA,NA,NA,NA,NA,3.6,NA,NA,3.1,NA,3.33,3.42,NA,NA,NA,NA,3.31,3.53,3.26,2.98,2.92,2.79,2.64,2.98,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,TRUE,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1700,NA,1.87,3.02,NA,NA,NA,NA,3.26,NA,NA,2.84,NA,2.61,2.5,NA,NA,NA,NA,3.36,2.95,3.78,2.4,2.56,2.64,2.62,2.55,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,TRUE,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1701,NA,2.12,3.56,NA,NA,NA,NA,3.69,NA,NA,2.61,NA,2.7,2.76,NA,NA,NA,NA,2.41,2.9,2.43,2.84,2.54,2.04,2.26,2.48,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,TRUE,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1702,NA,2.62,3.33,NA,NA,NA,NA,3.91,NA,NA,3.15,NA,3.38,3.05,NA,NA,NA,NA,3.71,3.81,2.8,2.99,3.3,3.22,3.32,2.87,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,TRUE,NA,NA,FALSE,NA,FALSE,FALSE,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
1703,NA,2.62,4.31,NA,NA,NA,NA,3.83,NA,NA,2.89,2.78,3.42,3.04,NA,NA,NA,NA,3.27,3.41,2.65,3.13,3.46,3.28,3.17,2.69,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,TRUE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,NA,NA
1704,NA,2.78,4.62,NA,NA,NA,NA,3.73,NA,NA,3.17,3.54,3,3.96,NA,NA,NA,NA,3.62,3.44,3.53,3.73,3.9,3.68,3.14,2.87,NA,NA,NA,TRUE,TRUE,NA,NA,NA,NA,TRUE,NA,NA,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,NA
1705,NA,2.37,3.82,NA,NA,NA,NA,3.5,NA,NA,3.11,2.47,3.67,3.36,NA,1.92,NA,NA,3.29,3.2,2.19,2.88,3.63,2.86,2.29,2.99,NA,NA,NA,FALSE,TRUE,NA,NA,NA,NA,TRUE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA
1706,NA,1.91,2.81,NA,NA,NA,NA,2.71,NA,NA,2.6,3.05,3.13,3.1,NA,2.09,NA,NA,2.54,2.71,1.84,2.67,2.22,2.34,1.74,3.01,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
1707,NA,2.62,3.14,NA,NA,NA,NA,2.58,NA,NA,2.7,3,2.74,3,NA,2.9,NA,NA,2.86,3.06,2.07,2.74,2.78,3.16,2.91,2.4,2.72,NA,NA,TRUE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1708,NA,2.15,3.12,NA,NA,NA,NA,2.27,NA,NA,2.91,3.07,2.54,2.77,NA,2.21,NA,NA,2.4,1.98,1.74,2.53,2.02,2.35,2.33,2.26,1.76,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1709,NA,1.52,2.81,NA,NA,NA,NA,2.72,NA,NA,2.58,3.22,2.33,2.56,NA,2.12,NA,NA,2.08,2.8,1.97,2.5,3.03,2.45,2.46,2.53,1.96,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
1710,NA,1.7,3.19,NA,NA,NA,NA,3.42,NA,NA,3.19,2.75,2.53,3.46,NA,3.94,NA,NA,3,2.87,2.58,3.22,2.87,2.81,3.42,2.95,3.05,2.83,NA,FALSE,TRUE,NA,NA,NA,NA,TRUE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,TRUE,NA,NA,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
1711,NA,2.39,2.87,NA,NA,NA,NA,2.87,NA,NA,3.32,3.07,2.78,3.15,NA,2.89,NA,NA,2.54,2.7,1.51,2.69,2.4,2.03,2.73,2.75,3.19,3,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,NA,NA,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
1712,NA,2.44,3.86,NA,NA,NA,3.37,3.45,NA,NA,3.67,3.07,2.83,3.43,3.25,3.64,NA,NA,2.28,2.52,1.91,2.94,2.73,1.81,2.76,3,2.96,3.53,NA,FALSE,TRUE,NA,NA,NA,TRUE,TRUE,NA,NA,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
1713,NA,2,2.59,NA,NA,NA,2.73,2.56,NA,NA,2.8,2.61,2.83,2.12,2.13,2.52,NA,NA,2.44,2.28,1.36,1.77,1.97,2.02,1.9,2.31,1.94,1.83,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1714,NA,1.8,3.3,NA,NA,NA,3.16,2.68,NA,NA,2.64,2.47,2.86,2.52,2.83,2.51,NA,NA,2.43,2.14,1.26,2.09,2.16,1.99,1.75,2.57,2.07,2.86,NA,FALSE,TRUE,NA,NA,NA,TRUE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1715,NA,1.62,3,NA,NA,NA,2.88,2.58,NA,NA,3.11,2.73,3.41,2.4,3.46,3.18,NA,NA,2.2,3.08,1.82,2.42,2.66,2.38,2.8,3.32,2.62,2.88,NA,FALSE,FALSE,NA,NA,NA,TRUE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
1716,NA,1.77,2.03,NA,NA,NA,3.18,2.41,NA,NA,3.25,2.44,3.15,2.77,3.32,3.76,NA,NA,3.05,2.69,2.08,2.13,2.48,2.41,2.84,3.73,3.77,3.56,NA,FALSE,FALSE,NA,NA,NA,TRUE,FALSE,NA,NA,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
1717,NA,1.58,2,NA,NA,NA,2.43,2.25,NA,NA,1.71,1.63,1.88,1.5,2.1,1.85,NA,NA,1.77,1.46,1.25,1.23,1.31,1.28,1.37,1.85,1.95,2.37,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1718,NA,1.63,1.6,NA,NA,NA,2.65,1.98,NA,NA,2.06,1.79,2.3,1.99,1.67,2.25,NA,NA,1.81,2.01,1.69,1.64,1.46,1.19,2.23,1.79,1.84,2.12,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1719,NA,1.63,1.44,NA,NA,NA,2.52,2.53,NA,NA,2.51,2.28,2.19,2,3.05,2.18,NA,NA,2.44,2.68,1.96,1.91,2.05,1.93,2.33,2.33,2.76,2.68,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1720,NA,1.67,1.92,NA,NA,NA,3.22,2.11,NA,NA,2.27,2.08,2.44,1.86,2.6,2.89,NA,NA,2.04,1.91,1.64,1.85,1.68,1.76,1.96,2.2,3.1,3.14,NA,FALSE,FALSE,NA,NA,NA,TRUE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
1721,NA,1.11,1.96,NA,NA,NA,2.28,1.53,NA,NA,1.76,1.72,1.73,1.67,1.77,2.19,NA,NA,1.84,1.69,1.55,1.68,1.18,0.34,1.8,1.83,2.19,2.1,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1722,NA,1.45,1.84,NA,NA,NA,2.36,1.58,NA,NA,1.78,1.65,1.81,1.79,2.31,1.8,NA,NA,1.73,1.98,1.55,1.62,1.53,1.38,1.86,2.24,2.67,1.98,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1723,NA,1.5,2.66,NA,NA,NA,2.78,2.17,NA,NA,2.65,2.39,2.38,2.13,3.25,3.06,NA,NA,2.44,2.04,2.1,1.81,2.19,2.2,2.61,2.72,3.39,3.56,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
1724,NA,1.62,2.05,NA,NA,NA,2.05,1.83,NA,NA,2.1,1.74,1.62,1.73,2.45,2.15,1.95,NA,1.77,2.08,1.5,1.54,1.47,1.37,2.11,2.01,2.69,2.31,NA,FALSE,FALSE,NA,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1725,NA,1.34,1.5,2.18,NA,NA,2.39,1.93,NA,NA,1.38,1.47,1.91,1.7,1.67,1.47,1.5,NA,1.87,1.91,1.55,1.38,1.8,1.46,1.91,1.64,2.16,1.58,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1726,NA,1.58,1.52,3.09,NA,NA,2.14,1.99,NA,NA,1.68,1.76,1.97,1.78,1.78,1.89,1.89,NA,1.49,1.83,1.52,1.42,1.76,1.57,1.71,2.04,2.13,2.38,NA,FALSE,FALSE,TRUE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1727,NA,1.33,1.68,2.51,NA,NA,2.39,2.67,NA,NA,1.85,2.33,2.03,1.67,3.18,2.39,2.94,NA,1.92,2.3,1.65,1.48,1.59,2.21,2.2,2.02,2.49,2.79,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1728,NA,1.65,1.22,2.64,NA,NA,2.17,1.89,NA,NA,2.01,1.69,1.89,1.51,1.89,1.92,1.98,1.97,1.59,1.78,1.32,1.46,1.52,1.74,1.64,1.78,1.45,1.72,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1729,NA,1.65,1.02,2.27,NA,NA,2,2.13,NA,NA,1.81,1.66,1.7,1.32,2.49,2.11,1.7,2.05,1.57,1.63,1.36,1.36,1.53,1.39,2.41,2.18,1.87,2.01,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1730,NA,1.1,1.19,1.99,NA,NA,2.5,1.87,NA,NA,1.39,1.48,1.84,1.58,1.64,1.85,1.48,1.43,1.58,1.56,1.29,1.13,1.25,1.44,1.55,2.03,1.71,1.74,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1731,NA,1.47,1.75,2.23,NA,NA,2.18,1.57,NA,NA,1.7,1.63,1.94,1.48,0.97,2.24,2.03,1.83,1.42,1.89,1.39,1.34,1.75,1.92,2.23,1.83,2.1,1.84,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1732,NA,1.47,1.91,1.92,NA,NA,2.05,1.49,NA,NA,2.46,1.78,2.45,1.72,3.52,2.98,2.88,2.13,2.47,2.52,1.62,1.89,2.18,2.18,2.22,1.91,2.32,1.96,NA,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
