tree,n_missing_total,n_missing_1980_on,n_outliers_total
BRG015A_raw,117,28,8
BRG016B_raw,127,24,0
BRG015B_raw,105,39,5
BRG014A_raw,162,13,1
BRG023A_raw,101,13,3
BRG016A_raw,97,40,2
BRG021A_raw,197,45,2
BRG020B_raw,267,45,1
BRG022A_raw,112,13,6
BRG014B_raw,173,39,1
BRG002B_raw,92,13,7
BRG001B_raw,265,45,2
BRG010A_raw,45,13,6
BRG004A_raw,145,13,2
BRG002A_raw,99,13,5
BRG004B_raw,177,13,1
BRG005A_raw,150,24,3
BRG008A_raw,315,39,1
BRG025A_raw,172,13,2
BRG021B_raw,84,13,8
BRG023B_raw,136,13,3
BRG009B_raw,191,13,3
BRG022B_raw,112,13,3
BRG003B_raw,34,34,6
BRG013B_raw,140,45,0
