tree,n_missing_total,n_missing_1980_on,n_outliers_total
JLMH02a_raw,231,12,0
JLMH02b_raw,195,12,1
JLMH03a_raw,71,12,3
JLMH03b_raw,32,12,3
JLMH04a_raw,217,12,0
JLMH04b_raw,228,12,0
JLMH05a_raw,124,12,2
JLMH05b_raw,101,12,0
JLMH07a_raw,37,12,0
JLMH07b_raw,46,12,1
JLMH08b_raw,121,12,1
JLMH09a_raw,57,12,2
JLMH09b_raw,49,16,2
JLMH10a_raw,177,12,1
JLMH10b_raw,179,12,0
JLMH12a_raw,106,12,1
JLMH12b_raw,21,12,0
JLMH13b_raw,37,12,0
JLMH14a_raw,12,12,1
JLMH14b_raw,24,12,1
JLMH15a_raw,53,12,1
JLMH15b_raw,53,16,3
JLMH16a_raw,216,12,1
JLMH16b_raw,203,12,2
JLMH18a_raw,152,12,1
JLMH18b_raw,148,12,1
JLSAF19a_raw,112,12,0
JLMH19b_raw,66,12,6
