ABJAL_MEX_01	ACCAR_BOL_01	ADDIG_BOT_01	AFXYL_THA_01	AIOCH_DEM_01	ALACU_ARG_01	ALTRI_BRA_01	ALTRI_BRA_02	AMCEA_BOL_01	AMCEA_BOL_03	AMCEA_BRA_02	ANMAC_BOL_01	APMAC_COL_01	ARANG_BRA_01	ARANG_BRA_02	ARANG_BRA_04	ARANG_BRA_05	ARANG_BRA_06	arge032	arge035	arge041	arge042	arge044	arge045	arge053	arge057	arge058	arge064	arge067	ASCAS_BRA_01	ASMUL_BRA_01	ASPOL_BRA_01	ASPOL_BRA_02	ASPYR_BRA_01	ASPYR_BRA_02	ASPYR_BRA_03	ASSUB_BRA_01	ASTOM_BOL_01	ausl037	BAPLU_ZAM_01	BAPLU_ZAM_02	BAPLU_ZAM_03	bol002	bol004	bra002	BRBOE_ZAM_01	BRBOE_ZAM_02	BRSPI_TAN_01	BRSPI_TAN_09	BRSPI_ZAM_02	BRSPI_ZAM_03	BRSPI_ZAM_04	BRSPI_ZAM_05	BRSPI_ZAM_06	BRSPI_ZAM_07	BRSPI_ZAM_08	bt001	bt002	bt003	bt004	bt005	bt006	bt007	bt008	bt009	bt010	bt011	bt012	bt013	bt014	bt015	bt016	bt017	bt018	bt019	bt020	bt021	BUAFR_NAM_01	BUGRA_ECU_01	CAODO_COL_01	CAPLU_BOL_01	CAPYR_COL_01	CEANG_ARG_01	CEANG_ARG_02	CEANG_ARG_03	CEANG_ARG_04	CECAT_BOL_01	CEFIS_BRA_01	CEFIS_BRA_02	CEFIS_BRA_03	CEFIS_BRA_04	CEFIS_BRA_05	CEFIS_BRA_06	CEFIS_BRA_07	CEFIS_BRA_08	CEFIS_BRA_09	CEMIC_BOL_01	CEMIC_BOL_02	CEMIC_BOL_03	CEMIC_BOL_04	CEMIC_BOL_05	CEMIC_BOL_06	CEMIC_BOL_07	CEMIC_BOL_08	CEMON_ECU_01	CENEB_PER_01	CEODO_BOL_01	CEODO_BRA_01	CEODO_BRA_02	CEODO_BRA_03	CEODO_BRA_06	CEODO_BRA_07	CEODO_BRA_10	CEODO_BRA_11	CEODO_COL_08	CEODO_PER_05	CEODO_PER_09	CESAL_MEX_01	CHAXI_THA_01	chin017	chin018	chin019	chin021	chin023	chin024	chin025	chin026	chin027	chin028	chin037	chin038	chin039	chin040	chin041	chin043	chin044	chin045	chin073	chin075	CHTAB_BAN_01	CHTAB_THA_01	COLUC_BRA_01	COPAN_DEM_01	DRSPP_PER_01	ENCYL_CAM_01	ERAFR_ZAM_01	ERIVO_CAM_01	fl003	fl004	fl005	fl006	fl007	fl008	fl009	FOHOD_VIE_01	GEAME_COS_01	GOGLA_COL_01	HAIMP_BRA_01	HAOCH_BRA_01	HASER_BRA_01	HEFOM_BAN_01	HUCRE_PER_01	HUPRO_COL_01	HYCOU_BRA_01	HYCOU_BRA_02	HYCOU_BRA_03	HYSTI_BRA_01	indi021	indi025	indo001	indo002	indo003	indo004	indo005	indo006	indo007	indo008	JACOP_PAN_01	JACOP_PER_02	JUAUS_ARG_01	JUAUS_ARG_02	JUAUS_ARG_03	JUAUS_ARG_04	JUAUS_ARG_05	JUAUS_ARG_06	JUAUS_ARG_07	JUAUS_ARG_08	JUAUS_ARG_09	JUAUS_ARG_10	JUAUS_ARG_11	JUAUS_ARG_12	JUNEO_PER_01	JUPRO_ETH_01	JUPRO_ETH_02	JUPRO_ETH_03	JUPRO_ETH_04	JUPRO_ETH_05	JUPRO_ETH_06	JUPRO_ETH_07	keny001	keny002	LASPE_BAN_01	LIFER_BRA_02	ls001	ls002	MAACA_BOL_02	MAACA_PER_01	MASCL_BOL_01	MATIN_ECU_01	MEAZE_THA_01	mexi021	mexi022	mexi023	mexi024	mexi025	mexi026	mexi027	mexi028	mexi029	mexi030	mexi032	mexi033	mexi034	mexi035	mexi036	mexi037	mexi038	mexi041	mexi042	mexi043	mexi044	mexi045	mexi046	mexi047	mexi048	mexi049	mexi050	mexi051	mexi052	mexi053	mexi054	mexi056	mexi057	mexi058	mexi059	mexi060	mexi061	mexi062	mexi063	mexi064	mexi065	mexi066	mexi067	mexi068	mexi069	mexi070	mexi071	mexi072	mexi073	mexi074	mexi075	mexi076	mexi077	mexi078	mexi079	mexi080	mexi081	mexi082	mexi083	mexi084	mexi085	mexi086	mexi087	mexi088	mexi089	mexi090	mexi091	mexi092	mexi093	mexi094	mexi095	mexi096	mexi097	mexi098	mexi099	mexi100	mexi101	mexi102	mexi103	mexi104	mexi105	mexi109	mexi110	mexi111	mexi112	mexi113	mexi114	mexi115	MIACA_MEX_01	MYBAL_PER_01	NEOPP_BRA_01	NEOPP_BRA_02	nepa001	nepa002	nepa003	nepa004	nepa005	nepa006	nepa007	nepa008	nepa009	nepa010	nepa011	nepa012	nepa013	nepa014	nepa015	nepa016	nepa017	nepa018	nepa019	nepa020	nepa021	nepa022	nepa023	nepa024	nepa025	nepa026	nepa027	nepa028	nepa029	nepa030	nepa031	nepa032	nepa033	nepa034	nepa035	nepa036	nepa037	nepa038	nepa039	nepa040	nepa041	nepa042	nepa043	nepa044	nepa045	nepa046	nepa047	nepa048	nepa049	nepa050	nepa051	nepa052	nepa053	nepa054	nepa055	PAPRA_COL_01	PEELA_DEM_01	ph001	PICEM_MEX_01	PIELL_BAH_01	PIELL_UNI_01	PIELL_USA_03	PIGRE_MEX_01	PIGRE_MEX_02	PIHAR_MEX_01	PIHAR_MEX_02	PIHAR_MEX_03	PIHAR_MEX_04	PIHAR_MEX_05	PIHAR_MEX_06	PIKES_THA_01	PIKES_THA_02	PIKES_THA_03	PIKES_THA_04	PIKES_THA_05	PIKES_THA_06	PIMAR_MEX_01	PIMAR_MEX_02	PIMAR_MEX_03	PIMER_THA_01	PIMER_THA_02	PIMER_THA_03	PIMEX_MEX_01	PIMEX_MEX_02	PIMON_MEX_01	PINEL_MEX_01	PIOOC_MEX_01	PIOOC_MEX_02	PIOOC_MEX_03	PIOOC_MEX_04	PIOOC_MEX_05	PIOOC_MEX_06	PIPAL_UNI_01	PIPAL_UNI_02	PIPAL_UNI_03	PIPAT_MEX_01	PIPIN_MEX_01	PIPIN_MEX_02	PIPIN_MEX_03	PIPSE_MEX_01	PIPSE_MEX_02	PIRUD_MEX_01	PISMI_NEP_01	PISMI_NEP_02	PISMI_NEP_03	PITEO_MEX_01	PITEO_MEX_02	POPYR_BRA_01	POROD_PER_01	POTAR_PER_01	PRBAL_DEM_01	PSMEN_MEX_01	PSMEN_MEX_02	PSSIN_VIE_01	PTANG_NAM_01	QULIN_COL_01	RHCAM_NEP_01	SCBRA_BOL_01	SCBRA_BRA_02	SISAL_MEX_01	SOAPE_BAN_01	SOCHR_USA_01	sur001	SWMAC_BRA_01	SWMAC_PER_02	TAAUR_BRA_01	TAAUR_BRA_02	TAIMP_BOL_01	TAMUC_GUA_02	TAMUC_GUA_03	TAMUC_MEX_01	TAMUC_MEX_04	TAMUC_MEX_05	TAMUC_MEX_06	TEGRA_IND_01	TEGRA_IND_02	TEGRA_THA_01	TEGRA_THA_02	TEGRA_THA_03	TEGRA_THA_04	TEGRA_THA_05	TEGRA_THA_06	TEGRA_THA_07	TEGRA_THA_08	TEGRA_THA_09	TEGRA_THA_10	TEGRA_THA_11	TEPAN_PAN_01	TESIN_CHI_01	TESUP_DEM_01	TESUP_DEM_02	TESUP_IVO_03	th001	th002	th003	th004	th005	th006	TOCIL_AUS_01	TOCIL_AUS_02	TOCIL_BAN_04	TOCIL_THA_03	TRSCL_CAM_01	TRSCL_CAM_02	TRTUB_PAN_01	TSDOM_CHI_01	tw001	tx030	tx033	tx039	tx041	tx042	tx052	tx054	viet001	viet002	XYWIL_DEM_01	ZETUB_BOL_01	zimb001	zimb002	zimb003
1958	1714.6	489.7	NA	1044.2	284.7	358.2	637.8	1473.2	1212.9	589	409.8	489.7	4284.8	1558.3	1452	626.3	436.7	446	326.4	443.1	NA	NA	326.4	255.6	148.7	344	240.8	326.4	447.1	409.8	178	626.3	626.3	NA	157.9	NA	798.9	489.7	7.6	676.3	687.9	734.7	510.4	487.6	414.7	648.9	484.2	587.6	563.7	844.9	686.5	732.9	845.3	825.4	825.4	612.8	526.5	501.4	314.6	376.4	619	533.4	533.4	526.5	707.9	1122.2	619	672.4	1122.2	817.3	316.8	248.3	417.8	290.6	290.6	619	707.9	382.1	1886.3	94.4	489.7	142.6	327.8	322.7	327.9	298.5	1030.5	798.6	455.7	449	598.6	1446.7	1558.3	631.5	1490.6	445	528.8	487.6	466.4	480.6	495.2	427.2	450.2	489.7	812.2	783	1212.9	2478.4	795.2	503.8	1033.6	1433.4	1224.1	328.6	1974.1	774.8	1254.1	931.6	1322.6	417.4	410.8	402.2	417.3	450.9	325.7	375	337.8	366.4	366.4	692.9	346.7	337.1	338.8	1031.6	NA	227.1	332.1	1577.5	402.2	2182	1044.2	271.2	284.7	1294.5	1394.3	648.9	1394.3	1115.7	939.1	1292.3	1292.3	1033.6	983.5	576.7	1874.7	1540.2	4284.8	178	798.9	409.8	1764.7	1294.5	4284.8	802.8	633.9	269.8	786.2	1818.2	1995.1	1213.4	1084.5	1343.8	1265.8	1271.1	1754	1253.1	1087.8	1668.1	1294.5	310.4	327.8	322.7	327.9	351.9	264.3	259.5	358.2	196.6	190.3	NA	293	774.8	927.1	729.5	700.7	737.5	766.6	1190	728.6	1285.1	1285.1	1802.6	157.9	1680.6	2047.2	1009	2602.9	447.6	1886.3	1044.2	1319	591.7	591.7	NA	437.7	784.7	1213.3	681.3	964.1	393.4	747.6	570	560.9	1260.9	211.5	747.9	964.1	NA	1479.2	1092.9	1107.4	1147.4	1035.1	638.9	218.2	624	520.1	605.3	375.9	553	372.8	743.8	745.7	NA	NA	NA	NA	NA	393.4	NA	379.6	390.3	130.4	517.9	934.6	851.5	1091	NA	1263.3	591.7	638.6	538.3	1188.2	598.5	513.7	1097.1	128.5	525.8	1225.9	730.1	987.4	568.9	706.3	721.6	682	834.3	837.8	820.6	NA	289.8	132.4	NA	551.8	1200.5	NA	685.4	587.4	104.5	1778.1	494.3	497.3	1389.6	1508.5	1919.6	1602.4	527.9	527.9	527.9	931.6	1294.5	1473.2	790	654.5	1520.7	427	1947.4	1190.3	991.8	1368	217.1	1276	1276	1947.4	1947.4	1120.8	1333.3	1325.7	1325.7	1333.3	1333.3	427	422.8	378	1053.7	430.1	430.1	430.1	1222.8	1471.6	1210.5	962.4	1853.9	869.6	1322.5	1181.5	1485.5	949.6	1485.5	415.6	1102.3	1102.3	860	1416.5	1284.9	541.4	781.9	781.9	474.2	663	693.3	470.6	496.5	276	276	276	NA	360.8	94.4	1726.5	1862.6	NA	815.5	815.5	826.2	654.2	NA	1476.2	1476.2	1773	NA	1464.2	1464.2	1081.8	1081.8	1072.3	1007.2	1007.2	925.8	221.3	212.5	NA	984.8	921.1	831.9	379.6	358.7	1383.9	NA	776.6	2479.7	1402.9	544.6	104.7	520.8	738.2	588.2	986.6	3869.4	130.5	130.5	NA	510.2	1231	2334	405	401.1	401.1	2477.6	NA	NA	422.1	NA	284.7	1035.1	747.9	1312	382.1	4284.8	NA	487	NA	838.9	1764.7	NA	1788.7	1033.6	1254.1	NA	157.9	489.7	1919.6	1903.6	177.1	1739.4	976.2	0	1078.1	1044.5	980	963.3	963.3	963.3	963.3	972.1	1012.1	1012.1	985.9	1012.1	1012.1	1668.1	661.4	284.7	1726.5	1209.8	939	876.5	942.6	852.8	893.8	918.3	1800.7	744.4	1802.6	1044.2	1394.3	1364.7	1668.1	767.3	2145	451.9	450.7	457.8	466.5	NA	231.2	549.7	1154.7	1639.9	284.7	489.7	740.8	632.7	700.2
1959	1459.2	896.5	NA	1289.1	1080.6	646.1	1458.3	1361.3	1560.3	970.4	500.7	896.5	6183.4	1400	1363	1268.9	1219.9	1233.8	617.3	361.2	NA	NA	617.3	236.1	75.7	501.2	319.2	617.3	856.7	1261	295.1	1268.9	1268.9	NA	135.2	NA	1389.8	896.5	9.2	1002.1	769.8	507.3	933.4	926.3	500.3	1077.6	1072.8	631.1	776.5	572.8	639.9	895.1	960	975.5	975.5	824.1	516.5	496.7	214.3	320.2	608	540	540	516.5	694.9	1137	608	659.6	1137	825.7	191.2	173.9	363.1	202	202	608	694.9	250.2	857.2	153.8	896.5	2610.6	551.7	577.5	551.1	210.7	1730	1332.5	941.3	909.2	1281.8	2422	1400	1443.7	1395.4	1242.2	954.7	926.3	929.2	869.9	913.8	839.8	847.7	896.5	493.9	1687.1	1560.3	2073.3	1289.9	1115.1	1569.8	1905	1527	277.8	2868.4	1675.6	1653.2	677.4	1254.4	295.3	299.6	290.4	296.8	380.2	226.6	287.9	247.3	282.5	282.5	704.5	258.3	241.8	243.8	927.9	NA	172.6	327.6	1677.7	290.4	2852.5	1289.1	464.9	1080.6	1652.5	1536.5	1077.6	1536.5	1328.7	1290.2	1570.2	1570.2	1483	1409.2	901.3	1922.6	1497.4	6183.4	295.1	1389.8	1261	3006.6	1652.5	6183.4	942.9	1048.4	757.7	1499.6	1480.7	2918.8	1787	1771	2202.6	1881.5	1811.6	2269.4	1863.8	1472.3	1927.8	1652.5	561.9	551.7	577.5	551.1	616.2	554.6	182.8	646.1	415.2	387.8	NA	590.4	1675.6	973	715.4	674.8	713.6	590	836.7	712.1	1129.8	1129.8	2447.7	135.2	2028.1	2394.5	1568.8	2398.6	1046.9	857.2	1289.1	1289.3	337.6	337.6	NA	446.9	475.4	804.8	604.2	475.7	321.7	696.2	462.6	457.6	996.3	153.1	645.1	475.7	NA	1034.2	739.6	501.5	967.2	473.1	578.3	228.3	377.7	489.6	557.2	483.8	503.4	475.4	622.3	656.7	NA	NA	NA	NA	NA	321.7	NA	281.3	330.5	147.5	387.9	614.8	499.6	759.4	NA	832.7	337.6	413.1	398.7	767.8	422.2	396.7	747.4	149.6	376.1	773	496.5	675.3	452.2	640	659	408.5	765.8	660.5	646.5	NA	80.9	25.8	NA	482.3	1003.8	NA	591.8	511.8	142.5	1623.3	388.3	339.7	967.3	1071	1486.1	1209	425.5	425.5	425.5	677.4	1652.5	1361.3	1435.2	673.7	1595.1	325.6	1973.6	1247.1	1080.3	1412.5	179.9	1184	1184	1973.6	1973.6	975.4	1241	1376.8	1376.8	1241	1241	325.6	322.3	278.8	1009.6	326.9	326.9	326.9	1195.1	1462.8	1181.9	1096.2	1886	877.9	1294.7	1247	1465.8	956	1465.8	317.2	1211.9	1211.9	848.3	1263.5	1242.2	617.4	674.2	674.2	511.6	655.7	723.6	384.3	448.7	229.8	229.8	229.8	NA	404.6	153.8	1610.3	1783.6	NA	1108.7	976.5	990.9	553.8	NA	840.2	840.2	1590.7	NA	1269.5	1269.5	1238.5	1238.5	1227.8	1294.7	1294.7	1100.8	51.2	65.2	NA	1134.1	1074.2	1017.2	281.3	267.7	1233	NA	625.1	1886.5	1017.4	467.4	3022.6	447.5	1114.3	942.3	1475.7	2023.1	53.4	53.4	NA	343	1212.6	1418.3	308.4	305.9	305.9	1947.3	NA	NA	751.9	NA	1080.6	473.1	645.1	1508.8	250.2	6183.4	NA	851.6	NA	816.3	3006.6	NA	1644.4	1569.8	1653.2	NA	135.2	896.5	1486.1	1442.6	152.2	1362	693.7	0	1774.8	1698.4	1182.9	1147.9	1147.9	1147.9	1147.9	1158.4	1244.1	1244.1	1175.8	1244.1	1244.1	1927.8	607.8	1080.6	1610.3	1836.6	1090.6	996.5	1060.4	1048.7	989	1064.4	2091.6	1486	2447.7	1289.1	1536.5	1497.3	1927.8	818.3	2726.4	370.3	477.9	451.7	361.4	NA	214.8	727.8	1165.4	1606.9	1080.6	896.5	515.5	455.4	493.8
1960	1267.3	864.5	NA	1155	1169.4	591	1262.3	1602.9	1262.9	943.9	1060	864.5	6612.6	1615.4	1433.8	1283.2	1004.1	1019	522.4	290	NA	NA	522.4	246.8	105.1	622.5	217.2	522.4	971.8	862.3	423.5	1283.2	1283.2	NA	197.9	NA	1077.4	864.5	263.3	1004.2	702.9	448.1	858	859.4	1002.9	1195.2	1159.6	1166.9	1102.1	502.2	591.5	904.9	766.7	782.8	782.8	1019.8	662	639.1	360.5	435.9	755.2	637.7	637.7	662	712.4	1155.9	755.2	697.4	1155.9	938.5	319.9	280.1	422.9	322.4	322.4	755.2	712.4	353.9	465.2	118.8	864.5	4177.1	692.1	485.3	687.8	159.9	1427.2	1401.5	917.5	898	1209.7	2238.1	1615.4	1261.8	1581.6	1021.6	878.9	859.4	837.3	844.5	818.6	779.6	808.9	864.5	456.9	1496.4	1262.9	2353.2	1263.4	1028.3	1456	1676.7	1018.5	394.1	3082.5	1548.9	1360.4	820.1	1186.7	390.4	423.7	401.1	398.7	577.1	282	305.7	271.6	297.4	297.4	600.7	287.6	286.2	287.7	874.2	NA	219.3	348.3	1397.5	401.1	2336.4	1155	1211.7	1169.4	1366.6	1463.8	1195.2	1463.8	1371.6	1316.8	1552.5	1552.5	1449.7	1384	1018.6	2610.7	1999.4	6612.6	423.5	1077.4	862.3	2561.7	1366.6	6612.6	1342.7	1167.6	712.7	1306.8	1576.9	2618.9	1765.6	1576.4	2024.3	1832.8	1822.4	2236.4	1813.1	1548.7	1982	1366.6	472.7	692.1	485.3	687.8	607.4	513.5	137.8	591	383.5	360.6	NA	546.5	1548.9	777	573.3	540.9	560.1	539.3	826.4	574.2	755.9	755.9	2049.3	197.9	1894.5	2302.7	1230.8	2284.5	795.2	465.2	1155	1098.2	504.4	504.4	NA	399.5	541.8	661.7	492.3	795.3	349.1	595.8	384.1	481.7	897	53.4	677.4	795.3	NA	1575.3	696.4	864.5	1053.5	811.2	411.6	250.4	538	421.7	472.6	340.2	429.4	337.5	634.3	509.5	NA	NA	NA	NA	NA	349.1	NA	335.5	343.6	167	474.1	626.9	584	652.2	NA	678.1	504.4	570.7	487.6	650.6	554.7	412.3	696.9	167	487	715.9	429.9	573.5	543.5	440	503.9	464.9	568.7	628	598	NA	151	88.7	NA	508.3	1087.5	NA	625.2	524.6	77.6	1505.2	378	154.4	1472.7	1580.4	2123.6	1687.6	448.6	448.6	448.6	820.1	1366.6	1602.9	1338.9	660.5	1766.6	338.8	1907.3	1225.8	992.1	1436.9	183.1	1460.3	1460.3	1907.3	1907.3	1249.2	1536.5	1334.8	1334.8	1536.5	1536.5	338.8	335.2	296.1	1244.3	339.4	339.4	339.4	1265.2	1365.5	1437	938.3	1826.2	799.7	1375.8	1247.2	1541.6	941.6	1541.6	330.1	1064.5	1064.5	745.8	1584.6	1266.3	535.6	650.2	650.2	450.4	627.3	720.5	409.7	438.9	233.9	233.9	233.9	NA	375.7	118.8	2017.3	2181.9	NA	1041	1045.7	1054.3	391.9	NA	1069.4	1069.4	1636	NA	1147	1147	1201.1	1201.1	1196.3	1185.9	1185.9	1085.9	149.4	89	NA	1144.7	1086.4	944	335.5	318.3	1455	NA	624.4	2541.1	1401.6	595	2347.4	568.2	1105.6	1024.6	1408.3	2744.4	103.5	103.5	NA	271.5	848.3	1785.8	320.2	318.1	318.1	2677.7	NA	NA	580.3	NA	1169.4	811.2	677.4	1478.2	353.9	6612.6	NA	826.9	NA	887.1	2561.7	NA	2113.9	1456	1360.4	NA	197.9	864.5	2123.6	2088.8	79.9	1922.1	752.7	0	1598.6	1534	1125.6	1105.4	1105.4	1105.4	1105.4	1112.8	1126.6	1126.6	1120.3	1126.6	1126.6	1982	533.5	1169.4	2017.3	1710.1	1110.2	825.7	900	965.1	847.8	1087.5	1502	1298.6	2049.3	1155	1463.8	1555.7	1982	646.3	2810.8	394.3	519.8	531.7	379.8	NA	146.3	780.3	1173	1810.3	1169.4	864.5	513.1	497.2	505.3
1961	1394	487.4	NA	1368.3	1290.7	543.6	1521.9	1729	1148	593.6	747.9	487.4	5921.7	1783.6	1706.2	1407.5	1314	1328	559.3	351.9	NA	NA	559.3	218.3	66.5	460.2	280	559.3	843.9	1846.9	470.5	1407.5	1407.5	NA	192.4	NA	1709	487.4	193.1	1018.2	695.7	355	528.7	513.9	636.9	1334.6	1435.8	775.1	887.8	503.6	653.4	920.7	750.7	775.9	775.9	940.5	588.1	571.8	294.2	392.6	694.8	580	580	588.1	683.3	1121.2	694.8	664.9	1121.2	852.3	255	227.2	424.9	263.3	263.3	694.8	683.3	281.9	329.2	257.7	487.4	4373.6	550.8	516.8	544.9	169.6	1311.6	1631.1	1108.7	1084.1	1393.2	2246.2	1783.6	1535.8	1736	1336	538	513.9	535.9	482.4	536.8	467.6	469.1	487.4	332.3	1549.2	1148	2134.3	1743.5	1314.8	1616.7	2194.7	1906.9	427.9	2471.5	1581.2	1279.7	576.9	1264.2	351.6	351.6	342.7	351.9	385.2	269.8	328.1	279.9	320.5	320.5	819.2	297.8	284.2	285.9	990.2	NA	195.2	283.1	1642.3	342.7	2314.7	1368.3	675.4	1290.7	1281	1462.9	1334.6	1462.9	1014.8	807.2	1131.8	1131.8	900.1	827.5	575.2	2675.7	1750.5	5921.7	470.5	1709	1846.9	2675.3	1281	5921.7	954.8	1447.8	885.2	1189.8	1680.5	3034.9	1627.4	1634.6	1718.8	1588.8	1714.3	2243.7	1583.8	1083.2	1998.1	1281	499.7	550.8	516.8	544.9	531.7	494	147.3	543.6	368.1	338.9	NA	539.4	1581.2	743.3	618.8	626.5	662.6	887	871	620.9	1895.8	1895.8	2143.8	192.4	2178.9	2703.6	1125.5	2543.6	738.1	329.2	1368.3	1016.6	461.3	461.3	NA	399.4	659.7	903	534.7	729.6	262.1	623.5	489.9	585.3	995.2	127.2	700	729.6	NA	1235.4	875.1	905.7	1007.5	848.7	467.8	204.3	515.7	448.3	496.4	319.1	465.2	315.4	699.8	581.9	NA	NA	NA	NA	NA	262.1	NA	244.1	259.3	44.4	384	762.2	736.8	915.5	NA	947.5	461.3	539	441	903.6	530.3	448.1	889.6	43.4	437.5	900.4	605.2	785.4	540.3	461.7	467.8	554.2	695.4	671.9	673.3	NA	89.8	51.3	NA	505.3	1037.4	NA	646.1	552.6	123.5	1292.1	426.2	123.4	1150	1248	1671.4	1319.5	467.6	467.6	467.6	576.9	1281	1729	1534.8	911.8	1855.4	352.1	2132.3	1723.4	1347.5	1412.7	259.9	1488.8	1488.8	2132.3	2132.3	1228.3	1545.4	1923.8	1923.8	1545.4	1545.4	352.1	348.3	319.4	1187.3	351.3	351.3	351.3	1346.4	1567.7	1383.1	1219	2028.7	1180.8	1463.2	1274.8	1645.4	1324.7	1645.4	342.1	1373.4	1373.4	858.1	1612.5	1387.9	685.5	616.2	616.2	589	929.1	976.9	544.5	597.2	332.2	332.2	332.2	NA	410.5	257.7	1926.5	2611	NA	670.9	575	582.8	508.4	NA	1113.8	1113.8	1445.5	NA	1118.7	1118.7	1224.5	1224.5	1222.1	1394.2	1394.2	1151.8	91.6	87.5	NA	1171	1147.2	988.4	244.1	233.1	1159.9	NA	637.1	2220	1124.1	395	3401.9	380.8	635.9	578.4	810.7	2992.2	68	68	NA	430.8	1023.8	1754.1	332	335.3	335.3	2063.3	NA	NA	788.4	NA	1290.7	848.7	700	1360.4	281.9	5921.7	NA	509.8	NA	887.7	2675.3	NA	1542.8	1616.7	1279.7	NA	192.4	487.4	1671.4	1653.1	145.8	1489.9	737.1	0	1589.7	1561	1206.6	1185.4	1185.4	1185.4	1185.4	1189.9	1337.2	1337.2	1207.3	1337.2	1337.2	1998.1	691.4	1290.7	1926.5	1571.5	1159.2	1025.2	1113.9	1028.8	1054.7	1143.3	996.3	1191.5	2143.8	1368.3	1462.9	1206.8	1998.1	902.2	2134.1	480.1	629.7	541.2	450.6	NA	215.3	784.8	1476.1	1746.7	1290.7	487.4	414.8	419.2	417.5
1962	1504.5	746.1	NA	1191.5	1174.9	361.9	1420.7	1223.7	1460.1	848.9	593.8	746.1	5873.5	1398.5	1154.3	1133.5	1297.8	1312.2	319.6	192	NA	NA	319.6	172.3	77.3	340	169.2	319.6	665.5	1188.9	414.2	1133.5	1133.5	NA	329.5	NA	1255.8	746.1	78.6	1067.6	619.4	427.2	777.2	753	569.3	1487.6	1306	1368.8	1181.9	441.7	568.5	816.6	722.3	756.7	756.7	1223.5	767.1	765.8	324.7	546.3	849.1	732	732	767.1	918.5	1424.8	849.1	882.4	1424.8	1076.9	286.5	262.9	539.9	305.8	305.8	849.1	918.5	233.9	398.7	96.9	746.1	3593.7	349.1	295.7	354	147	1348.4	1447.9	931.4	895.8	1292.1	2245.3	1398.5	1410.7	1206.5	1319.4	802.6	753	753.6	734.3	765.9	681.4	700.2	746.1	352.6	1488.3	1460.1	2297.4	1276.9	1070.4	1549.1	1933	1366	519.6	3258.6	1527.5	1516.8	730.7	1369.5	520.3	538.3	516.9	522.6	617.4	308.7	355.9	314.4	346.5	346.5	850.8	333.1	319.7	320.7	1201.1	NA	266.7	453.1	1765.7	516.9	2164.6	1191.5	809.5	1174.9	1538.9	1590.4	1487.6	1590.4	1015.9	967.8	1119.5	1119.5	1053.3	986.2	855.1	2536.3	1709.5	5873.5	414.2	1255.8	1188.9	2422.2	1538.9	5873.5	986.6	1138.8	646.8	1018	1435.7	2371.1	1636.9	1443	1669.6	1693.8	1794.8	2278	1671.4	1535.5	2290.8	1538.9	288	349.1	295.7	354	378.9	301.6	129.6	361.9	246.8	241	NA	330.1	1527.5	692.8	524.3	522.2	546.9	550.3	660.8	528.2	1094.5	1094.5	1885.2	329.5	1874.5	2362.3	1195.1	2582.1	621.6	398.7	1191.5	1364.8	299.2	299.2	NA	507	540.4	800.9	641.4	688.9	139.7	607.5	403.7	451.7	944.3	114.9	525	688.9	NA	1258.7	639.7	559.5	758.4	525.4	426.9	145.6	339	561.4	616	296	574.9	294.1	481.4	656.5	NA	NA	NA	NA	NA	139.7	NA	128.7	143.9	35.4	291.6	561.1	542.7	782	NA	854	299.2	346.6	363.8	787.9	344.9	340.8	639.4	33.6	311.8	732.5	420.4	685.4	364.6	523.2	636.5	468.4	754	760.7	758.3	NA	104.8	74.6	NA	373.8	784.7	NA	483.6	416.8	86.1	1153.6	272.2	425.2	1185.2	1285.1	1800.3	1462.3	410.1	410.1	410.1	730.7	1538.9	1223.7	1462.3	1029.2	1909.2	508.2	2240.8	1935.3	1394.2	1761.5	256.7	1575.7	1575.7	2240.8	2240.8	1374.9	1665.8	2110.5	2110.5	1665.8	1665.8	508.2	500.6	366.5	1340.7	500.8	500.8	500.8	1467.6	1676.8	1564.4	1376.1	2126.2	1192.2	1599.4	1567.9	1793.6	1522.4	1793.6	491	1552.3	1552.3	1151.3	1741.1	1544.5	763	862.9	862.9	662.9	1063.9	1130.5	672	738.1	312.7	312.7	312.7	NA	441.3	96.9	1669.6	2662.6	NA	813.5	730.4	737.3	344.5	NA	791.2	791.2	1220.3	NA	1076.8	1076.8	995.7	995.7	992	1178.8	1178.8	919.1	105.3	72.3	NA	952.5	936.9	952.5	128.7	121.2	1309.2	NA	636.3	2036.9	1284	489	2810.8	468.3	996	861.3	1010.8	1774.1	103	103	NA	339	1176.2	1338.1	467.6	481.7	481.7	2240	NA	NA	720.2	NA	1174.9	525.4	525	1389.1	233.9	5873.5	NA	731	NA	662.5	2422.2	NA	1713.3	1549.1	1516.8	NA	329.5	746.1	1800.3	1759.8	237.9	1632.9	536.5	0	1464.3	1412.7	943	931.3	931.3	931.3	931.3	931.8	1158.7	1158.7	946.6	1158.7	1158.7	2290.8	657.4	1174.9	1669.6	1963.9	936.7	955.7	1022.3	978.9	951.9	939.8	1723	1864	1885.2	1191.5	1590.4	1805.6	2290.8	912.8	2449.2	332.1	376.2	383.7	312.8	NA	116.1	390.9	1469.8	1567.6	1174.9	746.1	372.9	383.2	361.4
