tree,n_missing_total,n_missing_1980_on,n_outliers_total
A102a_raw,233,19,2
A102b_raw,205,19,1
A103_raw,118,19,0
A104_raw,19,19,4
A105_raw,207,19,1
A106_raw,242,19,0
A107_raw,93,19,2
A108_raw,19,19,5
A109_raw,235,19,0
A110_raw,109,19,2
A111_raw,179,19,0
A112_raw,89,19,0
A113_raw,167,19,0
A115_raw,199,19,0
E101_raw,121,19,0
E102_raw,126,19,1
E103_raw,79,19,0
E104_raw,192,19,0
E105_raw,209,19,2
E107_raw,191,19,1
E108_raw,243,19,0
E109_raw,245,19,1
E110_raw,219,19,0
E111_raw,43,19,1
TA101_raw,19,19,5
TA102_raw,129,19,1
TB101_raw,236,19,0
TB102_raw,126,19,0
TC101_raw,189,19,0
TC102_raw,219,19,1
TD101_raw,216,19,0
TD102_raw,119,19,1
TE101_raw,190,19,0
TE102_raw,59,19,8
TF101_raw,89,19,4
TF102_raw,88,19,1
TG101_raw,165,19,0
TG102_raw,26,19,5
FS101_raw,180,45,1
FS102_raw,174,45,0
FS103_raw,216,45,1
FS105_raw,258,45,0
FS106_raw,218,45,0
FS107_raw,167,45,0
