tree,n_missing_total,n_missing_1980_on,n_outliers_total
tnr14a_raw,250,13,3
tnr14b_raw,387,13,2
tnr15b_raw,343,13,3
tnr16a_raw,389,13,3
tnr18a_raw,13,13,8
tnr19a_raw,442,13,3
tnr22a_raw,456,13,1
tnr23b_raw,454,13,2
tnr24b_raw,458,13,1
tnr26a_raw,297,13,3
tnr26b_raw,271,13,2
tnr28a_raw,147,13,8
tnr28b_raw,178,13,10
tnr27b_raw,439,13,2
tnr34a_raw,304,13,3
DFC3_raw,472,20,6
DFC4_raw,357,20,3
DFC5A_raw,356,20,1
DFC5B_raw,475,20,1
DFC5C_raw,388,20,2
DFC6B_raw,354,20,1
DFC6A_raw,335,20,1
DFC8A_raw,420,45,4
DFC8b_raw,384,45,1
tnr12a_raw,341,13,5
tnr34b_raw,244,13,8
tnr13c_raw,299,13,5
tnr18b_raw,197,13,2
tnr19b_raw,420,13,1
tnr23a_raw,399,13,4
TNR12B_raw,341,13,3
tnr25a_raw,415,13,0
tnr25b_raw,425,13,3
tnr29a_raw,221,13,8
tnr29b_raw,211,13,9
tnr30a_raw,322,13,2
tnr30b_raw,273,13,9
tnr31a_raw,213,13,14
tnr31b_raw,219,13,7
tnr32a_raw,417,13,1
tnr32b_raw,290,13,3
tnr33a_raw,123,13,13
tnr33b_raw,151,13,15
TNR27A_raw,439,13,2
tnr17a_raw,319,13,1
tnr17b_raw,349,41,0
tnr21a_raw,388,13,4
tnr21b_raw,417,13,3
tnr35a_raw,200,45,4
tnr35b_raw,253,45,3
tnr24a_raw,404,13,6
tnr1b_raw,460,45,3
tnr1a_raw,460,45,3
TNR22B_raw,435,13,0
TNR16B_raw,178,13,7
