"prov","id","year","trw","detrend_raw","avg","std","detrend_recover","block","Province","Latitude","Longitude","Elevation","new_region"
10,"I001013","1990",2.8705,-0.24412791377456,3.48542857142857,1.19386745794617,3.16195637183174,"1","ALBERTA",59.8833,-111.716698,183,"Boreal Plains"
10,"I001013","1991",3.357,-0.158571912988442,3.48542857142857,1.19386745794617,3.54631384666117,"1","ALBERTA",59.8833,-111.716698,183,"Boreal Plains"
10,"I001013","1992",2.398,-0.0717793092694919,3.48542857142857,1.19386745794617,2.4836949814907,"1","ALBERTA",59.8833,-111.716698,183,"Boreal Plains"
10,"I001013","1993",3.5415,0.0164104893048048,3.48542857142857,1.19386745794617,3.52190805085002,"1","ALBERTA",59.8833,-111.716698,183,"Boreal Plains"
10,"I001013","1994",5.4935,0.0993597848208393,3.48542857142857,1.19386745794617,5.37487758627387,"1","ALBERTA",59.8833,-111.716698,183,"Boreal Plains"
10,"I001013","1995",4.6655,0.165558105254106,3.48542857142857,1.19386745794617,4.46784556573789,"1","ALBERTA",59.8833,-111.716698,183,"Boreal Plains"
10,"I001013","1996",4.811,0.206028827113235,3.48542857142857,1.19386745794617,4.56502888791069,"1","ALBERTA",59.8833,-111.716698,183,"Boreal Plains"
10,"I001013","1997",5.7765,0.219186237954782,3.48542857142857,1.19386745794617,5.51482068327614,"1","ALBERTA",59.8833,-111.716698,183,"Boreal Plains"
10,"I001013","1998",3.872,0.211298326868184,3.48542857142857,1.19386745794617,3.6197378036336,"1","ALBERTA",59.8833,-111.716698,183,"Boreal Plains"
10,"I001013","1999",2.4915,0.197647949208887,3.48542857142857,1.19386745794617,2.25553454530971,"1","ALBERTA",59.8833,-111.716698,183,"Boreal Plains"
10,"I001013","2000",3.125,0.189362744540012,3.48542857142857,1.19386745794617,2.8989259815463,"1","ALBERTA",59.8833,-111.716698,183,"Boreal Plains"
10,"I001013","2001",4.267,0.184168447189767,3.48542857142857,1.19386745794617,4.04712728411966,"1","ALBERTA",59.8833,-111.716698,183,"Boreal Plains"
10,"I001013","2002",2.336,0.176444049519072,3.48542857142857,1.19386745794617,2.12534919113094,"1","ALBERTA",59.8833,-111.716698,183,"Boreal Plains"
