tree,n_missing_total,n_missing_1980_on,n_outliers_total
064011_raw,388,45,1
064012_raw,388,45,1
064021_raw,418,45,3
064022_raw,408,45,2
064031_raw,418,45,1
064032_raw,448,45,0
064041_raw,458,45,0
064042_raw,458,45,1
064051_raw,348,45,5
064052_raw,348,45,4
064061_raw,368,45,3
064062_raw,358,45,6
064071_raw,388,45,1
064072_raw,388,45,1
064081_raw,228,45,7
064082_raw,378,45,1
064091_raw,118,45,12
064092_raw,108,45,18
064093_raw,108,45,16
064094_raw,504,45,0
064101_raw,418,45,1
064102_raw,418,45,1
064111_raw,244,45,11
064112_raw,251,45,8
064121_raw,388,45,1
064122_raw,378,45,3
064131_raw,388,45,1
064132_raw,388,45,3
064141_raw,438,45,1
064142_raw,478,45,3
