tree,n_missing_total,n_missing_1980_on,n_outliers_total
PST011_raw,246,38,3
PST012_raw,242,38,3
PST031_raw,182,38,2
PST033_raw,137,38,4
PST081_raw,229,38,3
PST082_raw,223,38,7
PST092_raw,275,38,1
PST102_raw,249,38,3
PST111_raw,163,38,1
PST112_raw,151,38,1
PST121_raw,212,38,3
PST123_raw,248,38,1
PST132_raw,132,38,9
PST133_raw,123,38,12
PST141_raw,198,38,2
PST142_raw,137,38,3
PST151_raw,171,38,8
PST152_raw,136,38,1
PST171_raw,103,38,8
PST172_raw,108,38,7
PST181_raw,155,38,6
PST182_raw,38,38,7
PST201_raw,265,38,4
PST202_raw,221,38,1
PST211_raw,263,38,0
PST212_raw,262,38,2
