,State,Species,Band,Pair,Comp,Tag,Lat,Long,Elev,Slope,Aspect,DBH,Bark,BAF,ABLA_L,ABLA_R,ABLA_G,PSME_L,PSME_R,PSME_G,PIEN_L,PIEN_R,PIEN_G,PIMO_L,PIMO_R,PIMO_G,LAOC_L,LAOC_R,LAOC_G,TSHE_L,TSHE_R,TSHE_G,THPL_L,THPL_R,THPL_G,ABGR_L,ABGR_R,ABGR_G,PIAL_L,PIAL_R,PIAL_G,PICO_L,PICO_R,PICO_G,Pop_sp_L,Pop_sp_R,Pop_sp_G,BA_tot,BA_sameL,BA_sameLR,BA_sameRG,BA_same_all,BA_otherL,BA_otherLR,BA_otherRG,BA_other_all,BA_totL,BA_totR,BA_totG,ABLA_5,ABLA_5d,PSME_5,PSME_5d,PIEN_5,PIEN_5d,LAOC_5nw,LAOC_5dnw,PIMO_5,PIMO_5d,TSHE_5,TSHE_5d,THPL_5,THPL_5d,ABGR_5,ABGR_5d,PICO_5,PICO_5D,PIAL_5,PIAL_5d,in5_tot,in5_L,in5_same,in5_sameL,in5_other,in5_otherL,p_bot.of.canopy.,p_top.of.canopy.,p_base.ref.,dist,Height,N_Cr,p_taller,pic_N,pic_S,ABLA_r1,ABLA_r2,ABLA_r3,ABLA_r4,ABLA_rt,ABLA_rdead,PSME_r1,PSME_r2,PSME_r3,PSME_r4,PSME_rt,PSME_rdead,PIEN_r1,PIEN_r2,PIEN_r3,PIEN_r4,PIEN_rdead,PIMO_r1,PIMO_r2,PIMO_r3,PIMO_r4,PIMO_rdead,LAOC_r1,LAOC_r2,LAOC_r3,LAOC_r4,LAOC_rdead,TSHE_r1,TSHE_r2,TSHE_r3,TSHE_r4,TSHE_r5,TSHE_rdead,THPL_r1,THPL_r2,THPL_r3,THPL_r4,THPL_r5,THPL_rdead,ABGR_r1,ABGR_r2,ABGR_r3,ABGR_r4,ABGR_rdead,PIAL_r1,PIAL_r2,PIAL_r3,PIAL_r4,PIAL_rdead,PICO_r1,PICO_r2,PICO_r3,PICO_r4,PICO_r5,PICO_rdead,PairUn,ACF,BA_totLR,DBHsc,BA_totLRsc,N_Crsc,in5_totsc,ACFsc,BAI10yr,BAI10yrtot,BAI10yrmax,BAI10yrmin,BAI10yrsd,BAI10yrCV
163,MT,TSHE,H,6,C,TSHE-H-06C,48.61678,113.85628,1319,41.3,290,31.3,1.5,10,0,0,0,6,0,2,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,150,30,30,0,30,100,100,20,120,130,0,20,0,0,2,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,7,7,3,0,4,7,11.7,117,-10.7,14,17.878,6,0.5,705,706,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,H6,0.82458888,130,-0.470182017,-0.622231298,1.063119082,0.215786697,1.233598447,968.6366544,9686.366544,1433.897393,667.216933,238.5597989,0.246284092
164,MT,TSHE,H,6,N,TSHE-H-06N,48.61674,113.85635,1318,37.4,260,30.5,1.4,10,0,0,0,3,1,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,30,30,0,30,70,80,10,80,100,10,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,4,38.5,139,-4.8,12,17.256,1,0.8,703,704,0,0,0,0,0,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,H6,0.698887344,110,-0.550895519,-1.005899609,-1.465029954,-0.457467798,0.587692016,1300.253148,13002.53148,1706.417511,797.9237506,289.815002,0.222891214
165,MT,TSHE,H,7,C,TSHE-H-07C,48.61696,113.85564,1341,44.9,275,26.9,1.4,10,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,6,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,200,60,60,0,60,140,140,0,140,200,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0,0,0,9,9,2,0,7,9,35.5,93.9,-9.2,10,10.31,6,0.2,707,708,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,H7,0.566440349,200,-0.914106276,0.720607788,1.063119082,0.664623028,-0.092875363,294.9460991,2949.460991,407.7427269,166.7717099,59.99394571,0.203406473
166,MT,TSHE,H,7,N,TSHE-H-07N,48.61684,113.8555,1359,40.4,280,26.5,1.3,10,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,110,20,20,0,20,90,90,0,90,110,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,5,5,1,0,4,5,27.7,121,-6.5,15,19.125,3,0.25,709,710,0,0,0,0,0,NA,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,H7,0.731764706,110,-0.954463027,-1.005899609,-0.45377034,-0.233049633,0.756629488,1246.070004,12460.70004,1494.010268,1082.830816,145.9161669,0.117101099
167,MT,TSHE,H,8,C,TSHE-H-08C,48.61755,113.85606,1320,42.3,295,31.8,1.6,10,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,7,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,190,70,80,10,80,100,100,10,110,170,10,10,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,9,9,5,0,4,9,36.8,163,-10.9,12,20.868,6,0.5,717,718,0,0,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,H8,0.725704428,180,-0.419736078,0.336939478,1.063119082,0.664623028,0.725489275,702.1793802,7021.793802,847.2728172,432.6409891,123.1932207,0.175444088
168,MT,TSHE,H,8,N,TSHE-H-08N,48.61773,113.8559,1316,42.1,265,30.5,1.5,10,0,0,0,6,0,1,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,140,20,20,0,20,110,110,10,120,130,0,10,0,0,5,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,10,9,1,0,9,9,1.5,175,-9.5,11,20.295,3,0.5,715,716,0,0,0,0,0,NA,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,H8,0.940379404,130,-0.550895519,-0.622231298,-0.45377034,0.889041193,1.828577998,1406.998805,14069.98805,1758.601865,1024.356014,228.5853168,0.16246305
169,MT,TSHE,H,9,C,TSHE-H-09C,48.61716,113.85732,1279,44.9,295,23.5,1.7,10,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,5,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,210,50,50,0,50,160,160,0,160,210,0,0,0,0,1,0,0,0,1,0,0,0,3,0,7,0,0,0,1,0,0,0,13,13,3,0,10,13,43.9,138,-9.3,12,17.676,5,0.2,723,724,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,NA,H9,0.638832315,210,-1.257138658,0.912441944,0.557489274,1.562295688,0.279104467,490.8219423,4908.219423,568.4880296,414.1253279,52.00922584,0.10596353
170,MT,TSHE,H,9,N,TSHE-H-09N,48.61707,113.85746,1278,45.4,280,23.6,0.9,10,0,0,0,4,0,1,0,0,0,0,0,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,130,30,30,0,30,90,90,10,100,120,0,10,0,0,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,0,0,6,6,2.2,110,-4.5,16,18.32,3,0.4,725,726,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,H9,0.941484716,120,-1.247049471,-0.814065454,-0.45377034,-0.008631468,1.83425755,837.6169621,8376.169621,1182.408829,515.3898634,212.9672316,0.254253724
171,MT,TSHE,H,10,C,TSHE-H-10C,48.61634,113.85709,1292,45.1,270,29.4,0.9,10,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,130,0,0,0,0,120,120,10,130,120,0,10,0,0,3,0,0,0,2,0,0,0,0,0,6,0,0,0,5,0,0,0,16,16,0,0,16,16,25.3,138,-10.1,12,17.772,6,0.9,729,730,0,0,0,0,0,NA,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,H10,0.760972316,120,-0.661876583,-0.814065454,1.063119082,2.235550184,0.906710256,1167.261964,11672.61964,1814.852323,746.6421326,299.9040315,0.256929499
172,MT,TSHE,H,10,N,TSHE-H-10N,48.61621,113.85767,1281,52.1,275,26.9,1.1,10,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,2,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,150,20,20,0,20,120,120,10,130,140,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,3,0,0,3,3,33.5,117,-16.4,12,16.008,2,0.75,727,728,0,0,0,0,0,NA,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,NA,H10,0.625937031,140,-0.914106276,-0.430397143,-0.959400147,-0.681885963,0.212843172,1073.637895,10736.37895,1593.991836,247.6238515,496.796929,0.462722982
173,MT,TSHE,H,11,C,TSHE-H-11C,48.61556,113.85729,1292,44.5,255,29.4,1.3,10,0,0,0,5,0,1,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,240,110,110,0,110,110,110,20,130,220,0,20,0,0,1,1,0,0,1,0,0,0,6,0,0,0,0,0,1,2,0,0,12,9,6,0,6,9,68.7,108,-8.6,19,22.154,7,0.9,982,983,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,H11,0.337049743,220,-0.661876583,1.104276099,1.568748889,1.337877523,-1.271579076,992.8188649,9928.188649,1286.945067,728.8906371,203.3739941,0.204845014
174,MT,TSHE,H,11,N,TSHE-H-11N,48.61569,113.85715,1296,33.3,250,28.2,1.4,10,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,160,70,70,0,70,80,80,10,90,150,0,10,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,4,3,1,0,3,3,46.7,86,13.5,28,20.3,3,0.5,980,981,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,H11,0.542068966,150,-0.782946836,-0.238562988,-0.45377034,-0.457467798,-0.218105602,1075.427465,10754.27465,1368.073742,684.0856244,222.4951045,0.206889922
175,MT,TSHE,H,12,C,TSHE-H-12C,48.61217,113.85657,1260,25.8,215,30.4,1.4,10,0,0,0,2,0,0,0,0,0,4,0,2,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,120,120,0,120,80,80,20,100,200,0,20,0,0,0,0,0,0,0,0,2,1,9,0,0,0,0,0,0,0,0,0,12,11,9,0,3,11,42.7,82.4,-9.4,19,17.442,7,0.6,1075,1076,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,H12,0.432461874,200,-0.560984706,0.720607788,1.568748889,1.337877523,-0.781312126,1190.109388,11901.09388,1444.154241,834.521706,205.3823488,0.172574346
176,MT,TSHE,H,12,N,TSHE-H-12N,48.61233,113.85647,1262,28.3,220,29.5,1.1,10,0,0,0,3,0,0,0,0,0,3,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,30,30,0,30,80,80,10,90,110,0,10,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,5,1,0,4,5,14.7,91.6,2.6,19,16.91,2,0.75,1073,1074,0,0,0,0,0,NA,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,NA,H12,0.864044944,110,-0.651787396,-1.005899609,-0.959400147,-0.233049633,1.436340004,1544.772539,15447.72539,1970.973568,1183.978761,251.5424979,0.162834651
177,MT,TSHE,H,13,C,TSHE-H-13C,48.61332,113.85719,1265,37.1,260,26.8,0.9,10,0,0,0,2,0,0,0,0,0,3,0,0,2,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,120,120,0,120,70,70,10,80,190,0,10,3,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,10,10,5,0,5,10,41.4,94.1,-12,20,21.22,5,0.25,1079,1080,0,0,0,0,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,0,0,2,2,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,H13,0.496701225,190,-0.924195464,0.528773633,0.557489274,0.889041193,-0.451223796,985.6730426,9856.730426,1450.713992,722.7902839,254.8525639,0.258556898
178,MT,TSHE,H,13,N,TSHE-H-13N,48.61309,113.85719,1258,33.1,230,27.4,1,10,0,0,0,5,0,0,0,0,0,2,0,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,10,10,10,20,100,100,10,110,110,0,20,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,3,2,1,2,2,25.5,79.1,-4.7,19,15.922,2,0.1,1077,1078,2,3,0,0,0,NA,2,3,2,2,0,3,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,H13,0.639618138,110,-0.863660338,-1.005899609,-0.959400147,-0.457467798,0.283142353,1011.210644,10112.10644,1415.831527,675.7196166,211.7835554,0.209435647
179,MT,TSHE,L,1,C,TSHE-L-01C,48.61747,113.87187,1014,25.3,295,53.2,1.9,10,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,14,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,140,140,0,140,130,130,0,130,270,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,3,1,0,2,3,49,87.8,-11.6,34,33.796,6,0.75,920,921,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L1,0.390342052,270,1.739350091,2.063446875,1.063119082,-0.681885963,-0.99774117,1677.50764,16775.0764,2511.741339,886.4314242,493.4329219,0.294146453
180,MT,TSHE,L,1,N,TSHE-L-01N,48.61736,113.87234,1012,16.8,275,50.6,3.6,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,40,40,0,40,80,80,0,80,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,63.3,-0.5,36,22.968,1,1,918,919,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,30,20,14,0,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L1,0.482758621,120,1.477031211,-0.814065454,-1.465029954,-1.355140459,-0.522866659,259.3398009,2593.398009,357.6006557,184.8995666,57.0075057,0.219817805
