# Woodhouse et al. 2002 Eastern Colorado Palmer Drought Severity Index Reconstruction
#----------------------------------------------------------------------- 
#               World Data Service for Paleoclimatology, Boulder 
#                                  and 
#                     NOAA Paleoclimatology Program 
#----------------------------------------------------------------------- 
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available),
# and date accessed when using these downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/6281
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-recon-6281.json
#   Study_Level_JSON_Description: JSON metadata of this file's parent study, which includes all study metadata.
#
# Data_Type: Climate Reconstructions
#
# Dataset_DOI: 10.25921/7g95-es49
#
# Science_Keywords: Palmer Drought Index Reconstruction
#-------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/reconstructions/colorado/east_colo_pdsi-noaa.txt
#   Data_Download_Description: NOAA Template File; Palmer Drought Index Reconstruction Data
#
#-------------------
# Contribution_Date
#   Date: 2002-12-01
#-------------------
# File_Last_Modified_Date
#   Date: 2025-06-11
#-------------------
# Title
#   Study_Name: Woodhouse et al. 2002 Eastern Colorado Palmer Drought Severity Index Reconstruction
#-------------------
# Investigators
#   Investigators: Woodhouse, C.A.(https://orcid.org/0000-0003-0545-9753); Lukas, J.J.; Brown, P.M.
#-------------------
# Description_Notes_and_Keywords
#   Description: Eastern Colorado May/June/July Palmer Drought Severity Index Reconstruction based on tree ring chronologies in the western Great Plains and Front Range.
#-------------------
# Publication
#   Authors: Woodhouse, C.A.; Lukas, J.J.; Brown, P.M.
#   Journal_Name: Bulletin of the American Meteorological Society
#   Published_Title: Drought in the Western Great Plains, 1845-56: Impacts and Implications
#   Published_Date_or_Year: 2002-10-01
#   Volume: 83
#   Issue: 10
#   Pages: 1485-1494
#   Report_Number: 
#   DOI: 10.1175/BAMS-83-10-1485
#   Full_Citation: 
#   Abstract: A sustained mid-nineteenth-century drought in the western Great Plains has been indicated by a tree-ring analysis of trees flanking the western Great Plains, and in tree-ring reconstructions of drought and streamflow for eastern Colorado and the Colorado Front Range. The development of new tree-ring chronologies for the western Great Plains, in combination with existing chronologies, now enables a more detailed assessment of the spatial and temporal characteristics of this drought. The analysis of a set of drought-sensitive tree-ring chronologies ranging from the northwestern Great Plains to central New Mexico indicates a core area of drought from south-central Wyoming to northeastern New Mexico for the years 1845–56. Drought was particularly severe in the years 1845–48, 1851, and 1854–56, contracting and affecting smaller regions in intervening years. The impact of this drought on natural ecosystems and human activities is difficult to gauge because of the paucity of historical documents and the confounding effects of land use changes occurring over the same period. However, it is probable that this drought played a role in the decimation of bison herds in the second half of the nineteenth century. Were it to occur today, this relatively small but persistent drought would have significant impacts on the Colorado Front Range metropolitan area and the agricultural regions of eastern Colorado.
#-------------------
# Funding_Agency
#   Funding_Agency_Name: US National Science Foundation
#   Grant_Number: ATM-9729751
#-------------------
# Site_Information
#   Site_Name: Eastern Colorado
#   Location: Colorado
#   Northernmost_Latitude: 41
#   Southernmost_Latitude: 37
#   Easternmost_Longitude: -102
#   Westernmost_Longitude: -105
#   Elevation_m: 
#-------------------
# Data_Collection
#   Collection_Name: EasternColorado_PDSI_Woodhouse2002
#   First_Year: 1552
#   Last_Year: 1990
#   Time_Unit: CE
#   Core_Length_m: 
#   Parameter_Keywords: precipitation
#   Notes: 
#-------------------
# Chronology_Information
#   Chronology:
#-------------------
# Variables 
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Variables format: shortname <tab> what,material,error,units,seasonality,data_type,detail,method, C(har) or N(umeric) data,additional information
# 
## age	age,,,year Common Era,,climate reconstructions;tree ring,,,N,
## pdsirecon	Palmer Drought Severity Index,,,dimensionless,May-Jul,climate reconstructions;tree ring,,,N,
## pdsiobs	Palmer Drought Severity Index,,,dimensionless,May-Jul,instrumental,,,N,
#-------------------------------
# Data: 
# Missing_Values: NA
age	pdsirecon	pdsiobs
1552	-4.72347776	NA
1553	1.30578258	NA
1554	0.71339511	NA
1555	-0.01688457	NA
1556	1.64611162	NA
1557	1.89505205	NA
1558	-1.01018259	NA
1559	0.419599	NA
1560	0.93227699	NA
1561	-1.50356249	NA
1562	1.80745385	NA
1563	-3.02396496	NA
1564	1.6800352	NA
1565	2.66135726	NA
1566	-0.18704233	NA
1567	-0.68161785	NA
1568	0.65610052	NA
1569	2.60939254	NA
1570	-0.49791039	NA
1571	-0.81870587	NA
1572	-0.47027233	NA
1573	-2.53502702	NA
1574	1.03349032	NA
1575	0.51702647	NA
1576	-1.02438691	NA
1577	1.6161088	NA
1578	0.87296844	NA
1579	-5.2603972	NA
1580	0.07672863	NA
1581	-2.36077522	NA
1582	-0.70009806	NA
1583	-0.51403545	NA
1584	-2.1620558	NA
1585	-1.2113408	NA
1586	-1.06774415	NA
1587	-3.24062061	NA
1588	1.35246488	NA
1589	0.65740414	NA
1590	-2.70853926	NA
1591	-2.78264317	NA
1592	1.86221755	NA
1593	0.34499706	NA
1594	2.27337326	NA
1595	1.27991762	NA
1596	4.2899722	NA
1597	-0.49145045	NA
1598	-3.3654578	NA
1599	-1.11109196	NA
1600	-1.31097757	NA
1601	-1.95621151	NA
1602	0.55968576	NA
1603	2.53922197	NA
1604	-0.44821823	NA
1605	-0.80477131	NA
1606	-1.07759841	NA
1607	0.48712945	NA
1608	-1.27940555	NA
1609	-1.96726572	NA
1610	0.89358751	NA
1611	0.7441966	NA
1612	-2.45280335	NA
1613	0.4843618	NA
1614	-0.71181023	NA
1615	-0.30243726	NA
1616	-2.08265507	NA
1617	0.32135279	NA
1618	2.28229244	NA
1619	4.99248241	NA
1620	2.31625123	NA
1621	1.38723969	NA
1622	-2.0743207	NA
1623	-0.03231825	NA
1624	-0.58897246	NA
1625	-2.63360304	NA
1626	-0.53610314	NA
1627	-1.37255317	NA
1628	-0.90245697	NA
1629	0.81574539	NA
1630	-0.48705039	NA
1631	-3.71462574	NA
1632	-2.24623551	NA
1633	-0.58369175	NA
1634	0.98853461	NA
1635	1.30663514	NA
1636	2.85350317	NA
1637	1.62092911	NA
1638	-1.50355366	NA
1639	1.1679978	NA
1640	0.08564788	NA
1641	-1.07604174	NA
1642	3.48244951	NA
1643	2.7882498	NA
1644	0.42620575	NA
1645	-4.65956934	NA
1646	2.14274589	NA
1647	0.68494586	NA
1648	-1.21625618	NA
1649	0.97235655	NA
1650	-3.23470044	NA
1651	2.1332424	NA
1652	-0.66111222	NA
1653	0.06983916	NA
1654	-4.93626888	NA
1655	2.68533616	NA
1656	1.28882289	NA
1657	1.32632394	NA
1658	0.12521141	NA
1659	-0.8979426	NA
1660	2.56512453	NA
1661	2.24391979	NA
1662	2.01152942	NA
1663	0.62457532	NA
1664	-0.32287146	NA
1665	-1.11772881	NA
1666	-2.6623641	NA
1667	-0.69778643	NA
1668	-2.57152744	NA
1669	-1.01623111	NA
1670	-1.56511689	NA
1671	-0.27393919	NA
1672	-1.98880224	NA
1673	-0.28823641	NA
1674	1.92348088	NA
1675	-2.08716519	NA
1676	-0.3807066	NA
1677	0.71625715	NA
1678	1.97838434	NA
1679	-3.06834075	NA
1680	2.40151039	NA
1681	-1.80502014	NA
1682	-3.71071074	NA
1683	3.78645128	NA
1684	-2.71616348	NA
1685	-2.99451173	NA
1686	-1.75139539	NA
1687	-0.13698415	NA
1688	-0.58671988	NA
1689	-0.44917007	NA
1690	-1.03149257	NA
1691	-0.19032899	NA
1692	2.60157111	NA
1693	1.35460054	NA
1694	-1.72579189	NA
1695	0.7241447	NA
1696	-1.01763081	NA
1697	1.35887876	NA
1698	-1.00019883	NA
1699	-2.17151238	NA
1700	0.2851793	NA
1701	0.89616819	NA
1702	0.90050334	NA
1703	2.59589727	NA
1704	-1.74419229	NA
1705	-1.79530243	NA
1706	3.70796593	NA
1707	0.63940879	NA
1708	-0.03058767	NA
1709	-1.37129669	NA
1710	3.72546159	NA
1711	-0.77859099	NA
1712	3.72257611	NA
1713	2.30249309	NA
1714	1.18182776	NA
1715	-2.28574999	NA
1716	-1.2661462	NA
1717	-1.28894269	NA
1718	0.97021156	NA
1719	0.73114329	NA
1720	1.06789086	NA
1721	1.24255435	NA
1722	-0.60860765	NA
1723	0.43406577	NA
1724	1.24012513	NA
1725	-2.41710862	NA
1726	2.26530708	NA
