tree,n_missing_total,n_missing_1980_on,n_outliers_total
72-9-1_raw,91,23,0
72-9-2_raw,114,23,1
99-2-14_raw,40,22,0
100-5-6_raw,125,23,0
104-1-13_raw,95,24,1
104-2-6_raw,82,24,0
106-4-5_raw,114,23,0
106-8-15_raw,101,24,0
106-11-3_raw,57,23,1
106-14-8_raw,107,23,0
106-16-8_raw,113,23,1
109-4-8_raw,138,23,0
112-1-3_raw,112,22,0
114-1-3_raw,22,22,0
118-2-1_raw,120,23,0
123-8-2_raw,122,23,0
129-2-2_raw,103,22,1
129-4-3_raw,111,22,2
129-5-4_raw,23,22,0
129-5-5_raw,96,22,1
132-2-8_raw,104,23,1
132-3-6_raw,116,23,0
132-5-6_raw,112,23,0
132-6-5_raw,144,43,0
134-2-1_raw,104,22,0
791-3-5_raw,116,23,0
791-3-6_raw,107,23,0
792-1-1_raw,140,25,0
792-2-9_raw,99,23,0
792-7-3_raw,116,23,0
