tree,n_missing_total,n_missing_1980_on,n_outliers_total
WRD01A_raw,218,13,9
WRD01B_raw,202,17,4
WRD02B_raw,542,13,10
WRD03_raw,656,13,5
WRD05A_raw,237,13,10
WRD05B_raw,364,45,4
WRD06_raw,455,13,10
WRD07A_raw,240,13,15
WRD08A_raw,321,13,9
WRD09A_raw,417,13,13
WRD11_raw,688,45,0
WRD12A_raw,616,45,7
WRD14A_raw,520,45,7
WRD16A_raw,520,13,13
WRD22_raw,143,45,9
WRD23A_raw,305,45,11
WRD25A_raw,401,45,10
WRD26A_raw,559,13,2
WRD27_raw,225,45,12
WRD28_raw,259,45,18
WRD30_raw,276,45,15
WRD31_raw,398,45,15
WRD33A_raw,510,13,4
WRD36_raw,381,45,5
WRD38A_raw,385,45,3
WRD38B_raw,289,13,9
WRD39A_raw,641,13,3
WRD75A_raw,469,13,5
WRD100A_raw,354,45,2
WRD100B_raw,190,25,5
WRD101A_raw,408,13,1
WRD103A_raw,244,13,5
WRD103B_raw,231,24,6
WRD104A_raw,362,13,9
WRD104B_raw,406,13,3
WRD105A_raw,419,13,4
WRD105B_raw,241,14,1
WRD107A_raw,463,45,3
WRD108A_raw,557,45,9
WRD108B_raw,364,45,9
WRD110A_raw,561,13,7
WRD110B_raw,658,13,2
WRD110C_raw,598,13,3
WRD111A_raw,541,13,5
WRD111B_raw,418,13,8
WRD113A_raw,425,13,6
WRD113B_raw,505,13,3
WRD118A_raw,407,13,5
WRD118B_raw,408,13,3
WRD119A_raw,428,17,10
WRD119B_raw,486,13,6
WRD122A_raw,371,45,4
WRD122B_raw,505,45,8
WRD124A_raw,537,45,5
WRD124B_raw,600,45,1
