tree,n_missing_total,n_missing_1980_on,n_outliers_total
LCN01AAU_raw,79,5,11
LCN01BBU_raw,57,5,18
LCN02AAU_raw,199,5,8
LCN02BBU_raw,186,5,6
LCN03AAU_raw,134,5,9
LCN03BBU_raw,151,5,4
LCN04AAU_raw,153,5,6
LCN05AAU_raw,169,5,9
LCNBBBUn_raw,213,5,4
LCN06AAU_raw,142,5,7
LCN06BBU_raw,175,5,6
LCN07BBU_raw,316,5,8
LCN08AAU_raw,368,5,0
LCN08BBU_raw,318,5,3
LCN10AAU_raw,99,5,9
LCN10BBU_raw,233,5,4
LCN10CCU_raw,553,45,1
LCN11AAU_raw,328,5,4
LCN11BBU_raw,245,5,9
LCN12AAU_raw,242,5,4
LCN12BBU_raw,257,5,9
LCN13AAU_raw,60,5,11
LCN13BBU_raw,13,5,9
LCN14AAU_raw,291,5,3
LCN14BBU_raw,291,5,4
LCN15AAU_raw,177,5,10
LCN15BBU_raw,52,5,7
LCN15CCU_raw,504,45,1
LCN16AAU_raw,301,5,2
LCN16CCU_raw,363,45,1
LCN17AAU_raw,249,5,9
LCN17BBU_raw,93,5,9
LCN19AAU_raw,132,5,5
LCN19BBU_raw,149,5,3
LCN19CCU_raw,539,45,0
LCN20AAU_raw,277,5,6
LCN20BBU_raw,279,5,4
