tree,n_missing_total,n_missing_1980_on,n_outliers_total
Z9801N_raw,125,27,3
Z9801W_raw,75,27,1
Z9802N_raw,191,27,0
Z9802S_raw,195,27,0
Z9803S_raw,108,27,4
Z9803W_raw,122,27,0
Z9804E_raw,222,27,0
Z9804W_raw,255,27,0
Z9805N_raw,31,27,1
Z9805E_raw,79,27,1
Z9805W_raw,49,27,1
Z9806N_raw,174,27,3
Z9806S_raw,213,27,0
Z9807E_raw,221,27,0
Z9807W_raw,164,27,0
Z9808S_raw,236,27,0
Z9808W_raw,258,27,0
Z9809N_raw,28,28,5
Z9809S_raw,75,27,5
Z9809E_raw,40,27,2
Z9810E_raw,194,27,1
Z9810W_raw,197,27,0
Z9811N_raw,244,27,1
Z9811S_raw,224,27,2
Z9811X_raw,262,45,1
Z9812S_raw,49,27,8
Z9812E_raw,109,27,0
