site.name,SITE_ID,cm.top,age.top,char.count,char.Vol,char.con,char.acc,char.bkg,char.peak,thresh1,thresh2,thresh3,thresh.final.pos,thresh.final.neg,SNI,thresh.GOF,peaks1,peaks2,peaks3,peaks.final,peaks.insig,peak.mag,sm.peak.freq,smFRI,nFRIs,mFRI.yr,mFRI.uCI,mFRI.lCI,WBLb.yr,WBLb.uCI,WBLb.lCI,WBLc,WBLc.uCI,WBLc_lCI
Sand Beach,-999,12.0909,138,23.6,3,7.8667,0.37188,0.23947,0.13241,0.045282,0.090881,0.14199,0.090881,-0.22043,4.0054,0.1637,0,0,0,0,0,0,5.1514,196.845,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,12.8,153,27.6,3,9.2,0.46,0.23662,0.22338,0.047693,0.093389,0.14461,0.093389,-0.21859,4.001,0.097336,0,0,0,0,0,0,5.0917,197.7518,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,13.55,168,22.8,3,7.6,0.36618,0.2338,0.13238,0.050076,0.095865,0.14719,0.095865,-0.21674,3.9976,0.057229,0,0,0,0,0,0,5.0322,198.6586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,14.2727,183,28.6667,3,9.5556,0.4633,0.23103,0.23227,0.052436,0.098311,0.14973,0.098311,-0.21489,3.9949,0.081581,0,0,0,0,0,0,4.9727,199.5654,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,15,198,32.3333,3,10.7778,0.52256,0.2283,0.29426,0.054773,0.10073,0.15225,0.10073,-0.21303,3.993,0.04609,1,1,1,1,0,14.884,4.9133,200.4721,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,15.7273,213,15.8,3,5.2667,0.25376,0.2256,0.028158,0.057092,0.10313,0.15473,0.10313,-0.21117,3.9919,0.15998,0,0,0,0,0,0,4.8541,201.3789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,16.45,228,4.4667,3,1.4889,0.069481,0.22293,-0.15344,0.059394,0.10551,0.15719,0.10551,-0.20931,3.9915,0.19811,0,0,0,0,0,0,4.7951,202.2857,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,17.15,243,3.4667,3,1.1556,0.054976,0.22027,-0.16529,0.061681,0.10786,0.15963,0.10786,-0.20744,3.9917,0.24792,0,0,0,0,0,0,4.7362,203.3603,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,17.8636,258,8.7333,3,2.9111,0.14114,0.21762,-0.076475,0.063955,0.11021,0.16205,0.11021,-0.20557,3.9927,0.26063,0,0,0,0,0,0,4.6776,204.4607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,18.5909,273,9.4,3,3.1333,0.14242,0.21497,-0.072547,0.066217,0.11254,0.16446,0.11254,-0.2037,3.9944,0.29346,0,0,0,0,0,0,4.6192,205.561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,19.2727,288,5,3,1.6667,0.080808,0.21231,-0.1315,0.068469,0.11485,0.16685,0.11485,-0.20183,3.9967,0.29892,0,0,0,0,0,0,4.561,206.6614,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,20,303,3.9333,3,1.3111,0.059596,0.20963,-0.15003,0.07071,0.11716,0.16922,0.11716,-0.19995,3.9997,0.35734,0,0,0,0,0,0,4.5031,207.7618,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,20.6818,318,4.7333,3,1.5778,0.071717,0.2069,-0.13519,0.072942,0.11945,0.17158,0.11945,-0.19808,4.0034,0.35121,0,0,0,0,0,0,4.4455,208.8622,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,21.3636,333,5.8,3,1.9333,0.087879,0.20413,-0.11625,0.075162,0.12173,0.17393,0.12173,-0.1962,4.0078,0.43409,0,0,0,0,0,0,4.388,210.0129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,22.0455,348,8,3,2.6667,0.12121,0.20127,-0.080058,0.077366,0.12399,0.17625,0.12399,-0.19431,4.0131,0.36968,0,0,0,0,0,0,4.3307,211.3647,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,22.7273,363,8.6,3,2.8667,0.1303,0.19831,-0.06801,0.079546,0.12622,0.17853,0.12622,-0.19241,4.0194,0.32076,0,0,0,0,0,0,4.2736,212.7165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,23.4091,378,29.3333,3,9.7778,0.44444,0.19522,0.24922,0.081684,0.12839,0.18075,0.12839,-0.19049,4.0271,0.28704,0,1,1,1,0,1.8125,4.2164,214.0683,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,24.0909,393,19.6,3,6.5333,0.29697,0.19195,0.10502,0.083744,0.13047,0.18284,0.13047,-0.18853,4.0369,0.29873,1,0,0,0,0,0,4.1589,215.4201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,24.7727,408,12.3333,3,4.1111,0.17649,0.18846,-0.011972,0.08566,0.13237,0.18472,0.13237,-0.18651,4.0504,0.26824,0,0,0,0,0,0,4.1008,216.7719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,25.4167,423,12.1333,3,4.0444,0.1818,0.18468,-0.0028874,0.087324,0.13395,0.18621,0.13395,-0.18437,4.07,0.32854,0,0,0,0,0,0,4.0413,218.1237,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,26.0909,438,14.2,3,4.7333,0.20798,0.18061,0.027372,0.088601,0.13505,0.18712,0.13505,-0.18207,4.0988,0.36747,0,0,0,0,0,0,3.9797,221.0005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,26.75,453,17.2,3,5.7333,0.23889,0.17721,0.061676,0.088701,0.13473,0.18632,0.13473,-0.1795,4.1747,0.36577,0,0,0,0,0,0,3.9228,225.2115,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,27.375,468,9.6667,3,3.2222,0.14321,0.17386,-0.030649,0.088598,0.13415,0.18522,0.13415,-0.17687,4.261,0.47709,0,0,0,0,0,0,3.8662,229.4225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,28.0417,483,6.4667,3,2.1556,0.089815,0.17058,-0.080764,0.088302,0.13334,0.18383,0.13334,-0.17417,4.3587,0.38591,0,0,0,0,0,0,3.8101,233.6336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,28.6667,498,11.8,3,3.9333,0.16389,0.1674,-0.0035073,0.087823,0.13231,0.18217,0.13231,-0.17141,4.4682,0.52479,0,0,0,0,0,0,3.7548,237.8446,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,29.2917,513,6.3333,3,2.1111,0.087963,0.16434,-0.076378,0.087186,0.13108,0.18028,0.13108,-0.1686,4.5891,0.6224,0,0,0,0,0,0,3.7006,242.0556,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,29.9167,528,12.4,3,4.1333,0.17222,0.16145,0.010769,0.086424,0.1297,0.17821,0.1297,-0.16576,4.7203,0.94604,0,0,0,0,0,0,3.6481,246.2667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,30.5417,543,16.4,3,5.4667,0.22311,0.15877,0.064336,0.08557,0.12821,0.176,0.12821,-0.1629,4.8606,0.94224,0,0,0,0,0,0,3.5978,250.952,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,31.1538,558,15.2,3,5.0667,0.20137,0.1563,0.045066,0.084654,0.12664,0.17371,0.12664,-0.16003,5.0081,0.7199,0,0,0,0,0,0,3.5503,255.7103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,31.75,573,17,3,5.6667,0.22521,0.15405,0.071165,0.083699,0.12503,0.17136,0.12503,-0.15716,5.1613,0.85964,0,0,0,0,0,0,3.5059,260.4687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,32.3462,588,53.8667,3,17.9556,0.7328,0.152,0.5808,0.082719,0.12339,0.16899,0.12339,-0.15431,5.3186,0.81202,1,1,1,1,0,6.8612,3.4649,265.227,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,32.9583,603,15.2,3,5.0667,0.19595,0.15011,0.045841,0.081711,0.12173,0.16658,0.12173,-0.15146,5.4785,0.47732,0,0,0,0,0,0,3.4277,269.9853,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,33.5385,618,14.8,3,4.9333,0.18974,0.14835,0.041392,0.08068,0.12003,0.16415,0.12003,-0.14864,5.6398,0.50142,0,0,0,0,0,0,3.3941,274.7437,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,34.1154,633,8,3,2.6667,0.10256,0.14666,-0.044101,0.079627,0.11832,0.16169,0.11832,-0.14585,5.8009,0.73112,0,0,0,0,0,0,3.3643,279.2484,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,34.6923,648,12.9333,3,4.3111,0.16581,0.14501,0.020806,0.078552,0.11659,0.15922,0.11659,-0.14308,5.96,0.33496,0,0,0,0,0,0,3.3379,282.7386,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,35.2692,663,15.2,3,5.0667,0.19487,0.14334,0.051536,0.077454,0.11483,0.15673,0.11483,-0.14036,6.115,0.80998,0,0,0,0,0,0,3.3149,286.2288,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,35.8462,678,12.3333,3,4.1111,0.14984,0.14162,0.0082185,0.076329,0.11305,0.15422,0.11305,-0.13767,6.2643,0.31346,0,0,0,0,0,0,3.2951,289.719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,36.3929,693,14.2,3,4.7333,0.17945,0.13983,0.039624,0.075177,0.11125,0.15169,0.11125,-0.13504,6.4061,0.19789,0,0,0,0,0,0,3.2782,293.2093,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,36.9615,708,9.4,3,3.1333,0.11248,0.13794,-0.025458,0.073996,0.10942,0.14914,0.10942,-0.13245,6.5388,0.31009,0,0,0,0,0,0,3.264,296.6995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,37.5,723,9,3,3,0.11429,0.13594,-0.02165,0.072784,0.10757,0.14656,0.10757,-0.12993,6.6613,0.35798,0,0,0,0,0,0,3.2522,300.1897,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,38.0714,738,8.8,3,2.9333,0.10476,0.13382,-0.02906,0.071539,0.10569,0.14397,0.10569,-0.12746,6.7724,0.59974,0,0,0,0,0,0,3.2425,302.406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,38.6071,753,9.0667,3,3.0222,0.10794,0.1316,-0.023667,0.070263,0.10378,0.14135,0.10378,-0.12506,6.8714,0.86046,0,0,0,0,0,0,3.2348,303.5077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,39.1429,768,11.6667,3,3.8889,0.13889,0.12929,0.0095988,0.068957,0.10185,0.13872,0.10185,-0.12272,6.9576,0.89483,0,0,0,0,0,0,3.2287,304.6093,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,39.6786,783,11.4,3,3.8,0.13571,0.12689,0.0088202,0.067623,0.099899,0.13608,0.099899,-0.12046,7.0307,0.95321,0,0,0,0,0,0,3.224,305.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,40.2143,798,13.8667,3,4.6222,0.16508,0.12443,0.04065,0.066264,0.09793,0.13342,0.09793,-0.11826,7.0906,0.97286,0,0,0,0,0,0,3.2205,306.8126,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,40.75,813,12.2667,3,4.0889,0.14084,0.12192,0.018922,0.064886,0.095952,0.13077,0.095952,-0.11614,7.1373,0.96458,0,0,0,0,0,0,3.218,307.9143,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,41.2667,828,9.5333,3,3.1778,0.10996,0.11938,-0.0094191,0.063496,0.093972,0.12813,0.093972,-0.11409,7.1711,0.79556,0,0,0,0,0,0,3.2163,309.0159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,41.7857,843,7.6,3,2.5333,0.086857,0.11684,-0.029979,0.062102,0.092001,0.12551,0.092001,-0.11212,7.1924,0.73354,0,0,0,0,0,0,3.2153,307.9656,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,42.3,858,7.2,3,2.4,0.083429,0.1143,-0.030872,0.06071,0.090044,0.12292,0.090044,-0.11023,7.2018,0.57738,0,0,0,0,0,0,3.2147,306.5842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,42.8214,873,9.3333,3,3.1111,0.10617,0.11178,-0.0056095,0.059325,0.088109,0.12037,0.088109,-0.1084,7.1998,0.64721,0,0,0,0,0,0,3.2147,305.2027,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,43.3333,888,12,3,4,0.13333,0.10928,0.024049,0.057954,0.086202,0.11787,0.086202,-0.10665,7.1871,0.6166,0,0,0,0,0,0,3.2152,303.8213,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,43.8333,903,9,3,3,0.1,0.10681,-0.0068075,0.056602,0.08433,0.11541,0.08433,-0.10498,7.1644,0.69127,0,0,0,0,0,0,3.2162,302.4399,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,44.3333,918,5,3,1.6667,0.055556,0.10436,-0.048803,0.055274,0.082498,0.11301,0.082498,-0.10337,7.1324,0.66665,0,0,0,0,0,0,3.2179,301.0584,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,44.8333,933,3.3333,3,1.1111,0.037037,0.10195,-0.064917,0.053972,0.080707,0.11067,0.080707,-0.10182,7.0915,0.64091,0,0,0,0,0,0,3.2204,299.2355,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,45.3333,948,7,3,2.3333,0.077778,0.09961,-0.021832,0.052694,0.078955,0.10839,0.078955,-0.10034,7.0423,0.53033,0,0,0,0,0,0,3.2237,295.6463,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,45.8333,963,11.6667,3,3.8889,0.12963,0.097344,0.032285,0.051439,0.07724,0.10616,0.07724,-0.09891,6.9848,0.46376,0,0,0,0,0,0,3.228,292.0572,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,46.3333,978,5.6667,3,1.8889,0.062963,0.095182,-0.032219,0.050202,0.075556,0.10398,0.075556,-0.097539,6.9192,0.5876,0,0,0,0,0,0,3.2334,288.468,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,46.8333,993,3.3333,3,1.1111,0.035494,0.093157,-0.057663,0.048982,0.073901,0.10183,0.073901,-0.096222,6.8454,0.61535,0,0,0,0,0,0,3.2402,284.8789,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,47.3125,1008,10.6,3,3.5333,0.11483,0.091296,0.023537,0.047775,0.07227,0.099725,0.07227,-0.094957,6.7634,0.51301,0,0,0,0,0,0,3.2484,281.2897,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,47.8,1023,12.6,3,4.2,0.13475,0.089618,0.045132,0.046579,0.07066,0.097652,0.07066,-0.093745,6.6734,0.4476,0,0,0,0,0,0,3.2583,277.7006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,48.2813,1038,10.4667,3,3.4889,0.10903,0.088132,0.020895,0.04539,0.069069,0.09561,0.069069,-0.09259,6.5755,0.36817,0,0,0,0,0,0,3.2697,273.4141,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,48.75,1053,8.1333,3,2.7111,0.084722,0.086838,-0.0021154,0.04421,0.067498,0.093602,0.067498,-0.091495,6.4697,0.49146,0,0,0,0,0,0,3.2829,268.5175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,49.2188,1068,5.6,3,1.8667,0.058333,0.085724,-0.027391,0.04304,0.06595,0.091631,0.06595,-0.090467,6.3564,0.4593,0,0,0,0,0,0,3.2976,263.6209,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,49.6875,1083,5.3333,3,1.7778,0.055556,0.084779,-0.029223,0.04188,0.064428,0.089702,0.064428,-0.08951,6.2356,0.24375,0,0,0,0,0,0,3.3138,258.7243,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,50.1563,1098,6,3,2,0.0625,0.083168,-0.020668,0.040733,0.062933,0.087817,0.062933,-0.08863,6.1077,0.26805,0,0,0,0,0,0,3.3313,253.8277,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,50.625,1113,6.6,3,2.2,0.06875,0.082533,-0.013783,0.0396,0.061467,0.085978,0.061467,-0.087827,5.9729,0.12091,0,0,0,0,0,0,3.35,248.9311,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,51.0938,1128,9.2667,3,3.0889,0.096528,0.082039,0.014488,0.038481,0.060032,0.084189,0.060032,-0.087103,5.8315,0.31708,0,0,0,0,0,0,3.3695,244.0344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,51.5625,1143,10.8667,3,3.6222,0.11319,0.081673,0.031522,0.037378,0.05863,0.082451,0.05863,-0.086459,5.6842,0.10021,0,0,0,0,0,0,3.3897,239.5472,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,52.0313,1158,9,3,3,0.09375,0.081412,0.012338,0.036295,0.057263,0.080767,0.057263,-0.085894,5.5315,0.45551,0,0,0,0,0,0,3.4104,235.123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,52.5,1173,14,3,4.6667,0.13725,0.081235,0.05602,0.035233,0.055936,0.079142,0.055936,-0.085407,5.3742,0.35588,1,1,0,1,0,0.0012565,3.4313,230.6988,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,52.9412,1188,5.3333,3,1.7778,0.05512,0.081126,-0.026006,0.034198,0.054653,0.07758,0.054653,-0.084994,5.2132,0.58415,0,0,0,0,0,0,3.4524,226.2746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,53.4063,1203,4,3,1.3333,0.039706,0.081073,-0.041367,0.033192,0.053414,0.076082,0.053414,-0.08465,5.0494,0.5124,0,0,0,0,0,0,3.4736,221.8504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,53.8529,1218,2.6667,3,0.88889,0.026144,0.081068,-0.054924,0.032214,0.052221,0.074646,0.052221,-0.084367,4.8842,0.16972,0,0,0,0,0,0,3.4949,217.4262,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,54.2941,1233,3.6,3,1.2,0.035294,0.081112,-0.045818,0.031267,0.051071,0.07327,0.051071,-0.084139,4.7188,0.13749,0,0,0,0,0,0,3.516,213.3696,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,54.7353,1248,3.4,3,1.1333,0.034167,0.081209,-0.047042,0.030349,0.049965,0.071952,0.049965,-0.083957,4.5548,0.24459,0,0,0,0,0,0,3.537,210.7834,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,55.1875,1263,2,3,0.66667,0.020425,0.081364,-0.060939,0.029463,0.048903,0.070693,0.048903,-0.083816,4.3942,0.35592,0,0,0,0,0,0,3.5577,208.1973,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,55.6471,1278,4.6,3,1.5333,0.045098,0.081587,-0.036489,0.028613,0.047889,0.069495,0.047889,-0.083712,4.2387,0.4273,0,0,0,0,0,0,3.578,205.6112,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,56.0882,1293,7.0667,3,2.3556,0.069024,0.081887,-0.012862,0.027803,0.046927,0.068364,0.046927,-0.08364,4.0902,0.19676,0,0,0,0,0,0,3.5979,203.025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,56.5278,1308,8,3,2.6667,0.074074,0.082276,-0.0082016,0.027037,0.046023,0.067305,0.046023,-0.083598,3.9504,0.23104,0,0,0,0,0,0,3.6175,200.4389,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,56.9444,1323,5.4,3,1.8,0.052549,0.082766,-0.030217,0.026322,0.045183,0.066325,0.045183,-0.083587,3.8209,0.29856,0,0,0,0,0,0,3.6368,197.8528,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,57.3824,1338,7.2,3,2.4,0.070588,0.083369,-0.012781,0.025665,0.044416,0.065435,0.044416,-0.083606,3.703,0.32475,0,0,0,0,0,0,3.6559,196.6375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Sand Beach,-999,57.8235,1353,6.2,3,2.0667,0.058758,0.084093,-0.025334,0.025074,0.043733,0.064649,0.043733,-0.083658,3.5977,0.16475,0,0,0,0,0,0,3.6749,196.6217,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
