site.name,SITE_ID,cm.top,age.top,char.count,char.Vol,char.con,char.acc,char.bkg,char.peak,thresh1,thresh2,thresh3,thresh.final.pos,thresh.final.neg,SNI,thresh.GOF,peaks1,peaks2,peaks3,peaks.final,peaks.insig,peak.mag,sm.peak.freq,smFRI,nFRIs,mFRI.yr,mFRI.uCI,mFRI.lCI,WBLb.yr,WBLb.uCI,WBLb.lCI,WBLc,WBLc.uCI,WBLc_lCI
Beaver ,2,24.8462,119,9.4444,6,1.5741,0.060541,0.044326,0.016216,0.0063982,0.013899,0.022306,0.013899,-0.037308,2.9442,0.33173,1,1,0,1,0,1.0193,2.2852,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,25.5385,137,7,6,1.1667,0.044318,0.040062,0.0042556,0.0067286,0.014204,0.022584,0.014204,-0.036833,2.9781,0.58988,0,0,0,0,0,0,2.1528,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,26.2222,155,3,6,0.5,0.018519,0.03604,-0.017521,0.007136,0.014606,0.02298,0.014606,-0.036395,3.0076,0.68713,0,0,0,0,0,0,2.0236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,26.8889,173,3,6,0.5,0.019112,0.032393,-0.013281,0.0076509,0.015144,0.023544,0.015144,-0.036016,3.0281,0.74874,0,0,0,0,0,0,1.9013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,27.5769,191,2.6111,6,0.43519,0.016738,0.029555,-0.012817,0.0076474,0.015018,0.023279,0.015018,-0.035301,3.0632,0.63579,0,0,0,0,0,0,1.8198,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,28.2692,209,2,6,0.33333,0.012821,0.026997,-0.014176,0.0074814,0.014687,0.022763,0.014687,-0.034505,3.101,0.81807,0,0,0,0,0,0,1.7414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,28.9615,227,1.0556,6,0.17593,0.0067664,0.024682,-0.017916,0.0071754,0.014188,0.022048,0.014188,-0.033686,3.1401,0.61947,0,0,0,0,0,0,1.6648,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,29.6538,245,1,6,0.16667,0.0062915,0.022631,-0.016339,0.0067778,0.013587,0.021219,0.013587,-0.0329,3.1763,0.7304,0,0,0,0,0,0,1.591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,30.3333,263,1,6,0.16667,0.0061728,0.020947,-0.014774,0.0063405,0.012952,0.020363,0.012952,-0.032185,3.2051,0.63621,0,0,0,0,0,0,1.5223,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,31,281,3,6,0.5,0.019231,0.019777,-0.00054599,0.0059074,0.012338,0.019547,0.012338,-0.031568,3.2233,0.29402,0,0,0,0,0,0,1.4616,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,31.6923,299,1.8889,6,0.31481,0.012108,0.019223,-0.0071145,0.0055221,0.011799,0.018835,0.011799,-0.031055,3.2289,0.40934,0,0,0,0,0,0,1.4111,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,32.3846,317,1,6,0.16667,0.0064103,0.019305,-0.012895,0.0052321,0.01139,0.018292,0.01139,-0.03065,3.2203,0.4489,0,0,0,0,0,0,1.3716,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,33.0769,335,1,6,0.16667,0.0064103,0.019964,-0.013554,0.0050734,0.011151,0.017964,0.011151,-0.030344,3.1964,0.23363,0,0,0,0,0,0,1.3425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,33.7692,353,5.6667,6,0.94444,0.035428,0.021061,0.014367,0.0050355,0.011066,0.017826,0.011066,-0.030108,3.1566,0.46782,0,0,0,0,0,0,1.323,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,34.4444,371,7.3333,6,1.2222,0.045558,0.022476,0.023082,0.00512,0.011134,0.017875,0.011134,-0.029926,3.0966,0.53001,0,0,0,0,1,0.28971,1.3114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,35.1154,389,4,6,0.66667,0.025641,0.024081,0.0015596,0.0053732,0.011412,0.01818,0.011412,-0.029814,3.0122,0.37969,0,0,0,0,0,0,1.3046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,35.8077,407,4,6,0.66667,0.025641,0.025756,-0.00011536,0.0058273,0.011941,0.018793,0.011941,-0.029797,2.9055,0.25792,0,0,0,0,0,0,1.3006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,36.5,425,4,6,0.66667,0.025641,0.027395,-0.0017539,0.0064993,0.012745,0.019746,0.012745,-0.029896,2.7831,0.0014613,0,0,0,0,0,0,1.2995,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,37.1923,443,4,6,0.66667,0.025641,0.028911,-0.0032701,0.0073878,0.013826,0.021043,0.013826,-0.030129,2.6512,0.42037,0,0,0,0,0,0,1.3032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,37.8846,461,4,6,0.66667,0.02485,0.030225,-0.0053757,0.0084663,0.01515,0.022643,0.01515,-0.030484,2.5123,0.21275,0,0,0,0,0,0,1.3143,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,38.5556,479,4,6,0.66667,0.02535,0.031277,-0.0059276,0.0096484,0.016611,0.024416,0.016611,-0.030925,2.3715,0.036418,0,0,0,0,0,0,1.3359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,39.24,497,4,6,0.66667,0.026667,0.032114,-0.0054472,0.010826,0.018076,0.026203,0.018076,-0.031421,2.2359,0.097916,0,0,0,0,0,0,1.3699,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,39.96,515,9.6667,6,1.6111,0.059936,0.032838,0.027098,0.011931,0.019463,0.027905,0.019463,-0.031959,2.1117,0.029033,1,1,0,1,0,0.13744,1.4158,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,40.6296,533,6.8889,6,1.1481,0.043251,0.033544,0.009707,0.012933,0.020735,0.029481,0.020735,-0.032534,2.0038,0.26925,0,0,0,0,0,0,1.4708,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,41.3077,551,3,6,0.5,0.019231,0.034348,-0.015118,0.013832,0.021893,0.030927,0.021893,-0.033136,1.9139,0.17101,0,0,0,0,0,0,1.5292,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,42,569,8,6,1.3333,0.051282,0.035358,0.015924,0.014636,0.022939,0.032245,0.022939,-0.033743,1.8406,0.68228,1,0,0,0,0,0,1.5842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,42.6923,587,5.7778,6,0.96296,0.037037,0.036638,0.00039945,0.015349,0.023875,0.033432,0.023875,-0.034334,1.7787,0.61609,0,0,0,0,0,0,1.6301,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,43.3846,605,4.2222,6,0.7037,0.027066,0.038136,-0.011071,0.01596,0.024688,0.034471,0.024688,-0.034899,1.7262,0.14415,0,0,0,0,0,0,1.6641,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,44.0769,623,6,6,1,0.038462,0.03968,-0.0012184,0.016474,0.025382,0.035368,0.025382,-0.035438,1.6813,0.50762,0,0,0,0,0,0,1.685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,44.7692,641,6,6,1,0.038964,0.041098,-0.0021341,0.016901,0.025974,0.036144,0.025974,-0.035971,1.6445,0.28567,0,0,0,0,0,0,1.6921,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,45.4706,659,4.75,6,0.79167,0.031046,0.042272,-0.011226,0.017249,0.026476,0.036818,0.026476,-0.036517,1.6158,0.65319,0,0,0,0,0,0,1.685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,46.1765,677,1,6,0.16667,0.0065359,0.04318,-0.036644,0.017521,0.026888,0.037388,0.026888,-0.037065,1.5932,0.18331,0,0,0,0,0,0,1.6641,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,46.8824,695,8.5,6,1.4167,0.054665,0.043879,0.010786,0.017693,0.027187,0.037828,0.027187,-0.037628,1.5786,0.00047169,0,0,0,0,0,0,1.6301,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,47.5769,713,8.8333,6,1.4722,0.056624,0.044444,0.01218,0.017749,0.027354,0.03812,0.027354,-0.038219,1.5743,0.0010881,0,0,0,0,0,0,1.5842,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,48.2692,731,7,6,1.1667,0.044872,0.044902,-3.02E-05,0.01767,0.027366,0.038234,0.027366,-0.038828,1.5804,0.0071392,0,0,0,0,0,0,1.5285,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,48.9615,749,8.8889,6,1.4815,0.061465,0.045212,0.016252,0.017495,0.027264,0.038213,0.027264,-0.039428,1.5928,0.14617,0,0,0,0,0,0,1.4661,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,49.7083,767,8.3889,6,1.3981,0.058256,0.04527,0.012986,0.017294,0.027122,0.038139,0.027122,-0.039978,1.6025,0.12552,0,0,0,0,0,0,1.4004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,50.4583,785,8.8333,6,1.4722,0.061343,0.045006,0.016337,0.017097,0.02697,0.038036,0.02697,-0.040434,1.603,0.47834,0,0,0,0,0,0,1.3346,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,51.2083,803,11,6,1.8333,0.076389,0.044414,0.031975,0.016884,0.026777,0.037866,0.026777,-0.040763,1.5944,0.014665,1,1,0,1,0,0.093565,1.2706,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,51.9583,821,5.3333,6,0.88889,0.034346,0.043494,-0.0091475,0.016613,0.026491,0.037564,0.026491,-0.040951,1.5841,0.42291,0,0,0,0,0,0,1.2091,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,52.6538,839,5.5,6,0.91667,0.033165,0.04232,-0.0091547,0.016286,0.026118,0.037139,0.026118,-0.04101,1.5782,0.15663,0,0,0,0,0,0,1.1493,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,53.3051,857,6,6,1,0.033898,0.041039,-0.0071403,0.015922,0.025684,0.036627,0.025684,-0.040966,1.5775,0.084794,0,0,0,0,0,0,1.0898,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,53.9153,875,10.3056,6,1.7176,0.050957,0.039797,0.01116,0.015521,0.025199,0.036047,0.025199,-0.040875,1.5815,0.26035,0,0,0,0,0,0,1.03,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,54.4493,893,11,6,1.8333,0.05314,0.038725,0.014415,0.015046,0.024635,0.035383,0.024635,-0.040829,1.5916,0.0050562,0,0,0,0,0,0,0.97001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,54.971,911,6.2778,6,1.0463,0.03576,0.037917,-0.0021577,0.014482,0.02399,0.034647,0.02399,-0.040922,1.6127,0.094833,0,0,0,0,0,0,0.91023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,55.5862,929,4.6667,6,0.77778,0.027139,0.037406,-0.010267,0.013878,0.02333,0.033924,0.02333,-0.041198,1.6481,0.012668,0,0,0,0,0,0,0.85075,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,56.2143,947,2,6,0.33333,0.011905,0.037123,-0.025219,0.01333,0.022765,0.033342,0.022765,-0.041654,1.6987,0.024695,0,0,0,0,0,0,0.79091,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,56.8571,965,2,6,0.33333,0.011585,0.037052,-0.025467,0.012934,0.022405,0.033022,0.022405,-0.042259,1.7629,0.079575,0,0,0,0,0,0,0.72943,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,57.4828,983,2.3333,6,0.38889,0.013335,0.037274,-0.023938,0.012733,0.022293,0.033009,0.022293,-0.042973,1.8369,0.012749,0,0,0,0,0,0,0.66538,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,58.1,1001,4,6,0.66667,0.022222,0.037872,-0.01565,0.012701,0.022391,0.033253,0.022391,-0.043763,1.9155,0.086671,0,0,0,0,0,0,0.59962,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,58.7,1019,6,6,1,0.033908,0.038902,-0.0049942,0.012796,0.022647,0.03369,0.022647,-0.044611,1.9959,0.019057,0,0,0,0,0,0,0.53324,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,59.3103,1037,8,6,1.3333,0.045977,0.040345,0.0056319,0.013002,0.023043,0.034297,0.023043,-0.045508,2.0785,0.043773,0,0,0,0,0,0,0.46676,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,59.931,1055,9.7778,6,1.6296,0.05707,0.04207,0.015001,0.013353,0.023614,0.035117,0.023614,-0.046443,2.1624,0.18541,0,0,0,0,0,0,0.40038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,60.5614,1073,10,6,1.6667,0.05848,0.043961,0.014519,0.013862,0.024377,0.036163,0.024377,-0.047412,2.2481,0.2579,0,0,0,0,0,0,0.33462,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,61.193,1091,10,6,1.6667,0.05848,0.045925,0.012555,0.014521,0.02532,0.037425,0.02532,-0.04841,2.333,0.0010362,0,0,0,0,0,0,0.27057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,61.8246,1109,8.5556,6,1.4259,0.049409,0.047825,0.001584,0.015271,0.026377,0.038826,0.026377,-0.049448,2.4128,0.03392,0,0,0,0,0,0,0.20974,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,62.4483,1127,7.6667,6,1.2778,0.044061,0.04946,-0.0053991,0.016018,0.027441,0.040245,0.027441,-0.050546,2.4856,0.66347,0,0,0,0,0,0,0.15397,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,63.069,1145,5,6,0.83333,0.028736,0.050623,-0.021887,0.01669,0.028429,0.041588,0.028429,-0.051717,2.5474,0.4173,0,0,0,0,0,0,0.10524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,63.6897,1163,9,6,1.5,0.051724,0.051231,0.00049353,0.017264,0.029314,0.042821,0.029314,-0.052955,2.5958,0.94502,0,0,0,0,0,0,0.06529,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,64.3103,1181,13,6,2.1667,0.074713,0.051444,0.023269,0.017768,0.030125,0.043976,0.030125,-0.054239,2.6333,0.34548,0,0,0,0,0,0,0.0353,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,64.931,1199,13,6,2.1667,0.077084,0.051567,0.025517,0.018236,0.030897,0.045089,0.030897,-0.055541,2.6754,0.016627,0,0,0,0,0,0,0.015469,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,65.5714,1217,12.6667,6,2.1111,0.075397,0.0519,0.023497,0.018699,0.03166,0.046188,0.03166,-0.056827,2.7497,0.0034073,1,0,0,0,0,0,0.0053646,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,66.2143,1235,12,6,2,0.071429,0.052662,0.018767,0.019205,0.032467,0.047333,0.032467,-0.058078,2.8795,0.022772,0,0,0,0,0,0,0.0053646,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,66.8571,1253,5,6,0.83333,0.028964,0.053935,-0.024971,0.019798,0.033369,0.04858,0.033369,-0.059278,3.074,0.7285,0,0,0,0,0,0,0.015469,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,67.4828,1271,4,6,0.66667,0.022989,0.055654,-0.032666,0.020496,0.034383,0.049949,0.034383,-0.060426,3.33,0.22309,0,0,0,0,0,0,0.0353,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,68.1034,1289,9,6,1.5,0.051724,0.057666,-0.0059416,0.021292,0.035511,0.051449,0.035511,-0.061566,3.6383,0.31296,0,0,0,0,0,0,0.06529,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,68.7241,1307,7.8889,6,1.3148,0.044499,0.059808,-0.015309,0.022198,0.036781,0.053127,0.036781,-0.062781,3.9884,0.0012832,0,0,0,0,0,0,0.10589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,69.3333,1325,7,6,1.1667,0.038889,0.061996,-0.023107,0.023194,0.038175,0.054968,0.038175,-0.064105,4.3722,0.00018312,0,0,0,0,0,0,0.15869,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,69.9333,1343,2.5556,6,0.42593,0.014198,0.064184,-0.049987,0.024258,0.039663,0.056929,0.039663,-0.065506,4.7827,0.00018136,0,0,0,0,0,0,0.2252,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,70.5333,1361,6.6667,6,1.1111,0.037321,0.066395,-0.029075,0.025345,0.041182,0.058933,0.041182,-0.066939,5.2126,0.0039754,0,0,0,0,0,0,0.30587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,71.1379,1379,23,6,3.8333,0.13218,0.068776,0.063408,0.026412,0.042678,0.06091,0.042678,-0.068375,5.6507,0.03721,0,0,0,0,1,0.37315,0.39991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,71.7586,1397,17.5,6,2.9167,0.098526,0.071553,0.026972,0.0275,0.044199,0.062917,0.044199,-0.069808,6.0821,0.85716,0,0,0,0,0,0,0.50562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,72.3667,1415,14,6,2.3333,0.077778,0.07494,0.0028378,0.028728,0.045883,0.065112,0.045883,-0.071238,6.4933,0.87708,0,0,0,0,0,0,0.62073,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,72.9667,1433,14.9444,6,2.4907,0.085729,0.078329,0.0073996,0.030239,0.047896,0.067688,0.047896,-0.072653,6.874,0.85216,0,0,0,0,0,0,0.74297,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,73.5862,1451,15.6667,6,2.6111,0.089038,0.081833,0.0072049,0.03215,0.050372,0.070797,0.050372,-0.074031,7.216,0.90286,0,0,0,0,0,0,0.87084,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,74.2,1469,17,6,2.8333,0.094444,0.085669,0.0087757,0.034663,0.053558,0.074737,0.053558,-0.075442,7.507,0.87387,0,0,0,0,0,0,1.0047,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,74.8,1487,15.6667,6,2.6111,0.089038,0.090343,-0.0013053,0.038418,0.058272,0.080527,0.058272,-0.077278,7.7287,0.4488,0,0,0,0,0,0,1.1453,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,75.4138,1505,15.2778,6,2.5463,0.087641,0.096223,-0.0085827,0.043936,0.065194,0.089022,0.065194,-0.079941,7.8634,0.16214,0,0,0,0,0,0,1.2923,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,76.0333,1523,20,6,3.3333,0.11111,0.10197,0.0091428,0.050928,0.073984,0.099829,0.073984,-0.08343,7.9011,0.55225,0,0,0,0,0,0,1.4446,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,76.6333,1541,18.0556,6,3.0093,0.10031,0.10812,-0.0078158,0.058793,0.083913,0.11207,0.083913,-0.087586,7.8375,0.7401,0,0,0,0,0,0,1.5996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,77.2333,1559,15,6,2.5,0.083333,0.11479,-0.03146,0.067305,0.094718,0.12545,0.094718,-0.092438,7.6744,0.90509,0,0,0,0,0,0,1.7541,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,77.8333,1577,12.8333,6,2.1389,0.073072,0.12251,-0.049438,0.076064,0.10591,0.13937,0.10591,-0.097872,7.4236,0.89558,0,0,0,0,0,0,1.9039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,78.4483,1595,13.4444,6,2.2407,0.075411,0.13207,-0.056656,0.084619,0.11694,0.15317,0.11694,-0.10373,7.1048,0.58825,0,0,0,0,0,0,2.0454,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,79.0541,1613,25,6,4.1667,0.11261,0.14554,-0.032931,0.092647,0.1274,0.16637,0.1274,-0.10989,6.7427,0.47304,0,0,0,0,0,0,2.1759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,79.5405,1631,27.2222,6,4.537,0.1255,0.15656,-0.03106,0.10002,0.13714,0.17875,0.13714,-0.11629,6.3623,0.43321,0,0,0,0,0,0,2.2945,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,80.0385,1649,65,6,10.8333,0.41667,0.16682,0.24985,0.1068,0.14621,0.19038,0.14621,-0.12285,5.9789,0.36464,0,0,0,0,0,0,2.4015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Beaver ,2,80.7308,1667,81.5,6,13.5833,0.64006,0.17597,0.46409,0.1132,0.15487,0.20156,0.15487,-0.12957,5.5979,0.29076,0,0,0,0,0,0,2.4979,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
