tree,n_missing_total,n_missing_1980_on,n_outliers_total
SCR02A_raw,240,34,0
SCR02B_raw,216,11,2
SCR03A_raw,264,11,0
SCR03B_raw,249,11,0
SCR04A_raw,249,11,3
SCR04B_raw,251,11,3
SCR05A_raw,225,11,6
SCR05B_raw,219,11,3
SCR06A_raw,308,11,0
SCR06B_raw,320,11,0
SCR07A_raw,222,11,3
SCR07B_raw,286,11,3
SCR08A_raw,266,41,3
SCR08B_raw,273,40,1
SCR09A_raw,236,34,1
SCR09B_raw,223,34,0
SCR10A_raw,313,11,1
SCR10B_raw,286,11,3
SCR11A_raw,282,11,1
SCR11B_raw,282,11,0
SCR12A_raw,64,25,1
SCR12B_raw,24,24,2
SCR13A_raw,178,11,3
SCR13B_raw,178,11,2
SCR14A_raw,251,11,3
SCR14B_raw,276,11,2
SCR15A_raw,231,11,5
SCR15B_raw,235,11,5
SCR16A_raw,288,11,0
SCR16B_raw,255,11,2
SCR17A_raw,230,11,5
SCR17B_raw,245,11,3
SCR18A_raw,250,11,3
SCR18B_raw,248,11,1
SCR19A_raw,251,11,0
SCR19B_raw,229,11,5
SCR20A_raw,223,14,2
SCR20B_raw,227,14,4
