tree,n_missing_total,n_missing_1980_on,n_outliers_total
DIA51A_raw,325,27,0
DIA52A_raw,355,27,0
DIA55A_raw,245,27,1
DIA55B_raw,270,27,1
DIA56A_raw,333,27,4
DIA58A_raw,330,27,2
DIA61B_raw,345,27,0
DIA62A_raw,311,27,2
DIA63B_raw,255,27,0
DIA68A_raw,341,45,0
DIA68C_raw,357,45,2
DIA68D_raw,333,45,0
DIA69A_raw,348,27,0
DIA70A_raw,335,27,2
DIA71A_raw,372,27,0
DIA72A_raw,240,45,3
DIA72B_raw,196,45,5
DIA73B_raw,184,27,3
DIA73C_raw,189,27,3
DIA73D_raw,267,27,3
DIA74A_raw,336,39,0
DIA75A_raw,252,45,2
DIA76A_raw,314,45,1
DIA76B_raw,227,45,4
DIA76C_raw,241,45,1
DIA77A_raw,254,45,2
DIA77B_raw,223,45,1
DIA77C_raw,214,45,3
DIA77D_raw,300,45,1
DIA77E_raw,195,27,2
DIA77F_raw,132,27,4
DIA77G_raw,131,27,5
DIA78A_raw,156,45,3
DIA78B_raw,179,45,1
DIA79A_raw,314,27,1
DIA79B_raw,331,27,1
DIA80A_raw,90,27,9
DIA80B_raw,379,45,1
DIA81A_raw,344,31,1
DIA82A_raw,328,27,1
DIA83A_raw,306,27,1
DIA83B_raw,273,27,4
DIA84A_raw,355,27,2
DIA84B_raw,311,27,2
DIA85A_raw,224,27,5
DIA86A_raw,323,27,1
DIA87A_raw,244,27,2
DIA87B_raw,241,27,4
DIA87C_raw,210,27,3
DIA87D_raw,178,27,2
DIA88A_raw,268,45,2
DIA89A_raw,280,27,0
DIA89B_raw,271,27,1
DIA90A_raw,348,27,1
DIA92A_raw,177,27,1
DIA94A_raw,91,27,5
DI201A_raw,310,20,0
DI202A_raw,346,20,1
DI203A_raw,345,20,1
DI204A_raw,386,20,1
DI205A_raw,366,20,0
DI206A_raw,329,20,1
DI207A_raw,359,20,1
DI208A_raw,351,20,0
DI209A_raw,316,20,3
DI210A_raw,347,20,1
DI211A_raw,399,45,0
DI212A_raw,365,34,1
DI213A_raw,298,20,0
DI214A_raw,357,20,2
DI215A_raw,377,45,2
DI216A_raw,350,20,1
DI217A_raw,353,45,1
DI218A_raw,330,20,3
DI219A_raw,313,20,0
DI221B_raw,355,45,1
DI221C_raw,352,45,1
DI222A_raw,346,20,2
DI224A_raw,378,20,1
DI225A_raw,338,39,2
DI226A_raw,325,20,2
DI227A_raw,353,20,0
DI228A_raw,313,25,1
DI229A_raw,363,38,3
DI230A_raw,318,20,4
DI231A_raw,299,20,2
DI232A_raw,328,24,1
DI233A_raw,329,20,1
DI234A_raw,319,20,2
DI235A_raw,376,20,0
DI236A_raw,349,20,2
DI238A_raw,387,20,1
DI239A_raw,344,45,0
DI240A_raw,355,20,0
DI261A_raw,342,45,1
DI263A_raw,332,45,2
DI264A_raw,255,45,3
DI265A_raw,227,45,2
DI265B_raw,332,45,2
DI266A_raw,303,30,1
DI267A_raw,362,45,0
DI268A_raw,277,45,1
DI270A_raw,346,45,0
DI271A_raw,329,45,1
DI272A_raw,277,45,2
DI272B_raw,170,45,2
DI273A_raw,314,45,1
DI274A_raw,284,45,2
DI274B_raw,294,45,0
DI275A_raw,295,45,1
