age_CE,HLLM01A_raw,HLLM02A_raw,HLLM06A_raw,HLLM07A_raw,HLLM08A_raw,HLLM10A_raw,HLLM11A_raw,HLLM13A_raw,HLLM14A_raw,HLLM15A_raw,HLLM16A_raw,HLLM17A_raw,HLLM18A_raw,HLLM19A_raw,HLLM20A_raw,HLLM01A_raw_outlier_flag,HLLM02A_raw_outlier_flag,HLLM06A_raw_outlier_flag,HLLM07A_raw_outlier_flag,HLLM08A_raw_outlier_flag,HLLM10A_raw_outlier_flag,HLLM11A_raw_outlier_flag,HLLM13A_raw_outlier_flag,HLLM14A_raw_outlier_flag,HLLM15A_raw_outlier_flag,HLLM16A_raw_outlier_flag,HLLM17A_raw_outlier_flag,HLLM18A_raw_outlier_flag,HLLM19A_raw_outlier_flag,HLLM20A_raw_outlier_flag
1643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1660,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA
1684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,0.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.32,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.28,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.33,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,0.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,NA
1713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.39,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,0.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.38,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.35,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.12,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26,0.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.87,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
1744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,NA
