tree,n_missing_total,n_missing_1980_on,n_outliers_total
RCF011T_raw,107,37,1
RCF012T_raw,99,37,5
RCF021T_raw,47,37,9
RCF022T_raw,48,38,11
RCF031T_raw,108,38,3
RCF032T_raw,107,38,4
RCF041T_raw,101,38,5
RCF042T_raw,112,38,1
RCF051T_raw,106,38,8
RCF052T_raw,86,38,8
RCF061T_raw,65,38,2
RCF062T_raw,99,38,1
RCF071T_raw,68,38,0
RCF072T_raw,65,38,6
RCF081T_raw,53,38,5
RCF082T_raw,62,38,6
RCF091T_raw,58,38,5
RCF092T_raw,137,38,1
RCF101T_raw,66,38,6
RCF102T_raw,69,38,5
RCF111T_raw,59,38,5
RCF112T_raw,58,38,6
RCF121T_raw,380,45,0
RCF122T_raw,38,38,5
RCF123T_raw,267,45,3
RCF124T_raw,220,37,1
RCF131T_raw,86,38,3
RCF132T_raw,57,38,4
RCF141T_raw,75,38,4
RCF142T_raw,77,38,3
RCF151T_raw,95,38,2
RCF152T_raw,98,38,4
