tree,n_missing_total,n_missing_1980_on,n_outliers_total
LJO01A_raw,249,6,0
LJO01B_raw,249,6,1
LJO02A_raw,249,6,0
LJO03A_raw,249,6,1
LJO03B_raw,249,6,1
LJO04A_raw,249,6,2
LJO04B_raw,249,6,0
LJO05A_raw,249,6,0
LJO05B_raw,249,6,0
LJO06A_raw,249,6,1
LJO06B_raw,249,6,0
LJO07A_raw,249,6,0
LJO07B_raw,249,6,0
LJO08A_raw,249,6,3
LJO08B_raw,249,6,2
LJO09A_raw,249,6,1
LJO09B_raw,249,6,0
LJO10A_raw,249,6,1
LJO10B_raw,249,6,2
LJO11A_raw,249,6,1
LJO11B_raw,249,6,1
JOF01A_raw,289,6,0
JOF01B_raw,249,6,1
JOF02A_raw,249,6,0
JOF02B_raw,249,6,0
JOF03A_raw,249,6,0
JOF03B_raw,249,6,1
JOF04A_raw,249,6,0
JOF04B_raw,249,6,0
JOF05A_raw,249,6,2
JOF05B_raw,249,6,1
JOF06A_raw,249,6,1
JOF06B_raw,249,6,0
JOF07A_raw,249,6,1
JOF07B_raw,249,6,2
JOF08A_raw,266,23,0
JOF08B_raw,249,6,2
JOF09A_raw,249,6,1
JOF09B_raw,249,6,1
JOF10A_raw,249,6,0
JOF10C_raw,249,6,1
JOF11A_raw,249,6,3
JOF11B_raw,249,6,0
JOF01AAU_raw,127,7,0
JOF01BBU_raw,137,7,1
JOF02AAU_raw,100,7,3
JOF03BBU_raw,26,7,2
JOF04AAU_raw,53,7,3
JOF05AAU_raw,125,7,2
JOF05BBU_raw,128,7,4
JOF06AAU_raw,202,7,2
JOF06BBU_raw,161,7,1
JOF07BBU_raw,159,7,0
JOF08AAU_raw,178,7,0
JOF08BBU_raw,118,7,1
JOF09AAU_raw,122,7,0
JOF10AAU_raw,114,7,0
JOF11AAU_raw,219,7,3
JOF11BBU_raw,187,7,2
JOF12AAU_raw,233,7,2
JOF12BBU_raw,205,7,1
JOF12C_f_raw,336,45,0
JOF12DDU_raw,289,45,1
JOF13AAU_raw,233,7,0
JOF13BBU_raw,85,7,1
JOF13CCU_raw,215,45,2
JOF14AAU_raw,212,7,1
JOF14CCU_raw,279,45,0
JOF15AAU_raw,232,7,5
JOF15BBU_raw,227,7,3
JOF15CCU_raw,144,45,1
JOF16AAU_raw,123,7,1
JOF16BBU_raw,74,7,1
JOF17AAU_raw,213,7,0
JOF17BBU_raw,220,7,0
JOF17CCU_raw,255,45,0
JOF17DDU_raw,215,45,2
