tree,n_missing_total,n_missing_1980_on,n_outliers_total
LBM01A_raw,302,16,0
LBM01B_raw,302,16,2
LBM02A_raw,305,17,0
LBM02B_raw,304,16,0
LBM03A_raw,305,16,0
LBM03B_raw,305,16,0
LBM04A_raw,305,16,2
LBM04B_raw,305,16,3
LBM05A_raw,305,16,0
LBM05B_raw,328,26,0
LBM06A_raw,294,16,1
LBM06B_raw,290,16,0
LBM07A_raw,317,16,0
LBM07B_raw,313,16,2
LBM08A_raw,334,16,0
LBM08B_raw,334,16,0
LBM09A_raw,318,16,0
LBM09B_raw,311,16,1
LBM10A_raw,307,16,0
LBM10B_raw,303,16,0
LBM11A_raw,306,16,1
LBM11B_raw,312,16,1
LBM12A_raw,308,16,2
LBM12B_raw,308,16,2
LBM13A_raw,298,16,0
LBM13B_raw,299,16,2
LBM14A_raw,309,16,0
LBM14B_raw,307,16,1
LBM15A_raw,307,16,3
LBM15B_raw,310,16,0
LBM16A_raw,315,16,0
LBM16B_raw,315,16,1
LBM17A_raw,319,16,1
LBM17B_raw,327,17,1
LBM18A_raw,299,16,1
LBM18B_raw,304,16,0
LBM19A_raw,298,16,0
LBM19B_raw,291,16,1
LBM20A_raw,136,16,9
LBM20B_raw,147,16,6
LBP01A_raw,170,45,1
LBP01B_raw,151,45,4
LBP02A_raw,96,45,6
LBP02B_raw,67,45,5
LBP03A_raw,63,45,6
LBP03B_raw,58,45,7
LBP04A_raw,71,45,7
LBP04B_raw,157,45,1
LBP05A_raw,100,45,6
LBP05B_raw,108,45,9
LBP06A_raw,79,45,6
LBP06B_raw,107,45,6
LBP07A_raw,295,45,1
LBP07B_raw,266,45,1
LBP08A_raw,298,45,1
LBP08B_raw,272,45,1
LBP09A_raw,259,45,1
LBP10B_raw,220,45,0
LBP11A_raw,167,45,2
LBP11B_raw,144,45,1
LBP12A_raw,131,45,3
LBP12B_raw,111,45,6
LBP13A_raw,180,45,0
LBP13B_raw,151,45,2
LBP14_raw,283,45,1
LBP15A_raw,151,45,3
LBP15B_raw,178,45,0
