tree,n_missing_total,n_missing_1980_on,n_outliers_total
GLZ1_raw,236,45,2
GLD5_raw,275,45,1
GL17B_raw,185,45,1
GL17A_raw,260,45,2
GL07B_raw,336,45,1
GL02B_raw,173,28,6
GLD2_raw,386,45,0
GLD7_raw,393,45,1
GL02A_raw,203,28,5
GL05B_raw,238,28,4
GL09B_raw,248,28,4
GL09A_raw,278,28,3
GL15B_raw,328,28,2
GL14B_raw,348,28,2
GL08A_raw,364,28,2
GL01A_raw,372,28,0
GL04B_raw,374,28,0
GL04A_raw,376,28,1
GL03A_raw,378,28,1
GL15A_raw,385,28,1
GL14A_raw,388,28,2
GL20B_raw,394,28,3
GL01B_raw,402,28,0
GL20A_raw,408,28,0
